变量名,skillName,skillName_tw,skillName_en,skillName_kr,_beizhu,skillTypeShow,skillTypeShow_tw,skillTypeShow_en,describe,describe1,describe_tw,describe_en,describe_kr,simDesc,simDesc_tw,simDesc_en,simDesc_kr,starEffect,starEffectDesc,starEffectDesc1,starEffectDesc_tw,starEffectDesc_en,starEffectDesc_kr,zawakeEffect,zawakeEffectDesc,zawakeEffectDesc1,zawakeEffectDesc_tw,zawakeEffectDesc_en,zawakeEffectDesc_kr,zawakeSimpleType,zawakeSimpleDesc,zawakeSimpleDesc_tw,zawakeSimpleDesc_en,zawakeSimpleDesc_kr,upLvDesc,upLvDesc_tw,upLvDesc_en,upLvDesc_kr,iconRes,isGlobal,changeUnitTrigger,isCombat,alwaysEffective,passivePriority,skillType,skillType2,skillDamageType,skillNatureType,skillPower,skillHit,weather,cdRound,startRound,passiveStartRound,passiveTriggerType,passiveTriggerArg,posChoose,moveTime,specialChoose,hitFormula,hintTargetType,hintChoose,specialHintChoose,autoHintChoose,targetTypeDesc,targetChooseType,targetTypeDesc_en,targetTypeDesc_kr,targetTypeDesc_tw,_attacktest,damageFormula,_damageFormula,hpFormula,skillCalDamageProcessId,diffSkillCalDmgProcessId,skillProcess,passiveSkillAttrs,activeType,activeCondition,fightingPoint,costMp1,costMp1Args,recoverMp1,widgetEffects,hurtMp1,costID,posC,chargeArgs,skillArgs,conditionValue,spineAction,flashBack,cameraNear,cameraNear_posC,cameraNear_blankTime,cameraNear_scaleArgs,blankTime,scaleArgs,effectBigName,effectBigPos,effectBigFlip,notShowProcedure,hurtPos,sound,allEffectTime,descGray,keyWords,zawakeKeyWords,skillPriority,zawakeStarEffectDesc
21,Vine Whip,藤鞭,Vine Whip,????,妙蛙草,,,,Ivysaur attacks a single enemy with vines to deal #C0x3D8A99#90%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B#,,妙蛙草用藤鞭攻擊敵方單體目標，造成#C0x3D8A99#90%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#,Ivysaur attacks a single enemy with vines to deal #C0x3D8A99#90%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B#,????? ?? ???? ? ??? 1??? ???? #C0x3D8A99#?? ???? 90%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ???.,Ivysaur attacks a single enemy target with its vines,妙蛙草用藤鞭攻擊敵方單體目標,Ivysaur attacks a single enemy target with its vines,????? ?? ???? ? ??? 1??? ????.,,,,,,,<79001>,妙蛙草用藤鞭攻击敌方单体目标，造成#C0x3D8A99#90%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，并提升自身5%治疗率，持续2回合,,,,,1,#C0x5c9970#提高自身5%治疗率2回合#C0x5B545B#,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,1,4,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*0.9+(self:flag(99) and skillLevel or skillLevel*4)*24,self:specialDamage()+skillLevel*24,,,,<211;212>,,,,,,,240,,,1,{x=-400;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/miaowacao_attack.mp3;loop=0;delay=0},,,,,,
22,Leaf Razor,毒葉快刀,Leaf Razor,?????,妙蛙草,,,,"Ivysaur swings poison leaves to paralyze enemy's nerves to deal #C0x3D8A99#140%SP.ATK#C0x5B545B#+$(skillLevel*4*36)$#C0xF13B54# SP.DMG#C0x5B545B# to a single enemy, with 60% chance to make the enemy unable to move for 1 round",,妙蛙草旋轉甩出毒葉片麻痹敵人神經，對敵方單體目標造成#C0x3D8A99#140%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊傷害#C0x5B545B#，並有60%概率【眩暈】目標1回合（眩暈：控制效果，無法行動）,"Ivysaur swings poison leaves to paralyze enemy's nerves to deal #C0x3D8A99#140%SP.ATK#C0x5B545B#+$(skillLevel*4*36)$#C0xF13B54# SP.DMG#C0x5B545B# to a single enemy, with 60% chance to make the enemy unable to move for 1 round","????? ? ???? ?? ? ??? 1??? ?? ?? ??? ????? #C0x3D8A99#?? ???? 140%#C0x5B545B#+$(skillLevel*4*36)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 60%? ??? ??? 1? ? [??]???(??: ?? ??, ?? ??)",Ivysaur spins and slashes single enemy target with its leaves,妙蛙草旋轉甩出葉片，斬切敵方單體目標進行攻擊,Ivysaur spins and slashes single enemy target with its leaves,????? ???? ???? ?? ? ??? 1??? ?? ????.,,,,,,,<79002>,妙蛙草旋转甩出毒叶片麻痹敌人神经，对敌方单体目标造成#C0x3D8A99#140%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并有100%概率【眩晕】目标1回合（眩晕：控制效果，无法行动）,,,,,2,有60%概率【眩晕】目标1回合\n#F20# \n#F40##C0x5c9970#→有100%概率【眩晕】目标1回合#C0x5B545B#,,,,DMG+144,固定傷害+144,DMG+144,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,1,8,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1.4+(self:flag(99) and skillLevel or skillLevel*4)*36,self:specialDamage()*1.5+skillLevel*24,,,,<221;222;223>,,,,,,,360,,,2,{x=-450;y=50},,,,skill1,,,,,,,,,,,,,{res=hero_sound/miaowacao_skill1.mp3;loop=0;delay=0},,,,,,
23,Leech Seed,寄生種子,Leech Seed,????,妙蛙草,,,,"Ivysaur shoots Leech Seed out to grow vines to attack a single enemy to deal #C0x3D8A99#370%SP.ATK#C0x5B545B#+$(skillLevel*4*60)$#C0xF13B54# SP.DMG#C0x5B545B#, inflicting 【Leech Seed】 to all allied Pokémon for 3 rounds (Leech Seed: Recover own HP before each round. Recovery amount: Ivysaur's #C0x3D8A99#30%SP.ATK#C0x5B545B# bonus initially, increasing with the increase of ability level)",,妙蛙草發射寄生種子長出藤蔓攻擊敵方單體目標，造成#C0x3D8A99#370%特攻#C0x5B545B#+$(skillLevel*4*60)$的#C0xF13B54#特殊傷害#C0x5B545B#，並為友方全體添加一枚【寄生種子】3回合,"Ivysaur shoots Leech Seed out to grow vines to attack a single enemy to deal #C0x3D8A99#370%SP.ATK#C0x5B545B#+$(skillLevel*4*60)$#C0xF13B54# SP.DMG#C0x5B545B#, inflicting 【Leech Seed】 to all allied Pokémon for 3 rounds (Leech Seed: Recover own HP before each round. Recovery amount: Ivysaur's #C0x3D8A99#30%SP.ATK#C0x5B545B# bonus initially, increasing with the increase of ability level)",????? ????? ?? ?? ?? ???? ? ??? 1??? ???? #C0x3D8A99#?? ???? 370%#C0x5B545B#+$(skillLevel*4*60)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 3? ? ?? ???? [????]? 1? ???.,Ivysaur fires seeds continuously before extending its vines to attack a single enemy target. It also gives all allies a Leech Seed for healing,妙蛙草連續飛出種子，然後寄生出藤蔓攻擊敵方單體目標，並為己方全體添加一枚寄生種子治療友方,Ivysaur fires seeds continuously before extending its vines to attack a single enemy target. It also gives all allies a Leech Seed for healing,"????? ??? ???? ?? ? ?? ??? ??? ??? ?? ??? ??, ?? ??? ????? ?? ????.",<11>,Additional effect: Triggers healing effect of Leech Seed once when dealing Ultimate move,,額外效果：釋放必殺技時立即觸發一次寄生種子中的恢復效果,Additional effect: Triggers healing effect of Leech Seed once when dealing Ultimate move,?? ??: ??? ?? ? ?? ????? ?? ??? 1? ????,<79003;1>,额外效果：释放必杀技时立即触发一次寄生种子中的恢复效果，并使本次恢复量加倍,,,,,2,#C0x5c9970#释放必杀技时立即触发一次寄生种子中的恢复效果#C0x5c9970#→释放必杀技时立即触发一次寄生种子中的恢复效果，并使本次恢复量加倍#C0x5B545B#,,,,DMG+240,固定傷害+240,DMG+240,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,1,4,,,,,,,,,0,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*3.7+(self:flag(99) and skillLevel or skillLevel*4)*60,self:specialDamage()*4.5+skillLevel*60,,,,<231;232;233;234>,,,,,1000,,,,,3,{x=-180;y=50},,,,skill2,,0,,8166.6,{scale=1;startLast=50;delayLast=8166.6;endLast=50},8166.6,{'scale'=1;'startLast'=50;'delayLast'=8166.6;'endLast'=50},<img_2_mwc@>,,TRUE,,,{res=hero_sound/miaowacao_skill2.mp3;loop=0;delay=0},,,,,,
26,Sprout,生芽,Sprout,??,妙蛙草,,,,"When own round ends, inflict 【Leech Seed】 to a random Pokemon for 3 rounds (Leech Seed: Recover HP of own $(30+skillLevel*0.2-0.2)$% Ivysaur's SP.ATK)",,自身回合結束後，為己方隨機一個精靈添加【寄生種子】3回合（寄生種子：增益效果，每回合前回復自身#C0x5c9970#$(30+skillLevel*0.2-0.2)$%#C0x5B545B#妙蛙草特攻的生命值）,"When own round ends, inflict 【Leech Seed】 to a random Pokemon for 3 rounds (Leech Seed: Recover HP of own $(30+skillLevel*0.2-0.2)$% Ivysaur's SP.ATK)","??? ? ?? ? 3? ? ?? ?? ??? 1???? [????] ? ???(????: ?? ?? ??, ? ?? ???? ?? ??? HP? ???? ?? ???? #C0x5c9970#$(30+skillLevel*0.2-0.2)$%#C0x5B545B#?? ????.)",,,,,<8>,Effect boost: Leech Seed recovery amount increases by 10%,,效果強化：寄生種子回復量提升10%,Effect boost: Leech Seed recovery amount increases by 10%,?? ??: ????? ???? 10% ????,<79004>,自身回合结束后，为己方随机一个精灵添加【寄生种子】3回合（寄生种子：增益效果，每回合前回复自身#C0x5c9970#$(30+skillLevel*0.2-0.2)$%#C0x5B545B#妙蛙种子特攻的生命值），有30%概率给自己也添加一个【寄生种子】3回合,,,,,1,#C0x5c9970#有30%概率给自己也添加一个【寄生种子】3回合#C0x5B545B#,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,9,0,5,,,,,,,,,,,,,,,,,,,<261;262>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stats boost,屬性加成,Stats boost,?? ???,,,,,Increase own $(5+skillLevel*0.05-0.05)$% PVP damage bonus,,提升自身$(5+skillLevel*0.05-0.05)$%的pvp傷害加成,Increase own $(5+skillLevel*0.05-0.05)$% PVP damage bonus,??? pvp ?? ???? $(5+skillLevel*0.05-0.05)$% ????.,,,,,,,,,,,,,,,,,,,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{92=(500+(skillLevel-1)*5)},1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stats boost,屬性加成,Stats boost,?? ???,,,,,Increase own $(5+skillLevel*0.05-0.05)$% PVP damage reduction,,提升自身$(5+skillLevel*0.05-0.05)$%的pvp傷害減免,Increase own $(5+skillLevel*0.05-0.05)$% PVP damage reduction,??? pvp ?? ???? $(5+skillLevel*0.05-0.05)$% ????.,,,,,,,,,,,,,,,,,,,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{93=(500+(skillLevel-1)*5)},1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Vine Whip,藤鞭,Vine Whip,????,妙蛙花,,,,Venusaur attacks a single enemy with vines to deal #C0x3D8A99#100%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B#,,妙蛙花用藤鞭攻擊敵方單體目標，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#,Venusaur attacks a single enemy with vines to deal #C0x3D8A99#100%SP.ATK#C0x5B545B#+$(skillLevel*4*24)$#C0xF13B54# SP.DMG#C0x5B545B#,????? ?? ???? ? ??? 1??? ???? #C0x3D8A99#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ???.,Venusaur attacks a single enemy target with its vines,妙蛙花用藤鞭攻擊敵方單體目標,Venusaur attacks a single enemy target with its vines,????? ?? ???? ? ??? 1??? ????.,,,,,,,<79001>,妙蛙花用藤鞭攻击敌方单体目标，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊伤害#C0x5B545B#，并提升自身5%治疗率，持续2回合,,,,,1,#C0x5c9970#提高自身5%治疗率2回合#C0x5B545B#,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,1,4,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,self:specialDamage()+skillLevel*24,,,,<311;312>,,,,,,,240,,,1,{x=-600;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/miaowahua_attack.mp3;loop=0;delay=0},,,,,,
32,Leaf Razor,毒葉快刀,Leaf Razor,?????,妙蛙花,,,,"Venusaur shoots leaves to paralyze enemy's nerves to deal #C0x3D8A99#150%SP.ATK#C0x5B545B#+$(skillLevel*4*36)$#C0xF13B54# SP.DMG#C0x5B545B# to a single enemy, with 60% chance to make the enemy unable to move for 1 round",,妙蛙花飛出葉片麻痹敵人神經，對敵方單體目標造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊傷害#C0x5B545B#，並有60%概率【眩暈】目標1回合（眩暈：控制效果，無法行動）,"Venusaur shoots leaves to paralyze enemy's nerves to deal #C0x3D8A99#150%SP.ATK#C0x5B545B#+$(skillLevel*4*36)$#C0xF13B54# SP.DMG#C0x5B545B# to a single enemy, with 60% chance to make the enemy unable to move for 1 round","????? ???? ?? ? ??? 1??? ?? ?? ??? ????? #C0x3D8A99#?? ???? 150%#C0x5B545B#+$(skillLevel*4*36)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 60%? ??? ??? 1? ? [??]???(??: ?? ??, ?? ??)",Venusaur attacks single enemy target by slashing it with its leaves,妙蛙花飛出葉片，切斬敵方單體目標進行攻擊,Venusaur attacks single enemy target by slashing it with its leaves,????? ???? ?? ? ??? 1??? ?? ????.,,,,,,,<79002>,妙蛙花飞出叶片麻痹敌人神经，对敌方单体目标造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊伤害#C0x5B545B#，并有100%概率【眩晕】目标1回合（眩晕：控制效果，无法行动）,,,,,2,有60%概率【眩晕】目标1回合\n#F20# \n#F40##C0x5c9970#→有100%概率【眩晕】目标1回合#C0x5B545B#,,,,DMG+144,固定傷害+144,DMG+144,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,1,8,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36,self:specialDamage()*1.5+skillLevel*24,,,,<321;322;323>,,,,,,,360,,,2,{x=-600;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/miaowahua_skill1.mp3;loop=0;delay=0},,,,,,
33,Solar Beam,陽光烈焰,Solar Beam,???,妙蛙花,,,,"Venusaur gathers the sunshine and shoots flame to attack a single enemy to deal #C0x3D8A99#380%SP.ATK#C0x5B545B#+$(skillLevel*4*60)$#C0xF13B54# SP.DMG#C0x5B545B#, inflicting 【Leech Seed】 to all allied Pokémon for 3 rounds (Leech Seed: Recover own HP before each round. Recovery amount: Venusaur's #C0x3D8A99#30%SP.ATK#C0x5B545B# bonus initially, increasing with the increase of ability level)",,妙蛙花積蓄陽光，然後發射強力烈焰攻擊敵方單體目標，造成#C0x3D8A99#380%特攻#C0x5B545B#+$(skillLevel*4*60)$的#C0xF13B54#特殊傷害#C0x5B545B#，並為友方全體添加一枚【寄生種子】3回合,"Venusaur gathers the sunshine and shoots flame to attack a single enemy to deal #C0x3D8A99#380%SP.ATK#C0x5B545B#+$(skillLevel*4*60)$#C0xF13B54# SP.DMG#C0x5B545B#, inflicting 【Leech Seed】 to all allied Pokémon for 3 rounds (Leech Seed: Recover own HP before each round. Recovery amount: Venusaur's #C0x3D8A99#30%SP.ATK#C0x5B545B# bonus initially, increasing with the increase of ability level)",????? ??? ?? ? ?? ??? ???? ? ??? 1???? #C0x3D8A99#?? ???? 380%#C0x5B545B#+$(skillLevel*4*60)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 3? ? ?? ???? [????]? 1? ???.,Venusaur gathers the sunlight and shoots a powerful flame to attack a single enemy target. It also gives all allies a Leech Seed for healing,妙蛙花積蓄陽光，然後發射強力烈焰攻擊敵方單體目標，並為己方全體添加一枚寄生種子治療友方,Venusaur gathers the sunlight and shoots a powerful flame to attack a single enemy target. It also gives all allies a Leech Seed for healing,"????? ??? ?? ? ??? ????? ?? ????, ?? ??? ????? ?? ????.",<11>,Additional effect: Triggers healing effect of Leech Seed once when dealing Ultimate move,,額外效果：釋放必殺技時立即觸發一次寄生種子中的恢復效果,Additional effect: Triggers healing effect of Leech Seed once when dealing Ultimate move,?? ??: ??? ?? ? ?? ????? ?? ??? 1? ????,<79003;1>,额外效果：释放必杀技时立即触发一次寄生种子中的恢复效果，并使本次恢复量加倍,,,,,2,#C0x5c9970#释放必杀技时立即触发一次寄生种子中的恢复效果#C0x5c9970#→释放必杀技时立即触发一次寄生种子中的恢复效果，并使本次恢复量加倍#C0x5B545B#,,,,DMG+240,固定傷害+240,DMG+240,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,1,4,,,,,,,,,0,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*3.8+(self:flag(99) and skillLevel or skillLevel*4)*60,self:specialDamage()*4.5+skillLevel*60,,,,<331;332;333;334>,,,,,1000,,,,,3,{x=-350;y=100},,,,skill2,,0,,7833.3,{scale=0.88;startLast=50;delayLast=7833.3;endLast=50},7833.3,{'scale'=0.88;'startLast'=50;'delayLast'=7833.3;'endLast'=50},<img_3_mwh@>,,,,,{res=hero_sound/miaowahua_skill2.mp3;loop=0;delay=0},,,,,,
36,Sprout,生芽,Sprout,??,妙蛙花,,,,"When own round ends, inflict 【Leech Seed】 to a random Pokemon for 3 rounds (Leech Seed: Recover HP of own $(30+skillLevel*0.2-0.2)$% Venusaur's SP.ATK)",,自身回合結束後，為己方隨機一個精靈添加【寄生種子】3回合（寄生種子：增益效果，每回合前回復自身#C0x5c9970#$(30+skillLevel*0.2-0.2)$%#C0x5B545B#妙蛙花特攻的生命值）,"When own round ends, inflict 【Leech Seed】 to a random Pokemon for 3 rounds (Leech Seed: Recover HP of own $(30+skillLevel*0.2-0.2)$% Venusaur's SP.ATK)","??? ? ?? ? 3? ? ?? ?? ??? 1???? [????] ? ???(????: ?? ?? ??, ? ?? ???? ?? ??? HP? ???? ?? ???? #C0x5c9970#$(30+skillLevel*0.2-0.2)$%#C0x5B545B#?? ????.)",,,,,<8>,Effect boost: Leech Seed recovery amount increases by 10%,,效果強化：寄生種子回復量提升10%,Effect boost: Leech Seed recovery amount increases by 10%,?? ??: ????? ???? 10% ????,<79004>,自身回合结束后，为己方随机一个精灵添加【寄生种子】3回合（寄生种子：增益效果，每回合前回复自身#C0x5c9970#$(30+skillLevel*0.2-0.2)$%#C0x5B545B#妙蛙种子特攻的生命值），有30%概率给自己也添加一个【寄生种子】3回合,,,,,1,#C0x5c9970#有30%概率给自己也添加一个【寄生种子】3回合#C0x5B545B#,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,9,0,5,,,,,,,,,,,,,,,,,,,<361;362>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stats boost,屬性加成,Stats boost,?? ???,,,,,Increase own $(5+skillLevel*0.05-0.05)$% PVP damage bonus,,提升自身$(5+skillLevel*0.05-0.05)$%的pvp傷害加成,Increase own $(5+skillLevel*0.05-0.05)$% PVP damage bonus,??? pvp ?? ???? $(5+skillLevel*0.05-0.05)$% ????.,,,,,,,,,,,,,,,,,,,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{92=(500+(skillLevel-1)*5)},1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stats boost,屬性加成,Stats boost,?? ???,,,,,Increase own $(5+skillLevel*0.05-0.05)$% PVP damage reduction,,提升自身$(5+skillLevel*0.05-0.05)$%的pvp傷害減免,Increase own $(5+skillLevel*0.05-0.05)$% PVP damage reduction,??? pvp ?? ???? $(5+skillLevel*0.05-0.05)$% ????.,,,,,,,,,,,,,,,,,,,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{93=(500+(skillLevel-1)*5)},1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Vine Whip,藤鞭,Vine Whip,????,超級妙蛙花,,,,"Mega Venusaur attacks a single enemy with Vine Whip, dealing #C0x3D8A99#100% SP.ATK#C0x5B545B#+$(skillLevel*4*24)$)#C0xF13B54# SP.DMG#C0x5B545B# and applying [Leech Seed] for the lowest HP ally for 3 rounds.",,超級妙蛙花用藤鞭攻擊敵方單體目標，造成#C0x3D8A99#100%特攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#特殊傷害#C0x5B545B#，為血量百分比最低的友方添加【寄生種子】3回合,"Mega Venusaur attacks a single enemy with Vine Whip, dealing #C0x3D8A99#100% SP.ATK#C0x5B545B#+$(skillLevel*4*24)$)#C0xF13B54# SP.DMG#C0x5B545B# and applying [Leech Seed] for the lowest HP ally for 3 rounds.",??????? ?? ???? ? ??? 1??? ???? #C0x3D8A99#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ???. 3? ? HP ????? ?? ?? ???? [????]? ???.,Venusaur attacks a single enemy target with its vines,妙蛙花用藤鞭攻擊敵方單體目標,Venusaur attacks a single enemy target with its vines,????? ?? ???? ? ??? 1??? ????.,,,,,,,,,,,,,,提高自身5%治疗率2回合,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,1,4,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,self:specialDamage()+skillLevel*24,,,,<411;412>,,,,,,,240,,,1,{x=-430;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/miaowahuam_atk.mp3;loop=0;delay=0},,,,,,
42,Poison Powder,毒粉,Poison Powder,???,超級妙蛙花,,,,"Mega Venusaur attacks a single enemy with toxic dust, dealing #C0x3D8A99#160% SP.ATK#C0x5B545B#+$(skillLevel*4*36)$#C0xF13B54# SP.DMG#C0x5B545B# and leaving it [Badly poison] for 3 rounds (Badly Poisoned: Negative effect, before every round, has a 20% chance of being unable to move and lose 5% of current HP, up to 300% of Mega Venusaur's SP.ATK, stacks up to 5 times)",,超級妙蛙花凝聚有毒的花粉攻擊敵方單體目標，造成#C0x3D8A99#160%特攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#特殊傷害#C0x5B545B#，令目標陷入【劇毒】3回合（劇毒：負面效果，中毒期間每回合前有20%概率無法行動，並額外損失目標5%當前生命，最高不超過超級妙蛙花特攻的300%，上限5層）,"Mega Venusaur attacks a single enemy with toxic dust, dealing #C0x3D8A99#160% SP.ATK#C0x5B545B#+$(skillLevel*4*36)$#C0xF13B54# SP.DMG#C0x5B545B# and leaving it [Badly poison] for 3 rounds (Badly Poisoned: Negative effect, before every round, has a 20% chance of being unable to move and lose 5% of current HP, up to 300% of Mega Venusaur's SP.ATK, stacks up to 5 times)","??????? ? ???? ? ??? 1??? ???? #C0x3D8A99#?? ???? 160%#C0x5B545B#+$(skillLevel*4*36)$? #C0xF13B54#?? ??#C0x5B545B#? ??? ??? 3? ? [??] ??? ????(??: ??? ??, ?? ??? ? ? ?? ???? ?? 20%? ??? ?? ?? ??? ?? ??? HP? 5% ?? ???. ???? ?????? ?? ???? 300%? ???? ???. ?? ?? ?: 5?)",Venusaur attacks single enemy target by slashing it with its leaves,妙蛙花飛出葉片，切斬敵方單體目標進行攻擊,Venusaur attacks single enemy target by slashing it with its leaves,????? ???? ?? ? ??? 1??? ?? ????.,,,,,,,,,,,,,,晕眩概率提升至100%,,,,DMG+144,固定傷害+144,DMG+144,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,1,8,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,特攻,self:specialDamage()*1.6+(self:flag(99) and skillLevel or skillLevel*4)*36,self:specialDamage()*1.5+skillLevel*24,,,,<421;422;423>,,,,,,,360,,,2,{x=-450;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/miaowahuam_skill1.mp3;loop=0;delay=0},,,,,,
