变量名,huodongID,daySum,themeType,themeName,themeName_tw,tabIndex,tabName,countType,taskType,taskParam,taskSpecialParam,desc,award,costMap,priceShow,buyMax
20202,12003,3,2,第3天,第3天,0,竞技积分,3,41,8,,当日起竞技场战斗8次,{6331=1;coin1=300;talent_point=1},,,
20203,12003,3,2,第3天,第3天,0,竞技积分,3,41,16,,当日起竞技场战斗16次,{6331=1;coin1=400;talent_point=1},,,
20204,12003,3,2,第3天,第3天,0,竞技积分,3,41,24,,当日起竞技场战斗24次,{6331=1;coin1=500;talent_point=1},,,
20205,12003,3,2,第3天,第3天,0,竞技积分,3,41,32,,当日起竞技场战斗32次,{6331=1;coin1=600;talent_point=1},,,
20206,12003,3,2,第3天,第3天,0,竞技积分,3,41,40,,当日起竞技场战斗40次,{6331=1;coin1=800;talent_point=1},,,
20207,12003,3,2,第3天,第3天,0,竞技积分,3,41,50,,当日起竞技场战斗50次,{6331=1;coin1=1000;talent_point=1},,,
20208,12003,3,2,第3天,第3天,1,努力培养,3,89,50,,当日起努力值培养50次,{6331=1;452=10;13=10},,,
20209,12003,3,2,第3天,第3天,1,努力培养,3,89,100,,当日起努力值培养100次,{6331=1;452=15;13=15},,,
20210,12003,3,2,第3天,第3天,1,努力培养,3,89,150,,当日起努力值培养150次,{6331=1;452=20;13=20},,,
20211,12003,3,2,第3天,第3天,1,努力培养,3,89,200,,当日起努力值培养200次,{6331=1;452=25;13=25},,,
20212,12003,3,2,第3天,第3天,1,努力培养,3,89,250,,当日起努力值培养250次,{6331=1;452=30;13=30},,,
20213,12003,3,2,第3天,第3天,1,努力培养,3,89,300,,当日起努力值培养300次,{6331=1;452=35;13=35},,,
20214,12003,3,2,第3天,第3天,1,努力培养,3,89,350,,当日起努力值培养350次,{6331=1;452=40;13=40},,,
20215,12003,3,2,第3天,第3天,1,努力培养,3,89,400,,当日起努力值培养400次,{6331=1;452=45;13=45},,,
20216,12003,3,2,第3天,第3天,2,挑战任务,3,32,6,,当日起活动副本战斗6次,{6331=1;452=15;602=3},,,
20217,12003,3,2,第3天,第3天,2,挑战任务,3,32,12,,当日起活动副本战斗12次,{6331=1;452=25;602=5},,,
20218,12003,3,2,第3天,第3天,2,挑战任务,3,66,8,,当日起元素挑战战斗8次,{6331=1;452=15;602=3},,,
20219,12003,3,2,第3天,第3天,2,挑战任务,3,66,15,,当日起元素挑战战斗15次,{6331=1;452=25;602=5},,,
20220,12003,3,2,第3天,第3天,2,挑战任务,3,52,10,,当日起抽饰品魔方10次,{6331=1;452=15;602=3},,,
20221,12003,3,2,第3天,第3天,2,挑战任务,3,52,20,,当日起抽饰品魔方20次,{6331=1;452=15;602=3},,,
20222,12003,3,2,第3天,第3天,2,挑战任务,3,52,30,,当日起抽饰品魔方30次,{6331=1;452=25;602=5},,,
,,,,,,,,第4天,,,,,{},,,
20301,12003,4,3,第4天,第4天,0,日常购买,3,26,6,,当日起购买体力6次,{6331=1;515=2;602=3},,,
20302,12003,4,3,第4天,第4天,0,日常购买,3,26,12,,当日起购买体力12次,{6331=1;515=4;602=3},,,
20303,12003,4,3,第4天,第4天,0,日常购买,3,26,18,,当日起购买体力18次,{6331=1;515=6;602=3},,,
20304,12003,4,3,第4天,第4天,0,日常购买,3,26,24,,当日起购买体力24次,{6331=1;515=8;602=3},,,
20305,12003,4,3,第4天,第4天,0,日常购买,3,18,10,,当日起聚宝金币10次,{6331=1;rmb=40;602=3},,,
20306,12003,4,3,第4天,第4天,0,日常购买,3,18,20,,当日起聚宝金币20次,{6331=1;rmb=80;602=3},,,
20307,12003,4,3,第4天,第4天,0,日常购买,3,18,30,,当日起聚宝金币30次,{6331=1;rmb=120;602=3},,,
20308,12003,4,3,第4天,第4天,0,日常购买,3,18,40,,当日起聚宝金币40次,{6331=1;rmb=120;602=3},,,
20309,12003,4,3,第4天,第4天,1,钻石消耗,3,21,388,,当日起消耗388钻石,{6331=1;rmb=68;gold=50000},,,
20310,12003,4,3,第4天,第4天,1,钻石消耗,3,21,888,,当日起消耗888钻石,{6331=1;rmb=128;gold=60000},,,
20311,12003,4,3,第4天,第4天,1,钻石消耗,3,21,1888,,当日起消耗1888钻石,{6331=1;rmb=158;gold=70000},,,
20312,12003,4,3,第4天,第4天,1,钻石消耗,3,21,3888,,当日起消耗3888钻石,{6331=1;rmb=288;gold=80000},,,
20313,12003,4,3,第4天,第4天,1,钻石消耗,3,21,5888,,当日起消耗5888钻石,{6331=1;rmb=388;gold=100000},,,
20314,12003,4,3,第4天,第4天,1,钻石消耗,3,21,7888,,当日起消耗7888钻石,{6331=1;rmb=488;gold=120000},,,
20315,12003,4,3,第4天,第4天,1,钻石消耗,3,21,10888,,当日起消耗10888钻石,{6331=1;rmb=588;gold=150000},,,
20316,12003,4,3,第4天,第4天,1,钻石消耗,3,21,15888,,当日起消耗15888钻石,{6331=1;rmb=688;gold=200000},,,
20317,12003,4,3,第4天,第4天,2,公会活动,3,59,6,,当日起公会副本战斗6次,{6331=1;coin3=200;14=10},,,
20318,12003,4,3,第4天,第4天,2,公会活动,3,59,12,,当日起公会副本战斗12次,{6331=1;coin3=300;14=10},,,
20319,12003,4,3,第4天,第4天,2,公会活动,3,55,10,,当日起公会捐献10次,{6331=1;coin3=200;14=10},,,
20320,12003,4,3,第4天,第4天,2,公会活动,3,55,25,,当日起公会捐献25次,{6331=1;coin3=300;14=10},,,
20321,12003,4,3,第4天,第4天,2,公会活动,3,58,4,,当日起抢红包4次,{6331=1;coin3=200;14=10},,,
20322,12003,4,3,第4天,第4天,2,公会活动,3,58,8,,当日起抢红包8次,{6331=1;coin3=300;14=10},,,
,,,,,,,,第5天,,,,,{},,,
20401,12003,5,4,第5天,第5天,0,以太积分,3,63,20000,,当日起以太积分累计20000,{6331=1;coin2=200;4000=20},,,
20402,12003,5,4,第5天,第5天,0,以太积分,3,63,30000,,当日起以太积分累计30000,{6331=1;coin2=300;4000=20},,,
20403,12003,5,4,第5天,第5天,0,以太积分,3,63,40000,,当日起以太积分累计40000,{6331=1;coin2=400;4000=30},,,
20404,12003,5,4,第5天,第5天,0,以太积分,3,63,50000,,当日起以太积分累计50000,{6331=1;coin2=500;4000=40},,,
20405,12003,5,4,第5天,第5天,0,以太积分,3,63,60000,,当日起以太积分累计60000,{6331=1;coin2=600;4000=50},,,
20406,12003,5,4,第5天,第5天,0,以太积分,3,63,70000,,当日起以太积分累计70000,{6331=1;coin2=600;4000=50},,,
20407,12003,5,4,第5天,第5天,1,以太层数,3,61,20,,当日起以太宝箱开启20次,{6331=1;coin2=200;gold=10000},,,
20408,12003,5,4,第5天,第5天,1,以太层数,3,61,40,,当日起以太宝箱开启40次,{6331=1;coin2=300;gold=20000},,,
20409,12003,5,4,第5天,第5天,1,以太层数,3,61,60,,当日起以太宝箱开启60次,{6331=1;coin2=400;gold=30000},,,
20410,12003,5,4,第5天,第5天,1,以太层数,3,61,80,,当日起以太宝箱开启80次,{6331=1;coin2=500;gold=40000},,,
20411,12003,5,4,第5天,第5天,1,以太层数,3,61,100,,当日起以太宝箱开启100次,{6331=1;coin2=600;gold=50000},,,
20412,12003,5,4,第5天,第5天,1,以太层数,3,61,120,,当日起以太宝箱开启120次,{6331=1;coin2=800;520=1},,,
20413,12003,5,4,第5天,第5天,2,金币获得,3,19,1000000,,当日起金币获得1000000,{6331=1;rmb=10;gold=100000},,,
20414,12003,5,4,第5天,第5天,2,金币获得,3,19,3000000,,当日起金币获得3000000,{6331=1;rmb=20;gold=150000},,,
20415,12003,5,4,第5天,第5天,2,金币获得,3,19,5000000,,当日起金币获得5000000,{6331=1;rmb=30;gold=200000},,,
20416,12003,5,4,第5天,第5天,2,金币获得,3,19,7000000,,当日起金币获得7000000,{6331=1;rmb=40;gold=250000},,,
20417,12003,5,4,第5天,第5天,2,金币获得,3,19,9000000,,当日起金币获得9000000,{6331=1;rmb=50;gold=300000},,,
20418,12003,5,4,第5天,第5天,2,金币获得,3,19,12000000,,当日起金币获得12000000,{6331=1;rmb=60;gold=350000},,,
20419,12003,5,4,第5天,第5天,2,金币获得,3,19,15000000,,当日起金币获得15000000,{6331=1;rmb=70;gold=400000},,,
,,,,,,,,,,,,,,,,
21001,12004,1,0,第1天,第1天,0,副本挑战,1,29,50,,普通副本挑战50次,{6332=1;930=10;5000=10;rmb=10},,,
21002,12004,1,0,第1天,第1天,0,副本挑战,1,29,100,,普通副本挑战100次,{6332=1;930=10;5000=12;rmb=20},,,
21003,12004,1,0,第1天,第1天,0,副本挑战,1,29,200,,普通副本挑战200次,{6332=1;930=10;5000=14;rmb=30},,,
21004,12004,1,0,第1天,第1天,0,副本挑战,1,29,300,,普通副本挑战300次,{6332=1;930=15;5000=16;rmb=40},,,
21005,12004,1,0,第1天,第1天,0,副本挑战,1,29,450,,普通副本挑战450次,{6332=1;930=20;5000=18;rmb=50},,,
21006,12004,1,0,第1天,第1天,0,副本挑战,1,29,600,,普通副本挑战600次,{6332=1;930=30;5000=20;rmb=60},,,
21007,12004,1,0,第1天,第1天,0,副本挑战,1,29,750,,普通副本挑战750次,{6332=1;930=40;5000=30;rmb=90},,,
21008,12004,1,0,第1天,第1天,0,副本挑战,1,29,900,,普通副本挑战900次,{6332=1;930=50;5000=50;rmb=120},,,
21009,12004,1,0,第1天,第1天,1,困难挑战,1,30,20,,困难副本挑战20次,{6332=1;100=1;503=1;602=2},,,
21010,12004,1,0,第1天,第1天,1,困难挑战,1,30,40,,困难副本挑战40次,{6332=1;100=2;503=2;602=2},,,
21011,12004,1,0,第1天,第1天,1,困难挑战,1,30,60,,困难副本挑战60次,{6332=1;100=3;503=2;602=3},,,
21012,12004,1,0,第1天,第1天,1,困难挑战,1,30,90,,困难副本挑战90次,{6332=1;100=4;503=3;602=3},,,
21013,12004,1,0,第1天,第1天,1,困难挑战,1,30,120,,困难副本挑战120次,{6332=1;100=5;503=3;602=4},,,
21014,12004,1,0,第1天,第1天,1,困难挑战,1,30,150,,困难副本挑战150次,{6332=1;100=6;503=4;602=5},,,
21015,12004,1,0,第1天,第1天,1,困难挑战,1,30,200,,困难副本挑战200次,{6332=1;100=7;503=5;602=6},,,
,,,,,,,,第2天,,,,,{},,,
21101,12004,2,1,第2天,第2天,0,派遣任务,3,85,5,,当日起完成派遣任务5次,{6332=1;2101=10;gold=10000},,,
21102,12004,2,1,第2天,第2天,0,派遣任务,3,85,10,,当日起完成派遣任务10次,{6332=1;2101=10;gold=20000},,,
21103,12004,2,1,第2天,第2天,0,派遣任务,3,85,20,,当日起完成派遣任务20次,{6332=1;2101=10;gold=30000},,,
21104,12004,2,1,第2天,第2天,0,派遣任务,3,85,30,,当日起完成派遣任务30次,{6332=1;2102=10;gold=40000},,,
21105,12004,2,1,第2天,第2天,0,派遣任务,3,85,40,,当日起完成派遣任务40次,{6332=1;2102=10;gold=50000},,,
21106,12004,2,1,第2天,第2天,0,派遣任务,3,85,50,,当日起完成派遣任务50次,{6332=1;2103=6;gold=60000},,,
21107,12004,2,1,第2天,第2天,0,派遣任务,3,85,60,,当日起完成派遣任务60次,{6332=1;2103=6;gold=70000},,,
21108,12004,2,1,第2天,第2天,1,精灵突破,3,35,2,,当日起精灵突破2次,{6332=1;850=20;gold=20000},,,
21109,12004,2,1,第2天,第2天,1,精灵突破,3,35,4,,当日起精灵突破4次,{6332=1;850=30;gold=40000},,,
21110,12004,2,1,第2天,第2天,1,精灵突破,3,35,6,,当日起精灵突破6次,{6332=1;850=40;gold=60000},,,
21111,12004,2,1,第2天,第2天,1,精灵突破,3,35,8,,当日起精灵突破8次,{6332=1;850=50;gold=80000},,,
21112,12004,2,1,第2天,第2天,1,精灵突破,3,35,10,,当日起精灵突破10次,{6332=1;850=60;gold=100000},,,
21113,12004,2,1,第2天,第2天,1,精灵突破,3,35,15,,当日起精灵突破15次,{6332=1;850=80;gold=120000},,,
21114,12004,2,1,第2天,第2天,1,精灵突破,3,35,20,,当日起精灵突破20次,{6332=1;850=100;gold=160000},,,
21115,12004,2,1,第2天,第2天,2,金币消耗,3,20,2000000,,当日起金币消耗2000000,{6332=1;13=10;gold=200000},,,
21116,12004,2,1,第2天,第2天,2,金币消耗,3,20,4000000,,当日起金币消耗4000000,{6332=1;13=15;gold=300000},,,
21117,12004,2,1,第2天,第2天,2,金币消耗,3,20,6000000,,当日起金币消耗6000000,{6332=1;13=20;gold=400000},,,
21118,12004,2,1,第2天,第2天,2,金币消耗,3,20,9000000,,当日起金币消耗9000000,{6332=1;13=30;gold=500000},,,
21119,12004,2,1,第2天,第2天,2,金币消耗,3,20,12000000,,当日起金币消耗12000000,{6332=1;13=40;gold=600000},,,
21120,12004,2,1,第2天,第2天,2,金币消耗,3,20,18000000,,当日起金币消耗18000000,{6332=1;13=60;gold=900000},,,
21121,12004,2,1,第2天,第2天,2,金币消耗,3,20,24000000,,当日起金币消耗24000000,{6332=1;13=80;gold=1200000},,,
21122,12004,2,1,第2天,第2天,2,金币消耗,3,20,30000000,,当日起金币消耗30000000,{6332=1;13=100;gold=2000000},,,
,,,,,,,,第3天,,,,,{},,,
21201,12004,3,2,第3天,第3天,0,竞技积分,3,41,4,,当日起竞技场战斗4次,{6332=1;coin1=200;talent_point=1},,,
21202,12004,3,2,第3天,第3天,0,竞技积分,3,41,8,,当日起竞技场战斗8次,{6332=1;coin1=300;talent_point=1},,,
21203,12004,3,2,第3天,第3天,0,竞技积分,3,41,16,,当日起竞技场战斗16次,{6332=1;coin1=400;talent_point=1},,,
21204,12004,3,2,第3天,第3天,0,竞技积分,3,41,24,,当日起竞技场战斗24次,{6332=1;coin1=500;talent_point=1},,,
21205,12004,3,2,第3天,第3天,0,竞技积分,3,41,32,,当日起竞技场战斗32次,{6332=1;coin1=600;talent_point=1},,,
21206,12004,3,2,第3天,第3天,0,竞技积分,3,41,40,,当日起竞技场战斗40次,{6332=1;coin1=800;talent_point=1},,,
21207,12004,3,2,第3天,第3天,0,竞技积分,3,41,50,,当日起竞技场战斗50次,{6332=1;coin1=1000;talent_point=1},,,
21208,12004,3,2,第3天,第3天,1,努力培养,3,89,50,,当日起努力值培养50次,{6332=1;452=10;13=10},,,
21209,12004,3,2,第3天,第3天,1,努力培养,3,89,100,,当日起努力值培养100次,{6332=1;452=15;13=15},,,
21210,12004,3,2,第3天,第3天,1,努力培养,3,89,150,,当日起努力值培养150次,{6332=1;452=20;13=20},,,
21211,12004,3,2,第3天,第3天,1,努力培养,3,89,200,,当日起努力值培养200次,{6332=1;452=25;13=25},,,
21212,12004,3,2,第3天,第3天,1,努力培养,3,89,250,,当日起努力值培养250次,{6332=1;452=30;13=30},,,
21213,12004,3,2,第3天,第3天,1,努力培养,3,89,300,,当日起努力值培养300次,{6332=1;452=35;13=35},,,
21214,12004,3,2,第3天,第3天,1,努力培养,3,89,350,,当日起努力值培养350次,{6332=1;452=40;13=40},,,
21215,12004,3,2,第3天,第3天,1,努力培养,3,89,400,,当日起努力值培养400次,{6332=1;452=45;13=45},,,
21216,12004,3,2,第3天,第3天,2,挑战任务,3,32,6,,当日起活动副本战斗6次,{6332=1;452=15;602=3},,,
21217,12004,3,2,第3天,第3天,2,挑战任务,3,32,12,,当日起活动副本战斗12次,{6332=1;452=25;602=5},,,
21218,12004,3,2,第3天,第3天,2,挑战任务,3,66,8,,当日起元素挑战战斗8次,{6332=1;452=15;602=3},,,
21219,12004,3,2,第3天,第3天,2,挑战任务,3,66,15,,当日起元素挑战战斗15次,{6332=1;452=25;602=5},,,
21220,12004,3,2,第3天,第3天,2,挑战任务,3,52,10,,当日起抽饰品魔方10次,{6332=1;452=15;602=3},,,
21221,12004,3,2,第3天,第3天,2,挑战任务,3,52,20,,当日起抽饰品魔方20次,{6332=1;452=15;602=3},,,
21222,12004,3,2,第3天,第3天,2,挑战任务,3,52,30,,当日起抽饰品魔方30次,{6332=1;452=25;602=5},,,
,,,,,,,,第4天,,,,,{},,,
21301,12004,4,3,第4天,第4天,0,日常购买,3,26,6,,当日起购买体力6次,{6332=1;515=2;602=3},,,
21302,12004,4,3,第4天,第4天,0,日常购买,3,26,12,,当日起购买体力12次,{6332=1;515=4;602=3},,,
21303,12004,4,3,第4天,第4天,0,日常购买,3,26,18,,当日起购买体力18次,{6332=1;515=6;602=3},,,
21304,12004,4,3,第4天,第4天,0,日常购买,3,26,24,,当日起购买体力24次,{6332=1;515=8;602=3},,,
21305,12004,4,3,第4天,第4天,0,日常购买,3,18,10,,当日起聚宝金币10次,{6332=1;rmb=40;602=3},,,
21306,12004,4,3,第4天,第4天,0,日常购买,3,18,20,,当日起聚宝金币20次,{6332=1;rmb=80;602=3},,,
21307,12004,4,3,第4天,第4天,0,日常购买,3,18,30,,当日起聚宝金币30次,{6332=1;rmb=120;602=3},,,
21308,12004,4,3,第4天,第4天,0,日常购买,3,18,40,,当日起聚宝金币40次,{6332=1;rmb=120;602=3},,,
21309,12004,4,3,第4天,第4天,1,钻石消耗,3,21,388,,当日起消耗388钻石,{6332=1;rmb=68;gold=50000},,,
21310,12004,4,3,第4天,第4天,1,钻石消耗,3,21,888,,当日起消耗888钻石,{6332=1;rmb=128;gold=60000},,,
21311,12004,4,3,第4天,第4天,1,钻石消耗,3,21,1888,,当日起消耗1888钻石,{6332=1;rmb=158;gold=70000},,,
21312,12004,4,3,第4天,第4天,1,钻石消耗,3,21,3888,,当日起消耗3888钻石,{6332=1;rmb=288;gold=80000},,,
21313,12004,4,3,第4天,第4天,1,钻石消耗,3,21,5888,,当日起消耗5888钻石,{6332=1;rmb=388;gold=100000},,,
21314,12004,4,3,第4天,第4天,1,钻石消耗,3,21,7888,,当日起消耗7888钻石,{6332=1;rmb=488;gold=120000},,,
21315,12004,4,3,第4天,第4天,1,钻石消耗,3,21,10888,,当日起消耗10888钻石,{6332=1;rmb=588;gold=150000},,,
21316,12004,4,3,第4天,第4天,1,钻石消耗,3,21,15888,,当日起消耗15888钻石,{6332=1;rmb=688;gold=200000},,,
21317,12004,4,3,第4天,第4天,2,公会活动,3,59,6,,当日起公会副本战斗6次,{6332=1;coin3=200;14=10},,,
21318,12004,4,3,第4天,第4天,2,公会活动,3,59,12,,当日起公会副本战斗12次,{6332=1;coin3=300;14=10},,,
21319,12004,4,3,第4天,第4天,2,公会活动,3,55,10,,当日起公会捐献10次,{6332=1;coin3=200;14=10},,,
21320,12004,4,3,第4天,第4天,2,公会活动,3,55,25,,当日起公会捐献25次,{6332=1;coin3=300;14=10},,,
21321,12004,4,3,第4天,第4天,2,公会活动,3,58,4,,当日起抢红包4次,{6332=1;coin3=200;14=10},,,
21322,12004,4,3,第4天,第4天,2,公会活动,3,58,8,,当日起抢红包8次,{6332=1;coin3=300;14=10},,,
,,,,,,,,第5天,,,,,{},,,
21401,12004,5,4,第5天,第5天,0,以太积分,3,63,20000,,当日起以太积分累计20000,{6332=1;coin2=200;4000=20},,,
21402,12004,5,4,第5天,第5天,0,以太积分,3,63,30000,,当日起以太积分累计30000,{6332=1;coin2=300;4000=20},,,
21403,12004,5,4,第5天,第5天,0,以太积分,3,63,40000,,当日起以太积分累计40000,{6332=1;coin2=400;4000=30},,,
21404,12004,5,4,第5天,第5天,0,以太积分,3,63,50000,,当日起以太积分累计50000,{6332=1;coin2=500;4000=40},,,
21405,12004,5,4,第5天,第5天,0,以太积分,3,63,60000,,当日起以太积分累计60000,{6332=1;coin2=600;4000=50},,,
21406,12004,5,4,第5天,第5天,0,以太积分,3,63,70000,,当日起以太积分累计70000,{6332=1;coin2=600;4000=50},,,
21407,12004,5,4,第5天,第5天,1,以太层数,3,61,20,,当日起以太宝箱开启20次,{6332=1;coin2=200;gold=10000},,,
21408,12004,5,4,第5天,第5天,1,以太层数,3,61,40,,当日起以太宝箱开启40次,{6332=1;coin2=300;gold=20000},,,
21409,12004,5,4,第5天,第5天,1,以太层数,3,61,60,,当日起以太宝箱开启60次,{6332=1;coin2=400;gold=30000},,,
21410,12004,5,4,第5天,第5天,1,以太层数,3,61,80,,当日起以太宝箱开启80次,{6332=1;coin2=500;gold=40000},,,
21411,12004,5,4,第5天,第5天,1,以太层数,3,61,100,,当日起以太宝箱开启100次,{6332=1;coin2=600;gold=50000},,,
21412,12004,5,4,第5天,第5天,1,以太层数,3,61,120,,当日起以太宝箱开启120次,{6332=1;coin2=800;520=1},,,
21413,12004,5,4,第5天,第5天,2,金币获得,3,19,1000000,,当日起金币获得1000000,{6332=1;rmb=10;gold=100000},,,
21414,12004,5,4,第5天,第5天,2,金币获得,3,19,3000000,,当日起金币获得3000000,{6332=1;rmb=20;gold=150000},,,
21415,12004,5,4,第5天,第5天,2,金币获得,3,19,5000000,,当日起金币获得5000000,{6332=1;rmb=30;gold=200000},,,
21416,12004,5,4,第5天,第5天,2,金币获得,3,19,7000000,,当日起金币获得7000000,{6332=1;rmb=40;gold=250000},,,
21417,12004,5,4,第5天,第5天,2,金币获得,3,19,9000000,,当日起金币获得9000000,{6332=1;rmb=50;gold=300000},,,
21418,12004,5,4,第5天,第5天,2,金币获得,3,19,12000000,,当日起金币获得12000000,{6332=1;rmb=60;gold=350000},,,
21419,12004,5,4,第5天,第5天,2,金币获得,3,19,15000000,,当日起金币获得15000000,{6332=1;rmb=70;gold=400000},,,
,,,,,,,,,,,,,,,,
22001,12005,1,0,第1天,第1天,0,副本挑战,1,29,50,,普通副本挑战50次,{6333=1;930=10;5000=10;rmb=10},,,
22002,12005,1,0,第1天,第1天,0,副本挑战,1,29,100,,普通副本挑战100次,{6333=1;930=10;5000=12;rmb=20},,,
22003,12005,1,0,第1天,第1天,0,副本挑战,1,29,200,,普通副本挑战200次,{6333=1;930=10;5000=14;rmb=30},,,
22004,12005,1,0,第1天,第1天,0,副本挑战,1,29,300,,普通副本挑战300次,{6333=1;930=15;5000=16;rmb=40},,,
22005,12005,1,0,第1天,第1天,0,副本挑战,1,29,450,,普通副本挑战450次,{6333=1;930=20;5000=18;rmb=50},,,
22006,12005,1,0,第1天,第1天,0,副本挑战,1,29,600,,普通副本挑战600次,{6333=1;930=30;5000=20;rmb=60},,,
22007,12005,1,0,第1天,第1天,0,副本挑战,1,29,750,,普通副本挑战750次,{6333=1;930=40;5000=30;rmb=90},,,
22008,12005,1,0,第1天,第1天,0,副本挑战,1,29,900,,普通副本挑战900次,{6333=1;930=50;5000=50;rmb=120},,,
22009,12005,1,0,第1天,第1天,1,困难挑战,1,30,20,,困难副本挑战20次,{6333=1;100=1;503=1;602=2},,,
22010,12005,1,0,第1天,第1天,1,困难挑战,1,30,40,,困难副本挑战40次,{6333=1;100=2;503=2;602=2},,,
22011,12005,1,0,第1天,第1天,1,困难挑战,1,30,60,,困难副本挑战60次,{6333=1;100=3;503=2;602=3},,,
22012,12005,1,0,第1天,第1天,1,困难挑战,1,30,90,,困难副本挑战90次,{6333=1;100=4;503=3;602=3},,,
22013,12005,1,0,第1天,第1天,1,困难挑战,1,30,120,,困难副本挑战120次,{6333=1;100=5;503=3;602=4},,,
22014,12005,1,0,第1天,第1天,1,困难挑战,1,30,150,,困难副本挑战150次,{6333=1;100=6;503=4;602=5},,,
22015,12005,1,0,第1天,第1天,1,困难挑战,1,30,200,,困难副本挑战200次,{6333=1;100=7;503=5;602=6},,,
,,,,,,,,第2天,,,,,{},,,
22101,12005,2,1,第2天,第2天,0,派遣任务,3,85,5,,当日起完成派遣任务5次,{6333=1;2101=10;gold=10000},,,
22102,12005,2,1,第2天,第2天,0,派遣任务,3,85,10,,当日起完成派遣任务10次,{6333=1;2101=10;gold=20000},,,
22103,12005,2,1,第2天,第2天,0,派遣任务,3,85,20,,当日起完成派遣任务20次,{6333=1;2101=10;gold=30000},,,
22104,12005,2,1,第2天,第2天,0,派遣任务,3,85,30,,当日起完成派遣任务30次,{6333=1;2102=10;gold=40000},,,
22105,12005,2,1,第2天,第2天,0,派遣任务,3,85,40,,当日起完成派遣任务40次,{6333=1;2102=10;gold=50000},,,
22106,12005,2,1,第2天,第2天,0,派遣任务,3,85,50,,当日起完成派遣任务50次,{6333=1;2103=6;gold=60000},,,
22107,12005,2,1,第2天,第2天,0,派遣任务,3,85,60,,当日起完成派遣任务60次,{6333=1;2103=6;gold=70000},,,
22108,12005,2,1,第2天,第2天,1,精灵突破,3,35,2,,当日起精灵突破2次,{6333=1;850=20;gold=20000},,,
22109,12005,2,1,第2天,第2天,1,精灵突破,3,35,4,,当日起精灵突破4次,{6333=1;850=30;gold=40000},,,
22110,12005,2,1,第2天,第2天,1,精灵突破,3,35,6,,当日起精灵突破6次,{6333=1;850=40;gold=60000},,,
22111,12005,2,1,第2天,第2天,1,精灵突破,3,35,8,,当日起精灵突破8次,{6333=1;850=50;gold=80000},,,
22112,12005,2,1,第2天,第2天,1,精灵突破,3,35,10,,当日起精灵突破10次,{6333=1;850=60;gold=100000},,,
22113,12005,2,1,第2天,第2天,1,精灵突破,3,35,15,,当日起精灵突破15次,{6333=1;850=80;gold=120000},,,
22114,12005,2,1,第2天,第2天,1,精灵突破,3,35,20,,当日起精灵突破20次,{6333=1;850=100;gold=160000},,,
22115,12005,2,1,第2天,第2天,2,金币消耗,3,20,2000000,,当日起金币消耗2000000,{6333=1;13=10;gold=200000},,,
22116,12005,2,1,第2天,第2天,2,金币消耗,3,20,4000000,,当日起金币消耗4000000,{6333=1;13=15;gold=300000},,,
22117,12005,2,1,第2天,第2天,2,金币消耗,3,20,6000000,,当日起金币消耗6000000,{6333=1;13=20;gold=400000},,,
22118,12005,2,1,第2天,第2天,2,金币消耗,3,20,9000000,,当日起金币消耗9000000,{6333=1;13=30;gold=500000},,,
22119,12005,2,1,第2天,第2天,2,金币消耗,3,20,12000000,,当日起金币消耗12000000,{6333=1;13=40;gold=600000},,,
22120,12005,2,1,第2天,第2天,2,金币消耗,3,20,18000000,,当日起金币消耗18000000,{6333=1;13=60;gold=900000},,,
22121,12005,2,1,第2天,第2天,2,金币消耗,3,20,24000000,,当日起金币消耗24000000,{6333=1;13=80;gold=1200000},,,
22122,12005,2,1,第2天,第2天,2,金币消耗,3,20,30000000,,当日起金币消耗30000000,{6333=1;13=100;gold=2000000},,,
,,,,,,,,第3天,,,,,{},,,
22201,12005,3,2,第3天,第3天,0,竞技积分,3,41,4,,当日起竞技场战斗4次,{6333=1;coin1=200;talent_point=1},,,
22202,12005,3,2,第3天,第3天,0,竞技积分,3,41,8,,当日起竞技场战斗8次,{6333=1;coin1=300;talent_point=1},,,
22203,12005,3,2,第3天,第3天,0,竞技积分,3,41,16,,当日起竞技场战斗16次,{6333=1;coin1=400;talent_point=1},,,
22204,12005,3,2,第3天,第3天,0,竞技积分,3,41,24,,当日起竞技场战斗24次,{6333=1;coin1=500;talent_point=1},,,
22205,12005,3,2,第3天,第3天,0,竞技积分,3,41,32,,当日起竞技场战斗32次,{6333=1;coin1=600;talent_point=1},,,
22206,12005,3,2,第3天,第3天,0,竞技积分,3,41,40,,当日起竞技场战斗40次,{6333=1;coin1=800;talent_point=1},,,
22207,12005,3,2,第3天,第3天,0,竞技积分,3,41,50,,当日起竞技场战斗50次,{6333=1;coin1=1000;talent_point=1},,,
22208,12005,3,2,第3天,第3天,1,努力培养,3,89,50,,当日起努力值培养50次,{6333=1;452=10;13=10},,,
22209,12005,3,2,第3天,第3天,1,努力培养,3,89,100,,当日起努力值培养100次,{6333=1;452=15;13=15},,,
22210,12005,3,2,第3天,第3天,1,努力培养,3,89,150,,当日起努力值培养150次,{6333=1;452=20;13=20},,,
22211,12005,3,2,第3天,第3天,1,努力培养,3,89,200,,当日起努力值培养200次,{6333=1;452=25;13=25},,,
22212,12005,3,2,第3天,第3天,1,努力培养,3,89,250,,当日起努力值培养250次,{6333=1;452=30;13=30},,,
22213,12005,3,2,第3天,第3天,1,努力培养,3,89,300,,当日起努力值培养300次,{6333=1;452=35;13=35},,,
