变量名,_beizhu,huodongID,periodType,weekParam,taskAttribute,taskType,taskParam,taskSpecialParam,title,desc,exp,goToPanel
7783,通行证第五周任务,100801,2,5,,30,30,,挑战困难关卡30次,,30,20000
7784,通行证第五周任务,100801,2,5,,36,30,,精灵升级30次,,30,strengthen-1
7785,通行证第五周任务,100801,2,5,,41,20,,竞技场战斗20次,,30,
,,,,,,,,,,,,
,,,,,,,,,,,,
7786,通行证第六周任务,100801,2,6,4,18,10,,进行10次聚宝,,20,gainGold
7787,通行证第六周任务,100801,2,6,,20,1000000,,消耗1000000金币,,20,
7788,通行证第六周任务,100801,2,6,,21,1000,,消耗1000钻石,,30,
7789,通行证第六周任务,100801,2,6,,26,10,,购买10次体力,,30,gainStamina
7790,通行证第六周任务,100801,2,6,,29,80,,挑战普通关卡80次,,30,10000
7791,通行证第六周任务,100801,2,6,,30,30,,挑战困难关卡30次,,30,20000
7792,通行证第六周任务,100801,2,6,,36,30,,精灵升级30次,,30,strengthen-1
7793,通行证第六周任务,100801,2,6,,41,20,,竞技场战斗20次,,30,
,,,,,,,,,,,,
,,,,,,,,,,,,
7794,通行证第七周任务,100801,2,7,4,18,10,,进行10次聚宝,,20,gainGold
7795,通行证第七周任务,100801,2,7,,20,1000000,,消耗1000000金币,,20,
7796,通行证第七周任务,100801,2,7,,21,1000,,消耗1000钻石,,30,
7797,通行证第七周任务,100801,2,7,,26,10,,购买10次体力,,30,gainStamina
7798,通行证第七周任务,100801,2,7,,29,80,,挑战普通关卡80次,,30,10000
7799,通行证第七周任务,100801,2,7,,30,30,,挑战困难关卡30次,,30,20000
7800,通行证第七周任务,100801,2,7,,36,30,,精灵升级30次,,30,strengthen-1
7801,通行证第七周任务,100801,2,7,,41,20,,竞技场战斗20次,,30,
,,,,,,,,,,,,
7802,通行证第八周任务,100801,2,8,4,18,10,,进行10次聚宝,,20,gainGold
7803,通行证第八周任务,100801,2,8,,20,1000000,,消耗1000000金币,,20,
7804,通行证第八周任务,100801,2,8,,21,1000,,消耗1000钻石,,30,
7805,通行证第八周任务,100801,2,8,,26,10,,购买10次体力,,30,gainStamina
7806,通行证第八周任务,100801,2,8,,29,80,,挑战普通关卡80次,,30,10000
7807,通行证第八周任务,100801,2,8,,30,30,,挑战困难关卡30次,,30,20000
7808,通行证第八周任务,100801,2,8,,36,30,,精灵升级30次,,30,strengthen-1
7809,通行证第八周任务,100801,2,8,,41,20,,竞技场战斗20次,,30,
,,,,,,,,,,,,
7810,通行证第九周任务,100801,2,9,4,18,10,,进行10次聚宝,,20,gainGold
7811,通行证第九周任务,100801,2,9,,20,1000000,,消耗1000000金币,,20,
7812,通行证第九周任务,100801,2,9,,21,1000,,消耗1000钻石,,30,
7813,通行证第九周任务,100801,2,9,,26,10,,购买10次体力,,30,gainStamina
7814,通行证第九周任务,100801,2,9,,29,80,,挑战普通关卡80次,,30,10000
7815,通行证第九周任务,100801,2,9,,30,30,,挑战困难关卡30次,,30,20000
7816,通行证第九周任务,100801,2,9,,36,30,,精灵升级30次,,30,strengthen-1
7817,通行证第九周任务,100801,2,9,,41,20,,竞技场战斗20次,,30,
,,,,,,,,,,,,
7818,通行证第十周任务,100801,2,10,4,18,10,,进行10次聚宝,,20,gainGold
7819,通行证第十周任务,100801,2,10,,20,1000000,,消耗1000000金币,,20,
7820,通行证第十周任务,100801,2,10,,21,1000,,消耗1000钻石,,30,
7821,通行证第十周任务,100801,2,10,,26,10,,购买10次体力,,30,gainStamina
7822,通行证第十周任务,100801,2,10,,29,80,,挑战普通关卡80次,,30,10000
7823,通行证第十周任务,100801,2,10,,30,30,,挑战困难关卡30次,,30,20000
7824,通行证第十周任务,100801,2,10,,36,30,,精灵升级30次,,30,strengthen-1
7825,通行证第十周任务,100801,2,10,,41,20,,竞技场战斗20次,,30,
