变量名,huodongID,costMap,items,exchangeTimes,limit,desc
2968,10247,{6301=3;6302=3},{20491=3},50,,蓝色购物券*3 紫色购物券*3
2969,10247,{6301=3;6302=3},{20701=3},50,,蓝色购物券*3 紫色购物券*3
2970,10247,{6301=5},{21801=3},50,,蓝色购物券*5
2971,10247,{6301=5},{20051=3},50,,蓝色购物券*5
2972,10247,{6301=5},{21441=3},50,,蓝色购物券*5
2973,10247,{6301=5},{20781=3},50,,蓝色购物券*5
2974,10247,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
2975,10247,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
2976,10247,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
2977,10247,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
2978,10247,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
2979,10247,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
2980,10247,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
2981,10247,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
2982,10247,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
2983,10247,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
2990,10248,{6071=20},{2152=1},4,,紫携带万能*1
2991,10248,{6071=60},{945=1},2,,紫携带任选*1
2992,10248,{6071=120},{2153=1},4,,橙携带万能*1
2993,10248,{6071=240},{6906=1},1,,橙携带*1
2994,10248,{6071=240},{6907=1},1,,橙携带*1
,,,,,,
3000,10249,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
3001,10249,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
3002,10249,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
3003,10249,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
3004,10249,{6302=6},{23161=5},50,,紫色购物券*6
3005,10249,{6302=6},{22821=5},50,,紫色购物券*6
3006,10249,{6302=6},{20641=5},50,,紫色购物券*6
3007,10249,{6301=3;6302=3},{23001=3},50,,蓝色购物券*3 紫色购物券*3
3008,10249,{6301=3;6302=3},{23411=3},50,,蓝色购物券*3 紫色购物券*3
3009,10249,{6301=3;6302=3},{23541=3},50,,蓝色购物券*3 紫色购物券*3
3010,10249,{6301=5},{23511=3},50,,蓝色购物券*5
3011,10249,{6301=5},{22481=3},50,,蓝色购物券*5
3012,10249,{6301=5},{20791=3},50,,蓝色购物券*5
3013,10249,{6301=5},{20801=3},50,,蓝色购物券*5
3014,10249,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
3015,10249,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
3016,10249,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
3017,10249,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
3018,10249,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
3019,10249,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
3020,10249,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
3021,10249,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
3022,10249,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
3023,10249,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
3030,10250,{6071=20},{2152=1},4,,紫携带万能*1
3031,10250,{6071=60},{945=1},2,,紫携带任选*1
3032,10250,{6071=120},{2153=1},4,,橙携带万能*1
3033,10250,{6071=240},{6908=1},1,,橙携带*1
3034,10250,{6071=240},{6909=1},1,,橙携带*1
,,,,,,
3040,10251,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
3041,10251,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
3042,10251,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
3043,10251,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
3044,10251,{6302=6},{23171=5},50,,紫色购物券*6
3045,10251,{6302=6},{21391=5},50,,紫色购物券*6
3046,10251,{6302=6},{23661=5},50,,紫色购物券*6
3047,10251,{6301=3;6302=3},{21291=3},50,,蓝色购物券*3 紫色购物券*3
3048,10251,{6301=3;6302=3},{21071=3},50,,蓝色购物券*3 紫色购物券*3
3049,10251,{6301=3;6302=3},{23841=3},50,,蓝色购物券*3 紫色购物券*3
3050,10251,{6301=5},{20691=3},50,,蓝色购物券*5
3051,10251,{6301=5},{23501=3},50,,蓝色购物券*5
3052,10251,{6301=5},{20301=3},50,,蓝色购物券*5
3053,10251,{6301=5},{20461=3},50,,蓝色购物券*5
3054,10251,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
3055,10251,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
3056,10251,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
3057,10251,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
3058,10251,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
3059,10251,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
3060,10251,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
3061,10251,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
3062,10251,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
3063,10251,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
3070,10252,{6071=20},{2152=1},4,,紫携带万能*1
3071,10252,{6071=60},{945=1},2,,紫携带任选*1
3072,10252,{6071=120},{2153=1},4,,橙携带万能*1
3073,10252,{6071=240},{6910=1},1,,橙携带*1
3074,10252,{6071=240},{6911=1},1,,橙携带*1
,,,,,,
3080,10253,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
3081,10253,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
3082,10253,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
3083,10253,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
3084,10253,{6302=6},{23181=5},50,,紫色购物券*6
3085,10253,{6302=6},{23151=5},50,,紫色购物券*6
3086,10253,{6302=6},{22401=5},50,,紫色购物券*6
3087,10253,{6301=3;6302=3},{21501=3},50,,蓝色购物券*3 紫色购物券*3
3088,10253,{6301=3;6302=3},{21421=3},50,,蓝色购物券*3 紫色购物券*3
3089,10253,{6301=3;6302=3},{20401=3},50,,蓝色购物券*3 紫色购物券*3
3090,10253,{6301=5},{20281=3},50,,蓝色购物券*5
3091,10253,{6301=5},{20371=3},50,,蓝色购物券*5
3092,10253,{6301=5},{20471=3},50,,蓝色购物券*5
3093,10253,{6301=5},{21611=3},50,,蓝色购物券*5
3094,10253,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
3095,10253,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
3096,10253,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
3097,10253,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
3098,10253,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
3099,10253,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
3100,10253,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
3101,10253,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
3102,10253,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
3103,10253,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
3110,10254,{6368=1;6369=1},{2032=1},1,,国庆头像框
3111,10254,{6368=1;6369=1;6370=1;6371=1},{2422=1},1,,国庆称号
3112,10254,{6370=1;6371=1},{2331=1},1,,国庆头像
3113,10254,{6368=8;6369=8;6370=8;6371=8},{8014=1},1,,街头滑板·路卡利欧
3114,10254,{6368=3;6369=3;6370=3;6371=3},{2247=1},1,,莉莉艾的信物
3115,10254,{6368=3;6369=3;6370=3;6371=3},{925=1},1,,S精灵选择宝箱
3116,10254,{6368=5;6369=5;6370=5;6371=5},{6059=1},1,,饰品觉醒选择箱子
3117,10254,{6368=3;6369=3;6370=3;6371=3},{6050=1},1,,觉醒随机箱子
3118,10254,{6368=1;6369=1;6370=1;6371=1},{rmb=888},1,,钻石
3119,10254,{6368=1;6369=1},{973=1},2,,随机橙色符石宝箱
3120,10254,{6370=1;6371=1},{501=1},3,,饰品升星道具
3121,10254,{6368=1;6370=1},{962=1},3,,紫色探险器宝箱
3122,10254,{6369=1;6371=1},{talent_point=2},3,,天赋点
3123,10254,{6368=1;6371=1},{7304=1},2,,随机橙色芯片宝箱
3124,10254,{6368=1},{gold=200000},40,,金币
3125,10254,{6369=1},{930=15},40,,突破材料箱子
3126,10254,{6370=1},{5000=15},40,,强化药剂
3127,10254,{6371=1},{2103=2},40,,携带紫强化
,,,,,,
3130,10255,{6071=20},{2152=1},4,,紫携带万能*1
3131,10255,{6071=60},{945=1},2,,紫携带任选*1
3132,10255,{6071=120},{2153=1},4,,橙携带万能*1
3133,10255,{6071=240},{6912=1},1,,橙携带*1
3134,10255,{6071=240},{6913=1},1,,橙携带*1
3135,10255,{6071=240},{6105=1},1,,橙携带*1
,,,,,,
3140,10256,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
3141,10256,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
3142,10256,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
3143,10256,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
3144,10256,{6302=6},{20381=5},50,,紫色购物券*6
3145,10256,{6302=6},{23771=5},50,,紫色购物券*6
3146,10256,{6302=6},{22471=5},50,,紫色购物券*6
3147,10256,{6301=3;6302=3},{20591=3},50,,蓝色购物券*3 紫色购物券*3
3148,10256,{6301=3;6302=3},{21911=3},50,,蓝色购物券*3 紫色购物券*3
3149,10256,{6301=3;6302=3},{20881=3},50,,蓝色购物券*3 紫色购物券*3
3150,10256,{6301=5},{20021=3},50,,蓝色购物券*5
3151,10256,{6301=5},{20131=3},50,,蓝色购物券*5
3152,10256,{6301=5},{20151=3},50,,蓝色购物券*5
3153,10256,{6301=5},{20551=3},50,,蓝色购物券*5
3154,10256,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
3155,10256,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
3156,10256,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
3157,10256,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
3158,10256,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
3159,10256,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
3160,10256,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
3161,10256,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
3162,10256,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
3163,10256,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
3170,10257,{yycoin=1},{59002=3},50,,中级Z觉醒碎片
3171,10257,{yycoin=4},{59003=4},20,,高级Z觉醒碎片
3172,10257,{yycoin=3},{501=1},5,,饰品升星道具
3173,10257,{yycoin=5},{521=2},5,,神兽万能碎片
3174,10257,{yycoin=400},{6120=1},1,,最老四个橙色携带道具宝箱
3175,10257,{yycoin=1},{121=1},10,,洗练核心
3176,10257,{yycoin=5},{23631=4},20,{3=3631},蒂安希碎片
3177,10257,{yycoin=5},{21261=4},20,{3=1261},洛奇亚碎片
3178,10257,{yycoin=5},{21961=4},20,{3=1961},盖欧卡碎片
3179,10257,{yycoin=5},{22431=4},20,{3=2431},达克莱伊碎片
3180,10257,{yycoin=5},{22381=4},20,{3=2381},雷吉奇卡斯碎片
3181,10257,{yycoin=5},{22351=4},20,{3=2351},帝牙卢卡碎片
3182,10257,{yycoin=5},{22361=4},20,{3=2361},帕路奇亚碎片
3183,10257,{yycoin=5},{22391=4},20,{3=2391},骑拉帝纳碎片
3184,10257,{yycoin=1},{gold=300000},20,,金币
3185,10257,{yycoin=1},{870=10},20,,古旧突破材料礼袋
,,,,,,
3190,10258,{6381=6},{2332=1},1,,万圣头像*1
3191,10258,{6381=12},{2034=1},1,,万圣头像框*1
3192,10258,{6381=15},{2423=1},1,,万圣称号*1
3193,10258,{6381=20},{2248=1},1,,万圣形象*1
3194,10258,{6381=8;rmb=1680},{8020=1},1,,万圣皮肤*1
3195,10258,{6381=5},{6383=1},1,,万圣节金币礼包*1
3196,10258,{6381=5},{6384=1},1,,万圣节钻石礼盒*1
3197,10258,{6381=2},{521=1},3,,神兽万能碎片*1
3198,10258,{6381=3},{501=1},1,,饰品升星道具
3199,10258,{6381=1},{602=1},10,,银项链*1
3200,10258,{6381=1},{2103=1},10,,紫强化*1
3201,10258,{6381=1},{851=10},10,,紫色潜能石*10
3202,10258,{6381=1},{850=20},10,,蓝色潜能石*20
3203,10258,{6381=1},{5000=5},10,,晶石盒子*5
3204,10258,{6381=1},{930=5},10,,能量药剂*5
3205,10258,{6381=1},{gold=50000},10,,金币*5W
,,,,,,
,,,,,,
,扭蛋机1,,,,,
100400,100201,{yycoin=8},{521=1},999,,神兽万能碎片x1
100401,100201,{yycoin=8},{500=1},999,,豪华便当x1
100402,100201,{yycoin=50},{24101=5},500,,奈克洛兹玛碎片x5
100403,100201,{yycoin=50},{24111=5},500,,玛机雅娜碎片x5
100404,100201,{yycoin=50},{24591=5},500,,苍响碎片x5
100405,100201,{yycoin=50},{24601=5},500,,藏玛然特碎片x5
100406,100201,{yycoin=50},{21271=5},500,,凤王碎片x5
100407,100201,{yycoin=50},{24023=5},500,,露奈雅拉碎片x5
100408,100201,{yycoin=50},{24024=5},500,,索尔迦雷欧碎片x5
100409,100201,{yycoin=30},{23211=5},500,,莱希拉姆碎片x5
100410,100201,{yycoin=30},{23221=5},500,,捷克罗姆碎片x5
100411,100201,{yycoin=30},{23241=5},500,,酋雷姆碎片x5
100412,100201,{yycoin=30},{20761=5},500,,超梦碎片*5
100413,100201,{yycoin=30},{21281=5},500,,时拉比碎片x5
100414,100201,{yycoin=15},{23271=5},500,,盖诺赛克特碎片x5
100415,100201,{yycoin=15},{24171=5},500,,美录坦碎片x5
100416,100201,{yycoin=15},{21961=5},500,,盖欧卡碎片x5
100417,100201,{yycoin=15},{21971=5},500,,固拉多碎片x5
100418,100201,{yycoin=15},{21981=5},500,,裂空座碎片x5
100419,100201,{yycoin=15},{22351=5},500,,帝牙卢卡碎片x5
100420,100201,{yycoin=15},{22431=5},500,,达克莱伊碎片x5
100421,100201,{yycoin=15},{21261=5},500,,洛奇亚碎片x5
100422,100201,{yycoin=15},{22391=5},500,,骑拉帝纳碎片x5
100423,100201,{yycoin=15},{22381=5},500,,雷吉奇卡斯碎片x5
100424,100201,{yycoin=15},{22361=5},500,,帕路奇亚碎片x5
100425,100201,{yycoin=300},{925=1},10,,精英自选箱x1
100426,100201,{yycoin=600},{6220=1},5,,新精英自选箱x1
100427,100201,{yycoin=2000},{9994=1},1,,头像框自选宝箱
100428,100201,{yycoin=2000},{2181=1},1,,普通形象自选礼包x1
100429,100201,{yycoin=6000},{2182=1},1,,限定形象自选礼包x1
100430,100201,{yycoin=2000},{8088=1},1,,复仇魔女·超级蒂安希
100431,100201,{yycoin=2000},{8136=1},1,,恶魔女王·闪光超级沙奈朵
100432,100201,{yycoin=3000},{8176=1},1,,巨锻匠·青草收割者
100433,100201,{yycoin=3000},{8022=1},1,,魔法星使·基拉祈
100434,100201,{yycoin=4000},{8064=1},1,,沙漠死神·奈克洛兹玛
100435,100201,{yycoin=4000},{8078=1},1,,太极如御·藏玛然特
100436,100201,{yycoin=4000},{8094=1},1,,太极离火·苍响
,,,,,,
,,,,,,
,纸飞机兑换,,,,,
100228,100301,{6349=10},{gold=50000},99999,,金币
100229,100301,{6349=10},{521=1},999,,神兽万能碎片
100230,100301,{6349=20},{850=100},999,,蓝玉潜能石*100
100231,100301,{6349=20},{5000=100},999,,能量核心*100
100232,100301,{6349=20},{902=20},999,,高级好感礼盒*20
100233,100301,{6349=50},{851=50},99,,紫晶潜能石*50
100234,100301,{6349=100},{2103=10},999,,高级强化石*10
100235,100301,{6349=100},{6059=1},99,,饰品觉醒箱子*1
100236,100301,{6349=200},{930=400},99,,突破材料礼袋*400
100237,100301,{6349=500},{2152=1},10,,紫色万能突破石*1
100238,100301,{6349=1000},{2153=1},2,,橙色万能突破石*1
100239,100301,{6349=2},{6071=1},1000,,携带核心*1
100240,100301,{6349=5000},{2190=1},1,,自选形象盒*1
,,,,,,
,,,,,,
,史诗助战兑换,,,,,
100501,10212,{521=1},{142=2},9999,,助战魂玉2
100502,10212,{172=10},{91261=10},100,,洛奇亚·助战精华
100503,10212,{172=10},{92351=10},100,,帝牙卢卡·助战精华
100504,10212,{172=10},{92361=10},100,,帕路奇亚·助战精华
100505,10212,{172=10},{92391=10},100,,骑拉帝纳·助战精华
100506,10212,{172=10},{92431=10},100,,达克莱伊·助战精华
100507,10212,{172=10},{91271=10},100,,凤王·助战精华
100508,10212,{172=10},{92381=10},100,,雷吉奇卡斯·助战精华
100509,10212,{173=1},{98002=1},100,,洛奇亚·助战源晶
100510,10212,{173=1},{98003=1},100,,凤王·助战源晶
100511,10212,{173=1},{98009=1},100,,帝牙卢卡·助战源晶
100512,10212,{173=1},{98010=1},100,,帕路奇亚·助战源晶
100513,10212,{173=1},{98011=1},100,,雷吉奇卡斯·助战源晶
100514,10212,{173=1},{98012=1},100,,骑拉帝纳·助战源晶
100515,10212,{173=1},{98014=1},100,,达克莱伊·助战源晶
100516,10212,{173=1},{98004=1},100,,时拉比·助战源晶
100517,10212,{173=1},{98008=1},100,,基拉祈·助战源晶
100518,10212,{173=1},{98013=1},100,,玛纳霏·助战源晶
100519,10212,{173=1},{98016=1},100,,比克提尼·助战源晶
100520,10212,{173=1},{98033=1},100,,捷拉奥拉·助战源晶
100521,10212,{173=1},{98027=1},100,,波尔凯尼恩·助战源晶
,,,,,,
,,,,,,
,精英助战兑换,,,,,
3500,10214,{3030=3},{171=2},999,,精英助战精华2
3501,10214,{521=1},{502=2},9999,,普通万能碎片2
3502,10214,{171=10},{90241=10},90161,,超音蝠·助战精华
3503,10214,{171=10},{90241=10},100,,卡蒂狗·助战精华
3504,10214,{171=10},{90261=10},100,,凯西·助战精华
3505,10214,{171=10},{90381=10},100,,大舌贝·助战精华
3506,10214,{171=10},{90571=10},100,,飞天螳螂·助战精华
3507,10214,{171=10},{90391=10},100,,鬼斯·助战精华
3508,10214,{171=10},{90601=10},100,,鸭嘴宝宝·助战精华
3509,10214,{171=10},{90611=10},100,,凯罗斯·助战精华
3510,10214,{171=10},{90711=10},100,,小卡比兽·助战精华
3511,10214,{171=10},{90881=10},100,,咩利羊·助战精华
3512,10214,{171=10},{91081=10},100,,狃拉·助战精华
3513,10214,{171=10},{91171=10},100,,戴鲁比·助战精华
3514,10214,{171=10},{91311=10},100,,水跃鱼·助战精华
3515,10214,{171=10},{91421=10},100,,懒人獭·助战精华
3516,10214,{171=10},{91921=10},100,,雷吉艾斯·助战精华
3517,10214,{171=10},{91931=10},100,,雷吉斯奇鲁·助战精华
3518,10214,{171=10},{92241=10},100,,利欧路·助战精华
3519,10214,{171=10},{92471=10},100,,藤藤蛇·助战精华
3520,10214,{171=10},{92721=10},100,,黑眼鳄·助战精华
3521,10214,{171=10},{93351=10},100,,花蓓蓓·助战精华
3522,10214,{171=10},{93661=10},100,,木木枭·助战精华
3523,10214,{171=15},{91891=10},100,,宝贝龙·助战精华
3524,10214,{171=15},{91391=10},100,,拉鲁拉丝·助战精华
3525,10214,{171=15},{90721=10},100,,急冻鸟·助战精华
3526,10214,{171=15},{90731=10},100,,闪电鸟·助战精华
3527,10214,{171=15},{90741=10},100,,火焰鸟·助战精华
3528,10214,{171=15},{91221=10},100,,雷公·助战精华
3529,10214,{171=15},{91231=10},100,,炎帝·助战精华
3530,10214,{171=15},{91241=10},100,,水君·助战精华
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,护符精华兑换,,,,,
100245,101007,{6060=150;rmb=1000},{200=1},9999,,翡翠护符
100246,101007,{6060=150;rmb=1000},{201=1},9999,,精致护符
100247,101007,{6060=150;rmb=1000},{202=1},9999,,通讯护符
100248,101007,{6060=150;rmb=1000},{203=1},9999,,酒红护符
100249,101007,{6060=150;rmb=1000},{204=1},9999,,六芒星护符
100250,101007,{6060=150;rmb=1000},{205=1},9999,,闪耀护符
100251,101007,{6061=150;rmb=1000},{210=1},9999,,翡翠耳环
100252,101007,{6061=150;rmb=1000},{211=1},9999,,真质耳环
100253,101007,{6061=150;rmb=1000},{212=1},9999,,星月耳环
100254,101007,{6061=150;rmb=1000},{213=1},9999,,胭脂耳环
100255,101007,{6061=150;rmb=1000},{214=1},9999,,海洋耳环
100256,101007,{6061=150;rmb=1000},{215=1},9999,,名贵耳环
100257,101007,{6062=150;rmb=1000},{220=1},9999,,四叶草戒指
100258,101007,{6062=150;rmb=1000},{221=1},9999,,精致梏戒
100259,101007,{6062=150;rmb=1000},{222=1},9999,,星月光戒
100260,101007,{6062=150;rmb=1000},{223=1},9999,,胭脂戒指
100261,101007,{6062=150;rmb=1000},{224=1},9999,,海洋钻戒
100262,101007,{6062=150;rmb=1000},{225=1},9999,,璀璨秘戒
100263,101007,{6063=150;rmb=1000},{230=1},9999,,四叶草项链
100264,101007,{6063=150;rmb=1000},{231=1},9999,,精致项链
100265,101007,{6063=150;rmb=1000},{232=1},9999,,神秘骨质项链
100266,101007,{6063=150;rmb=1000},{233=1},9999,,红日丝项链
100267,101007,{6063=150;rmb=1000},{234=1},9999,,海洋心项链
100268,101007,{6063=150;rmb=1000},{235=1},9999,,璀璨星项链
,,,,,,
,,,,,,
,护符兑换,,,,,
100269,101008,{200=1},{6060=100},9999,,护符精华100
100270,101008,{201=1},{6060=100},9999,,护符精华100
100271,101008,{202=1},{6060=100},9999,,护符精华100
100272,101008,{203=1},{6060=100},9999,,护符精华100
100273,101008,{204=1},{6060=100},9999,,护符精华100
100274,101008,{205=1},{6060=100},9999,,护符精华100
100275,101008,{210=1},{6061=100},9999,,耳环精华100
100276,101008,{211=1},{6061=100},9999,,耳环精华100
100277,101008,{212=1},{6061=100},9999,,耳环精华100
100278,101008,{213=1},{6061=100},9999,,耳环精华100
100279,101008,{214=1},{6061=100},9999,,耳环精华100
100280,101008,{215=1},{6061=100},9999,,耳环精华100
100281,101008,{220=1},{6062=100},9999,,戒指精华100
100282,101008,{221=1},{6062=100},9999,,戒指精华100
100283,101008,{222=1},{6062=100},9999,,戒指精华100
100284,101008,{223=1},{6062=100},9999,,戒指精华100
100285,101008,{224=1},{6062=100},9999,,戒指精华100
100286,101008,{225=1},{6062=100},9999,,戒指精华100
100287,101008,{230=1},{6063=100},9999,,项链精华100
100288,101008,{231=1},{6063=100},9999,,项链精华100
100289,101008,{232=1},{6063=100},9999,,项链精华100
100290,101008,{233=1},{6063=100},9999,,项链精华100
100291,101008,{234=1},{6063=100},9999,,项链精华100
100292,101008,{235=1},{6063=100},9999,,项链精华100
,,,,,,
,,,,,,
,特殊兑换,,,,,
100293,101009,{500=1},{role_exp=100},888,,经验100
100294,101009,{2153=1},{6071=400},20,,携带核心400
100295,101009,{2152=1},{6071=200},20,,携带核心200
100296,101009,{123=1},{121=1},9999,,洗练核心
100297,101009,{124=1},{121=2},9999,,洗练核心2
100298,101009,{501=2},{19=1},1000,,神奇胶囊
100299,101009,{521=100},{7362=1},10,,紫色契约宝箱
100300,101009,{521=200},{7363=1},10,,橙色契约宝箱
100301,101009,{521=300},{7364=1},10,,红色契约宝箱
100302,101009,{521=100},{133=100},10,,紫色锻造之章
100303,101009,{9054=1},{7363=1},10,,任何橙色品质契约
100304,101009,{9055=1},{7364=1},10,,任何红色品质契约
100305,101009,{8804=1},{8823=1},99,,橙色随机图腾宝箱
100306,101009,{8805=1},{8824=1},99,,红色随机图腾宝箱
100307,101009,{521=500},{937=1},5,,性格薄荷自选礼包
,,,,,,
,,,,,,
,热力狂欢节-兑换活动,,,,,
104001,103101,{453=5},{451=1},999999,,普通努力币
104002,103101,{453=10},{452=1},999999,,高级努力币
104003,103101,{452=2},{451=1},999999,,普通努力币
104004,103101,{451=15},{452=1},999999,,高级努力币
104005,103101,{851=2},{850=1},999999,,蓝玉潜能石
104006,103101,{850=5},{851=1},999999,,紫晶潜能石
104007,103101,{6071=200},{2152=1},100,,紫色万能石
104008,103101,{6071=500},{2153=1},100,,橙色万能石
104009,103101,{6071=1000},{6104=1},50,,橙色携带道具宝箱
104010,103101,{6071=1500},{6143=1},50,,橙色携带道具宝箱
104011,103101,{6071=1500},{30428=1},10,,迅猛铃铛
104012,103101,{6071=1500},{30429=1},10,,坚固铃铛
104013,103101,{6071=1500},{30430=1},10,,羁绊铃铛
104014,103101,{6071=2000},{30444=1},10,,猩红棘刃
104015,103101,{6071=2000},{30445=1},10,,三色翎羽剑
104016,103101,{6071=2000},{30446=1},10,,不挠之剑
104017,103101,{6071=2000},{30447=1},10,,时之披风
104018,103101,{6071=2000},{30448=1},10,,超重力钢爪
104019,103101,{6071=2000},{30453=1},10,,炎龙炽链
104020,103101,{6071=2000},{30457=1},10,,星芒尾棘
104021,103101,{6071=2000},{30458=1},10,,幽冥毒蕊
104022,103101,{6071=2000},{30462=1},10,,大地神石
104023,103101,{6071=3000},{30460=1},10,,冠军奖杯
104024,103101,{6071=3000},{30461=1},10,,暗黑涡轮
104025,103101,{6071=3000},{30454=1},10,,焰白涡轮
104026,103101,{6071=58888},{31101=1},1,,创世之剑
