变量名,_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,award,vip,activeDays,jumpTo
11316,充值返钻-多语言60%,10081,22,6480,,充值6480钻石,{gold=100000;rmb=1500},,,
11317,充值返钻-多语言60%,10081,22,9680,,充值9680钻石,{gold=120000;rmb=1800},,,
11318,充值返钻-多语言60%,10081,22,12000,,充值12000钻石,{gold=120000;rmb=1800},,,
11319,充值返钻-多语言60%,10081,22,15000,,充值15000钻石,{gold=150000;rmb=2000},,,
11320,充值返钻-多语言60%,10081,22,20000,,充值20000钻石,{gold=200000;rmb=2500},,,
11321,充值返钻-多语言60%,10081,22,25000,,充值25000钻石,{gold=300000;rmb=3000},,,
11322,充值返钻-多语言60%,10081,22,30000,,充值30000钻石,{gold=300000;rmb=3000},,,
,,,,,,,,,,
11330,充值返钻-小Y,10082,22,1000,,充值1000钻石,{gold=100000;rmb=200},,,
11331,充值返钻-小Y,10082,22,2000,,充值2000钻石,{gold=150000;rmb=400},,,
11332,充值返钻-小Y,10082,22,5000,,充值5000钻石,{gold=200000;rmb=1400},,,
11333,充值返钻-小Y,10082,22,10000,,充值10000钻石,{gold=250000;rmb=4000},,,
11334,充值返钻-小Y,10082,22,20000,,充值20000钻石,{gold=300000;rmb=10000},,,
,,,,,,,,,,
11340,消耗送利欧路碎片,10083,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11341,消耗送利欧路碎片,10083,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;22241=10},,,
11342,消耗送利欧路碎片,10083,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11343,消耗送利欧路碎片,10083,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;22241=20},,,
11344,消耗送利欧路碎片,10083,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11345,消耗送利欧路碎片,10083,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;22241=30},,,
11346,消耗送利欧路碎片,10083,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11347,消耗送利欧路碎片,10083,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;22241=40},,,
11348,消耗送利欧路碎片,10083,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11349,消耗送利欧路碎片,10083,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;22241=50},,,
11350,消耗送利欧路碎片,10083,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11351,消耗送利欧路碎片,10083,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;22241=60},,,
,,,,,,,,,,
11360,tw补偿登录,10084,17,1,,累计登录1天,{rmb=100;520=2;gold=100000;13=10},,,
11361,tw补偿登录,10084,17,2,,累计登录2天,{rmb=100;503=3;gold=100000;13=10},,,
11362,tw补偿登录,10084,17,3,,累计登录3天,{rmb=100;519=2;gold=100000;13=15},,,
11363,tw补偿登录,10084,17,4,,累计登录4天,{rmb=188;502=3;gold=100000;13=15},,,
11364,tw补偿登录,10084,17,5,,累计登录5天,{rmb=100;19=5;gold=100000;13=20},,,
11365,tw补偿登录,10084,17,6,,累计登录6天,{rmb=100;501=2;gold=100000;13=20},,,
11366,tw补偿登录,10084,17,7,,累计登录7天,{rmb=188;521=3;gold=100000;13=20},,,
,,,,,,,,,,
11370,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11371,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6813=10},,,
11372,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11373,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6813=20},,,
11374,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11375,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6813=30},,,
11376,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11377,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6813=40},,,
11378,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11379,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6813=50},,,
11380,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11381,打开后可选择拉帝亚斯碎片，拉帝欧斯碎片，凯路迪欧碎片，毕力吉翁碎片其中之一,10085,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6813=60},,,
,,,,,,,,,,
11390,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11391,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6814=10},,,
11392,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11393,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6814=20},,,
11394,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11395,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6814=30},,,
11396,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11397,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6814=40},,,
11398,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11399,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6814=50},,,
11400,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11401,打开后可选择急冻鸟碎片，雷吉洛克碎片，火神蛾碎片，超坏星碎片其中之一,10086,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6814=60},,,
,中秋登录-cn,,,,,,,,,
11410,开服活动-累积登录,10087,17,1,,累计登录1天,{rmb=50;2330=1;gold=200000;519=1},,,
11411,开服活动-累积登录,10087,17,2,,累计登录2天,{rmb=50;502=3;gold=200000;519=2},,,
11412,开服活动-累积登录,10087,17,3,,累计登录3天,{rmb=100;2031=1;gold=300000;519=2},,,
11413,开服活动-累积登录,10087,17,4,,累计登录4天,{rmb=100;501=1;gold=300000;519=2},,,
11414,开服活动-累积登录,10087,17,5,,累计登录5天,{rmb=150;2421=1;gold=500000;519=3},,,
,中秋登录-kr,,,,,,,,,
11420,开服活动-累积登录,10088,17,1,,累计登录1天,{rmb=50;2017=1;gold=200000;519=1},,,
11421,开服活动-累积登录,10088,17,2,,累计登录2天,{rmb=50;502=3;gold=200000;519=2},,,
11422,开服活动-累积登录,10088,17,3,,累计登录3天,{rmb=100;2talent_point=1;gold=300000;519=2},,,
11423,开服活动-累积登录,10088,17,4,,累计登录4天,{rmb=100;501=1;gold=300000;519=2},,,
11424,开服活动-累积登录,10088,17,5,,累计登录5天,{rmb=150;2316=1;gold=500000;519=3},,,
,中秋登录-tw,,,,,,,,,
11430,开服活动-累积登录,10089,17,1,,累计登录1天,{rmb=50;2017=1;gold=200000;519=1},,,
11431,开服活动-累积登录,10089,17,2,,累计登录2天,{rmb=50;502=3;gold=200000;519=2},,,
11432,开服活动-累积登录,10089,17,3,,累计登录3天,{rmb=100;2talent_point=1;gold=300000;519=2},,,
11433,开服活动-累积登录,10089,17,4,,累计登录4天,{rmb=100;501=1;gold=300000;519=2},,,
11434,开服活动-累积登录,10089,17,5,,累计登录5天,{rmb=150;2316=1;gold=500000;8010=1},,,
,,,,,,,,,,
11440,消耗送索罗亚碎片,10090,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11441,消耗送索罗亚碎片,10090,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;22821=10},,,
11442,消耗送索罗亚碎片,10090,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11443,消耗送索罗亚碎片,10090,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;22821=20},,,
11444,消耗送索罗亚碎片,10090,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11445,消耗送索罗亚碎片,10090,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;22821=30},,,
11446,消耗送索罗亚碎片,10090,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11447,消耗送索罗亚碎片,10090,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;22821=40},,,
11448,消耗送索罗亚碎片,10090,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11449,消耗送索罗亚碎片,10090,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;22821=50},,,
11450,消耗送索罗亚碎片,10090,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11451,消耗送索罗亚碎片,10090,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;22821=60},,,
,,,,,,,,,,
11460,消耗送克雷色利亚碎片,10091,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11461,消耗送克雷色利亚碎片,10091,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;22401=10},,,
11462,消耗送克雷色利亚碎片,10091,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11463,消耗送克雷色利亚碎片,10091,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;22401=20},,,
11464,消耗送克雷色利亚碎片,10091,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11465,消耗送克雷色利亚碎片,10091,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;22401=30},,,
11466,消耗送克雷色利亚碎片,10091,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11467,消耗送克雷色利亚碎片,10091,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;22401=40},,,
11468,消耗送克雷色利亚碎片,10091,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11469,消耗送克雷色利亚碎片,10091,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;22401=50},,,
11470,消耗送克雷色利亚碎片,10091,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11471,消耗送克雷色利亚碎片,10091,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;22401=60},,,
,,,,,,,,,,
11480,消耗送宝贝龙碎片,10092,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11481,消耗送宝贝龙碎片,10092,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;21891=10},,,
11482,消耗送宝贝龙碎片,10092,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11483,消耗送宝贝龙碎片,10092,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;21891=20},,,
11484,消耗送宝贝龙碎片,10092,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11485,消耗送宝贝龙碎片,10092,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;21891=30},,,
11486,消耗送宝贝龙碎片,10092,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11487,消耗送宝贝龙碎片,10092,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;21891=40},,,
11488,消耗送宝贝龙碎片,10092,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11489,消耗送宝贝龙碎片,10092,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;21891=50},,,
11490,消耗送宝贝龙碎片,10092,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11491,消耗送宝贝龙碎片,10092,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;21891=60},,,
,,,,,,,,,,
11500,充值返钻-多语言80%,10093,22,60,,充值60钻石,{gold=60000;rmb=60},,,
11501,充值返钻-多语言80%,10093,22,300,,充值300钻石,{gold=60000;rmb=200},,,
11502,充值返钻-多语言80%,10093,22,600,,充值600钻石,{gold=60000;rmb=240},,,
11503,充值返钻-多语言80%,10093,22,980,,充值980钻石,{gold=80000;rmb=300},,,
11504,充值返钻-多语言80%,10093,22,1980,,充值1980钻石,{gold=80000;rmb=800},,,
11505,充值返钻-多语言80%,10093,22,3280,,充值3280钻石,{gold=100000;rmb=1000},,,
11506,充值返钻-多语言80%,10093,22,6480,,充值6480钻石,{gold=100000;rmb=2000},,,
11507,充值返钻-多语言80%,10093,22,9680,,充值9680钻石,{gold=120000;rmb=2000},,,
11508,充值返钻-多语言80%,10093,22,12000,,充值12000钻石,{gold=120000;rmb=2500},,,
11509,充值返钻-多语言80%,10093,22,15000,,充值15000钻石,{gold=150000;rmb=2500},,,
11510,充值返钻-多语言80%,10093,22,20000,,充值20000钻石,{gold=200000;rmb=4000},,,
11511,充值返钻-多语言80%,10093,22,25000,,充值25000钻石,{gold=300000;rmb=4000},,,
11512,充值返钻-多语言80%,10093,22,30000,,充值30000钻石,{gold=300000;rmb=4000},,,
,,,,,,,,,,
11520,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11521,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6815=10},,,
11522,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11523,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6815=20},,,
11524,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11525,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6815=30},,,
11526,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11527,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6815=40},,,
11528,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11529,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6815=50},,,
11530,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11531,打开后可选择闪电鸟碎片，宝贝龙碎片，利欧路碎片，大舌贝碎片其中之一,10094,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6815=60},,,
,,,,,,,,,,
11540,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11541,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6816=10},,,
11542,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11543,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6816=20},,,
11544,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11545,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6816=30},,,
11546,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11547,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6816=40},,,
11548,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11549,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6816=50},,,
11550,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11551,打开后可选择水君碎片，暴鲤龙碎片，克雷色利亚碎片，天蝎王碎片其中之一,10095,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6816=60},,,
,,,,,,,,,,
11560,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11561,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6817=10},,,
11562,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11563,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6817=20},,,
11564,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11565,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6817=30},,,
11566,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11567,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6817=40},,,
11568,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11569,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6817=50},,,
11570,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11571,打开后可选择雷公碎片，雷吉斯奇鲁碎片，藤藤蛇碎片，勾帕路翁碎片其中之一,10096,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6817=60},,,
,,,,,,,,,,
11580,消耗送幼基拉斯碎片,10097,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11581,消耗送幼基拉斯碎片,10097,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;21251=10},,,
11582,消耗送幼基拉斯碎片,10097,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11583,消耗送幼基拉斯碎片,10097,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;21251=20},,,
11584,消耗送幼基拉斯碎片,10097,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11585,消耗送幼基拉斯碎片,10097,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;21251=30},,,
11586,消耗送幼基拉斯碎片,10097,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11587,消耗送幼基拉斯碎片,10097,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;21251=40},,,
11588,消耗送幼基拉斯碎片,10097,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11589,消耗送幼基拉斯碎片,10097,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;21251=50},,,
11590,消耗送幼基拉斯碎片,10097,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11591,消耗送幼基拉斯碎片,10097,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;21251=60},,,
,,,,,,,,,,
11600,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,300,,累计消耗300钻石,{gold=60000;5000=10;930=10},,,
11601,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,1000,,累计消耗1000钻石,{gold=80000;5000=15;6818=10},,,
11602,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,2000,,累计消耗2000钻石,{gold=80000;5000=10;452=20},,,
11603,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,4000,,累计消耗4000钻石,{gold=100000;5000=15;6818=20},,,
11604,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,7000,,累计消耗7000钻石,{gold=120000;5000=15;452=30},,,
11605,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,10000,,累计消耗10000钻石,{gold=120000;5000=15;6818=30},,,
11606,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,14000,,累计消耗14000钻石,{gold=140000;5000=20;452=40},,,
11607,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,18000,,累计消耗18000钻石,{gold=160000;5000=20;6818=40},,,
11608,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,22000,,累计消耗22000钻石,{gold=180000;5000=25;452=50},,,
11609,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,25000,,累计消耗25000钻石,{gold=200000;5000=30;6818=50},,,
11610,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,30000,,累计消耗30000钻石,{gold=250000;5000=40;452=60},,,
11611,打开后可选择炎帝碎片，圆陆鲨碎片，乘龙碎片，小福蛋碎片其中之一,10098,21,40000,,累计消耗40000钻石,{gold=300000;5000=50;6818=60},,,
,,,,,,,,,,
11620,充值返钻-CN限时20%,10099,22,60,,充值60钻石,{gold=60000;rmb=30},,,
11621,充值返钻-CN限时20%,10099,22,300,,充值300钻石,{gold=60000;rmb=50},,,
11622,充值返钻-CN限时20%,10099,22,600,,充值600钻石,{gold=60000;rmb=60},,,
11623,充值返钻-CN限时20%,10099,22,980,,充值980钻石,{gold=80000;rmb=75},,,
11624,充值返钻-CN限时20%,10099,22,1980,,充值1980钻石,{gold=80000;rmb=200},,,
11625,充值返钻-CN限时20%,10099,22,3280,,充值3280钻石,{gold=100000;rmb=250},,,
11626,充值返钻-CN限时20%,10099,22,6480,,充值6480钻石,{gold=100000;rmb=500},,,
11627,充值返钻-CN限时20%,10099,22,9680,,充值9680钻石,{gold=120000;rmb=500},,,
11628,充值返钻-CN限时20%,10099,22,12000,,充值12000钻石,{gold=120000;rmb=625},,,
11629,充值返钻-CN限时20%,10099,22,15000,,充值15000钻石,{gold=150000;rmb=625},,,
11630,充值返钻-CN限时20%,10099,22,20000,,充值20000钻石,{gold=200000;rmb=1000},,,
11631,充值返钻-CN限时20%,10099,22,25000,,充值25000钻石,{gold=300000;rmb=1000},,,
11632,充值返钻-CN限时20%,10099,22,30000,,充值30000钻石,{gold=300000;rmb=1000},,,
,,,,,,,,,,
20001,测试任务,20001,1,25,,角色等级达到25级,{gold=2000;rmb=10},,,
20002,测试任务,20001,2,10102,,通关第一章第2关卡,{gold=2000;rmb=10},,,
20003,测试任务,20001,3,5,,拥有5个任意精灵,{gold=2000;rmb=10},,,
20004,测试任务,20001,5,7,,VIP等级达到7级,{gold=2000;rmb=10},,,
20005,测试任务,20001,6,10000,,战斗力达到10000,{gold=2000;rmb=10},,,
20006,测试任务,20001,9,,{5=3},拥有5个A级精灵,{gold=2000;rmb=10},,,
20007,测试任务,20001,10,,{2=4},拥有4星精灵2个,{gold=2000;rmb=10},,,
20008,测试任务,20001,11,,{1=3},拥有蓝色饰品1个,{gold=2000;rmb=10},,,
,,,,,,,,,,
20011,测试任务,20011,12,,{1=2},拥有2星饰品1个,{gold=2000;rmb=10},,,
20012,测试任务,20011,13,1,,激活妙蛙种子,{gold=2000;rmb=10},,,
20013,测试任务,20011,15,,,今日登录,{gold=2000;rmb=10},,,
20014,测试任务,20011,17,2,,登录2天,{gold=2000;rmb=10},,,
20015,测试任务,20011,18,2,,累计聚宝2次,{gold=2000;rmb=10},,,
20016,测试任务,20011,19,10000,,累计获得10000金币,{gold=2000;rmb=10},,,
20017,测试任务,20011,20,10000,,累计消耗10000金币,{gold=2000;rmb=10},,,
20018,测试任务,20011,21,500,,累计消费500钻石,{gold=2000;rmb=10},,,
20019,测试任务,20011,22,500,,累计充值500钻石,{gold=2000;rmb=10},,,
