变量名,describes,quality,describeStage,triggerTimes,triggerCondition,keyWords,aidID
23668,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#340%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，本次命中率提升30%，暴击率提升30%；减少攻击目标100点怒气,6,伤害系数提升至340%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,,3661
23669,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#340%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，本次命中率提升30%，暴击率提升30%；减少攻击目标100点怒气；本次暴击伤害提升15%,7,本次暴击伤害提升15%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,,3661
23670,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#380%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，本次命中率提升30%，暴击率提升30%；减少攻击目标100点怒气；本次暴击伤害提升15%,8,伤害系数提升至380%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,,3661
23671,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#380%物攻#C0x5B545B#+$(skillLevel*4*75*2)$的#C0xF13B54#物理伤害#C0x5B545B#，本次命中率提升30%，暴击率提升30%；减少攻击目标100点怒气；本次暴击伤害提升30%,9,本次暴击伤害提升30%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,,3661
23811,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对主目标添加【捏碎】（触发后冷却2回合）,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【捏碎】>,2381
23812,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#190%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对主目标添加【捏碎】（触发后冷却2回合）,2,系数提升至190%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【捏碎】>,2381
23813,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#190%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对所有目标添加【捏碎】（触发后冷却2回合）,3,对所有目标添加【捏碎】,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【捏碎】>,2381
23814,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#220%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对所有目标添加【捏碎】（触发后冷却2回合）,4,系数提升至220%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【捏碎】>,2381
23815,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#220%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对所有目标添加【捏碎】（触发后冷却2回合）；添加【捏碎】时20%几率【眩晕】目标1回合,5,添加【捏碎】时20%几率【眩晕】目标1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【捏碎】;【眩晕】>,2381
23816,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#220%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对所有目标添加【捏碎】（触发后冷却2回合）；添加【捏碎】时20%几率【眩晕】目标1回合,6,助战次数上限+1,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【捏碎】;【眩晕】>,2381
23817,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#220%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对所有目标添加【捏碎】（触发后冷却2回合）；添加【捏碎】时20%几率【眩晕】目标1回合；【捏碎】生效前先使目标降低8%生命上限，持续2回合,7,【捏碎】生效前先使目标降低8%生命上限，持续2回合,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【捏碎】;【眩晕】>,2381
23818,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#220%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对所有目标添加【捏碎】（触发后冷却2回合）；添加【捏碎】时20%几率【眩晕】目标1回合；【捏碎】生效前先使目标永久降低8%生命上限,8,【捏碎】生效前先使目标永久降低8%生命上限,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【捏碎】;【眩晕】>,2381
23819,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#220%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对所有目标添加【捏碎】（触发后冷却2回合）；添加【捏碎】时20%几率【眩晕】目标1回合；【捏碎】生效前先使目标永久降低8%生命上限；【捏碎】附带8%易伤,9,【捏碎】附带8%易伤,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【捏碎】;【眩晕】>,2381
23820,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#250%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对所有目标添加【捏碎】（触发后冷却2回合）；添加【捏碎】时20%几率【眩晕】目标1回合；【捏碎】生效前先使目标永久降低8%生命上限；【捏碎】附带8%易伤,10,系数提升至250%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【捏碎】;【眩晕】>,2381
23821,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#250%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，对所有目标添加【捏碎】（触发后冷却2回合）；添加【捏碎】时20%几率【眩晕】目标1回合；【捏碎】生效前先使目标永久降低8%生命上限；【捏碎】附带16%易伤,11,【捏碎】附带16%易伤,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【捏碎】;【眩晕】>,2381
23911,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，降低前排随机1个目标50点怒气（触发后冷却3回合）,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#第二回合起，必杀技触发,,2391
23912,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#180%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，降低前排随机1个目标50点怒气（触发后冷却3回合）,2,系数提升至180%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#第二回合起，必杀技触发,,2391
23913,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#180%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，降低前排随机1个目标80点怒气（触发后冷却3回合）,3,降低前排随机一个目标80点怒气,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#第二回合起，必杀技触发,,2391
23914,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#200%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，降低前排随机1个目标80点怒气（触发后冷却3回合）,4,系数提升至200%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#第二回合起，必杀技触发,,2391
23915,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#200%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，降低前排随机2个目标80点怒气（触发后冷却3回合）,5,降低前排随机2个目标80点怒气,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#第二回合起，必杀技触发,,2391
23916,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#200%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，降低前排随机2个目标80点怒气（触发后冷却3回合）,6,助战次数上限+1,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#第二回合起，必杀技触发,,2391
23917,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#200%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，降低前排随机2个目标80点怒气，对随机1个目标添加2回合【鬼火】（触发后冷却3回合）,7,对随机1个前排目标添加2回合【鬼火】,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#第二回合起，必杀技触发,<【鬼火】>,2391
23918,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#180%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，降低前排随机2个目标80点怒气，对随机2个目标添加2回合【鬼火】（触发后冷却3回合）,8,对随机2个前排目标添加2回合【鬼火】,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#第二回合起，必杀技触发,<【鬼火】>,2391
23919,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#180%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，降低前排随机2个目标80点怒气，对随机2个目标添加2回合【鬼火】（触发后冷却3回合）；【鬼火】附带降低目标10%特防,9,【鬼火】附带降低目标10%特防,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#第二回合起，必杀技触发,<【鬼火】>,2391
23920,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#220%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，降低前排随机2个目标80点怒气，对随机2个目标添加2回合【鬼火】（触发后冷却3回合）；【鬼火】附带降低目标10%特防,10,系数提升至220%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#第二回合起，必杀技触发,<【鬼火】>,2391
23921,#L10#助战技能效果：#L0#对敌方前排造成#C0xE69900#220%物攻#C0x5B545B#+$(skillLevel*4*48*3)$的#C0xF13B54#物理伤害#C0x5B545B#，降低前排随机2个目标80点怒气，对随机2个目标添加2回合【鬼火】（触发后冷却3回合）；【鬼火】附带降低目标20%特防,11,【鬼火】附带降低目标20%特防,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#第二回合起，必杀技触发,<【鬼火】>,2391
24211,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给攻击最高的1名精灵添加2个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成60%特攻的特殊伤害,,对敌方全体造成120%特攻加成的特殊伤害，给攻击最高的1名精灵添加2个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成60%特攻的特殊伤害,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水系必杀技时触发,<【助·海刺龙】>,2421
24212,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给攻击最高的1名精灵添加2个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成60%特攻的特殊伤害,2,系数提升至150%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水系必杀技时触发,<【助·海刺龙】>,2421
24213,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给攻击最高的2名精灵添加2个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成60%特攻的特殊伤害,3,为攻击最高的2名精灵添加2个大回合【助·海刺龙】,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水系必杀技时触发,<【助·海刺龙】>,2421
24214,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给攻击最高的2名精灵添加2个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成60%特攻的特殊伤害,4,系数提升至180%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水系必杀技时触发,<【助·海刺龙】>,2421
24215,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给攻击最高的2名精灵添加3个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成60%特攻的特殊伤害,5,【助·海刺龙】回合提升至3个大回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#水系必杀技时触发,<【助·海刺龙】>,2421
24216,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给攻击最高的2名精灵添加3个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成60%特攻的特殊伤害,6,助战次数上限+1,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#水系必杀技时触发,<【助·海刺龙】>,2421
24217,"#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给攻击最高的2名精灵添加3个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成60%特攻的特殊伤害,跟随目标受主动技能伤害时，海刺龙30%概率代其承受伤害",7,跟随目标受主动技能伤害时，海刺龙30%概率代其承受伤害,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#水系必杀技时触发,<【助·海刺龙】>,2421
24218,"#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给攻击最高的2名精灵添加3个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成60%特攻的特殊伤害,跟随目标受主动技能伤害时，海刺龙40%概率代其承受伤害",8,跟随目标受主动技能伤害时，海刺龙40%概率代其承受伤害,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#水系必杀技时触发,<【助·海刺龙】>,2421
24219,"#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给攻击最高的2名精灵添加3个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成60%特攻的特殊伤害,跟随目标受主动技能伤害时，海刺龙40%概率代其承受伤害，【助·海刺龙】继承召唤者40%属性",9,【助·海刺龙】继承召唤者40%属性,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#水系必杀技时触发,<【助·海刺龙】>,2421
24220,"#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#210%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给攻击最高的2名精灵添加3个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成60%特攻的特殊伤害,跟随目标受主动技能伤害时，海刺龙40%概率代其承受伤害，【助·海刺龙】继承召唤者40%属性",10,系数提升至210%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#水系必杀技时触发,<【助·海刺龙】>,2421
24221,"#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#210%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给攻击最高的2名精灵添加3个大回合【助·海刺龙】，在该精灵攻击时，海刺龙会跟随攻击，对目标造成90%特攻的特殊伤害,跟随目标受主动技能伤害时，海刺龙40%概率代其承受伤害，【助·海刺龙】继承召唤者40%属性",11,海刺龙会跟随攻击，对目标造成90%特攻的特殊伤害,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#水系必杀技时触发,<【助·海刺龙】>,2421
24311,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对随机3敌方添加【噩梦印记】1回合（触发后冷却3回合）,,开启助战技能,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【噩梦印记】>,2431
24312,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对随机3敌方添加【噩梦印记】1回合（触发后冷却3回合）,2,系数提升至150%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【噩梦印记】>,2431
24313,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对全体敌方添加【噩梦印记】1回合（触发后冷却3回合）,3,对敌方全体添加【噩梦印记】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【噩梦印记】>,2431
24314,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对全体敌方添加【噩梦印记】1回合（触发后冷却3回合）,4,系数提升至180%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【噩梦印记】>,2431
24315,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对全体敌方添加【噩梦印记】2回合（触发后冷却3回合）,5,【噩梦印记】持续回合+1,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#大回合开始时触发,<【噩梦印记】>,2431
24316,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对全体敌方添加【噩梦印记】2回合（触发后冷却3回合）,6,助战次数上限+1,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【噩梦印记】>,2431
24317,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对全体敌方添加【噩梦印记】2回合（触发后冷却3回合）；【噩梦印记】期间目标获得5%恶系易伤,7,【噩梦印记】期间目标获得5%恶系易伤,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【噩梦印记】>,2431
24318,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对全体敌方添加【噩梦印记】2回合（触发后冷却3回合）；【噩梦印记】期间目标获得10%恶系易伤并在受到攻击前被偷取6%双攻2回合（每层印记限1次）,8,【噩梦印记】期间目标获得10%恶系易伤并在受到攻击前被偷取6%双攻2回合（每层印记限1次）,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【噩梦印记】>,2431
24319,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对全体敌方添加【噩梦印记】2回合（触发后冷却3回合）；【噩梦印记】期间目标获得10%恶系易伤并在受到攻击前被偷取6%双攻2回合（每层印记限1次）；【噩梦印记】附带降低目标8%异常抗性,9,【噩梦印记】附带降低目标8%异常抗性,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【噩梦印记】>,2431
24320,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#210%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对全体敌方添加【噩梦印记】2回合（触发后冷却3回合）；【噩梦印记】期间目标获得10%恶系易伤并在受到攻击前被偷取6%双攻2回合（每层印记限1次）；【噩梦印记】附带降低目标8%异常抗性,10,系数提升至210%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【噩梦印记】>,2431
24321,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#210%特攻#C0x5B545B#+$(skillLevel*4*60*3)$的#C0xF13B54#特殊伤害#C0x5B545B#，对全体敌方添加【噩梦印记】2回合（触发后冷却3回合）；【噩梦印记】期间目标获得10%恶系易伤并在受到攻击前被偷取6%双攻2回合（每层印记限1次）；【噩梦印记】附带降低目标15%异常抗性,11,【噩梦印记】附带降低目标15%异常抗性,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#大回合开始时触发,<【噩梦印记】>,2431
24611,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给随机2名友方添加【助·炎甲】1回合,,对敌方全体造成120%特攻加成的特殊伤害，给随机2名友方添加【助·炎甲】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,<【助·炎甲】>,2461
24612,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给随机2名友方添加【助·炎甲】1回合,2,系数提升至150%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,<【助·炎甲】>,2461
24613,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给随机4名友方添加【助·炎甲】1回合,3,给随机4名友方添加【助·炎甲】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,<【助·炎甲】>,2461
24614,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给随机4名友方添加【助·炎甲】1回合,4,系数提升至180%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,<【助·炎甲】>,2461
24615,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给随机4名友方添加【助·炎甲】2回合,5,【助·炎甲】持续回合+1,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,<【助·炎甲】>,2461
24616,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给随机4名友方添加【助·炎甲】2回合,6,助战次数上限+1,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,<【助·炎甲】>,2461
24617,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给随机4名友方添加【助·炎甲】2回合，【助·炎甲】添加时令目标立刻恢复8%最大生命的血量,7,【助·炎甲】添加时令目标立刻恢复8%最大生命的血量,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,<【助·炎甲】>,2461
24618,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给随机4名友方添加【助·炎甲】2回合，【助·炎甲】添加时令目标立刻恢复16%最大生命的血量,8,【助·炎甲】添加时令目标立刻恢复16%最大生命的血量,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,<【助·炎甲】>,2461
24619,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对给随机4名友方添加【助·炎甲】2回合，【助·炎甲】添加时令目标立刻恢复16%最大生命的血量；【助·炎甲】期间令目标获得【暴击Ⅰ】和【暴击伤害Ⅰ】,9,【助·炎甲】期间令目标获得【暴击Ⅰ】和【暴击伤害Ⅰ】,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,<【助·炎甲】;【暴击Ⅰ】;【暴击伤害Ⅰ】>,2461
24620,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#210%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对给随机4名友方添加【助·炎甲】2回合，【助·炎甲】添加时令目标立刻恢复16%最大生命的血量；【助·炎甲】期间令目标获得【暴击Ⅰ】和【暴击伤害Ⅰ】,10,系数提升至210%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,<【助·炎甲】;【暴击Ⅰ】;【暴击伤害Ⅰ】>,2461
24621,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#210%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，对给随机4名友方添加【助·炎甲】2回合，【助·炎甲】添加时令目标立刻恢复16%最大生命的血量；【助·炎甲】期间令目标获得【暴击Ⅱ】和【暴击伤害Ⅱ】,11,【助·炎甲】期间令目标获得【暴击Ⅱ】和【暴击伤害Ⅱ】,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#精灵释放必杀技时触发,<【助·炎甲】;【暴击Ⅱ】;【暴击伤害Ⅱ】>,2461
32711,#L10#助战技能效果：#L0#对敌方列排造成#C0xE69900#240%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方攻击最高的的1名虫/钢系精灵添加【助·士兵】1回合,,对敌方列排造成240%物攻加成的物理伤害，给己方攻击最高的的1名虫/钢系精灵添加【助·士兵】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/钢系必杀技时触发,<【助·士兵】>,3271
32712,#L10#助战技能效果：#L0#对敌方列排造成#C0xE69900#280%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方攻击最高的的1名虫/钢系精灵添加【助·士兵】1回合,2,系数提升至280%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/钢系必杀技时触发,<【助·士兵】>,3271
