变量名,变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
300421414,,,,,,damageAdd,,,,1005,102,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421415,,,,,,defence,,,,1021,102,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421416,,,,,,specialDefence,,,,1022,102,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421417,,,,,,physicalDamageSub,,,,1023,102,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wsjmtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421418,,,,,,specialDamageSub,,,,1024,102,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tsjmtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421419,,,,,,damageSub,,,,1025,102,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421420,,,,,,strike,,,,1006,102,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421421,,,,,,strikeDamage,,,,1007,102,,,,,1,1,,,battle/buff_icon/logo_bjsh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421422,,,,,,strikeResistance,,,,1026,102,,,,,1,1,,,battle/buff_icon/logo_bjkx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421423,,,,,,ultimateAdd,,,,1008,102,,,,,1,1,,,battle/buff_icon/logo_bssh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421424,,,,,,ultimateSub,,,,1027,102,,,,,1,1,,,battle/buff_icon/logo_bskx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bskxtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421425,,,,,,block,,,,1028,102,,,,,1,1,,,battle/buff_icon/logo_dyl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyltg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421426,,,,,,blockPower,,,,1029,102,,,,,1,1,,,battle/buff_icon/logo_dyqd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyqdtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421427,,,,,,breakBlock,,,,1009,102,,,,,1,1,,,battle/buff_icon/logo_pdy_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_pdyltg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421451,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=8;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=14;cfgId=300421452;prob=(target2:natureIntersection(list(10))) and 1 or 0;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300421452,,,,,,kill,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300431411,,,,,,counterAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<{input=selfForce()|nodead;process=random(12)}>,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300431412,,,,,,,,,,70029,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=23;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=401108;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300431413,,,,,,stun,,,2,,,,,,,1,1,,,battle/buff_icon/logo_sh.png,,,,,,,,,,,,,,,,,,,{typ=pause},battle/txt/txt_sh.png,,,,,,,,,,,{4=<{3221=2.5}>},,,,,,,,,,,,,,,,,,,,
300431414,,,,,,blockPower,,,,1029,102,,,,,1,1,,,battle/buff_icon/logo_dyqd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyqdtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300431415,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={extraAttackTrigger=2;triggerPoint=14;onSomeFlag=<(target:eqATKNature(3)) or false>;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=2;holder=1;value=<1>;caster=15;cfgId=300431416}>>}},,,,,,,,,,,,,,,,,,,,,,,,
300431416,,,,,,immuneDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300431419,,,,,,fireDamageAdd,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300431420,,,,,,block,,,,1028,102,,,,,1,1,,FALSE,battle/buff_icon/logo_dyl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyltg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
300431422,,,,,,strike,,,,1006,102,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301111411,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.7)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=1312;caster=1;holder=1;cfgId=301111412;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.3;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301111412,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,"{0={triggerPoint=1};1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.4)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=1313;caster=1;holder=1;cfgId=301111413;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.4;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301111413,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301111414,,,,,,addMp1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301111415,,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,
301112411,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.7)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=22;caster=2;holder=1;cfgId=301112412;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.3;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301112412,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,"{0={triggerPoint=1};1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.4)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=23;caster=1;holder=1;cfgId=301112413;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.4;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301112413,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301113411,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.7)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=3302;caster=2;holder=1;cfgId=301113412;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.3;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301113412,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,"{0={triggerPoint=1};1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.4)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=3303;caster=1;holder=1;cfgId=301113413;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.4;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301113413,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301114411,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.7)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=802;caster=2;holder=1;cfgId=301114412;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.3;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301114412,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,"{0={triggerPoint=1};1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.4)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=803;caster=1;holder=1;cfgId=301114413;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.4;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301114413,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301115411,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.7)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=2492;caster=2;holder=1;cfgId=301115412;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.3;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301115412,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,"{0={triggerPoint=1};1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.4)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=2493;caster=1;holder=1;cfgId=301115413;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.4;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301115413,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301116411,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.7)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=2032;caster=2;holder=1;cfgId=301116412;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.3;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301116412,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,"{0={triggerPoint=1};1={triggerTimes=<1;1>;delSelfWhenTriggered=1;triggerPoint=42;onSomeFlag=<less(target:hp()/target:hpMax(),0.4)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=2033;caster=1;holder=1;cfgId=301116413;prob=1;lifeRound=999}>;<{value=1000;caster=1;holder=1;cfgId=301111414;prob=1;lifeRound=1}>;<{value=target2:hpMax()*0.4;caster=1;holder=1;cfgId=301111415;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301116413,,,,,,changeUnit,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jh.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301121411,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=5;onSomeFlag=<moreE(countObjByNature(1,1,15),1) or moreE(countObjByNature(1,2,15),1)>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=1;holder=1;cfgId=301121412;prob=1;lifeRound=1}>;<{value=1000;caster=1;holder=1;cfgId=301121413;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301121412,,,,,,atOnceBattleRound,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ewxd.png,,,,,,,,,,,,,,<{type=1;limit=5}>,,,,,,,,,<1;10>,,,,,,,,
301121413,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=8;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=1;holder=8;cfgId=301121414;prob=(target2:natureIntersection(list(15))) and 1 or 0;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301121414,,,,,,kill,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301121415,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=14;onSomeFlag=<(target:eqATKNature(15)) or false>;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=2;holder=1;value=<1>;caster=15;cfgId=301121416}>>}},,,,,,,,,,,,,,,,,,,,,,,,
301121416,,,,,,immuneDamage,,,,,,,,,,1,1,,,battle/buff_icon/logo_mysh.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301121417,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=10;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=1;cfgId=301121418;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
301121418,,,,,,,,,,,,,,<301121416>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301121419,,,,,,,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_tx.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301131411,,,,,,stun,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=2;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;holder=1;value=<1200;2000>;caster=1;cfgId=301131412}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301131412,,,,,,escape,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301221411,,,,,,addHpMax,,,2,1082,302,,,,,1,1,,,battle/buff_icon/logo_smsx_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxjd.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301221412,,,,,,ultimateAdd,,,,,,,,,,1,1,,,battle/buff_icon/logo_bssh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301222421,,,,,,,,,2,,,,,,,1,1,,,battle/buff_icon/logo_fs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=10;effectFuncs=<castBuff>;funcArgs=<<{value=1.4*self2:attackerSkill():getTargetTotalDamage(self2,1,0)/max(getForceNum(1), 1);holder=13;caster=1;cfgId=1861126;lifeRound=1}>>};2={triggerPoint=13;effectFuncs=<castBuff>;funcArgs=<<{value=1.8*self2:getKillMeDamage(1)/max(getForceNum(1) ,1);holder=13;caster=1;cfgId=1861126;lifeRound=1}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301231411,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=13;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=1000;caster=2;holder=2;cfgId=301231412;prob=1;lifeRound=999}>;<{value=self:specialDamage()*2;caster=2;holder=2;cfgId=301231413;prob=1;lifeRound=999}>;<{value=self:defence()*3;caster=2;holder=2;cfgId=301231414;prob=1;lifeRound=999}>;<{value=self:specialDefence()*3;caster=2;holder=2;cfgId=301231415;prob=1;lifeRound=999}>;<{value=self:hpMax()*1;caster=2;holder=2;cfgId=301231416;prob=1;lifeRound=999}>;<{value=1;caster=2;holder=2;cfgId=301231417;prob=1;lifeRound=999}>;<{value=1;caster=2;holder=2;cfgId=301231418;prob=1;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301231412,,,,,,addMp1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301231413,,,,,,specialDamage,,,,,,,,,,2,2,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301231414,,,,,,defence,,,,,,,,,,2,2,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301231415,,,,,,specialDefence,,,,,,,,,,2,2,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301231416,,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,
301231417,,,,,,atOnceBattleRound,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ewxd.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301231418,,,,,,qusan,,,,60005,,,,,,1,1,,,,,,,,,,,,,buff/qusan/qusan.skel,qusan,,,,,,,,,battle/txt/txt_qs.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=1241000;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,
301241411,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,"{1={triggerPoint=3;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<1;1;1>;holder=1;caster=2;prob=target:hasBuff(1070131,2301322) and 1 or 0;cfgId=301241412}>>}}",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301241412,,,,,,stealth,,,2,9101,,,,,,1,1,,,battle/buff_icon/logo_ys.png,,,,,,,,,,,,,,,,,,,{args={value=0.5};typ=opacity},,,,,,,,,,2,,,,,,,,,,,,,,<1;10>,,,,,,,,
301241421,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,{1={triggerPoint=3;effectFuncs=<castBuff>;funcArgs=<<{value=10000;caster=2;holder=1;cfgId=301241422;prob=target:hasBuff(1070111) and 1 or 0;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301241422,,,,,,damageDodge,,,,,,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,<1;10>,,,,,,,,
301311410,,,,,,sneer,,,,,,,,,,1,1,,FALSE,battle/buff_icon/logo_tx.png,,buff/chaofeng/beichaofeng.skel,<beichaofeng_loop>,,,1,,{x=0;y=-300},,,,,,,,,,,,battle/txt/txt_cf.png,,,<0;1;2>,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301311411,,,,,,speed,,,,,102,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301311412,,,,,,addMp1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301311413,,,,,,damage,,,,,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301311414,,,,,,,,,,,,,,,,,,,,battle/buff_icon/logo_bq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;holder={input=object(7);process=random(1)};caster=1;cfgId=301311410;lifeRound=1}>;<{value=0;holder={input=object(10);process=random(1)};caster=1;cfgId=301311410;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301311415,,,,,,,,,,,,,,,,,,,,battle/buff_icon/logo_bq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;holder={input=object(8);process=random(1)};caster=1;cfgId=301311410;lifeRound=1}>;<{value=0;holder={input=object(11);process=random(1)};caster=1;cfgId=301311410;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301311416,,,,,,,,,,,,,,,,,,,,battle/buff_icon/logo_bq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;holder={input=object(9);process=random(1)};caster=1;cfgId=301311410;lifeRound=1}>;<{value=0;holder={input=object(12);process=random(1)};caster=1;cfgId=301311410;lifeRound=1}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
301331411,,,,,,ultimateAdd,,,,1008,,,,,,1,1,,,battle/buff_icon/logo_bssh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
301331412,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=8;effectFuncs=<castBuff>;onSkillType=1;funcArgs=<<{value=0;caster=1;holder=1;cfgId=301331413;prob=1;lifeRound=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
