变量名,icon,room,boxIndex,monster,pointC,monsterType,fightC,desc,name,group,weight,type,theme,drops,buff,event,__version
1386,city/adventure/random_tower/icon/img_ptdr@.png,96,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1387,city/adventure/random_tower/icon/img_kndr@.png,96,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1388,city/adventure/random_tower/icon/icon_wz.png,97,,,,,,,属性加成,,,2,<4;1004>,,<<1;100>;<2;50>>,,
1389,city/adventure/random_tower/icon/icon_sj.png,97,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1390,city/adventure/random_tower/icon/img_jddr@.png,97,,1011,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1391,city/adventure/random_tower/icon/img_ptdr@.png,97,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1392,city/adventure/random_tower/icon/img_kndr@.png,97,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1393,city/adventure/random_tower/icon_bx.png,97,5,,,,,不经意间发现的宝箱,宝箱,,,3,<4;1004>,,,,
1394,city/adventure/random_tower/icon/icon_wz.png,98,,,,,,,战斗补给,,,2,<4;1004>,,<<4;100>>,,
1395,city/adventure/random_tower/icon/icon_wz.png,98,,,,,,,战斗补给,,,2,<4;1004>,,<<5;100>>,,
1396,city/adventure/random_tower/icon/icon_sj.png,98,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1397,city/adventure/random_tower/icon/img_jddr@.png,98,,1011,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1398,city/adventure/random_tower/icon/img_ptdr@.png,98,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1399,city/adventure/random_tower/icon/img_kndr@.png,98,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1400,city/adventure/random_tower/icon/img_kndr@.png,99,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1401,city/adventure/random_tower/icon/img_boss@.png,99,,1014,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1402,city/adventure/random_tower/icon/img_boss@.png,99,,1014,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1403,city/adventure/random_tower/icon/img_boss@.png,99,,1014,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1404,city/adventure/random_tower/icon/icon_sj.png,100,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1405,city/adventure/random_tower/icon/icon_wz.png,101,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1406,city/adventure/random_tower/icon/icon_wz.png,101,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1407,city/adventure/random_tower/icon/icon_wz.png,101,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1408,city/adventure/random_tower/icon/icon_wz.png,101,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1409,city/adventure/random_tower/icon/icon_wz.png,102,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1410,city/adventure/random_tower/icon/icon_wz.png,102,,,,,,,属性加成,,,2,<4;1004>,,<<2;100>;<3;30>>,,
1411,city/adventure/random_tower/icon/icon_sj.png,102,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1412,city/adventure/random_tower/icon/img_ptdr@.png,102,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1413,city/adventure/random_tower/icon/img_jddr@.png,103,,1011,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1414,city/adventure/random_tower/icon/img_jddr@.png,103,,1011,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1415,city/adventure/random_tower/icon/img_ptdr@.png,103,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1416,city/adventure/random_tower/icon/img_ptdr@.png,103,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1417,city/adventure/random_tower/icon/img_jddr@.png,104,,1011,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1418,city/adventure/random_tower/icon/img_jddr@.png,104,,1011,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1419,city/adventure/random_tower/icon/img_ptdr@.png,104,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1420,city/adventure/random_tower/icon/img_ptdr@.png,104,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1421,city/adventure/random_tower/icon/img_ptdr@.png,105,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1422,city/adventure/random_tower/icon/img_kndr@.png,105,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1423,city/adventure/random_tower/icon/img_kndr@.png,105,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1424,city/adventure/random_tower/icon/img_kndr@.png,105,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1425,city/adventure/random_tower/icon/icon_wz.png,106,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1426,city/adventure/random_tower/icon/icon_wz.png,106,,,,,,,属性加成,,,2,<4;1004>,,<<1;100>;<2;50>>,,
1427,city/adventure/random_tower/icon/img_ptdr@.png,106,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1428,city/adventure/random_tower/icon/img_kndr@.png,106,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1429,city/adventure/random_tower/icon/icon_wz.png,107,,,,,,,属性加成,,,2,<4;1004>,,<<1;100>;<2;50>>,,
1430,city/adventure/random_tower/icon/icon_sj.png,107,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1431,city/adventure/random_tower/icon/img_ptdr@.png,107,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1432,city/adventure/random_tower/icon/img_ptdr@.png,107,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1433,city/adventure/random_tower/icon/img_kndr@.png,107,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1434,city/adventure/random_tower/icon/icon_wz.png,108,,,,,,,战斗补给,,,2,<4;1004>,,<<4;100>>,,
1435,city/adventure/random_tower/icon/icon_wz.png,108,,,,,,,战斗补给,,,2,<4;1004>,,<<5;100>>,,
1436,city/adventure/random_tower/icon/icon_sj.png,108,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1437,city/adventure/random_tower/icon/img_ptdr@.png,108,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1438,city/adventure/random_tower/icon/img_ptdr@.png,108,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1439,city/adventure/random_tower/icon/img_kndr@.png,108,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1440,city/adventure/random_tower/icon/img_kndr@.png,109,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1441,city/adventure/random_tower/icon/img_boss@.png,109,,1014,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1442,city/adventure/random_tower/icon/img_boss@.png,109,,1014,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1443,city/adventure/random_tower/icon/img_boss@.png,109,,1014,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1444,city/adventure/random_tower/icon_hhbx.png,110,16,,,,,跨越巨大挑战后才会配拥有此回报,豪华宝箱,,,3,<4;1004>,,,,
1445,city/adventure/random_tower/icon/icon_wz.png,111,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1446,city/adventure/random_tower/icon/icon_wz.png,111,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1447,city/adventure/random_tower/icon/icon_wz.png,111,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1448,city/adventure/random_tower/icon/icon_wz.png,111,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1449,city/adventure/random_tower/icon/icon_wz.png,112,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1450,city/adventure/random_tower/icon/icon_wz.png,112,,,,,,,属性加成,,,2,<4;1004>,,<<2;100>;<3;30>>,,
1451,city/adventure/random_tower/icon/icon_sj.png,112,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1452,city/adventure/random_tower/icon/img_ptdr@.png,112,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1453,city/adventure/random_tower/icon/img_jddr@.png,113,,1011,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1454,city/adventure/random_tower/icon/img_jddr@.png,113,,1011,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1455,city/adventure/random_tower/icon/img_ptdr@.png,113,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1456,city/adventure/random_tower/icon/img_ptdr@.png,113,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1457,city/adventure/random_tower/icon/img_jddr@.png,114,,1011,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1458,city/adventure/random_tower/icon/img_jddr@.png,114,,1011,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1459,city/adventure/random_tower/icon/img_ptdr@.png,114,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1460,city/adventure/random_tower/icon/img_ptdr@.png,114,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1461,city/adventure/random_tower/icon/img_ptdr@.png,115,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1462,city/adventure/random_tower/icon/img_kndr@.png,115,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1463,city/adventure/random_tower/icon/img_kndr@.png,115,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1464,city/adventure/random_tower/icon/img_kndr@.png,115,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1465,city/adventure/random_tower/icon/icon_wz.png,116,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1466,city/adventure/random_tower/icon/icon_wz.png,116,,,,,,,属性加成,,,2,<4;1004>,,<<1;100>;<2;50>>,,
1467,city/adventure/random_tower/icon/img_ptdr@.png,116,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1468,city/adventure/random_tower/icon/img_kndr@.png,116,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1469,city/adventure/random_tower/icon/icon_wz.png,117,,,,,,,属性加成,,,2,<4;1004>,,<<1;100>;<2;50>>,,
1470,city/adventure/random_tower/icon/icon_sj.png,117,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1471,city/adventure/random_tower/icon/img_ptdr@.png,117,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1472,city/adventure/random_tower/icon/img_ptdr@.png,117,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1473,city/adventure/random_tower/icon/img_kndr@.png,117,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1474,city/adventure/random_tower/icon_bx.png,117,6,,,,,不经意间发现的宝箱,宝箱,,,3,<4;1004>,,,,
1475,city/adventure/random_tower/icon/icon_wz.png,118,,,,,,,战斗补给,,,2,<4;1004>,,<<4;100>>,,
1476,city/adventure/random_tower/icon/icon_wz.png,118,,,,,,,战斗补给,,,2,<4;1004>,,<<5;100>>,,
1477,city/adventure/random_tower/icon/icon_sj.png,118,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1478,city/adventure/random_tower/icon/img_ptdr@.png,118,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1479,city/adventure/random_tower/icon/img_ptdr@.png,118,,1012,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1480,city/adventure/random_tower/icon/img_kndr@.png,118,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1481,city/adventure/random_tower/icon/img_kndr@.png,119,,1013,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1482,city/adventure/random_tower/icon/img_boss@.png,119,,1014,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1483,city/adventure/random_tower/icon/img_boss@.png,119,,1014,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1484,city/adventure/random_tower/icon/img_boss@.png,119,,1014,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1485,city/adventure/random_tower/icon/icon_sj.png,120,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<13;100>;<21;1000>;<22;500>;<23;100>;<31;1000>;<32;500>;<33;100>;<41;1000>;<42;500>;<43;100>;<51;1000>;<52;500>;<53;100>;<61;1000>;<62;500>;<63;100>;<99;1>>,
1486,city/adventure/random_tower/icon/icon_wz.png,121,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1487,city/adventure/random_tower/icon/icon_wz.png,121,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1488,city/adventure/random_tower/icon/icon_wz.png,121,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1489,city/adventure/random_tower/icon/icon_sj.png,121,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1490,city/adventure/random_tower/icon/icon_sj.png,121,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<13;100>;<21;1000>;<22;500>;<23;100>;<31;1000>;<32;500>;<33;100>;<41;1000>;<42;500>;<43;100>;<51;1000>;<52;500>;<53;100>;<61;1000>;<62;500>;<63;100>;<99;1>>,
1491,city/adventure/random_tower/icon/img_kndr@.png,121,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1492,city/adventure/random_tower/icon/icon_wz.png,122,,,,,,,属性加成,,,2,<4;1004>,,<<2;100>;<3;30>>,,
1493,city/adventure/random_tower/icon/icon_sj.png,122,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<6;100>>,
1494,city/adventure/random_tower/icon/img_jddr@.png,122,,1021,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1495,city/adventure/random_tower/icon/img_ptdr@.png,122,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1496,city/adventure/random_tower/icon/img_jddr@.png,123,,1021,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1497,city/adventure/random_tower/icon/img_jddr@.png,123,,1021,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1498,city/adventure/random_tower/icon/img_ptdr@.png,123,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1499,city/adventure/random_tower/icon/img_ptdr@.png,123,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1500,city/adventure/random_tower/icon/img_jddr@.png,124,,1021,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1501,city/adventure/random_tower/icon/img_jddr@.png,124,,1021,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1502,city/adventure/random_tower/icon/img_ptdr@.png,124,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1503,city/adventure/random_tower/icon/img_ptdr@.png,124,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1504,city/adventure/random_tower/icon/img_ptdr@.png,125,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1505,city/adventure/random_tower/icon/img_kndr@.png,125,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1506,city/adventure/random_tower/icon/img_kndr@.png,125,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1507,city/adventure/random_tower/icon/img_kndr@.png,125,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1508,city/adventure/random_tower/icon/icon_wz.png,126,,,,,,,属性加成,,,2,<4;1004>,,<<1;100>;<2;50>>,,
1509,city/adventure/random_tower/icon/icon_wz.png,126,,,,,,,属性加成,,,2,<4;1004>,,<<2;100>;<3;30>>,,
1510,city/adventure/random_tower/icon/img_ptdr@.png,126,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1511,city/adventure/random_tower/icon/img_kndr@.png,126,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1512,city/adventure/random_tower/icon/img_kndr@.png,126,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1513,city/adventure/random_tower/icon/icon_wz.png,127,,,,,,,属性加成,,,2,<4;1004>,,<<2;100>;<3;30>>,,
1514,city/adventure/random_tower/icon/icon_sj.png,127,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1515,city/adventure/random_tower/icon/img_ptdr@.png,127,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1516,city/adventure/random_tower/icon/img_ptdr@.png,127,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1517,city/adventure/random_tower/icon/img_kndr@.png,127,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1518,city/adventure/random_tower/icon/img_kndr@.png,127,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1519,city/adventure/random_tower/icon/icon_wz.png,128,,,,,,,战斗补给,,,2,<4;1004>,,<<4;100>>,,
1520,city/adventure/random_tower/icon/icon_wz.png,128,,,,,,,战斗补给,,,2,<4;1004>,,<<5;100>>,,
1521,city/adventure/random_tower/icon/icon_sj.png,128,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1522,city/adventure/random_tower/icon/img_ptdr@.png,128,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1523,city/adventure/random_tower/icon/img_ptdr@.png,128,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1524,city/adventure/random_tower/icon/img_kndr@.png,128,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1525,city/adventure/random_tower/icon/img_kndr@.png,128,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1526,city/adventure/random_tower/icon/img_kndr@.png,129,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1527,city/adventure/random_tower/icon/img_boss@.png,129,,1024,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1528,city/adventure/random_tower/icon/img_boss@.png,129,,1024,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1529,city/adventure/random_tower/icon/img_boss@.png,129,,1024,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1530,city/adventure/random_tower/icon_hhbx.png,130,17,,,,,跨越巨大挑战后才会配拥有此回报,豪华宝箱,,,3,<4;1004>,,,,
1531,city/adventure/random_tower/icon/icon_wz.png,131,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1532,city/adventure/random_tower/icon/icon_wz.png,131,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1533,city/adventure/random_tower/icon/icon_wz.png,131,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1534,city/adventure/random_tower/icon/icon_sj.png,131,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1535,city/adventure/random_tower/icon/icon_sj.png,131,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<13;100>;<21;1000>;<22;500>;<23;100>;<31;1000>;<32;500>;<33;100>;<41;1000>;<42;500>;<43;100>;<51;1000>;<52;500>;<53;100>;<61;1000>;<62;500>;<63;100>;<99;1>>,
1536,city/adventure/random_tower/icon/img_kndr@.png,131,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1537,city/adventure/random_tower/icon/icon_wz.png,132,,,,,,,属性加成,,,2,<4;1004>,,<<2;100>;<3;30>>,,
1538,city/adventure/random_tower/icon/icon_sj.png,132,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<6;100>>,
1539,city/adventure/random_tower/icon/img_jddr@.png,132,,1021,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1540,city/adventure/random_tower/icon/img_ptdr@.png,132,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1541,city/adventure/random_tower/icon/img_jddr@.png,133,,1021,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1542,city/adventure/random_tower/icon/img_jddr@.png,133,,1021,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1543,city/adventure/random_tower/icon/img_ptdr@.png,133,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1544,city/adventure/random_tower/icon/img_ptdr@.png,133,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1545,city/adventure/random_tower/icon/img_jddr@.png,134,,1021,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1546,city/adventure/random_tower/icon/img_jddr@.png,134,,1021,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1547,city/adventure/random_tower/icon/img_ptdr@.png,134,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1548,city/adventure/random_tower/icon/img_ptdr@.png,134,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1549,city/adventure/random_tower/icon/img_ptdr@.png,135,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1550,city/adventure/random_tower/icon/img_kndr@.png,135,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1551,city/adventure/random_tower/icon/img_kndr@.png,135,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1552,city/adventure/random_tower/icon/img_kndr@.png,135,,1023,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1553,city/adventure/random_tower/icon/icon_wz.png,136,,,,,,,属性加成,,,2,<4;1004>,,<<1;100>;<2;50>>,,
1554,city/adventure/random_tower/icon/icon_wz.png,136,,,,,,,属性加成,,,2,<4;1004>,,<<2;100>;<3;30>>,,
1555,city/adventure/random_tower/icon/img_ptdr@.png,136,,1022,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
