变量名,skillLevel,starEnd,starStart,advanceEnd,advanceStart,levelEnd,levelStart,room,theme,zawake,hpC,damageC,specialDamageC,defenceC,specialDefenceC,speedC,extraSkill,__version
1054,11,11,10,12,11,96,93,54,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1055,12,11,10,12,11,96,93,55,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1056,12,11,10,12,11,96,93,56,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1057,12,11,10,12,11,96,93,57,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1058,12,11,10,13,12,96,93,58,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1059,12,11,10,13,12,96,93,59,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1060,13,11,10,13,12,96,93,60,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1061,13,12,11,13,12,100,97,61,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1062,13,12,11,13,12,100,97,62,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1063,13,12,11,14,13,100,97,63,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1064,13,12,11,14,13,100,97,64,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1065,14,12,11,14,13,100,97,65,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1066,14,12,11,14,13,100,97,66,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1067,14,12,11,14,13,100,97,67,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1068,14,12,11,15,14,100,97,68,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1069,14,12,11,15,14,100,97,69,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1070,15,12,11,15,14,100,97,70,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1071,15,12,11,15,14,100,97,71,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1072,15,12,11,15,14,100,97,72,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1073,15,12,11,16,15,100,97,73,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1074,15,12,11,16,15,100,97,74,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1075,16,12,11,16,15,100,97,75,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1076,16,12,11,16,15,100,97,76,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1077,16,12,11,16,15,100,97,77,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1078,16,12,11,17,16,100,97,78,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1079,16,12,11,17,16,100,97,79,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1080,17,12,11,17,16,100,97,80,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1081,17,12,12,17,16,104,101,81,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1082,17,12,12,17,16,104,101,82,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1083,17,12,12,18,17,104,101,83,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1084,17,12,12,18,17,104,101,84,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1085,18,12,12,18,17,104,101,85,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1086,18,12,12,18,17,104,101,86,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1087,18,12,12,18,17,104,101,87,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1088,18,12,12,19,18,104,101,88,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1089,18,12,12,19,18,104,101,89,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1090,19,12,12,19,18,104,101,90,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1091,19,12,12,19,18,104,101,91,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1092,19,12,12,19,18,104,101,92,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1093,19,12,12,19,18,104,101,93,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1094,19,12,12,19,18,104,101,94,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1095,20,12,12,19,18,104,101,95,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1096,20,12,12,19,18,104,101,96,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1097,20,12,12,19,18,104,101,97,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1098,20,12,12,19,18,104,101,98,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1099,20,12,12,19,18,104,101,99,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1100,21,12,12,19,18,104,101,100,<2;1002>,,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<0.45;0.495;0.564;0.675>,<<83010>;<83010>;<83010>;<83010>>,
1101,21,12,12,19,18,108,105,101,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1102,21,12,12,19,18,108,105,102,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1103,21,12,12,19,18,108,105,103,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1104,21,12,12,19,18,108,105,104,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1105,22,12,12,19,18,108,105,105,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1106,22,12,12,19,18,108,105,106,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1107,22,12,12,19,18,108,105,107,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1108,22,12,12,19,18,108,105,108,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1109,22,12,12,19,18,108,105,109,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1110,23,12,12,19,18,108,105,110,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1111,23,12,12,19,18,108,105,111,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1112,23,12,12,19,18,108,105,112,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1113,23,12,12,19,18,108,105,113,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1114,23,12,12,19,18,108,105,114,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1115,24,12,12,19,18,108,105,115,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1116,24,12,12,19,18,108,105,116,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1117,24,12,12,19,18,108,105,117,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1118,24,12,12,19,18,108,105,118,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1119,24,12,12,19,18,108,105,119,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1120,25,12,12,19,18,108,105,120,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1121,25,12,12,19,18,112,109,121,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1122,25,12,12,19,18,112,109,122,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1123,25,12,12,19,18,112,109,123,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1124,25,12,12,19,18,112,109,124,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1125,26,12,12,19,18,112,109,125,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1126,26,12,12,19,18,112,109,126,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1127,26,12,12,19,18,112,109,127,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1128,26,12,12,19,18,112,109,128,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1129,26,12,12,19,18,112,109,129,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1130,27,12,12,19,18,112,109,130,<2;1002>,,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1131,27,12,12,19,18,112,109,131,<2;1002>,<1;1;0;0;0;0;0;0>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1132,27,12,12,19,18,112,109,132,<2;1002>,<1;1;0;0;0;0;0;0>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1133,27,12,12,19,18,112,109,133,<2;1002>,<1;1;0;0;0;0;0;0>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1134,27,12,12,19,18,112,109,134,<2;1002>,<1;1;0;0;0;0;0;0>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1135,28,12,12,19,18,112,109,135,<2;1002>,<1;1;0;0;0;0;0;0>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1136,28,12,12,19,18,112,109,136,<2;1002>,<1;1;0;0;0;0;0;0>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1137,28,12,12,19,18,112,109,137,<2;1002>,<1;1;0;0;0;0;0;0>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1138,28,12,12,19,18,112,109,138,<2;1002>,<1;1;0;0;0;0;0;0>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
1139,28,12,12,19,18,112,109,139,<2;1002>,<1;1;0;0;0;0;0;0>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<0.6;0.66;0.75;0.9>,<<83010>;<83010>;<83010>;<83010>>,
