变量名,name,desc,quality,weight,duration,levelRange,award,extraAward,fightinPoints,cardNums,cardNatures,cardNatureRate,condition1,condition1Arg,rate1
默认值,"""""","""""",1,1,1,<1;100>,{},{},<1.0;1.5>,5,<>,50,0,{1=2},50
序号,任务名字,任务描述,品质,权值,时长(分钟),等级范围(左闭右闭),基础奖励,额外奖励,战力范围修正,上阵卡牌数量,卡牌元素类型,卡牌元素类型成功率,额外条件1 (1-星级;2-阶数;3-资质),额外条件1参数 ({星级/阶数/资质=数量}),成功率加成几率1
881,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<120;124>,{gold=82000;2102=4},{2102=2;520=1},<0.9;1.1>,4,<10;17;5>,30,2,{14=2},70
882,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<120;124>,{gold=82000;2102=4},{2102=2;gold=100000},<0.9;1.1>,4,<13;17;5>,30,3,{3=2},70
883,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<120;124>,{gold=102500;2103=2},{2103=1;515=1},<1.1;1.3>,4,<2;8;16>,30,1,{10=3},70
884,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<120;124>,{gold=102500;2103=2},{2103=5;gold=30000},<1.1;1.3>,4,<2;11;17>,30,2,{14=3},70
885,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<120;124>,{gold=102500;2103=2},{2103=1;502=1},<1.1;1.3>,4,<4;10;15>,30,3,{3=3},70
886,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<125;999>,{gold=43000;2101=2},{2101=1;930=1},<0.4;0.6>,3,<13;5;11>,30,1,{10=1},70
887,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<125;999>,{gold=43000;2101=2},{2101=1;gold=6000},<0.4;0.6>,3,<17;5;14>,30,2,{14=1},70
888,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<125;999>,{gold=43000;2101=2},{2101=1;12=5},<0.4;0.6>,3,<17;11;6>,30,3,{2=1},70
889,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<125;999>,{gold=53750;2101=4},{2101=2;930=2},<0.5;0.7>,3,<1;11;17>,30,1,{10=1},70
890,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<125;999>,{gold=53750;2101=4},{2101=2;gold=10000},<0.5;0.7>,3,<6;11;16>,30,2,{14=1},70
891,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<125;999>,{gold=53750;2101=4},{2101=2;12=7},<0.5;0.7>,3,<5;11;14>,30,3,{2=1},70
892,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<125;999>,{gold=64500;2102=2},{2102=1;930=3},<0.6;0.8>,3,<5;14;12>,30,1,{10=2},70
893,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<125;999>,{gold=64500;2102=2},{2102=1;gold=16000},<0.6;0.8>,3,<11;6;12>,30,2,{14=2},70
894,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<125;999>,{gold=64500;2102=2},{2102=1;12=10},<0.6;0.8>,3,<5;7;13>,30,3,{3=2},70
895,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<125;999>,{gold=86000;2102=4},{2102=2;501=1},<0.9;1.1>,4,<2;8;13>,30,1,{10=2},70
896,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<125;999>,{gold=86000;2102=4},{2102=2;520=1},<0.9;1.1>,4,<11;12;16>,30,2,{14=2},70
897,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<125;999>,{gold=86000;2102=4},{2102=2;gold=100000},<0.9;1.1>,4,<14;12;18>,30,3,{3=2},70
898,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<125;999>,{gold=107500;2103=2},{2103=1;515=1},<1.1;1.3>,4,<14;16;18>,30,1,{10=3},70
899,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<125;999>,{gold=107500;2103=2},{2103=5;gold=30000},<1.1;1.3>,4,<2;8;15>,30,2,{14=3},70
900,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<125;999>,{gold=107500;2103=2},{2103=1;502=1},<1.1;1.3>,4,<6;12;16>,30,3,{3=3},70
901,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<30;34>,{gold=5000;2101=1},{2101=1;900=1},<0.4;0.6>,3,<3;8;4>,70,1,{2=1},30
902,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<30;34>,{gold=5000;2101=1},{2101=1;5000=2},<0.4;0.6>,3,<3;4;2>,70,2,{2=1},30
903,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<30;34>,{gold=5000;2101=1},{2101=1;451=3},<0.4;0.6>,3,<8;4;15>,70,3,{2=1},30
904,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<30;34>,{gold=6250;2101=2},{2101=2;900=3},<0.5;0.7>,3,<8;9;1>,70,1,{2=1},30
905,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<30;34>,{gold=6250;2101=2},{2101=2;5000=3},<0.5;0.7>,3,<4;9;1>,70,2,{2=1},30
906,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<30;34>,{gold=6250;2101=2},{2101=2;451=6},<0.5;0.7>,3,<4;15;7>,70,3,{2=1},30
907,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<30;34>,{gold=7500;2102=1},{2102=1;900=3},<0.6;0.8>,3,<9;2;7>,70,1,{2=1},30
908,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<30;34>,{gold=7500;2102=1},{2102=1;5000=3},<0.6;0.8>,3,<3;7;17>,70,2,{2=2},30
909,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<30;34>,{gold=7500;2102=1},{2102=1;451=9},<0.6;0.8>,3,<4;7;15>,70,3,{3=2},30
910,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<30;34>,{gold=10000;2102=2},{2102=2;29001=2},<0.9;1.1>,4,<9;1;10>,70,1,{2=2},30
911,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<30;34>,{gold=10000;2102=2},{2102=2;522=1},<0.9;1.1>,4,<2;15;7>,70,2,{2=2},30
912,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<30;34>,{gold=10000;2102=2},{2102=10;gold=20000},<0.9;1.1>,4,<6;11;13>,70,3,{3=2},30
913,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<30;34>,{gold=12500;2103=1},{2103=1;rmb=100},<1.1;1.3>,4,<1;10;13>,70,1,{2=2},30
914,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<30;34>,{gold=12500;2103=1},{2103=1;521=1},<1.1;1.3>,4,<1;8;15>,70,2,{2=2},30
915,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<30;34>,{gold=12500;2103=1},{2103=1;501=1},<1.1;1.3>,4,<2;1;10>,70,3,{3=2},30
916,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<35;39>,{gold=7000;2101=1},{2101=1;900=1},<0.4;0.6>,3,<15;1;13>,70,1,{2=1},30
917,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<35;39>,{gold=7000;2101=1},{2101=1;5000=2},<0.4;0.6>,3,<15;7;17>,70,2,{3=1},30
918,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<35;39>,{gold=7000;2101=1},{2101=1;451=3},<0.4;0.6>,3,<4;12;18>,70,3,{2=1},30
919,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<35;39>,{gold=8750;2101=2},{2101=2;900=3},<0.5;0.7>,3,<6;12;18>,70,1,{2=1},30
920,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<35;39>,{gold=8750;2101=2},{2101=2;5000=3},<0.5;0.7>,3,<4;9;14>,70,2,{3=1},30
921,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<35;39>,{gold=8750;2101=2},{2101=2;451=6},<0.5;0.7>,3,<1;10;13>,70,3,{2=1},30
922,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<35;39>,{gold=10500;2102=1},{2102=1;900=3},<0.6;0.8>,3,<1;17;5>,70,1,{2=1},30
923,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<35;39>,{gold=10500;2102=1},{2102=1;5000=3},<0.6;0.8>,3,<7;10;17>,70,2,{3=2},30
924,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<35;39>,{gold=10500;2102=1},{2102=1;451=9},<0.6;0.8>,3,<7;13;5>,70,3,{3=2},30
925,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<35;39>,{gold=14000;2102=2},{2102=2;29001=2},<0.9;1.1>,4,<1;11;15>,70,1,{2=2},30
926,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<35;39>,{gold=14000;2102=2},{2102=2;522=1},<0.9;1.1>,4,<5;7;17>,70,2,{3=2},30
927,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<35;39>,{gold=14000;2102=2},{2102=10;gold=20000},<0.9;1.1>,4,<3;8;18>,70,3,{3=2},30
928,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<35;39>,{gold=17500;2103=1},{2103=1;rmb=100},<1.1;1.3>,4,<10;13;17>,70,1,{2=2},30
929,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<35;39>,{gold=17500;2103=1},{2103=1;521=1},<1.1;1.3>,4,<10;17;5>,70,2,{3=2},30
930,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<35;39>,{gold=17500;2103=1},{2103=1;501=1},<1.1;1.3>,4,<13;17;5>,70,3,{3=2},30
931,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<40;44>,{gold=9000;2101=1},{2101=1;900=1},<0.4;0.6>,3,<2;8;16>,70,1,{3=1},30
932,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<40;44>,{gold=9000;2101=1},{2101=1;5000=2},<0.4;0.6>,3,<2;11;17>,70,2,{3=1},30
933,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<40;44>,{gold=9000;2101=1},{2101=1;451=3},<0.4;0.6>,3,<4;10;15>,70,3,{2=1},30
934,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<40;44>,{gold=11250;2101=2},{2101=2;900=3},<0.5;0.7>,3,<13;5;11>,70,1,{3=1},30
935,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<40;44>,{gold=11250;2101=2},{2101=2;5000=3},<0.5;0.7>,3,<17;5;14>,70,2,{3=1},30
936,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<40;44>,{gold=11250;2101=2},{2101=2;451=6},<0.5;0.7>,3,<17;11;6>,70,3,{2=1},30
937,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<40;44>,{gold=13500;2102=1},{2102=1;900=3},<0.6;0.8>,3,<1;11;17>,70,1,{3=1},30
938,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<40;44>,{gold=13500;2102=1},{2102=1;5000=3},<0.6;0.8>,3,<6;11;16>,70,2,{3=2},30
939,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<40;44>,{gold=13500;2102=1},{2102=1;451=9},<0.6;0.8>,3,<5;11;14>,70,3,{3=2},30
940,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<40;44>,{gold=18000;2102=2},{2102=2;29001=2},<0.9;1.1>,4,<5;14;12>,70,1,{3=2},30
941,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<40;44>,{gold=18000;2102=2},{2102=2;522=1},<0.9;1.1>,4,<11;6;12>,70,2,{3=2},30
942,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<40;44>,{gold=18000;2102=2},{2102=10;gold=20000},<0.9;1.1>,4,<5;7;13>,70,3,{3=2},30
943,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<40;44>,{gold=22500;2103=1},{2103=1;rmb=100},<1.1;1.3>,4,<2;8;13>,70,1,{3=2},30
944,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<40;44>,{gold=22500;2103=1},{2103=1;521=1},<1.1;1.3>,4,<11;12;16>,70,2,{3=2},30
945,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<40;44>,{gold=22500;2103=1},{2103=1;501=1},<1.1;1.3>,4,<14;12;18>,70,3,{3=2},30
946,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<45;49>,{gold=11000;2101=1},{2101=1;900=1},<0.4;0.6>,3,<14;16;18>,60,1,{3=1},40
947,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<45;49>,{gold=11000;2101=1},{2101=1;5000=2},<0.4;0.6>,3,<2;8;15>,60,2,{4=1},40
948,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<45;49>,{gold=11000;2101=1},{2101=1;451=3},<0.4;0.6>,3,<6;12;16>,60,3,{2=1},40
949,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<45;49>,{gold=13750;2101=2},{2101=2;900=3},<0.5;0.7>,3,<6;16;18>,60,1,{3=1},40
950,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<45;49>,{gold=13750;2101=2},{2101=2;5000=3},<0.5;0.7>,3,<12;16;18>,60,2,{4=1},40
951,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<45;49>,{gold=13750;2101=2},{2101=2;451=6},<0.5;0.7>,3,<3;11;16>,60,3,{2=1},40
952,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<45;49>,{gold=16500;2102=1},{2102=1;900=3},<0.6;0.8>,3,<7;13;5>,60,1,{3=1},40
953,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<45;49>,{gold=16500;2102=1},{2102=1;5000=3},<0.6;0.8>,3,<1;11;15>,60,2,{4=2},40
954,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<45;49>,{gold=16500;2102=1},{2102=1;451=9},<0.6;0.8>,3,<5;7;17>,60,3,{3=2},40
955,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<45;49>,{gold=22000;2102=2},{2102=2;29001=2},<0.9;1.1>,4,<3;8;18>,60,1,{3=2},40
956,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<45;49>,{gold=22000;2102=2},{2102=2;522=1},<0.9;1.1>,4,<10;13;17>,60,2,{4=2},40
957,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<45;49>,{gold=22000;2102=2},{2102=10;gold=20000},<0.9;1.1>,4,<10;17;5>,60,3,{3=2},40
958,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<45;49>,{gold=27500;2103=1},{2103=1;rmb=100},<1.1;1.3>,4,<13;17;5>,60,1,{3=2},40
959,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<45;49>,{gold=27500;2103=1},{2103=1;521=1},<1.1;1.3>,4,<2;8;16>,60,2,{4=2},40
960,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<45;49>,{gold=27500;2103=1},{2103=1;501=1},<1.1;1.3>,4,<2;11;17>,60,3,{3=2},40
961,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<50;54>,{gold=13000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<4;10;15>,60,1,{4=1},40
962,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<50;54>,{gold=13000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<13;5;11>,60,2,{4=1},40
963,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<50;54>,{gold=13000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<17;5;14>,60,3,{2=1},40
964,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<50;54>,{gold=16250;2101=4},{2101=2;900=3},<0.5;0.7>,3,<17;11;6>,60,1,{4=1},40
965,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<50;54>,{gold=16250;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<1;11;17>,60,2,{4=1},40
966,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<50;54>,{gold=16250;2101=4},{2101=2;451=6},<0.5;0.7>,3,<6;11;16>,60,3,{2=1},40
967,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<50;54>,{gold=19500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<5;11;14>,60,1,{4=1},40
968,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<50;54>,{gold=19500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<5;14;12>,60,2,{4=2},40
969,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<50;54>,{gold=19500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<11;6;12>,60,3,{3=2},40
970,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<50;54>,{gold=26000;2102=4},{2102=2;29001=2},<0.9;1.1>,4,<5;7;13>,60,1,{4=2},40
971,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<50;54>,{gold=26000;2102=4},{2102=2;522=1},<0.9;1.1>,4,<2;8;13>,60,2,{4=2},40
972,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<50;54>,{gold=26000;2102=4},{2102=10;gold=20000},<0.9;1.1>,4,<11;12;16>,60,3,{3=2},40
973,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<50;54>,{gold=32500;2103=2},{2103=1;rmb=100},<1.1;1.3>,4,<14;12;18>,60,1,{4=2},40
974,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<50;54>,{gold=32500;2103=2},{2103=1;521=1},<1.1;1.3>,4,<14;16;18>,60,2,{4=2},40
975,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<50;54>,{gold=32500;2103=2},{2103=1;501=1},<1.1;1.3>,4,<2;8;15>,60,3,{3=2},40
976,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<55;59>,{gold=15000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<6;12;16>,60,1,{4=1},40
977,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<55;59>,{gold=15000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<6;16;18>,60,2,{5=1},40
978,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<55;59>,{gold=15000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<12;16;18>,60,3,{2=1},40
979,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<55;59>,{gold=18750;2101=4},{2101=2;900=3},<0.5;0.7>,3,<3;11;16>,60,1,{4=1},40
980,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<55;59>,{gold=18750;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<7;13;5>,60,2,{5=1},40
981,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<55;59>,{gold=18750;2101=4},{2101=2;451=6},<0.5;0.7>,3,<1;11;15>,60,3,{2=1},40
982,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<55;59>,{gold=22500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<5;7;17>,60,1,{4=1},40
983,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<55;59>,{gold=22500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<3;8;18>,60,2,{5=2},40
984,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<55;59>,{gold=22500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<10;13;17>,60,3,{3=2},40
985,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<55;59>,{gold=30000;2102=4},{2102=2;29001=2},<0.9;1.1>,4,<10;17;5>,60,1,{4=2},40
986,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<55;59>,{gold=30000;2102=4},{2102=2;522=1},<0.9;1.1>,4,<13;17;5>,60,2,{5=2},40
987,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<55;59>,{gold=30000;2102=4},{2102=10;gold=20000},<0.9;1.1>,4,<2;8;16>,60,3,{3=2},40
988,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<55;59>,{gold=37500;2103=2},{2103=1;rmb=100},<1.1;1.3>,4,<2;11;17>,60,1,{4=2},40
989,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<55;59>,{gold=37500;2103=2},{2103=1;521=1},<1.1;1.3>,4,<4;10;15>,60,2,{5=2},40
990,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<55;59>,{gold=37500;2103=2},{2103=1;501=1},<1.1;1.3>,4,<13;5;11>,60,3,{3=2},40
991,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<60;64>,{gold=17000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<17;5;14>,50,1,{5=1},50
992,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<60;64>,{gold=17000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<17;11;6>,50,2,{6=1},50
993,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<60;64>,{gold=17000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<1;11;17>,50,3,{2=1},50
994,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<60;64>,{gold=21250;2101=4},{2101=2;900=3},<0.5;0.7>,3,<6;11;16>,50,1,{5=1},50
995,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<60;64>,{gold=21250;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<5;11;14>,50,2,{6=1},50
996,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<60;64>,{gold=21250;2101=4},{2101=2;451=6},<0.5;0.7>,3,<5;14;12>,50,3,{2=1},50
997,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<60;64>,{gold=25500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<11;6;12>,50,1,{5=1},50
998,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<60;64>,{gold=25500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<5;7;13>,50,2,{6=2},50
999,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<60;64>,{gold=25500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<2;8;13>,50,3,{3=2},50
1000,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<60;64>,{gold=34000;2102=4},{2102=2;29001=2},<0.9;1.1>,4,<11;12;16>,50,1,{5=2},50
1001,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<60;64>,{gold=34000;2102=4},{2102=2;522=1},<0.9;1.1>,4,<14;12;18>,50,2,{6=2},50
1002,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<60;64>,{gold=34000;2102=4},{2102=10;gold=20000},<0.9;1.1>,4,<14;16;18>,50,3,{3=2},50
1003,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<60;64>,{gold=42500;2103=2},{2103=1;rmb=100},<1.1;1.3>,4,<2;8;15>,50,1,{5=2},50
1004,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<60;64>,{gold=42500;2103=2},{2103=1;521=1},<1.1;1.3>,4,<6;12;16>,50,2,{6=2},50
1005,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<60;64>,{gold=42500;2103=2},{2103=1;501=1},<1.1;1.3>,4,<6;16;18>,50,3,{3=2},50
1006,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<65;69>,{gold=19000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<12;16;18>,50,1,{5=1},50
1007,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<65;69>,{gold=19000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<3;11;16>,50,2,{8=1},50
1008,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<65;69>,{gold=19000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<7;13;5>,50,3,{2=1},50
1009,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<65;69>,{gold=23750;2101=4},{2101=2;900=3},<0.5;0.7>,3,<1;11;15>,50,1,{5=1},50
1010,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<65;69>,{gold=23750;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<5;7;17>,50,2,{8=1},50
1011,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<65;69>,{gold=23750;2101=4},{2101=2;451=6},<0.5;0.7>,3,<3;8;18>,50,3,{2=1},50
