变量名,name,weight,price,resScale,findDesc,filterTarget,showInHandBook,pvpShowInHandBook,defence,cardEffect,hp,attack,nature1,rarity,logo,res,starUnlock,specialTarget,desc,actionTimes,equipSlots,resPos,buffid,keyWords,findBuff,nature2
303022,霏欧纳,,5,,,,,TRUE,,己方精灵进场时，使1个其他水系精灵获得其$(0.5*star)$倍属性,6*self:star(),6*self:star(),3,4,config/portrait/speedranktouxiang/img_489_fon@.png,config/big_hero/normal/img_489_fon@.png,,,,,,{x=200;y=0},<30302200;100010;100020;100030>,,,
303023,水水獭,,5,,,,,,,,,,3,4,config/portrait/speedranktouxiang/img_501_sst@.png,config/big_hero/normal/img_501_sst@.png,,,,,,,<30302300;100010;100020;100030>,,,
303024,凯路迪欧,,5,,,,,TRUE,,行动次数+1\n【连击】：己方精灵+$(4*star)$攻击，+$(4*star)$护甲,8*self:star(),6*self:star(),3,4,config/portrait/speedranktouxiang/img_647_kldo@.png,config/big_hero/normal/img_647_kldo@.png,,,,,,,<30302400;100010;100020;100030>,<【连击】>,,7
303025,球球海狮,,5,,,,,,,,,,3,4,config/portrait/speedranktouxiang/img_728_qqhs@.png,config/big_hero/normal/img_728_qqhs@.png,,,,,,,<30302500;100010;100020;100030>,,,
303026,泪眼蜥,,4,,,,,TRUE,,【特技】：对最右侧敌方造成N点技能伤害（N为自身$(1*star)$倍攻击），然后自身攻击减半,4*self:star(),12*self:star(),3,3,config/portrait/speedranktouxiang/img_816_lyx@.png,config/big_hero/normal/img_816_lyx@.png,,,,,,,<30302600;100010;100020;100030>,<【特技】>,,
303027,暴鲤龙,,5,1.8,,,,TRUE,,攻击前获得【护盾】\n自身重复获得【护盾】时，+N攻击和生命（N为$(0.5*star)$倍自身对应属性）,6*self:star(),6*self:star(),3,4,config/portrait/speedranktouxiang/img_130_bll@.png,config/big_hero/normal/img_130_bll@.png,,,,,,{x=0;y=50},<30302700;100010;100020;100030>,<【护盾】>,,10
303028,盖欧卡,,6,2.5,,,,TRUE,,自身或相邻精灵受到负面【状态】时，将其解除并令其永久+$(2*star)$攻击，+$(2*star)$生命,10*self:star(),10*self:star(),3,5,config/portrait/speedranktouxiang/img_382_gok@.png,config/big_hero/normal/img_382_gok@.png,,,,,,{x=80;y=0},<30302800;100010;100020;100030>,<【状态】>,,
303029,帕路奇亚,,6,2.2,,,,TRUE,,行动后令自身和最近的敌人返回手牌；敌方行动后若存活，自身从手牌进场，进场时对随机敌人造成N点技能伤害（N为自身$(2*star)$倍攻击）,8*self:star(),8*self:star(),3,5,config/portrait/speedranktouxiang/img_484_plqy@.png,config/big_hero/normal/img_484_plqy@.png,,,,,,{x=-60;y=50},<30302920;100010;100020;100030>,,,15
303030,玛纳霏,,6,1.8,,,,TRUE,,行动前在右侧【召唤】一个除玛纳霏外的己方场上精灵的复制，星级为$(1*star)$，使其获得【护盾】,12*self:star(),8*self:star(),3,5,config/portrait/speedranktouxiang/img_490_mnf@.png,config/big_hero/normal/img_490_mnf@.png,,,,,,{x=30;y=0},<30303000;100010;100020;100030>,<【召唤】;【护盾】>,,
303031,小智版甲贺忍蛙,,6,,,,,,,,,,3,5,config/portrait/speedranktouxiang/img_658_xzbjhrw@.png,config/big_hero/normal/img_658_xzbjhrw@.png,,,,,,,<30303100;100010;100020;100030>,,,16
303032,凯路迪欧·觉悟,,6,,,,,,,,,,3,5,config/portrait/speedranktouxiang/img_647_kldojwxt@.png,config/big_hero/normal/img_647_kldojwxt@.png,,,,,,,<30303200;100010;100020;100030>,,,7
304001,走路草,,2,,,,,TRUE,,卖出时获得$(1*star)$张【生长】,1*self:star(),1*self:star(),4,,config/portrait/speedranktouxiang/img_43_zlc@.png,config/big_hero/normal/img_43_zlc@.png,,,,,,,<30400100;100010;100020;100030>,<【生长】>,,8
304002,妙蛙种子,,2,2.2,,,,TRUE,,【计时】1：获得1张【生长】,3*self:star(),2*self:star(),4,,config/portrait/speedranktouxiang/img_1_mwzz@.png,config/big_hero/normal/img_1_mwzz@.png,,,,,,{x=180;y=-50},<30400200;100010;100020;100030>,<【计时】;【生长】>,,8
304003,菊草叶,,2,1.7,,,,TRUE,,【应激】：己方精灵【治疗】$(3*star)$点生命,5*self:star(),1*self:star(),4,,config/portrait/speedranktouxiang/img_152_jcy@.png,config/big_hero/normal/img_152_jcy@.png,,,,,,,<30400300;100010;100020;100030>,<【应激】;【治疗】>,,
304004,喇叭芽,,2,1.5,,,,TRUE,,打出事件卡时，自身永久+$(2*star)$随机属性（攻击/生命/护甲）,1*self:star(),1*self:star(),4,,config/portrait/speedranktouxiang/img_69_lby@.png,config/big_hero/normal/img_69_lby@.png,,,,,,{x=0;y=-20},<30400400;100010;100020;100030>,,,8
304005,草苗龟,,3,1.8,,,,TRUE,3*self:star(),被使用【生长】时，自身永久+$(2*star)$护甲,2*self:star(),2*self:star(),4,2,config/portrait/speedranktouxiang/img_387_cmg@.png,config/big_hero/normal/img_387_cmg@.png,,,,,,{x=30;y=0},<30400500;100010;100020;100030>,<【生长】>,,
304006,雪笠怪,,3,,,,,TRUE,,【计时】1：对相邻精灵使用1张【生长】,4*self:star(),4*self:star(),4,2,config/portrait/speedranktouxiang/img_459_xzg@.png,config/big_hero/normal/img_459_xzg@.png,,,,,,{x=0;y=50},<30400600;100010;100020;100030>,<【计时】;【生长】>,,6
304007,哈力栗,,3,1.8,,,,TRUE,,【应激】：己方精灵+$(3*star)$攻击，+$(3*star)$生命,5*self:star(),2*self:star(),4,2,config/portrait/speedranktouxiang/img_650_hll@.png,config/big_hero/normal/img_650_hll@.png,,,,,,{x=10;y=0},<30400700;100010;100020;100030>,<【应激】>,,
304008,蛋蛋,,3,,,,,TRUE,,【应激】：召唤1个星级为$(1*star)$的随机精灵的【幻影】,2*self:star(),6*self:star(),4,2,config/portrait/speedranktouxiang/img_102_dd@.png,config/big_hero/normal/img_102_dd@.png,,,,,,,<30400800;100010;100020;100030>,<【应激】;【幻影】>,,11
304009,藤藤蛇,,4,,,,,TRUE,,【应激】：对己方$(1*star)$个精灵使用1张【生长】,8*self:star(),6*self:star(),4,3,config/portrait/speedranktouxiang/img_495_tts@.png,config/big_hero/normal/img_495_tts@.png,,,,,,,<30400900;100010;100020;100030>,<【应激】;【生长】>,,
304010,毕力吉翁,,4,2.1,,,,TRUE,,【计时】1：己方精灵永久+$(3*star)$生命,8*self:star(),4*self:star(),4,3,config/portrait/speedranktouxiang/img_640_bljw@.png,config/big_hero/normal/img_640_bljw@.png,,,,,,{x=0;y=-40},<30401000;100010;100020;100030>,<【计时】>,,7
304011,敲音猴,,4,,,,,TRUE,,【计时】1：本局游戏中，【生长】额外提供+$(1*star)$生命,4*self:star(),4*self:star(),4,3,config/portrait/speedranktouxiang/img_810_qyh@.png,config/big_hero/normal/img_810_qyh@.png,,,,,,,<30401100;100010;100020;100030>,<【计时】;【生长】>,,
304012,迷你芙,,4,,,,,TRUE,,【计时】1：本局游戏中，【生长】额外提供+$(1*star)$攻击,4*self:star(),4*self:star(),4,3,config/portrait/speedranktouxiang/img_928_mnf@.png,config/big_hero/normal/img_928_mnf@.png,,,,,,,<30401200;100010;100020;100030>,<【计时】;【生长】>,,1
304013,木守宫,,5,1.8,,,,TRUE,,【光环】：己方【应激】效果没有触发次数限制,8*self:star(),6*self:star(),4,4,config/portrait/speedranktouxiang/img_252_msg@.png,config/big_hero/normal/img_252_msg@.png,,,,,,{x=-50;y=0},<30401300;100010;100020;100030>,<【光环】;【应激】>,,
304015,木木枭,,5,,,,,TRUE,,【隐匿】\n【隐匿】状态下获得【突袭】,6*self:star(),8*self:star(),4,4,config/portrait/speedranktouxiang/img_722_mmx@.png,config/big_hero/normal/img_722_mmx@.png,,,,,,{x=30;y=0},<30401500;100010;100020;100030>,<【隐匿】;【突袭】>,,10
304016,甜竹竹,,5,,,,,TRUE,,行动次数+$(1*star)$\n【连击】：获得1张【生长】,9*self:star(),6*self:star(),4,4,config/portrait/speedranktouxiang/img_761_tzz@.png,config/big_hero/normal/img_761_tzz@.png,,,,,,,<30401600;100010;100020;100030>,<【生长】;【连击】>,,
304017,纸御剑,,5,,,,,TRUE,,【穿甲】\n【贯穿】\n【击破】：获得1张【生长】,7*self:star(),8*self:star(),4,4,config/portrait/speedranktouxiang/img_798_zyj@.png,config/big_hero/normal/img_798_zyj@.png,,,,,,{x=20;y=0},<30401700;100010;100020;100030>,<【穿甲】;【贯穿】;【击破】;【生长】>,,17
304018,谢米·陆地,,6,,,,,TRUE,,【光环】：对己方精灵使用【生长】时，额外重复$(1*star)$次,10*self:star(),8*self:star(),4,5,config/portrait/speedranktouxiang/img_492_xm@.png,config/big_hero/normal/img_492_xm@.png,,,,,,{x=0;y=-20},<30401800;100010;100020;100030>,<【光环】;【生长】>,,10
304019,谢米·天空,,6,,,,,TRUE,,【应激】：对随机敌人造成N点伤害（N为自身$(0.5*star)$倍当前生命）\n自身行动后重置【应激】触发次数,8*self:star(),10*self:star(),4,5,config/portrait/speedranktouxiang/img_492_xmtkxt@.png,config/big_hero/normal/img_492_xmtkxt@.png,,,,,,,<30401900;100010;100020;100030>,<【应激】>,,10
304020,时拉比,,6,,,,,TRUE,,每打出$(7-star)$次事件卡#HIDE#（已打出$selfTrainer:getBuff(30402002):getValue()$次）#HIDE#，己方精灵【计时】-1,9*self:star(),8*self:star(),11,5,config/portrait/speedranktouxiang/img_251_slb@.png,config/big_hero/normal/img_251_slb@.png,,,,,,,<30402000;100010;100020;100030>,<【计时】>,,4
304021,萨戮德,,6,,,,,TRUE,,【光环】：己方精灵受到攻击前，若攻击者生命高于受击者，令两者交换生命值，并对受击者使用$(star)$次【生长】,10*self:star(),10*self:star(),16,5,config/portrait/speedranktouxiang/img_893_sld@.png,config/big_hero/normal/img_893_sld@.png,,,,,,,<30402100;100010;100020;100030>,<【光环】;【生长】>,,4
304022,闪光超级暴雪王,,6,,,,,,,,,,4,5,config/portrait/speedranktouxiang/img_460_sgcjbxw@.png,config/big_hero/normal/img_460_sgcjbxw@.png,,,,,,,<30402200;100010;100020;100030>,,,6
304023,闪光超级蜥蜴王,,6,,,,,,,,,,4,5,config/portrait/speedranktouxiang/img_254_sgcjxyw@.png,config/big_hero/normal/img_254_sgcjxyw@.png,,,,,,,<30402300;100010;100020;100030>,,,15
307001,猴怪,,2,,,,,,,【连击】：+$(1*star)$攻击，+$(2*star)$生命,4*self:star(),2*self:star(),7,,config/portrait/speedranktouxiang/img_56_hg@.png,config/big_hero/normal/img_56_hg@.png,,,,,,,<30700100;100010;100020;100030>,<【连击】>,,
307002,腕力,,2,,,,,,,【连击】：$(1*star)$个敌方精灵获得3点【破甲】,4*self:star(),2*self:star(),7,2,config/portrait/speedranktouxiang/img_66_wl@.png,config/big_hero/normal/img_66_wl@.png,,,,,,,<30700200;100010;100020;100030>,<【连击】;【破甲】>,,
307003,搬运小匠,,3,,,,,,,受到伤害时若自身没有【破甲】，将伤害转为等量【破甲】\n攻击前将至多$(5*star)$点【破甲】转移给目标,9*self:star(),1*self:star(),7,,config/portrait/speedranktouxiang/img_532_byxj@.png,config/big_hero/normal/img_532_byxj@.png,,,,,,,<30700300;100010;100020;100030>,<【破甲】>,,
307004,无畏小子,,3,,,,,,,【胜利】：永久+$(3*star)$攻击，永久+$(3*star)$生命\n【失败】：永久-6攻击，永久-6生命,3*self:star(),3*self:star(),7,2,config/portrait/speedranktouxiang/img_236_wwxz@.png,config/big_hero/normal/img_236_wwxz@.png,,,,,,,<30700400;100010;100020;100030>,<【胜利】;【失败】>,,
307005,玛沙那,,4,,,,,,,【胜利】：商店升级费用-$(1*star)$,6*self:star(),4*self:star(),7,3,config/portrait/speedranktouxiang/img_307_msn@.png,config/big_hero/normal/img_307_msn@.png,,,,,,,<30700500;100010;100020;100030>,<【胜利】>,,11
307006,功夫鼬,,4,,,,,,,【突袭】\n【击破】：获得1次行动,4*self:star(),8*self:star(),7,3,config/portrait/speedranktouxiang/img_619_gfy@.png,config/big_hero/normal/img_619_gfy@.png,,,,,,,<30700600;100010;100020;100030>,<【突袭】;【击破】>,,
307007,摔角鹰人,,4,,,,,,,【连击】：触发其他$(1*star)$个己方精灵的【连击】效果（同名精灵除外）,6*self:star(),2*self:star(),7,3,config/portrait/speedranktouxiang/img_701_sjyr@.png,config/big_hero/normal/img_701_sjyr@.png,,,,,,,<30700700;100010;100020;100030>,<【连击】>,,10
307008,利欧路,,5,,,,,,,行动次数+$(1*star)$\n攻击【破甲】目标时不受反击,5*self:star(),10*self:star(),7,4,config/portrait/speedranktouxiang/img_447_lol@.png,config/big_hero/normal/img_447_lol@.png,,,,,,,<30700800;100010;100020;100030>,<【破甲】>,,
307009,葱游兵,,5,,,,,,,行动前对$(1*star)$个敌方造成N点【破甲】（N为自身攻击）\n被使用【大葱】时，自身+$(5*star)$攻击，+$(5*star)$生命,7*self:star(),8*self:star(),7,4,config/portrait/speedranktouxiang/img_865_cyb@.png,config/big_hero/normal/img_865_cyb@.png,,,,,,,<30700900;100010;100020;100030>,<【破甲】;【大葱】>,,
307010,熊徒弟,,5,,,,,,,【先机】：【消灭】一个生命低于自身攻击的敌方，使其相邻单位获得N点【破甲】（N为目标$(0.5*star)$倍生命）,5*self:star(),10*self:star(),7,4,config/portrait/speedranktouxiang/img_891_xtd@.png,config/big_hero/normal/img_891_xtd@.png,,,,,,,<30701000;100010;100020;100030>,<【先机】;【消灭】;【破甲】>,,
307011,玛夏多,,6,,,,,,,【连击】：触发随机己方精灵的【濒死】效果，重复$(1*star)$次,6*self:star(),10*self:star(),7,5,config/portrait/speedranktouxiang/img_802_mxd@.png,config/big_hero/normal/img_802_mxd2@.png,,,,,,,<30701100;100010;100020;100030>,<【连击】;【濒死】>,,14
307012,藏玛然特,,6,,,,,,,【守卫】\n受到攻击后令己方$(1*star)$个精灵+$(3*star)$攻击并获得【护盾】,14*self:star(),6*self:star(),7,5,config/portrait/speedranktouxiang/img_889_zmrt@.png,config/big_hero/normal/img_889_zmrt@.png,,,,,,,<30701200;100010;100020;100030>,<【守卫】;【护盾】>,,
307013,闪光超级路卡利欧,,6,,,,,,4*self:star(),【贯穿】\n敌方获得【破甲】时，自身获得N点攻击和护甲（N为$(0.5*star)$倍【破甲】值）,4*self:star(),10*self:star(),7,5,config/portrait/speedranktouxiang/img_448_sgcjlklo@.png,config/big_hero/normal/img_448_sgcjlklo@.png,,,,,,,<30701300;100010;100020;100030>,<【贯穿】;【破甲】>,,17
308001,阿柏蛇,,2,,,,,,,,,,8,,config/portrait/speedranktouxiang/img_23_abs@.png,config/big_hero/normal/img_23_abs@.png,,,,,,,,,,
308002,独角虫,,2,,,,,,,,,,12,,config/portrait/speedranktouxiang/img_13_djc@.png,config/big_hero/normal/img_13_djc@.png,,,,,,,,,,8
308003,大针蜂,,2,,,,,,,,,,12,,config/portrait/speedranktouxiang/img_15_dzf@.png,config/big_hero/normal/img_15_dzf@.png,,,,,,,,,,8
308004,尼多兰,,3,,,,,,,,,,8,2,config/portrait/speedranktouxiang/img_29_ndl@.png,config/big_hero/normal/img_29_ndl@.png,,,,,,,,,,
308005,尼多朗,,3,,,,,,,,,,8,2,config/portrait/speedranktouxiang/img_32_ndl@.png,config/big_hero/normal/img_32_ndl@.png,,,,,,,,,,
308006,毛球,,3,,,,,,,,,,12,2,config/portrait/speedranktouxiang/img_48_mq@.png,config/big_hero/normal/img_48_mq@.png,,,,,,,,,,8
308007,臭泥,,3,,,,,,,,,,8,2,config/portrait/speedranktouxiang/img_88_cn@.png,config/big_hero/normal/img_88_cn@.png,,,,,,,,,,
308008,瓦斯弹,,4,,,,,,,,,,8,3,config/portrait/speedranktouxiang/img_109_wsd@.png,config/big_hero/normal/img_109_wsd@.png,,,,,,,,,,
308009,不良蛙,,4,,,,,,,,,,8,3,config/portrait/speedranktouxiang/img_453_blw@.png,config/big_hero/normal/img_453_blw@.png,,,,,,,,,,7
308010,百足蜈蚣,,4,,,,,,,,,,12,3,config/portrait/speedranktouxiang/img_543_bzwg@.png,config/big_hero/normal/img_543_bzwg@.png,,,,,,,,,,8
308012,超音蝠,,5,,,,,,,,,,8,4,config/portrait/speedranktouxiang/img_41_cyf@.png,config/big_hero/normal/img_41_cyf@.png,,,,,,,,,,10
308013,好坏星,,5,,,,,,,,,,8,4,config/portrait/speedranktouxiang/img_747_hhx@.png,config/big_hero/normal/img_747_hhx@.png,,,,,,,,,,3
308014,毒贝比,,5,,,,,,,,,,8,4,config/portrait/speedranktouxiang/img_803_dbb@.png,config/big_hero/normal/img_803_dbb@.png,,,,,,,,,,
308015,虚吾伊德,,5,,,,,,,,,,13,4,config/portrait/speedranktouxiang/img_793_xwyd@.png,config/big_hero/normal/img_793_xwyd@.png,,,,,,,,,,8
308016,闪光超级妙蛙花,,6,,,,,,,,,,4,5,config/portrait/speedranktouxiang/img_3_sgcjmwh@.png,config/big_hero/normal/img_3_sgcjmwh@.png,,,,,,,,,,8
308017,无极汰那,,6,,,,,,,【光环】：敌方失去生命时，获得$(3*star)$点【破甲】,,,8,5,config/portrait/speedranktouxiang/img_890_wjtn@.png,config/big_hero/normal/img_890_wjtn@.png,,,,,,,,<【光环】;【破甲】>,,15
311001,解放胡帕,,6,1.7,,,,TRUE,,行动前将1个敌方变为【幻影】，将$(star)$个己方【幻影】变为实体,5*self:star(),6*self:star(),11,5,config/portrait/speedranktouxiang/img_720_jfhp@.png,config/big_hero/normal/img_720_jfhp@.png,,,,,,{x=10;y=30},<31100100;100010;100020;100030>,<【幻影】>,,16
311002,基拉祈,,6,,,,,TRUE,4*self:star(),己方精灵阵亡时，对$(star)$个敌方造成N点技能伤害（N为阵亡精灵的攻击），令$(star)$个己方+N护甲（N为阵亡精灵的护甲）,7*self:star(),3*self:star(),17,5,config/portrait/speedranktouxiang/img_385_jlq@.png,config/big_hero/normal/img_385_jlq@.png,,,,,,,<31100200;100010;100020;100030>,,,11
311003,超梦,,6,,,,,TRUE,,行动前【消灭】1个场上【幻影】\n场上精灵阵亡时，自身获得其$(star*0.5)$倍攻击，若阵亡的是【幻影】，额外获得其$(star*0.5)$倍生命,5*self:star(),7*self:star(),11,5,config/portrait/speedranktouxiang/img_150_cm@.png,config/big_hero/normal/img_150_cm@.png,,,,,,,<31100300;100010;100020;100030>,<【消灭】;【幻影】>,,
311004,梦幻,,5,,,,,TRUE,,行动前【召唤】$(star)$个场上随机精灵的【幻影】，星级为$(1*star)$,4*self:star(),4*self:star(),11,4,config/portrait/speedranktouxiang/img_151_mh@.png,config/big_hero/normal/img_151_mh@.png,,,,,,,<31100400;100010;100020;100030>,<【召唤】;【幻影】>,,
311005,凯西,,5,1.7,,,,TRUE,,受到攻击前【召唤】1个自身的具有【守卫】的【幻影】，星级为$(1*star)$,7*self:star(),2*self:star(),11,4,config/portrait/speedranktouxiang/img_63_kx@.png,config/big_hero/normal/img_63_kx@.png,,,,,,,<31100500;100010;100020;100030>,<【召唤】;【幻影】;【守卫】>,,
311006,小果然,,5,,,,,TRUE,,【濒死】：令击杀者生命变为1,5*self:star(),3*self:star(),11,4,config/portrait/speedranktouxiang/img_360_xgr@.png,config/big_hero/normal/img_360_xgr@.png,,,,,,,<31100600;100010;100020;100030>,<【濒死】>,,
311007,克雷色利亚,,4,1.8,,,,TRUE,,【光环】：场上精灵/【幻影】阵亡时，为己方精灵【治疗】$(3*star)$/$(6*star)$点生命,6*self:star(),4*self:star(),11,3,config/portrait/speedranktouxiang/img_488_klsly@.png,config/big_hero/normal/img_488_klsly@.png,,,,,,,<31100700;100010;100020;100030>,<【光环】;【幻影】;【治疗】>,,
311008,哥德宝宝,,3,1.7,,,,TRUE,,【幻影】\n其他精灵阵亡后，自身变为实体,5*self:star(),5*self:star(),11,2,config/portrait/speedranktouxiang/img_574_gdbb@.png,config/big_hero/normal/img_574_gdbb@.png,,,,,,,<31100800;100010;100020;100030>,<【幻影】>,,
311009,宝石海星,,2,1.7,,,,TRUE,,【濒死】：令击杀者变为【幻影】，之后对随机$(1*star)$个敌人造成1点技能伤害,1*self:star(),1*self:star(),3,,config/portrait/speedranktouxiang/img_121_bshx@.png,config/big_hero/normal/img_121_bshx@.png,,,,,,{x=-50;y=50},<31100900;100010;100020;100030>,<【濒死】;【幻影】>,,11
311010,艾路雷朵,,5,,,,,TRUE,,攻击【幻影】时不受反击并永久+$(3*star)$攻击，永久+$(3*star)$生命,3*self:star(),5*self:star(),11,4,config/portrait/speedranktouxiang/img_475_alld@.png,config/big_hero/normal/img_475_alld@.png,,,,,,,<31101000;100010;100020;100030>,<【幻影】>,,7
311011,奈克洛兹玛,,6,,,,,TRUE,,【特技】：对最左侧敌人造成$(1*star)$倍攻击的【穿透】技能伤害\n【击破】：立即行动,5*self:star(),5*self:star(),11,5,config/portrait/speedranktouxiang/img_800_nklzm@.png,config/big_hero/normal/img_800_nklzm@.png,,,,,,,<31101100;100010;100020;100030>,<【特技】;【穿透】;【击破】>,,
311012,比克提尼,,6,,,,,TRUE,,己方【胜利】效果额外触发$(1*star)$次,6*self:star(),6*self:star(),11,5,config/portrait/speedranktouxiang/img_494_bktn@.png,config/big_hero/normal/img_494_bktn@.png,,,,,,,<31101200;100010;100020;100030>,<【胜利】>,,2
311013,起源梦幻,,6,1.7,,,,TRUE,,【光环】：己方【幻影】进场时，属性提升$(1*star)$倍,6*self:star(),6*self:star(),11,5,config/portrait/speedranktouxiang/img_151_qymh@.png,config/big_hero/normal/img_151_qymh@.png,,,,,,{x=70;y=0},<31101300;100010;100020;100030>,<【光环】;【幻影】>,,
311014,催眠貘,,3,1.7,,,,TRUE,,场上有精灵获得【晕眩】时，将其解除，然后自身永久+$(1*star)$攻击，永久+$(1*star)$生命,4*self:star(),2*self:star(),11,2,config/portrait/speedranktouxiang/img_96_cmm@.png,config/big_hero/normal/img_96_cmm@.png,,,,,,{x=-50;y=-20},<31101400;100010;100020;100030>,<【晕眩】>,,
311015,拉帝亚斯,,4,1.4,,,,TRUE,,【胜利】：永久+$(3*star)$生命，与拉帝欧斯共同胜利时额外永久+$(2*star)$攻击,6*self:star(),2*self:star(),15,3,config/portrait/speedranktouxiang/img_380_ldys@.png,config/big_hero/normal/img_380_ldys@.png,,,,,,,<31101500;100010;100020;100030>,<【胜利】>,,11
311016,拉帝欧斯,,4,1.4,,,,TRUE,,【胜利】：永久+$(3*star)$攻击，与拉帝亚斯共同胜利时额外永久+$(2*star)$生命,2*self:star(),6*self:star(),15,3,config/portrait/speedranktouxiang/img_381_ldos@.png,config/big_hero/normal/img_381_ldos@.png,,,,,,{x=-50;y=0},<31101600;100010;100020;100030>,<【胜利】>,,11
311017,爱管侍,,2,,,,,TRUE,,己方最左侧的其他精灵行动后，自身立即行动1次，并为双方【治疗】$(5*star)$点生命,5*self:star(),2*self:star(),11,,config/portrait/speedranktouxiang/img_876_ags@.png,config/big_hero/normal/img_876_ags@.png,,,,,,,<31101700;100010;100020;100030>,<【治疗】>,,1
311018,艾姆利多,,3,,,,,,,,,,11,2,config/portrait/speedranktouxiang/img_481_amld@.png,config/big_hero/normal/img_481_amld@.png,,,,,,,,,,
311019,由克希,,,,,,,,,,,,11,,config/portrait/speedranktouxiang/img_480_ykx@.png,config/big_hero/normal/img_480_ykx@.png,,,,,,,,,,
311020,亚克诺姆,,,,,,,,,,,,11,,config/portrait/speedranktouxiang/img_482_yknm@.png,config/big_hero/normal/img_482_yknm@.png,,,,,,,,,,
314001,鬼斯,,2,,,,,,,【濒死】：对敌方全体造成$(3*star)$点【破甲】,1*self:star(),3*self:star(),14,,config/portrait/speedranktouxiang/img_92_gs@.png,config/big_hero/normal/img_92_gs@.png,,,,,,,<31400100;100010;100020;100030>,<【濒死】;【破甲】>,,8
314002,小木灵,,2,,,,,,,【应激】：己方$(1*star)$个精灵获得【隐匿】,4*self:star(),2*self:star(),14,,config/portrait/speedranktouxiang/img_708_xml@.png,config/big_hero/normal/img_708_xml@.png,,,,,,,<31400200;100010;100020;100030>,<【应激】;【隐匿】>,,4
314003,梦妖,,3,,,,,,,【光环】：敌方精灵阵亡时，其相邻单位降低$(2*star)$攻击并获得【晕眩】,6*self:star(),2*self:star(),14,2,config/portrait/speedranktouxiang/img_200_my@.png,config/big_hero/normal/img_200_my@.png,,,,,,,<31400300;100010;100020;100030>,<【光环】;【晕眩】>,,
314004,怨影娃娃,,3,,,,,,,【濒死】：击杀者攻击减半,2*self:star(),6*self:star(),14,2,config/portrait/speedranktouxiang/img_353_yyww@.png,config/big_hero/normal/img_353_yyww@.png,,,,,,,<31400400;100010;100020;100030>,<【濒死】>,,
314005,夜巡灵,,4,,,,,,,【隐匿】\n【光环】：己方精灵失去【隐匿】时，敌方随机精灵降低$(4*star)$点攻击,5*self:star(),5*self:star(),14,3,config/portrait/speedranktouxiang/img_355_yxl@.png,config/big_hero/normal/img_355_yxl@.png,,,,,,,<31400500;100010;100020;100030>,<【隐匿】;【光环】>,,
314006,谜拟Ｑ,,5,,,,,,,敌方精灵阵亡时，自身获得其$(0.5*star)$倍属性,4*self:star(),4*self:star(),14,4,config/portrait/speedranktouxiang/img_778_mnq@.png,config/big_hero/normal/img_778_mnq@.png,,,,,,,<31400600;100010;100020;100030>,,,18
314007,烛光灵,,4,,,,,,,【濒死】：己方精灵+$(3*star)$攻击并获得【隐匿】,2*self:star(),10*self:star(),14,3,config/portrait/speedranktouxiang/img_607_zgl@.png,config/big_hero/normal/img_607_zgl@.png,,,,,,,<31400700;100010;100020;100030>,<【濒死】;【隐匿】>,,2
314008,灵幽马,,5,,,,,,,己方精灵失去【隐匿】时，自身进行1次不受反击的攻击,6*self:star(),10*self:star(),14,4,config/portrait/speedranktouxiang/img_897_lym@.png,config/big_hero/normal/img_897_lym@.png,,,,,,,<31400800;100010;100020;100030>,<【隐匿】>,,
314009,骑拉帝纳,,6,,,,,,,【光环】：己方精灵失去【隐匿】时，己方精灵+$(4*star)$攻击，+$(4*star)$生命,10*self:star(),8*self:star(),14,5,config/portrait/speedranktouxiang/img_487_qldn@.png,config/big_hero/normal/img_487_qldnsxt@.png,,,,,,,<31400900;100010;100020;100030>,<【隐匿】;【光环】>,,15
314010,闪光超级耿鬼,,6,,,,,,,【隐匿】\n【光环】：敌方精灵受到伤害时，额外获得N点【破甲】（N为$(0.5*star)$倍伤害量）,12*self:star(),8*self:star(),14,5,config/portrait/speedranktouxiang/img_94_yscjgg@.png,config/big_hero/normal/img_94_yscjgg@.png,,,,,,,<31401000;100010;100020;100030>,<【隐匿】;【光环】;【破甲】>,,8
314011,露奈雅拉,,6,,,,,,,受到攻击时使己方随机$(1*star)$个除露奈雅拉外的精灵获得【隐匿】。【濒死】：若己方存在【隐匿】单位，【召唤】自身的复制,6*self:star(),10*self:star(),11,5,config/portrait/speedranktouxiang/img_792_lnyl@.png,config/big_hero/normal/img_792_lnyl@.png,,,,,,,<31401100;100010;100020;100030>,<【隐匿】;【濒死】;【召唤】>,,14
314012,惩戒胡帕,,6,,,,,,,【光环】：己方精灵行动前，在敌方空位【召唤】1个星级为$(1*star)$的[恶作剧之影],6*self:star(),6*self:star(),11,5,config/portrait/speedranktouxiang/img_720_cjhp@.png,config/big_hero/normal/img_720_cjhp@.png,,,,,,{x=-30;y=30},<31401200;100010;100020;100030>,<【光环】;【召唤】>,,14
314013,恶作剧之影,,6,1.8,,,,,,【幻影】\n【濒死】：对己方所有精灵造成$(7*star)$点技能伤害,1*self:star(),1*self:star(),11,5,config/portrait/speedranktouxiang/img_720_cjhp@.png,config/big_hero/normal/autochess_hp.png,,,,,,{x=20;y=0},<31401300;100010;100020;100030>,<【幻影】;【濒死】>,,14
