变量名,name,easyEffectFunc,time,immuneType,overlayLimit,overlayType,combineArgs,groupPower,skillTimePos,equipBond,isShow,group,immuneBuff,dispelBuff,dispelType,specialVal,triggerBehaviors,specialEffect,specialTarget,triggerPriority
40010101,Macho Brace,attack,99,,99,2,,,,,,<10;11;34;36>,,,,,,,,
40010102,Macho Brace,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
40010500,Whipped Dream,,99,,1,,,,,TRUE,,<2>,,,,,{1={funcArgs=<<{caster=2;value=<2;1>;holder=1;cfgId=40010501}>>;onSomeFlag=<target:inField()>;triggerPoint=5;effectFuncs=<castBuff>}},,,
40010501,Whipped Dream,stun,,,1,1,TRUE,,,TRUE,TRUE,<119;34;35>,,,,,,{0=1003},,
40010600,Power Bracer,,99,,1,,,,,TRUE,,<2>,,,,,{1={funcArgs=<<{bond=1;caster=1;value=2;holder=1;cfgId=40010601}>;<{caster=1;value=1;holder=1;cfgId=40010602}>>;onSomeFlag=<target:inField()>;triggerPoint=17;effectFuncs=<castBuff;castBuff>}},,,
40010601,Power Bracer,attack,,,99,2,,,,,,<20;21;34;36>,,,,,,,,
40010602,Power Bracer,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
40010700,Reaper Cloth,,99,,1,,,,,TRUE,,<2>,,,,,{1={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=40010701}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{prob=1;cfgId=40010701;value=0;holder=1;caster=2}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff>}},,,
40010701,Reaper Cloth,stealth,,,1,,TRUE,,,TRUE,TRUE,<124;34;36>,,,,,,{0=1004},,
40020100,Thick Club,,99,,1,,,,,TRUE,,<2>,,,,,{1={funcArgs=<<{caster=2;value=<2;1>;holder=1;cfgId=40020101}>>;onSomeFlag=<target:inField()>;triggerPoint=32;effectFuncs=<castBuff>}},,,
40020101,Thick Club,stun,,,1,1,TRUE,,,TRUE,TRUE,<119;34;35>,,,,,,{0=1003},,
40020200,Choice Band,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=40020201}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40020201,Choice Band,changeAttackTarget,99,,1,1,TRUE,,,TRUE,,<122>,,,,<30>,,,{process=field|left(1);input=enemyForce|nodead},
40020300,Primordial Stone,,99,,1,1,,,,TRUE,,<114>,,,,,{1={funcArgs=<<{caster=1;value=10;holder={process=field|random(1);input=enemyForce|nodead};cfgId=40020301}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>}},,,
40020301,Primordial Stone,buffDamage,,,1,1,,,,TRUE,,<30>,,,,<{processId=4}>,,,,
40020400,Full Incense,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=2;holder=1;cfgId=40020401}>;<{caster=2;value=2;holder=1;cfgId=40020402}>>;onSomeFlag=<target:hp()==target:hpMax()>;triggerPoint=32;effectFuncs=<castBuff;castBuff>}},,,
40020401,Full Incense,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
40020402,Full Incense,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
40020500,Focus Sash,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=<target:unitID();1;0;<>>;holder=1;cfgId=40020501}>>;onSomeFlag=<target:inField()>;triggerPoint=4;effectFuncs=<castBuff>}},,,
40020501,Focus Sash,summon,,,1,1,,,,TRUE,,<112>,,,,,,,,
40020600,Bulb,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=2;holder=1;cfgId=40020601}>;<{caster=2;value=2;holder=1;cfgId=40020602}>>;onSomeFlag=<target:inField()>;triggerPoint=9;effectFuncs=<castBuff;castBuff>}},,,
40020601,Bulb,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
40020602,Bulb,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
40020700,Choice Specs,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=40020701}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40020701,Choice Specs,changeAttackTarget,99,,1,1,TRUE,,,TRUE,,<122>,,,,<30>,,,{process=field|near;input=enemyForce|nodead},
40020800,Lustrous Orb,,99,,,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=1;holder=1;cfgId=30000022}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=0;holder=1;cfgId=30000022}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff>}},,,
40020801,Lustrous Orb,divineShield,,,1,1,TRUE,,,TRUE,TRUE,<126;34;36>,,,,,,{0=1005},,
40020900,Quick Claw,,99,,1,1,,,,TRUE,,<114>,,,,,{1={funcArgs=<<{caster=1;value=5;holder=8;cfgId=40020301}>>;onSomeFlag=<target:inField()>;triggerPoint=12;effectFuncs=<castBuff>}},,,
40020901,Quick Claw,buffDamage,,,1,1,,,,TRUE,,<30>,,,,<{processId=4}>,,,,
40021000,Scope Lens,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40021001}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40021001}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff>}},,,
40021001,Scope Lens,strike,,,1,1,TRUE,,,TRUE,TRUE,<154;34;36>,,,,,,{0=1001},,
40021100,Gold Teeth,,99,,1,,,,,TRUE,,<114>,,,,,{1={funcArgs=<<{caster=1;value=1;holder=3;cfgId=40021101}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>}},,,
40021101,Gold Teeth,gainGold,,,1,1,,,,TRUE,,,,,,,,,,
40030100,Rainbow Feather,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=40030101}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40030101,Rainbow Feather,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=10;holder={process=field|random(1);input=enemyForce|nodead};cfgId=40030102}>>;onSomeFlag=<target:inField()>;triggerPoint=15;effectFuncs=<castBuff>}},,,
40030102,Rainbow Feather,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
40030200,Leftovers (Main),,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=20;holder=1;cfgId=40030201}>>;onSomeFlag=<target:inField()>;triggerPoint=18;effectFuncs=<castBuff>}},,,
40030201,Leftovers (Main),heal,,,1,1,,,,TRUE,TRUE,<127>,,,,,,{0=1006},,
40030300,Magmarizer,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=40030301}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40030301}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff>};3={funcArgs=<<{caster=2;value=3;holder=1;cfgId=40030302}>;<{caster=2;value=3;holder=1;cfgId=40030303}>>;triggerPoint=19;effectFuncs=<castBuff;castBuff>}},,,
40030301,Magmarizer,strike,,,1,1,TRUE,,,TRUE,TRUE,<154;34;36>,,,,,,{0=1001},,
40030302,Magmarizer,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
40030303,Magmarizer,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
40030400,King's Rock,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{bond=1;caster=2;value=<1>;holder=1;cfgId=40030401}>>;triggerPoint=18;effectFuncs=<castBuff>}},,,
40030401,King's Rock,actionTimes,,,1,1,TRUE,,,,,,,,,,,,,
40030500,Mental Herb,,99,,1,,,,,TRUE,,,,,,,"{1={funcArgs=<<2>;<{caster=1;value=0;holder=1;cfgId=40030501}>>;onSomeFlag=<hasIntersection(trigger:group(),list(119)) and target:inField()>;triggerPoint=16;effectFuncs=<playEffect;castBuff>};2={funcArgs=<<2>;<{caster=1;value=0;holder=1;cfgId=40030501}>>;onSomeFlag=<hasIntersection(trigger:group(),list(148)) and target:inField()>;triggerPoint=16;effectFuncs=<playEffect;castBuff>}}",,,
40030501,Mental Herb,,,,1,1,,,,TRUE,,,,<119;148>,,,,,,
40030600,Focus Band,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=<target:unitID();target:star();0;<>>;holder=1;cfgId=40030601}>>;onSomeFlag=<target:inField()>;triggerPoint=4;effectFuncs=<castBuff>}},,,
40030601,Focus Band,summon,,,1,1,,,,TRUE,,<112>,,,,,,,,
40030700,Soft Sand,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<2>;<{caster=2;value=0;holder=1;cfgId=30000021}>;<{caster=2;value=2;holder=1;cfgId=40030701}>;<{caster=2;value=2;holder=1;cfgId=40030702}>>;onSomeFlag=<target:inField() and not target:hasBuff(30000021)>;triggerPoint=14;effectFuncs=<playEffect;castBuff;castBuff;castBuff>}},,,
40030701,Soft Sand,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
40030702,Soft Sand,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
40030800,Silk Scarf,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40030801}>>;onSomeFlag=<target:inField()>;triggerPoint=208;effectFuncs=<castBuff>}},,,
40030801,Silk Scarf,backToHand,,,1,1,,,,,,,,,,,,,,
40030900,Spell Tag,,99,,1,1,,,,TRUE,,<114>,,,,,{1={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=40030901}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=0;holder={process=field|random(1);input=enemyForce|nodead};cfgId=40030902}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>};3={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40030901}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff>}},,,
40030901,Spell Tag,oneHitKill,,,1,,,,,TRUE,TRUE,<144;34;35>,,,,,,{0=1009},,
40030902,Spell Tag,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40030903}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40030903,Spell Tag,,,,1,1,,,,,,<114>,,,,,{1={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=40030901}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=0;holder={process=field|random(1);input=enemyForce|nodead};cfgId=40030902}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>}},,,
40031000,Dragon Fang,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=9;cfgId=40031001}>>;onSomeFlag=<target:inField()>;triggerPoint=31;effectFuncs=<castBuff>}},,,
40031001,Dragon Fang,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=math.floor(self:attack()*0.5);holder=13;cfgId=40031002}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40031002,Dragon Fang,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
40031100,Hard Stone (Main),,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=1;holder=1;cfgId=40031101}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40031101}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff>}},,,
40031101,Hard Stone (Main),shieldEX,,,1,1,TRUE,,,TRUE,TRUE,<132;34;36>,,,,,,{0=1016},,
40031200,Black Belt,,99,,1,1,,,,TRUE,,<120>,,,,,{1={funcArgs=<<2>;<{caster=1;value=<list(19);1>;holder=1;cfgId=40031201}>>;onSomeFlag=<target:inField()>;triggerPoint=232;effectFuncs=<playEffect;castBuff>}},,,
40031201,Black Belt,forceTrigger,,,1,1,,,,,,,,,,,,,,
40031300,Metal Coat,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=40031301}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=4;holder=1;cfgId=40031302}>>;onSomeFlag=<target:inField()>;triggerPoint=9;effectFuncs=<castBuff>}},,,
40031301,Metal Coat,protector,99,,1,1,TRUE,,,TRUE,TRUE,<123;34;36>,,,,,,{0=1002},,
40031302,Metal Coat,defence,99,,99,2,TRUE,,,,,<10;12;34;36>,,,,,,,,
40031400,Fairy Memory,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=40031401}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=target:getBuff(40031402):getValue();holder={process=field;input=enemyForce|nodead};cfgId=40031403}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>}},,,
40031401,Fairy Memory,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=(target:hasBuff(40031402) and target:getBuff(40031402):getValue() or 0)+trigger.healHp:get(1);holder=1;cfgId=40031402}>>;onSomeFlag=<target:inField()>;triggerPoint=15;effectFuncs=<castBuff>}},,,
40031402,Fairy Memory,,,,1,1,,,,TRUE,,,,,,,,,,
40031403,Fairy Memory,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
40031500,Power Belt,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=<2;1>;holder=1;cfgId=40031501}>>;onSomeFlag=<target:inField()>;triggerPoint=205;effectFuncs=<castBuff>}},,,
40031501,Power Belt,stun,,,1,1,TRUE,,,TRUE,TRUE,<119;34;35>,,,,,{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=0;holder=2;cfgId=40031502}>;<{caster=2;value=0;holder=2;cfgId=40031503}>;<{caster=2;value=0;holder=2;cfgId=40031504}>>;triggerPoint=2;effectFuncs=<castBuff;castBuff;castBuff>}},{0=1003},,
40031502,Power Belt,strike,,,1,1,TRUE,,,,TRUE,<154;34;36>,,,,,,{0=1001},,
40031503,Power Belt,quickStrike,,,1,1,TRUE,,,,,<129;34;36>,,,,,,,,
40031504,Power Belt,penetrate,,,1,1,TRUE,,,TRUE,,<117>,,,,,,,,
40031600,Odd Incense,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40031601}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40031601,Odd Incense,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=-math.ceil(target:attack()*0.5);holder=2;cfgId=40031602}>;<{caster=2;value=0;holder={process=field|random(1);input=enemyForce|nodead};cfgId=100060}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff;castBuff>}}",,,
40031602,Odd Incense,attack,,,99,2,TRUE,,,,,<24;25;34;35>,,,,,,,,
40031700,Mystic Water,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40031701}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40031701,Mystic Water,auraEffect,99,,99,2,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=40031702;value=0;holder=18;prob=target2:id()~=self:id() and 1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
40031702,Mystic Water,,99,,99,2,,,,TRUE,,,,,,,{1={funcArgs=<<{ignoreAura=1;cfgId=40031703;value=1;holder=2;caster=2}>;<{ignoreAura=1;cfgId=40031704;value=1;holder=2;caster=2}>>;triggerPoint=4;effectFuncs=<castBuff;castBuff>}},,,
40031703,Mystic Water,hpMax,99,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
40031704,Mystic Water,attack,99,,99,2,TRUE,,,,,<24;25;34;35>,,,,,,,,
40031800,Battle Communicator,,99,,1,,,,,TRUE,,<114>,,,,,{1={funcArgs=<<{caster=1;value=<buff:getValue()+1>;holder={process=hand|random(1);input=selfForce|nodead};cfgId=40031801}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>}},,,
40031801,Battle Communicator,toField,,,1,1,,,,,,,,,,,,,,
40031900,Punching Glove (Main),,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40031901}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40031901,Punching Glove (Main),quickStrike,,,1,1,TRUE,,,TRUE,,<129;34;36>,,,,"<more(holder:attack(),beAttacked:attack())>",,,,
40040100,Ash's Hat,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=3;holder=4;cfgId=40040101}>;<{caster=2;value=3;holder=4;cfgId=40040102}>>;triggerPoint=19;effectFuncs=<castBuff;castBuff>}},,,
40040101,Ash's Hat,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
40040102,Ash's Hat,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
40040200,Rusted Sword,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{bond=1;caster=1;value=<1>;holder=1;cfgId=40040201}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=5;holder=1;cfgId=40040202}>;<{caster=1;value=5;holder=1;cfgId=40040203}>>;onSomeFlag=<target:inField()>;triggerPoint=31;effectFuncs=<castBuff;castBuff>}},,,
40040201,Rusted Sword,actionTimes,99,,1,1,TRUE,,,TRUE,,<137>,,,,,,,,
40040202,Rusted Sword,attack,,,99,2,TRUE,,,TRUE,,<20;21;34;36>,,,,,,,,
40040203,Rusted Sword,hpMax,,,99,2,TRUE,,,TRUE,,<20;23;34;36>,,,,,,,,
40040300,Blazing Claw,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{prob=1;cfgId=40040301;value=0;holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{prob=1;cfgId=40040302;value=0;holder=1;caster=2}>>;onSomeFlag=<target:inField()>;triggerPoint=205;effectFuncs=<castBuff>}},,,
40040301,Blazing Claw,strike,,,1,1,TRUE,,,TRUE,TRUE,<154;34;36>,,,,,,{0=1001},,
40040302,Blazing Claw,newAction,,,1,1,TRUE,,,TRUE,,<129>,,,,,,,,
40040400,Rusted Shield,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=30000022}>;<{bond=1;caster=1;value=0;holder=1;cfgId=40040402}>;<{bond=1;caster=1;value=0;holder=1;cfgId=40040403}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>};2={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=30000022}>;<{bond=1;caster=1;value=0;holder=1;cfgId=40040402}>;<{bond=1;caster=1;value=0;holder=1;cfgId=40040403}>>;onSomeFlag=<target:inField()>;triggerPoint=33;effectFuncs=<castBuff;castBuff;castBuff>}},,,
40040401,Rusted Shield,divineShield,,,1,1,TRUE,,,TRUE,TRUE,<126;34;36>,,,,,,{0=1005},,
40040402,Rusted Shield,protector,,,1,1,TRUE,,,TRUE,TRUE,<123;34;36>,,,,,,{0=1002},,
40040403,Rusted Shield,thorn,,,1,1,TRUE,,,TRUE,TRUE,<133;34;36>,,,,,,{0=1022},,
40040500,Power Band,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40040506}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40040501,Power Band,,,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=target:attack();holder=2;cfgId=40040502}>;<{caster=2;value=target:shield();holder=2;cfgId=40040503}>;<{caster=2;value=target:hp();holder=2;cfgId=40040504}>;<{caster=1;value=0;holder=1;cfgId=40040505}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff>}},,,
40040502,Power Band,attack,,,99,2,TRUE,,,TRUE,,<20;21;34;36>,,,,,,,,
40040503,Power Band,defence,,,99,2,TRUE,,,,,<20;22;34;36>,,,,,,,,
40040504,Power Band,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
40040505,Power Band,destroy,,,1,1,TRUE,,,,,<135>,,,,,,,,
40040506,Power Band,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder={process=field|excludeID(list(csvSelectObj:id()))|left(1);input=selfRight|nodead};cfgId=40040501}>>;triggerPoint=10;effectFuncs=<castBuff>}},,,
40040600,Power Bracelet,,99,,1,1,,,,TRUE,,<120>,,,,,{1={funcArgs=<<2>;<{caster=1;value=<list(19);1>;holder=1;cfgId=40040601}>>;onSomeFlag=<target:inField()>;triggerPoint=19;effectFuncs=<playEffect;castBuff>}},,,
40040601,Power Bracelet,addTriggerTimes,,,1,1,,,,,,,,,,,,,,
40040700,Poke Flute,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40040701}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40040701,Poke Flute,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=-math.ceil(target:attack()*0.5);holder=2;cfgId=40040703}>;<{caster=2;value=<2;1>;holder={process=field|random(1);input=enemyForce|nodead};cfgId=40040702}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff;castBuff>}}",,,
40040702,Poke Flute,stun,,,1,1,TRUE,,,TRUE,TRUE,<119;34;35>,,,,,{1={funcArgs=<<{caster=2;value=-math.ceil(target:attack()*0.5);holder=1;cfgId=40040703}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},{0=1003},,
40040703,Poke Flute,attack,,,99,2,TRUE,,,,,<24;25;34;35>,,,,,,,,
40040800,Resonant Element,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=40040801}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40040801,Resonant Element,auraEffect,99,,1,1,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=1;cfgId=40040802;value=0;holder=18;prob=(target2:team()==target:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
40040802,Resonant Element,,99,,99,2,,,,TRUE,,,,,,,"{1={funcArgs=<<{caster=2;value=<1008>;holder=2;cfgId=100040}>;<{ignoreAura=1;cfgId=40040803;prob=1;value=self:attack();holder=1;caster=2}>;<{ignoreAura=1;cfgId=40040804;prob=1;value=self:shield();holder=1;caster=2}>;<{ignoreAura=1;cfgId=40040805;prob=1;value=self:hp();holder=1;caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff;castBuff;castBuff;castBuff>}}",,,
40040803,Resonant Element,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
40040804,Resonant Element,defence,,,99,2,TRUE,,,,,<20;22;34;36>,,,,,,,,
40040805,Resonant Element,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
40040900,Dynamax Band,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=target:attack();holder=1;cfgId=40040901}>;<{caster=2;value=target:hpMax();holder=1;cfgId=40040902}>;<{caster=2;value=target:shield();holder=1;cfgId=40040903}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>}},,,
40040901,Dynamax Band,attack,99,,99,2,TRUE,,,TRUE,,<10;11;34;36>,,,,,,,,
40040902,Dynamax Band,hpMax,99,,99,2,TRUE,,,TRUE,,<10;13;34;36>,,,,,,,,
40040903,Dynamax Band,defence,99,,99,2,TRUE,,,TRUE,,<10;11;34;36>,,,,,,,,
40041000,Professor's Mask,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40041001}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40041001,Professor's Mask,,99,2,1,1,,,,TRUE,,,<30;135>,,,,,,,
40041100,Jewel Bracelet,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40041101}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40041101,Jewel Bracelet,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=-math.ceil(target:attack()*0.5);holder=2;cfgId=40041102}>;<{caster=2;value=math.ceil(target:attack()*0.5);holder={process=field|random(1);input=enemyForce|nodead};cfgId=40041103}>;<{caster=2;value=2;holder=3;cfgId=40041104}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff;castBuff;castBuff>}}",,,
40041102,Jewel Bracelet,attack,,,99,2,TRUE,,,,,<24;25;34;35>,,,,,,,,
40041103,Jewel Bracelet,buffDamage,,,1,1,,,,TRUE,,<30>,,,,<{processId=4}>,,,,
40041104,Jewel Bracelet,gainGold,,,1,1,,,,TRUE,,,,,,,,,,
40041200,Safety Goggles,,99,2,1,1,,,,TRUE,,,<35>,,,,,,,
40041300,Power Bracelet,,99,,1,1,,,,TRUE,,<120>,,,,,{1={funcArgs=<<2>;<{caster=1;value=<list(19);1>;holder=1;cfgId=40041301}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<playEffect;castBuff>}},,,
40041301,Power Bracelet,forceTrigger,,,1,1,,,,,,,,,,,,,,
40041400,Treasure Sensor,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=<c.allEquips();1>;holder=3;cfgId=40041401}>>;onSomeFlag=<target:inField()>;triggerPoint=208;effectFuncs=<castBuff>}},,,
40041401,Treasure Sensor,getCard,,,1,1,,,,TRUE,,,,,,,,,,
40041500,Reveal Glass,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=<2;list(36);0>;holder=10;cfgId=40041501}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<castBuff>}},,,
40041501,Reveal Glass,tempDispel,,,1,1,,,,,,,,,,,,,,
40041600,Mystery Necklace,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=<list(3);1>;holder=13;cfgId=40041601}>>;onSomeFlag=<target:inField()>;triggerPoint=205;effectFuncs=<castBuff>}},,,
40041601,Mystery Necklace,forceTrigger,,,1,1,,,,,,,,,,,,,,
