变量名,layer,x,z1,flipX,z,y,anchorY,anchorX,scale,res,scene
210381,panelOuter,3879,,,,169,,,,img_mt.png,2
210382,panelOuter,3879,,,,66,,,,img_mt.png,2
210383,panelOuter,3746,,,,67,,,,img_mt.png,2
210384,panelOuter,4011,,,,-27,,,,img_mt.png,2
210385,panelOuter,3779,,,,382,,,,img_st02.png,2
210386,panelOuter,446,,,,1855,,,1.2,img_shu01.png,2
210387,panelOuter,580,,,,1754,,,1.1,img_shu02.png,2
210388,panelOuter,1253,,,,1859,,,0.9,img_shu02.png,2
210389,panelOuter,1146,,,,1758,,,0.9,img_cc02.png,2
210390,panelOuter,-378,,,,1715,,,,img_shu01.png,2
210391,panelOuter,-570,,,,1592,,,,img_cc01.png,2
210392,panelOuter,120,,,,1632,,,1.1,img_shu02.png,2
210393,panelOuter,249,,,,1622,,,,img_shu01.png,2
210394,panelOuter,144,,,,1508,,,0.9,img_shu02.png,2
210395,panelOuter,413,,,,1357,,,,img_shu01.png,2
210396,panelOuter,910,,,,1345,,,,img_mt.png,2
210397,panelOuter,1020,,,,1559,,,,img_mt.png,2
210398,panelOuter,1151,,,,1558,,,,img_mt.png,2
210399,panelOuter,1018,,,,1452,,,,img_mt.png,2
210400,panelOuter,1152,,,,1456,,,,img_mt.png,2
210401,panelOuter,1517,,,,1507,,,,img_st02.png,2
210402,panelOuter,1335,,,,1614,,,1.3,img_shu01.png,2
210403,panelOuter,1593,,,,1667,,,0.9,img_shu01.png,2
210404,panelOuter,1709,,,,1614,,,1.1,img_shu02.png,2
210405,panelOuter,1302,,,,1484,,,,img_shu02.png,2
210406,panelOuter,1801,,,,1407,,,0.8,img_dashu.png,2
210407,panelOuter,1605,,,,1347,,,,img_ks.png,2
210408,panelOuter,1387,,,,1342,,,0.8,img_shu01.png,2
210409,panelOuter,1472,,,,1291,,,1.1,img_shu02.png,2
210410,panelOuter,2479,,,,1859,,,,img_shu02.png,2
210411,panelOuter,2042,,,,1638,,,0.9,img_shu02.png,2
210412,panelOuter,2069,,,,1488,,,0.9,img_shu01.png,2
210413,panelOuter,2572,,,,1535,,,,img_dashu.png,2
210414,panelOuter,2659,,,,1397,,,1.1,img_shu01.png,2
210415,panelOuter,2486,,,,1307,,,0.8,img_shu01.png,2
210416,panelOuter,2850,,,,1382,,,,img_ks.png,2
210417,panelOuter,3109,,,,1391,,,,img_shu02.png,2
210418,panelOuter,3657,,,,1881,,,,img_shu01.png,2
210419,panelOuter,3449,,,,1567,,,,img_shu01.png,2
210420,panelOuter,3374,,,,1481,,,0.8,img_shu01.png,2
210421,panelOuter,3751,,,,1511,,,0.8,img_shu01.png,2
210422,panelOuter,3845,,,,1391,,,,img_shu02.png,2
210423,panelOuter,3697,,,,1415,,,0.8,img_shu01.png,2
210424,panelOuter,3435,,,,1281,,,,img_shu02.png,2
210425,panelOuter,3368,,,,1181,,,1.2,img_shu02.png,2
210426,panelOuter,3526,,,,1123,,,,img_shu01.png,2
210427,panelOuter,3636,,,,1017,,,,img_shu01.png,2
210428,panelOuter,3245,,,,1059,,,,img_shu02.png,2
210429,panelOuter,3135,,,,1024,,,,img_shu01.png,2
210430,panelOuter,3206,,,,937,,,,img_shu01.png,2
210431,panelOuter,2876,,,,1091,,,,img_shu02.png,2
210432,panelOuter,3652,,,,874,,,,img_cc02.png,2
210433,panelOuter,2493,,,,1143,,,0.8,img_shu02.png,2
210434,panelOuter,2635,,,,1171,,,1.2,img_shu01.png,2
210435,panelOuter,2206,,,,1206,,,0.8,img_shu02.png,2
210436,panelOuter,2098,,,,1158,,,0.9,img_shu01.png,2
210437,panelOuter,2225,,,,1079,,,1.2,img_shu01.png,2
210438,panelOuter,2409,,,,1105,,,,img_shu02.png,2
210439,panelOuter,2439,,,,978,,,,img_shu02.png,2
210440,panelOuter,2545,,,,885,,,0.8,img_shu01.png,2
210441,panelOuter,2404,,,,784,,,,img_shu02.png,2
210442,panelOuter,1924,,,,1198,,,1.1,img_shu02.png,2
210443,panelOuter,1995,,,,1081,,,0.7,img_shu01.png,2
210444,panelOuter,2250,,,,894,,,,img_st02.png,2
210445,panelOuter,2761,,,,1009,,,0.6,img_sg.png,2
210446,panelOuter,2748,,,,852,,,1.1,img_shu02.png,2
210447,panelOuter,3210,,,,315,,,,img_shu01.png,2
210448,panelOuter,3133,,,,547,,,,img_shu02.png,2
210449,panelOuter,3064,,,,364,,,,img_shu02.png,2
210450,panelOuter,3297,,,,469,,,1.2,img_shu02.png,2
210451,panelOuter,3470,,,,484,,,,img_shu02.png,2
210452,panelOuter,3628,,,,519,,,1.2,img_shu01.png,2
210453,panelOuter,2925,,,,291,,,0.9,img_shu01.png,2
210454,panelOuter,3563,,,,343,,,1.3,img_shu02.png,2
210455,panelOuter,3881,,,,599,,,0.8,img_shu01.png,2
210456,panelOuter,4002,,,,491,,,1.2,img_shu02.png,2
210457,panelOuter,4022,,,,291,,,0.8,img_dashu.png,2
210458,panelOuter,4058,,,,189,,,1.2,img_shu02.png,2
210459,panelOuter,3212,,,,1229,,,,img_mt.png,2
210460,panelOuter,3211,,,,1129,,,,img_mt.png,2
210461,panelOuter,3076,,,,1135,,,,img_mt.png,2
210462,panelOuter,2958,,,,1136,,,,img_mt.png,2
210463,panelOuter,-1950,,,,-1122,,,,img_gsp.png,2
210464,panelOuter,-2050,,,,-882,,,,img_mt.png,2
210465,panelOuter,-2032,,,,-979,,,0.8,img_shu01.png,2
210466,panelOuter,-3338,,,,-789,,,0.8,img_cc02.png,2
210467,panelOuter,-1746,,,,-1586,,,0.8,img_cc01.png,2
210468,panelOuter,-3885,,,,375,,,,img_st01.png,2
210469,panelOuter,-2634,,,,1297,,,1.1,img_shu01.png,2
210470,panelOuter,-2608,,,,1085,,,0.8,img_shu02.png,2
210471,panelOuter,-2529,,,,1021,,,0.9,img_shu01.png,2
210472,panelOuter,-2447,,,,816,,,,img_cc01.png,2
210473,panelOuter,1056,,,,1425,,,0.9,img_shu01.png,2
210474,panelOuter,-3484,,,,1350,,,,img_ks.png,2
210475,panelOuter,-1772,,,,-1716,,,0.8,img_st03.png,2
210476,panelOuter,-1549,,,,1324,,,0.9,img_shu01.png,2
210477,panelOuter,-2088,,,,913,,,0.8,img_shu01.png,2
210478,panelOuter,-2272,,,,736,,,,img_mt.png,2
210479,panelOuter,-2140,,,,731,,,,img_mt.png,2
210480,panelOuter,-2783,,,,305,,,0.7,img_shu02.png,2
210481,panelOuter,-2730,,,,388,,,0.4,img_sg.png,2
210482,panelOuter,-399,,,,1422,,,0.7,img_shu01.png,2
210483,panelOuter,-494,,,,1366,,,0.9,img_shu02.png,2
210484,panelOuter,-3644,,,,1613,,,0.9,img_shu01.png,2
210485,panelOuter,-3810,,,,1628,,,,img_sg.png,2
210486,panelOuter,-845,,,,1841,,,,img_shu02.png,2
210487,panelOuter,898,,1,,1097,,,0,img_ssq01.png,2
210488,panelOuter,2006,,,,1270,,,0.8,img_shu02.png,2
210489,panelOuter,1180,,,,1323,,,,img_shu01.png,2
210490,panelOuter,1139,,,,1188,,,0.8,img_shu02.png,2
210491,panelOuter,1083,,,,1313,,,0.8,img_shu02.png,2
210492,panelOuter,2748,,,,1245,,,1.1,img_shu02.png,2
210493,panelOuter,2133,,,,776,,,0.8,img_shu01.png,2
210494,panelOuter,4072,,,,1214,,,1.2,img_shu01.png,2
210495,panelOuter,2158,,,,-887,,,0.9,img_cc01.png,2
210496,panelOuter,1742,,,,-1369,,,0.8,img_cc01.png,2
210497,panelOuter,2842,,,,-1085,,,0.8,img_shu01.png,2
210498,panelOuter,1308,,,,-1688,,,0.6,img_cc02.png,2
210499,panelOuter,1783,,,,-1664,,,0.7,img_cc02.png,2
210500,panelOuter,5,,,,1446,,,,img_ssq02.png,2
210501,panelOuter,2132,,,,-1233,,,,img_ys.png,2
210502,panelOuter,-969,,,,1433,,,0.8,img_sg.png,2
210503,panelOuter,-813,,,,1536,,,0.6,img_sg.png,2
210504,panelOuter,-899,,,,1421,,,0.5,img_sg.png,2
210505,panelOuter,-1956,,,,912,,,0.6,img_sg.png,2
210506,panelOuter,-1903,,,,1376,,,0.8,img_sg.png,2
210507,panelOuter,-3274,,,,960,,,0.6,img_sg.png,2
210508,panelOuter,-2988,,,,371,,,0.6,img_sg.png,2
210509,panelOuter,-3579,,,,210,,,0.6,img_sg.png,2
210510,panelOuter,-3727,,,,553,,,0.6,img_sg.png,2
210511,panelOuter,-2636,,,,1495,,,0.6,img_sg.png,2
210512,panelOuter,-437,,,,1597,,,0.5,img_sg.png,2
210513,panelOuter,-1558,,,,-1000,,,0.6,img_sg.png,2
210514,panelOuter,-2802,,,,-1049,,,0.6,img_sg.png,2
210515,panelOuter,-1082,,,,-1204,,,0.9,img_shu01.png,2
210516,panelOuter,-2069,,,,-1401,,,,img_mt.png,2
210517,panelOuter,-2170,,,,-1501,,,,img_mt.png,2
210518,panelOuter,-1192,,,,-1556,,,0.7,img_sg.png,2
210519,panelOuter,-1255,,,,-1565,,,0.5,img_sg.png,2
210520,panelOuter,-2177,,,,-822,,,0.8,img_sg.png,2
210521,panelOuter,-2354,,,,-717,,,0.5,img_sg.png,2
210522,panelOuter,-3236,,,,-1257,,,0.6,img_sg.png,2
210523,panelOuter,-3344,,,,-1542,,,0.6,img_sg.png,2
210524,panelOuter,-3314,,,,-837,,,0.6,img_sg.png,2
210525,panelOuter,-1843,,,,-1073,,,1.2,img_shu01.png,2
210526,panelOuter,-1759,,,,-1353,,,,img_shu02.png,2
210527,panelOuter,-3676,,,,-285,,,0.6,img_sg.png,2
210528,panelOuter,-3332,,,,-978,,,,img_mt.png,2
210529,panelOuter,-3208,,,,-1076,,,,img_mt.png,2
210530,panelOuter,-3335,,,,-1078,,,,img_mt.png,2
210531,panelOuter,-2990,,,,-1678,,,0.7,img_sg.png,2
210532,panelOuter,-2218,,,,-1684,,,0.6,img_sg.png,2
210533,panelOuter,-2673,,,,-1880,,,0.8,img_sg.png,2
210534,panelOuter,-366,,,,-1684,,,0.6,img_sg.png,2
210535,panelOuter,-2069,,,,-1500,,,,img_mt.png,2
210536,panelOuter,845,,,,1270,,,0.6,img_sg.png,2
210537,panelOuter,1666,,,,922,,,0.5,img_sg.png,2
210538,panelOuter,2177,,,,1464,,,0.7,img_sg.png,2
210539,panelOuter,2002,,,,936,,,0.5,img_sg.png,2
210540,panelOuter,1980,,,,886,,,0.4,img_sg.png,2
210541,panelOuter,3518,,,,980,,,0.6,img_sg.png,2
210542,panelOuter,3425,,,,1034,,,0.5,img_sg.png,2
210543,panelOuter,3830,,,,812,,,,img_shu02.png,2
210544,panelOuter,3147,,,,809,,,0.6,img_sg.png,2
210545,panelOuter,3523,,,,665,,,,img_shu02.png,2
210546,panelOuter,3411,,,,339,,,0.8,img_sg.png,2
210547,panelOuter,3481,,,,936,,,0.7,img_sg.png,2
210548,panelOuter,-1195,,,,-1748,,,0.7,img_sg.png,2
210549,panelOuter,3160,,,,448,,,0.8,img_shu01.png,2
210550,panelOuter,3530,,,,-500,,,0.7,img_sg.png,2
210551,panelOuter,3482,,,,-533,,,0.7,img_sg.png,2
210552,panelOuter,3844,,,,-1230,,,0.9,img_sg.png,2
210553,panelOuter,543,,,,-1349,,,0.6,img_sg.png,2
210554,panelOuter,730,,,,-1387,,,0.5,img_sg.png,2
210555,panelOuter,2536,,,,-875,,,0.4,img_sg.png,2
210556,panelOuter,2651,,,,-1368,,,0.6,img_sg.png,2
210557,panelOuter,1326,,,,-1638,,,0.7,img_sg.png,2
210558,panelOuter,2279,,,,-1606,,,0.5,img_sg.png,2
210559,panelOuter,133,,,,-1403,,,0.7,img_sg.png,2
210560,panelOuter,2608,,,,-1871,,,0.9,img_sg.png,2
210561,panelOuter,1720,,,,-1147,,,0.6,img_sg.png,2
210562,panelOuter,1456,,,,-1439,,,0.5,img_sg.png,2
210563,panelOuter,-2354,,,1,553,,,,img_lth.png,2
210564,panelOuter,-1139,,,1,1144,,,,img_ltl.png,2
210565,panelOuter,-2264,,,1,608,,,,img_lth.png,2
210566,panelOuter,-2173,,1,0,802,,,,img_qz.png,2
210567,panelOuter,-1736,,,,903,,,,img_ltl.png,2
210568,panelOuter,-1024,,1,0,1343,,,,img_qz.png,2
210569,panelOuter,-2243,,,,-639,,,,img_lth.png,2
210570,panelOuter,-2164,,,,-676,,,,img_ltl.png,2
210571,panelOuter,-1345,,,,-1048,,,,img_lth.png,2
210572,panelOuter,-316,,,,-1291,,,,img_lz01.png,2
210573,panelOuter,277,,,,-1287,,,,img_lz01.png,2
210574,panelOuter,1665,,,,-935,,,,img_ltl.png,2
210575,panelOuter,2522,,,,-453,,,,img_ltl.png,2
210576,panelOuter,1014,,,,1195,,,,img_ltl.png,2
210577,panelOuter,2296,,,1,599,,,,img_lth.png,2
210578,panelOuter,2229,,,1,640,,,,img_ltl.png,2
210579,panelOuter,2114,,,0,824,,,,img_qz.png,2
210580,panelOuter,1857,,,,-1368,,,0.8,img_shu02.png,2
210581,panelOuter,913,,,,-1271,,,,img_cc02.png,2
210582,panelOuter,1080,,,,-1135,,,0.6,img_sg.png,2
210583,panelOuter,-1411,,,,1503,,,0.7,img_shu02.png,2
210584,panelOuter,-2531,,,,1418,,,0.7,img_shu01.png,2
210585,panelOuter,-3178,,,,-1274,,,0.8,img_cc01.png,2
210586,panelOuter,2747,,,,-1162,,,0.7,img_shu02.png,2
210587,panelOuter,2836,,,,-1205,,,0.7,img_shu02.png,2
210588,panelOuter,3175,,,,702,,,0.8,img_shu01.png,2
210589,panelOuter,3569,,,,1287,,,0.8,img_shu01.png,2
210590,panelOuter,2549,,,,1235,,,0.8,img_shu01.png,2
210591,panelOuter,2402,,,,1220,,,0.8,img_shu02.png,2
210592,panelOuter,1956,,,,1517,,,0.8,img_shu01.png,2
210593,panelOuter,2197,,,,1419,,,0.5,img_cc02.png,2
210594,panelOuter,-2118,,,,1251,,,,img_cc01.png,2
210595,panelOuter,-2746,,,,1665,,,0.7,img_shu01.png,2
210596,panelOuter,-2732,,,,1536,,,0.7,img_shu02.png,2
210597,panelOuter,-3567,,,,365,,,0.7,img_cc02.png,2
210598,panelOuter,-3236,,,,158,,,0.7,img_shu02.png,2
210599,panelOuter,-3400,,,,319,,,0.9,img_shu01.png,2
210600,panelOuter,985,,,,1275,,,0.8,img_shu01.png,2
210601,panelOuter,3705,,,,767,,,0.8,img_shu01.png,2
210602,panelOuter,3786,,,,677,,,0.6,img_cc02.png,2
210603,panelOuter,3794,,,,565,,,0.6,img_shu02.png,2
210604,panelOuter,3753,,,,186,,,,img_cc01.png,2
210605,panelOuter,3840,,,,-129,,,0.8,img_shu02.png,2
210606,panelOuter,4067,,,,-335,,,0.8,img_sg.png,2
210607,panelOuter,3290,,,,-1549,,,,img_shu02.png,2
210608,panelOuter,-1159,,,,-1452,,,0.9,img_shu01.png,2
210609,panelOuter,-1605,,,,-1091,,,0.8,img_shu01.png,2
210610,panelOuter,-2628,,,,-1157,,,0.9,img_shu01.png,2
210611,panelOuter,-3746,,,,-924,,,,img_shu01.png,2
210612,panelOuter,-3753,,,,-804,,,0.9,img_shu02.png,2
210613,panelOuter,2775,,,,1124,,,0.8,img_shu01.png,2
210614,panelOuter,2277,,,,1312,,,0.9,img_shu02.png,2
210615,panelOuter,1774,,,,967,,,0.8,img_shu02.png,2
210616,panelOuter,3659,,,,235,,,0.9,img_shu01.png,2
210617,panelOuter,3664,,,,-247,,,0.7,img_shu02.png,2
210618,panelOuter,3802,,,,-571,,,0.9,img_shu01.png,2
210619,panelOuter,3547,,,,-660,,,0.8,img_shu01.png,2
210620,panelOuter,3303,,,,-795,,,,img_shu01.png,2
210621,panelOuter,2950,,,,-849,,,0.7,img_shu02.png,2
210622,panelOuter,-2961,,,,-1764,,,,img_mt.png,2
210623,panelOuter,-1938,,,,-1400,,,,img_mt.png,2
210624,panelOuter,-1599,,,,-1399,,,,img_mt.png,2
210625,panelOuter,-1466,,,,-1402,,,,img_mt.png,2
210626,panelOuter,-1598,,,,-1501,,,,img_mt.png,2
210627,panelOuter,-1467,,,,-1299,,,,img_mt.png,2
210628,panelOuter,-2895,,,,-740,,,,img_mt.png,2
210629,panelOuter,-3412,,,,-877,,,,img_mt.png,2
210630,panelOuter,-3674,,,,380,,,,img_mt.png,2
210631,panelOuter,3031,,,,1036,,,,img_mt.png,2
210632,panelOuter,2765,,,,-734,,,,img_mt.png,2
210633,panelOuter,2897,,,,-735,,,,img_mt.png,2
210634,panelOuter,2898,,,,-831,,,,img_mt.png,2
210635,panelOuter,1644,,,,-1081,,,,img_mt.png,2
210636,panelOuter,-2271,,,,835,,,,img_mt.png,2
210637,panelOuter,2129,,,,1285,,,,img_mt.png,2
210638,panelOuter,-2922,,,,1434,,,,img_mt.png,2
210639,panelOuter,-2494,,,,1334,,,0.8,img_shu02.png,2
210640,panelOuter,2082,,,,1060,,,0.8,img_shu02.png,2
210641,panelOuter,3087,,,,668,,,0.8,img_shu02.png,2
210642,panelOuter,4119,,,,-394,,,0.9,img_shu02.png,2
210643,panelOuter,3564,,,,-1450,,,0.9,img_shu02.png,2
210644,panelOuter,2766,,,,-816,,,0.9,img_shu02.png,2
210645,panelOuter,1776,,,,-1237,,,0.8,img_shu01.png,2
210646,panelOuter,2043,,,,-1634,,,0.8,img_shu01.png,2
210647,panelOuter,-1678,,,,-974,,,0.9,img_shu02.png,2
210648,panelOuter,-2313,,,,-848,,,0.8,img_shu02.png,2
210649,panelOuter,-3032,,,,319,,,0.6,img_sg.png,2
210650,panelOuter,-2370,,,,-759,,,0.6,img_sg.png,2
210651,panelOuter,-2724,,,,-1330,,,0.9,img_shu01.png,2
210652,panelOuter,-2219,,,,1237,,,0.8,img_shu01.png,2
210653,panelOuter,2309,,,,1156,,,0.8,img_shu01.png,2
210654,panelOuter,1020,,,,-1470,,,0.8,img_shu01.png,2
210655,panelOuter,-1261,,,,-1415,,,0.8,img_shu01.png,2
210656,panelOuter,-559,,,,-1349,,,0.8,img_shu01.png,2
210657,panelOuter,-1340,,,,-1248,,,0.8,img_shu01.png,2
210658,panelOuter,1443,,,,-1076,,,,img_shu01.png,2
210659,panelOuter,1308,,,,-1205,,,0.8,img_shu01.png,2
210660,panelOuter,-1058,,,,1295,,,0.9,img_shu01.png,2
210661,panelOuter,-926,,,,1257,,,0.7,img_shu02.png,2
210662,panelOuter,-967,,,,1347,,,0.7,img_shu02.png,2
210663,panelOuter,-570,,,,1436,,,0.8,img_shu01.png,2
210664,panelOuter,-820,,,,1491,,,0.5,img_sg.png,2
210665,panelOuter,755,,,,1545,,,0.9,img_shu02.png,2
210666,panelOuter,-3608,,,,-387,,,0.8,img_shu02.png,2
210667,panelOuter,-3432,,,,-168,,,0.8,img_shu02.png,2
210668,panelOuter,-3576,,,,-153,,,0.5,img_sg.png,2
210669,panelOuter,2559,,,,-1482,,,0.8,img_sg.png,2
210670,panelOuter,-2437,,,,1680,,,,img_shu02.png,2
210671,panelOuter,-2534,,,,1539,,,0.8,img_shu01.png,2
210672,panelOuter,-2853,,,,1117,,,,img_shu02.png,2
210673,panelOuter,-3081,,,,1105,,,0.8,img_shu01.png,2
210674,panelOuter,-3381,,,,958,,,,img_shu02.png,2
210675,panelOuter,-2686,,,,1160,,,0.9,img_shu02.png,2
210676,panelOuter,-1758,,,,1541,,,0.8,img_shu01.png,2
210677,panelOuter,-1589,,,,1563,,,0.8,img_shu02.png,2
210678,panelOuter,-2045,,,,1219,,,0.8,img_shu01.png,2
210679,panelOuter,-1936,,,,1130,,,0.9,img_shu02.png,2
210680,panelOuter,-1869,,,,1212,,,0.8,img_shu01.png,2
210681,panelOuter,-352,,,,1334,,,,img_shu02.png,2
210682,panelOuter,242,,,,1522,,,,img_shu02.png,2
210683,panelOuter,1398,,,,1481,,,0.8,img_shu01.png,2
210684,panelOuter,1655,,,,1481,,,,img_shu02.png,2
210685,panelOuter,1816,,,,1308,,,,img_shu01.png,2
210686,panelOuter,2115,,,,955,,,,img_shu02.png,2
210687,panelOuter,2012,,,,1412,,,0.9,img_shu02.png,2
210688,panelOuter,2526,,,,1359,,,,img_shu02.png,2
210689,panelOuter,2944,,,,1295,,,0.8,img_shu01.png,2
210690,panelOuter,1513,,,,1249,,,,img_skth.png,2
210691,panelOuter,2743,,,,642,,,,img_skth.png,2
210692,panelOuter,3246,,,,580,,,,img_shu02.png,2
210693,panelOuter,3380,,,,564,,,,img_shu01.png,2
210694,panelOuter,3593,,,,746,,,,img_shu01.png,2
210695,panelOuter,3714,,,,592,,,0.9,img_shu02.png,2
210696,panelOuter,3424,,,,855,,,0.9,img_shu01.png,2
210697,panelOuter,3434,,,,-116,,,0.9,img_shu01.png,2
210698,panelOuter,4015,,,,-221,,,,img_shu02.png,2
210699,panelOuter,3392,,,,-458,,,0.8,img_shu02.png,2
210700,panelOuter,3532,,,,-930,,,0.9,img_shu02.png,2
210701,panelOuter,3545,,,,-1060,,,0.9,img_shu02.png,2
210702,panelOuter,3038,,,,-624,,,0.9,img_shu02.png,2
210703,panelOuter,3309,,,,-974,,,0.9,img_shu02.png,2
210704,panelOuter,3243,,,,-921,,,0.8,img_shu01.png,2
210705,panelOuter,2696,,,,-1652,,,0.9,img_shu02.png,2
210706,panelOuter,2624,,,,-1535,,,,img_shu01.png,2
210707,panelOuter,2862,,,,-1728,,,0.6,img_sg.png,2
210708,panelOuter,2302,,,,-1221,,,0.9,img_shu01.png,2
210709,panelOuter,2446,,,,-1355,,,1.1,img_shu02.png,2
210710,panelOuter,2397,,,,-764,,,,img_shu01.png,2
210711,panelOuter,2304,,,,-690,,,1.2,img_shu02.png,2
210712,panelOuter,2180,,,,-754,,,1.1,img_shu01.png,2
210713,panelOuter,2538,,,,-1303,,,0.9,img_shu01.png,2
210714,panelOuter,2087,,,,-1481,,,0.9,img_shu02.png,2
210715,panelOuter,1722,,,,-1451,,,0.9,img_shu02.png,2
210716,panelOuter,1409,,,,-1193,,,0.9,img_shu01.png,2
210717,panelOuter,1269,,,,-1521,,,0.8,img_shu02.png,2
210718,panelOuter,-293,,,,-1509,,,0.9,img_shu02.png,2
210719,panelOuter,449,,,,-1354,,,0.9,img_shu01.png,2
210720,panelOuter,-1027,,,,-1502,,,,img_shu02.png,2
210721,panelOuter,-913,,,,-1475,,,0.8,img_shu01.png,2
210722,panelOuter,-1509,,,,-1150,,,0.9,img_shu02.png,2
210723,panelOuter,-1567,,,,-1245,,,0.6,img_cc01.png,2
210724,panelOuter,-1366,,,,-1160,,,0.8,img_shu02.png,2
210725,panelOuter,-1449,,,,-1065,,,0.9,img_shu01.png,2
210726,panelOuter,-758,,,,-1372,,,0.8,img_shu02.png,2
210727,panelOuter,-1172,,,,-1213,,,0.8,img_shu02.png,2
210728,panelOuter,-1273,,,,-1213,,,0.8,img_shu02.png,2
210729,panelOuter,-2182,,,,-893,,,,img_shu02.png,2
210730,panelOuter,-2502,,,,-758,,,0.8,img_shu02.png,2
210731,panelOuter,-2562,,,,-912,,,,img_shu01.png,2
210732,panelOuter,-2620,,,,-1568,,,0.9,img_shu02.png,2
210733,panelOuter,-2485,,,,-1532,,,0.9,img_shu02.png,2
210734,panelOuter,-2766,,,,-1582,,,0.9,img_shu01.png,2
210735,panelOuter,-2664,,,,-1681,,,1.1,img_shu01.png,2
210736,panelOuter,-3226,,,,-1592,,,1.1,img_shu01.png,2
210737,panelOuter,-3080,,,,-1625,,,0.8,img_shu02.png,2
210738,panelOuter,-3513,,,,-1347,,,0.9,img_shu02.png,2
210739,panelOuter,-3600,,,,-1068,,,0.9,img_shu02.png,2
210740,panelOuter,-2855,,,,-476,,,0.9,img_shu02.png,2
210741,panelOuter,-3890,,,,-917,,,1.1,img_shu02.png,2
210742,panelOuter,-3773,,,,-725,,,1.2,img_shu01.png,2
210743,panelOuter,-3681,,,,-626,,,0.9,img_shu02.png,2
210744,panelOuter,-3748,,,,-304,,,0.8,img_shu01.png,2
210745,panelOuter,-3427,,,,57,,,0.9,img_shu01.png,2
210746,panelOuter,-3307,,,,35,,,,img_shu02.png,2
210747,panelOuter,-3916,,,,-44,,,0.4,img_sg.png,2
210748,panelOuter,-3880,,,,-3,,,0.4,img_sg.png,2
210749,panelOuter,-3861,,,,-32,,,0.5,img_sg.png,2
210750,panelOuter,-3533,,,,170,,,0.9,img_shu02.png,2
210751,panelOuter,-3222,,,,470,,,0.8,img_shu02.png,2
210752,panelOuter,-3557,,,,523,,,0.9,img_shu02.png,2
210753,panelOuter,-3250,,,,696,,,0.9,img_shu01.png,2
210754,panelOuter,-3542,,,,781,,,0.9,img_shu02.png,2
210755,panelOuter,-2546,,,,-503,,,0.9,img_shu02.png,2
210756,panelOuter,-2724,,,,648,,,,img_sktl.png,2
210757,panelOuter,-1502,,,,1254,,,,img_sktl.png,2
210758,panelOuter,-2854,,,,388,,,0.9,img_shu01.png,2
210759,panelOuter,-3308,,,,1054,,,0.7,img_shu01.png,2
210760,panelOuter,-3076,,,,826,,,0.8,img_shu01.png,2
210761,panelOuter,-3503,,,,972,,,0.8,img_shu02.png,2
210762,panelOuter,-3805,,,,510,,,0.7,img_shu02.png,2
210763,panelOuter,-2171,,,,963,,,0.8,img_shu02.png,2
210764,panelOuter,-1666,,,,1010,,,0.8,img_shu01.png,2
210765,panelOuter,-2357,,,,695,,,0.9,img_shu02.png,2
210766,panelOuter,-1155,,,,1272,,,0.8,img_shu02.png,2
210767,panelOuter,1927,,,,1342,,,0.8,img_shu01.png,2
210768,panelOuter,1862,,,,1865,,,,img_shu01.png,2
210769,panelOuter,872,,,,1481,,,0.9,img_shu01.png,2
210770,panelOuter,3022,,,,1413,,,0.8,img_shu01.png,2
210771,panelOuter,2440,,,,1585,,,,img_shu01.png,2
210772,panelOuter,3025,,,,1221,,,0.6,img_cc01.png,2
210773,panelOuter,2857,,,,1239,,,0.8,img_shu02.png,2
210774,panelOuter,3154,,,,-883,,,,img_shu02.png,2
210775,panelOuter,3415,,,,-863,,,0.8,img_shu01.png,2
210776,panelOuter,3583,,,,-214,,,,img_shu01.png,2
210777,panelOuter,3585,,,,-543,,,0.8,img_shu01.png,2
210778,panelOuter,3329,,,,-840,,,0.8,img_shu02.png,2
210779,panelOuter,3442,,,,-777,,,0.8,img_shu02.png,2
210780,panelOuter,-1699,,,,-1761,,,0.6,img_cc01.png,2
210781,panelOuter,-1681,,,,-1596,,,,img_shu01.png,2
210782,panelOuter,-1606,,,,-1682,,,0.8,img_shu02.png,2
210783,panelOuter,-3194,,,,-937,,,0.8,img_shu02.png,2
210784,panelOuter,-2251,,,,-759,,,,img_shu01.png,2
210785,panelOuter,-457,,,,-1603,,,0.9,img_shu02.png,2
210786,panelOuter,1688,,,,-1589,,,0.9,img_shu02.png,2
210787,panelOuter,1693,,,,1012,,,0.7,img_shu01.png,2
210788,panelOuter,-829,,,,-1425,,,0.8,img_shu01.png,2
210789,panelOuter,-830,,,,-1547,,,0.7,img_shu02.png,2
210790,panelOuter,-575,,,,-1570,,,0.8,img_shu02.png,2
210791,panelOuter,-1559,,,,-1586,,,0.8,img_shu02.png,2
210792,panelOuter,54,,,,-1426,,,0.8,img_shu02.png,2
210793,panelOuter,897,,,,-1288,,,,img_shu02.png,2
210794,panelOuter,1191,,,,1691,,,0.9,img_shu02.png,2
210795,panelOuter,602,,,,1873,,,0.9,img_shu02.png,2
210796,panelOuter,1458,,,,1684,,,,img_shu02.png,2
210797,panelOuter,1873,,,,1032,,,,img_shu02.png,2
210798,panelOuter,3101,,,,-1179,,,0.8,img_shu02.png,2
210799,panelOuter,-2764,,,,1422,,,0.5,img_sg.png,2
210800,panelOuter,-1161,,,,1532,,,0.5,img_sg.png,2
210801,panelOuter,-2699,,,,359,,,0.6,img_sg.png,2
