变量名,name,_beizhu,type,activeType,desc,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
106104,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006104>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106105,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006105>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106106,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006106>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106201,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006201>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106202,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006202>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106203,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006203>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106204,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006204>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106205,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006205>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106206,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006206>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106301,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006301>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106302,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006302>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106303,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006303>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106304,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006304>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106305,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006305>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106306,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006306>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106401,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006401>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106402,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006402>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106403,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006403>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106404,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006404>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106405,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006405>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106406,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006406>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106501,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006501>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106502,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006502>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106503,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006503>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106504,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006504>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106505,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006505>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106506,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006506>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106601,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006601>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106602,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006602>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106603,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006603>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106604,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006604>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106605,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006605>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106606,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5006606>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106701,被动激活,,2,,己方全体精灵免控率和伤害加成提升10%~30%,1,100000,,,<5006701>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106702,被动激活,,2,,每个大回合结束，己方随机一个精灵的血量和怒气获得恢复,1,100000,,,<5006702>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106703,被动激活,,2,,入场己方所有单位满怒气,2,100000,,,<5006703>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106704,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006704>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106705,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006705>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106706,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006706>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106707,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006707>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106708,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006708>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106709,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006709>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106710,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006710>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106711,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006711>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106712,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006712>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106713,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006713>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106714,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006714>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106715,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006715>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106716,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006716>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106717,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006717>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106718,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006718>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106719,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006719>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106720,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006720>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106721,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006721>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106722,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006722>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106723,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006723>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106724,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006724>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106725,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006725>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106726,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006726>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106727,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006727>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106728,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006728>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106729,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006729>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106730,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5006730>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107101,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007101>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107102,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007102>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107103,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007103>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107104,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007104>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107105,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007105>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107106,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007106>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107201,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007201>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107202,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007202>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107203,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007203>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107204,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007204>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107205,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007205>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107206,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007206>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107301,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007301>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107302,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007302>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107303,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007303>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107304,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007304>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107305,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007305>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107306,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007306>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107401,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007401>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107402,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007402>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107403,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007403>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107404,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007404>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107405,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007405>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107406,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007406>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107501,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007501>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107502,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007502>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107503,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007503>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107504,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007504>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107505,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007505>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107506,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007506>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107601,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007601>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107602,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007602>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107603,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007603>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107604,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007604>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107605,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007605>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107606,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5007606>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107701,被动激活,,2,,己方全体精灵免控率和伤害加成提升10%~30%,1,100000,,,<5007701>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107702,被动激活,,2,,每个大回合结束，己方随机一个精灵的血量和怒气获得恢复,1,100000,,,<5007702>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107703,被动激活,,2,,全体速度提升20%,2,100000,,,<5007703>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107704,被动激活,,2,,所有精灵有50%概率附带连击，协战，邀战效果,2,100000,,,<5007704>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107705,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007705>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107706,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007706>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107707,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007707>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107708,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007708>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107709,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007709>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107710,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007710>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107711,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007711>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107712,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007712>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107713,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007713>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107714,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007714>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107715,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007715>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107716,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007716>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107717,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007717>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107718,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007718>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107719,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007719>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107720,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007720>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107721,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007721>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107722,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007722>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107723,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007723>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107724,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007724>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107725,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007725>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107726,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007726>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107727,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007727>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107728,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007728>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107729,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007729>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107730,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5007730>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108101,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008101>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108102,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008102>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108103,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008103>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108104,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008104>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108105,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008105>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108106,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008106>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108201,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008201>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108202,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008202>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108203,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008203>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108204,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008204>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108205,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008205>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108206,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008206>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108301,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008301>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108302,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008302>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108303,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008303>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108304,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008304>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108305,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008305>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108306,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008306>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108401,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008401>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108402,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008402>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108403,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008403>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108404,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008404>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108405,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008405>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108406,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008406>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108501,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008501>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108502,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008502>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108503,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008503>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108504,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008504>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108505,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008505>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108506,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008506>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108601,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008601>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108602,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008602>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108603,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008603>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108604,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008604>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108605,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008605>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108606,被动激活,,2,,这是一个神秘的徽章,2,100000,,,<5008606>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108701,被动激活,,2,,己方全体精灵免控率和伤害加成提升10%~30%,1,100000,,,<5008701>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108702,被动激活,,2,,每个大回合结束，己方随机一个精灵的血量和怒气获得恢复,1,100000,,,<5008702>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108703,被动激活,,2,,己方全体精灵反弹率提升30%,2,100000,,,<5008703>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108704,被动激活,,2,,单次受到的伤害量超过30%时恢复10%的血量,2,100000,,,<5008704>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108705,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008705>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108706,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008706>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108707,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008707>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108708,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008708>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108709,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008709>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108710,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008710>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108711,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008711>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108712,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008712>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108713,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008713>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108714,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008714>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108715,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008715>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108716,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008716>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108717,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008717>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108718,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008718>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108719,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008719>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108720,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008720>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108721,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008721>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108722,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008722>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108723,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008723>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108724,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008724>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108725,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008725>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108726,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008726>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108727,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008727>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108728,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008728>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108729,被动激活,,2,,这是一个神秘的徽章,1,100000,,,<5008729>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
