变量名,levelEnd,levelStart,themeCsvID,rangeFixs,monsters3,monsters2,monsters1
3188,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2822;572;1393;771;1313;1813>,<593;1172;631;3021;1303;1082>
3189,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1423;1172;1813;3143;1394;1393>,<1221;3303;1293;1893;493;593>
3190,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1423;1071;1231;712;3303;1293>,<1503;3353;1393;3021;1813;2233>
3191,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;1423;1231;3413;771;1813>,<1293;603;1841;1082;883;3303>
3192,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1423;493;1393;883;2723;3413>,<3543;1313;721;263;1903;3143>
3193,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<603;493;1231;3143;1893;1503>,<1841;1813;741;883;333;1903>
3194,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1394;2233;333;572;242;741>,<771;3003;3592;1253;753;1903>
3195,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1231;731;1841;1241;1221;1393>,<493;1503;721;712;572;593>
3196,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<603;1241;1221;1841;1503;3413>,<263;3143;2233;3021;242;771>
3197,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1841;1071;1394;393;2822;753>,<1303;1082;1903;3592;1172;883>
3198,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2233;493;3303;1231;1082;3143>,<1071;333;1503;1293;721;603>
3199,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1313;1253;1503;333;1231;2233>,<1172;493;2822;3353;1071;572>
3200,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<731;572;1393;2233;712;1813>,<1172;3592;242;1313;771;333>
3201,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<242;1071;1082;883;3413;1261>,<333;3353;1313;263;1423;631>
3202,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;593;1303;2723;3543;1903>,<712;753;493;3021;883;3303>
3203,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1303;1241;1172;333;263;603>,<493;1813;883;393;572;1313>
3204,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;1313;1981;1971;1903;3631>,<721;333;3003;731;761;1253>
3205,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<883;3413;1423;1893;1813;3631>,<242;3543;731;741;1841;771>
3206,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1172;333;883;2723;1071;603>,<1981;1503;1971;721;3003;741>
3207,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1393;3143;593;1423;3303;263>,<1394;1841;712;721;761;1303>
3208,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1271;263;731;1293;1971;631>,<712;1313;493;1231;2723;3413>
3209,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1393;761;2723;1253;753;1172>,<3353;1313;2233;3592;1241;631>
3210,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<333;1971;712;1813;3303;2723>,<2233;263;242;3021;593;741>
3211,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1271;3413;3631;1313;1293;3543>,<1082;741;3021;1231;1071;1893>
3212,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1813;572;333;1293;1394;3143>,<1893;1503;721;3021;1082;2233>
3213,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<333;753;1172;572;1221;1503>,<712;3592;741;3303;393;493>
3214,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2822;1393;712;771;603;1813>,<1241;2723;333;1394;1261;1071>
3215,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;333;3003;712;1313;1071>,<263;1893;1261;1221;2233;1293>
3216,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<572;242;1893;741;1293;593>,<631;1082;1303;333;761;1313>
3217,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1221;771;3143;242;1423;1841>,<761;2723;1082;1303;1293;3003>
3218,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<883;3413;761;721;1423;1172>,<333;731;1241;1813;1221;1971>
3219,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<242;1231;3353;263;1303;1253>,<3143;712;2233;1841;493;1423>
3220,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<761;3543;1893;1903;712;1261>,<771;3631;1971;1271;3003;1253>
3221,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1221;2723;1393;753;1423;1303>,<712;2233;1253;3003;3303;3143>
3222,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<572;1221;1423;3543;631;3303>,<1313;3021;1503;2233;493;242>
3223,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<593;1313;1394;1423;1221;721>,<2822;1271;1293;1261;603;242>
3224,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2822;1241;3631;1893;721;1313>,<1253;1903;263;712;3592;493>
3225,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;1221;242;1241;2822;1271>,<753;1423;1172;712;761;1071>
3226,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1172;1082;1241;1253;1903;1221>,<3543;883;2822;263;3303;603>
3227,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2822;3413;1241;3353;3003;1172>,<3021;393;1293;1393;753;1394>
3228,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<593;1261;1503;572;1082;3303>,<1893;741;1303;3631;1313;242>
3229,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1394;242;3303;741;3003;1071>,<761;3413;631;393;1231;712>
3230,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1981;1271;753;1172;3021;1813>,<1971;1903;3592;883;771;3143>
3231,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<333;393;1893;741;3303;631>,<3003;761;1172;1271;731;1981>
3232,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1971;1841;761;3353;721;1261>,<1813;1221;753;1503;242;771>
3233,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1253;731;1393;3143;712;3543>,<3003;572;603;1221;1893;3353>
3234,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1082;1231;572;3543;1253;242>,<1841;1303;1394;3631;1971;1503>
3235,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1231;1893;1981;1172;1293;1261>,<3413;1241;1503;721;1082;1313>
3236,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3303;3021;3003;1813;1303;3413>,<1981;1893;242;3592;572;1082>
3237,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1172;1271;2723;1903;712;3353>,<741;263;3413;1423;393;731>
3238,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3353;3592;1172;572;1271;3413>,<3143;1903;1981;1893;1394;333>
3239,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;731;3021;741;753;1071>,<1394;1271;1261;1221;242;3592>
3240,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1971;1423;3303;1221;3003;753>,<3021;1893;741;631;3592;1303>
3241,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1394;1221;1503;1172;242;3143>,<1313;3413;1893;2822;1971;1231>
3242,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<603;3592;1503;593;1261;2723>,<761;631;2233;1271;393;712>
3243,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1253;3631;603;1172;3021;1261>,<1393;2723;263;3543;3003;493>
3244,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<493;3303;753;242;1231;3003>,<3631;1503;731;3543;603;712>
3245,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<883;1303;3021;3413;1893;1082>,<3003;3143;1841;1903;1423;1394>
3246,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<712;2233;3413;3021;761;3003>,<1253;603;3543;1172;263;731>
3247,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;1893;1271;3003;1261;1503>,<242;1903;3543;1981;631;2822>
3248,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1071;3592;631;3413;1893;2233>,<1813;1903;761;1271;3303;1303>
3249,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<493;712;1394;1253;1393;1841>,<3592;631;1241;3631;593;1503>
3250,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1971;493;1231;721;1172;333>,<883;1241;3592;3003;1503;3353>
3251,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<771;1503;593;3353;3543;3303>,<1981;1221;603;1903;1393;393>
3252,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<883;1221;1813;1893;1303;2723>,<3143;242;3021;593;393;603>
3253,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<883;1313;3021;712;1813;2723>,<3413;1241;3631;1071;1903;631>
3254,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<242;1172;771;593;761;3021>,<333;1293;572;1393;2822;1981>
3255,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1231;242;493;1172;3592;263>,<1313;1071;1981;1813;3543;593>
3256,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1893;761;1981;1303;1841;333>,<1271;2233;393;3631;572;2822>
3257,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<712;761;1893;1293;3003;3543>,<2723;2822;883;3592;1394;3303>
3258,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1241;572;1313;3353;712;3543>,<721;3592;3413;1303;1393;1893>
3259,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3021;1241;2723;3413;631;1841>,<3143;242;3303;572;1071;712>
3260,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3003;1841;1172;1893;761;883>,<1303;1221;242;1903;572;753>
3261,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;1221;753;1082;3543;1172>,<2233;1903;3353;1813;721;1981>
3262,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2822;1903;1082;393;333;3543>,<721;2233;572;1253;242;1261>
3263,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3592;1261;3353;242;3543;753>,<572;333;1082;1313;771;1981>
3264,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1082;3592;712;593;1903;1172>,<333;1221;572;761;1423;1303>
3265,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1082;741;1241;3021;3143;1293>,<1253;1393;1271;1071;393;242>
3266,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3003;1271;1394;761;263;1423>,<731;3143;712;1503;1313;1813>
3267,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<333;1071;1903;2723;263;1172>,<883;1293;393;631;1231;1813>
3268,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3631;1172;1813;572;761;1253>,<1293;631;593;1503;333;3543>
3269,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<741;333;731;1082;883;493>,<1393;721;393;1172;1293;3413>
3270,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1394;1423;1393;1071;1841;761>,<1893;3143;1271;1241;771;263>
3271,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2233;572;263;1503;1231;1903>,<1981;1241;1393;1893;1253;593>
3272,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1071;1981;2723;3003;3543;3631>,<3303;2233;1423;1394;741;721>
3273,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1903;393;3003;753;1271;1082>,<883;1293;572;3631;3143;242>
3274,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1231;1303;1503;3413;333;741>,<1271;1394;593;1313;3592;883>
3275,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<333;1071;3003;1303;1893;771>,<1082;1271;3413;741;1423;753>
3276,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1971;721;1271;572;3543;883>,<3353;741;263;3631;1423;3021>
3277,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1971;242;1394;263;1253;593>,<883;1271;493;3631;631;1423>
3278,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;1261;1971;593;603;731>,<263;1271;1813;3303;572;1231>
3279,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1313;1261;572;1394;333;1971>,<1813;753;712;603;1082;1271>
3280,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1981;761;1971;631;1261;3021>,<493;1813;731;3353;1253;741>
3281,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<731;1241;761;1303;3303;493>,<631;753;1981;1293;393;1313>
3282,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<731;1893;712;2723;741;2233>,<1423;3143;3631;2822;1813;1303>
3283,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3003;1293;2723;1903;1981;3353>,<2233;1841;883;493;263;3303>
3284,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1172;242;603;3631;1303;1813>,<3021;3413;731;3003;1903;2822>
3285,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1303;2723;1071;1082;1841;3143>,<3353;721;3303;593;1893;1241>
3286,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3303;1231;721;3592;3631;731>,<1221;771;3353;393;1423;1253>
3287,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1221;3353;1253;731;771;2723>,<1231;1303;3003;712;393;1394>
3288,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1253;712;771;3021;393;333>,<493;1313;1841;3592;3003;721>
3289,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1261;242;1813;1503;2723;712>,<753;3303;883;1903;3543;493>
3290,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1423;572;3413;2822;1313;1231>,<1293;1903;712;3303;1813;3003>
3291,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<333;2233;493;1253;3353;572>,<3592;3413;1293;3143;1393;1303>
3292,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1241;1082;3003;603;1903;1503>,<1231;1271;242;3021;263;3543>
3293,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<333;1253;1903;493;1241;753>,<393;712;883;1261;1893;242>
3294,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1893;242;1221;3543;2723;631>,<572;603;1813;263;1503;731>
3295,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1241;1903;333;721;3353;731>,<1293;3143;1231;2233;883;393>
3296,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3543;2233;1071;593;771;631>,<1841;2822;731;3021;3003;1221>
3297,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1313;1172;3003;1981;1082;3303>,<883;1303;1071;771;753;1231>
3298,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1503;1231;721;1271;242;1293>,<1241;2723;1303;603;883;1393>
3299,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1394;3353;1231;741;333;1971>,<753;572;242;1253;1893;1261>
3300,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<883;1082;1503;333;3143;242>,<712;731;1813;1313;1423;1231>
3301,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1503;572;1303;631;761;2822>,<1981;3543;3592;1253;493;1393>
3302,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1303;263;1981;712;771;1893>,<2822;3353;333;1271;2723;1221>
3303,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1293;3592;1241;393;753;1971>,<3143;263;1841;1981;3021;883>
3304,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2822;712;3592;3143;3413;333>,<493;1071;1841;721;2723;3543>
3305,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3592;3413;1241;1841;2233;2822>,<493;731;572;242;3303;1394>
3306,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1503;1313;1261;3143;771;1303>,<3631;721;731;1271;572;3353>
3307,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1253;493;1241;721;741;1503>,<1423;1893;1313;3353;1071;712>
3308,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1293;753;1071;572;263;242>,<603;1813;3543;3021;3353;2822>
3309,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1241;761;1253;1423;1231;2723>,<242;1172;1313;3353;2822;631>
3310,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1393;1423;771;731;1261;593>,<1813;1253;1841;1313;3413;493>
3311,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3303;731;1241;1231;3353;572>,<771;1293;1971;1841;1813;1893>
3312,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1293;2723;572;1231;1423;712>,<753;1082;333;1841;1313;2822>
3313,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1813;1261;333;1253;572;1981>,<1293;741;3021;493;1172;1303>
3314,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<263;333;2723;3003;603;1423>,<1393;1071;1303;3543;1503;1253>
3315,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1261;741;1503;1813;3021;721>,<603;2723;3143;1303;731;1241>
3316,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<333;3631;1503;741;3413;1293>,<3303;2233;631;731;1231;1971>
3317,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<263;1903;1394;3021;1503;3143>,<393;761;1313;1221;1393;883>
3318,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1903;631;1241;3143;242;1423>,<3353;263;3413;761;2723;1082>
3319,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3021;631;1231;883;1303;761>,<2723;3631;3143;333;741;1261>
3320,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<753;1082;1981;1221;3003;3631>,<593;1893;1303;1903;731;761>
3321,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1221;631;1241;1813;2233;493>,<771;242;333;1393;393;263>
3322,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<883;3021;3303;1271;741;3353>,<1313;2233;1394;242;3592;1423>
