变量名,res2,expAdd,icon,repeatExpAdd,desc,spineRes,startResScale,quality,type,position,series,currentNum,res,showTest,decorativeness,floorStackMax,stackMax,spineRes2,name,repeatDecorateProp,spineData,attr,size,startPos,touchSize,startPos2,touchSize2,treadArea,relSize,languages
78016,,440,config/item/furniture/icon_yc.png,,偌大的小院里一定要配置一个泳池，这样才会有“豪宅”的感觉嘛,,,1,401,,120,,city/town/furniture/xiaoyuan/img_yc.png,,56,1,1,,小型泳池,,,{flip=TRUE},{height=5;width=5},{x=-327;y=71},<<4;65>;<152;2>;<323;69>;<171;139>;<68;126>>,,,<<6;3>;<6;4>;<6;2>>,,
78017,,530,config/item/furniture/icon_yyty.png,,可以两人近距离的挨着坐，也可以一个人大咧咧的横躺着摇，怎么舒服怎么来,,1.9,,401,,118,,city/town/furniture/xiaoyuan/img_yyty.png,,50,1,1,,悠闲双人吊椅,,,{flip=TRUE},{height=4;width=3},{x=-219;y=6},<<114;3>;<274;82>;<226;251>;<25;162>;<4;78>>,,,<<0;2>;<0;3>>,,
78018,,155,config/item/furniture/icon_zz.png,75,各种精灵造型的杯子蛋糕，香喷喷的烤肉、各种冰镇气泡饮料…桌上琳琅满目的食物可以随意拿取哦！,,,,401,,103,,city/town/furniture/xiaoyuan/img_zz.png,,24,,3,,野餐点心桌,<1;0.4;0.2>,,{flip=TRUE},{height=2;width=2},{x=-163;y=8},<<78;3>;<153;37>;<158;96>;<78;153>;<1;94>;<5;34>>,,,,,
78019,,90,config/item/furniture/icon_h2.png,40,花朵仿佛是从地上长出来一样，笔直的矗立着，老远就能闻到沁人心脾的各种花香,,,,401,,117,,city/town/furniture/xiaoyuan/img_h2.png,,22,5,5,,花团锦簇,<1;0.4;0.2>,,{flip=TRUE},{height=2;width=2},{x=-117;y=19},<<61;5>;<115;31>;<61;158>;<3;37>>,,,,,
78020,,250,config/item/furniture/icon_shuichi.png,120,夏日·季节限定哦！静谧的水流和长满青苔的石板，远远看着就感觉心莫名的安静了下来,,2.1,,401,,127,,city/town/furniture/xiaoyuan/img_shuichi.png,,30,,3,,园林一角,<1;0.5;0.2>,,{flip=TRUE},{height=4;width=5},{x=-297;y=4},<<168;9>;<162;55>;<201;137>;<141;208>;<70;213>;<8;124>;<21;73>;<113;14>>,,,<<1;0>;<2;0>;<0;1>;<0;2>>,,<cn;tw;en;en_eu;en_us;kr>
78021,,240,config/item/furniture/icon_binguiche.png,120,夏日·季节限定哦！有许过夏天想要拥有随时拿取的冰饮小摊的你，可不能错过这个手推车,,1.9,,401,,127,,city/town/furniture/xiaoyuan/img_binguiche.png,,30,2,2,,冰饮小推车,<1;0.5>,,{flip=TRUE},{height=3;width=3},{x=-207;y=34},<<95;2>;<187;49>;<187;103>;<136;132>;<146;201>;<115;252>;<40;213>;<3;179>;<2;61>>,,,,,<cn;tw;en;en_eu;en_us;kr>
78022,,740,config/item/furniture/icon_huati.png,,夏日·季节限定哦！有谁会不爱整天泡在水上乐园里玩水呢？,,2.1,1,401,,127,,city/town/furniture/xiaoyuan/img_huati.png,,89,1,1,,水乐园,,,{flip=TRUE},{height=5;width=6},{x=-450;y=25},<<202;4>;<385;93>;<385;206>;<253;353>;<180;309>;<175;262>;<110;227>;<112;189>;<0;128>;<3;102>>,,,<<0;4>;<0;5>>,,<cn;tw;en;en_eu;en_us;kr>
78023,,145,config/item/furniture/icon_huache.png,70,“呜！呜！”从鬼怪世界开向万圣派对的一列火车，车上满载的缤纷各色的花朵,,,,401,,,,city/town/furniture/xiaoyuan/img_huache.png,,24,,3,,南瓜花车,<1;0.5;0.2>,,{flip=TRUE},{height=1;width=4},{x=-325;y=6},<<173;5>;<4;83>;<14;141>;<68;147>;<192;82>;<204;16>>,,,,,<cn;tw;en;en_us;en_eu;kr>
78024,city/town/furniture/xiaoyuan/img_jiazigu1.png,245,config/item/furniture/icon_jiazigu_zhengmian.png,,院落响起的安静的摇滚，收敛着狂野，在这喧闹的夜晚放肆喧嚣,,1.96,,401,,129,,city/town/furniture/xiaoyuan/img_jiazigu.png,,81,1,1,,摇滚不死,,,{double=ture;flip=TRUE},{height=3;width=4},{x=-241;y=61},<<0;46>;<60;5>;<166;4>;<233;35>;<248;150>;<166;191>;<60;212>;<4;105>>,{x=-314;y=43},<<35;13>;<168;4>;<231;28>;<250;150>;<65;213>;<3;104>>,<<2;0>;<1;0>;<3;0>>,,<cn;tw;en;en_us;en_eu;kr>
78025,,530,config/item/furniture/icon_shengdanshu.png,,看不出来Ta其实是胡说树吧？多戳Ta几次就知道啦！,townfurniture/shengdanjiayuan_shengdanshu.skel,,1,401,,132,,,,47,1,1,,“一颗”胡说树,,{effect=<effect1;effect2>;effect_loop=<effect1_loop>;size={width=250;height=295}},{flip=TRUE},{height=3;width=3},{x=-235;y=-3},<<112;21>;<233;59>;<129;293>;<94;293>;<-3;74>>,,,,,<cn;tw;en;en_us;en_eu;kr>
78026,,740,config/item/furniture/icon_liwudui.png,,信使鸟对于你收到的这一堆礼物表示很好奇，戳Ta帮忙一块拆礼物！,townfurniture/shengdanjiayuan_xinshiniao.skel,,,401,,132,,,,23,1,1,,圣诞礼物,,{effect=<effect1>;effect_loop=<effect_loop>;size={width=250;height=135}},{flip=TRUE},{height=4;width=4},{x=-242;y=67},<<0;42>;<46;3>;<198;5>;<243;42>;<240;105>;<84;124>;<11;81>>,,,,,<cn;tw;en;en_us;en_eu;kr>
78027,,95,config/item/furniture/icon_fengzheng.png,50,虽然风筝扁扁的，但是在远处从正面看着像是一颗草莓馅的汤圆~,townfurniture/jj_fengzheng.skel,,,401,,138,,,,21,2,2,,拴住胖丁,<1;0.4>,{effect_loop=<effect_loop>;size={width=180;height=325}},{flip=TRUE},{height=1;width=1},{x=-59;y=-52},<<4;36>;<57;41>;<176;236>;<138;323>;<55;322>;<73;163>;<2;104>>,,,,,<cn;tw;en;en_us;en_eu;kr>
78028,,255,config/item/furniture/icon_huadeng.png,130,新年点花灯寓意团圆红火，平安顺意，但…不用这么呆萌吧鲤鱼王？！,townfurniture/jj_liyuwang.skel,,,401,,138,,,,46,2,2,,"红""鲤""花灯",<1;0.5>,{effect_loop=<effect_loop>;size={width=210;height=205}},{flip=TRUE},{height=2;width=2},{x=-211;y=-28},<<3;118>;<37;47>;<101;18>;<179;59>;<196;167>;<141;202>;<53;184>>,,,<<0;1>;<0;2>>,,<cn;tw;en;en_us;en_eu;kr>
78029,,385,config/item/furniture/icon_dengjiamen.png,195,戳一下听听看花落的声音~门廊设计非常古风，加上顶部缠满了花枝，在这里拍照一定很好看啊,townfurniture/jj_gongmen.skel,,,401,,138,,,,51,2,2,,花满门廊,<1;0.5>,{effect=<effect>;effect_loop=<effect_loop>;size={width=260;height=345}},{flip=TRUE},{height=4;width=2},{x=-181;y=-17},<<1;197>;<38;42>;<82;21>;<233;101>;<239;299>;<154;340>;<4;251>>,,,<<0;2>;<0;3>;<3;3>;<3;2>>,,<cn;tw;en;en_us;en_eu;kr>
78030,,740,config/item/furniture/icon_longmen.png,,戳一下可以在小院看烟花哦~一跃龙门寓意高升，来年一定顺顺利利！,townfurniture/jj_longmen.skel,,1,401,,138,,,,86,1,1,,跃龙门,,{effect=<effect>;effect_loop=<effect_loop>;size={width=500;height=390}},{flip=TRUE},{height=5;width=8},{x=-607;y=-11},<<287;13>;<2;156>;<57;358>;<435;313>;<488;116>>,,,<<0;2>;<0;3>;<0;4>;<9;4>;<9;3>;<9;2>>,,<cn;tw;en;en_us;en_eu;kr>
78031,,530,config/item/furniture/icon_motianlun.png,,据说摩天轮升到最高的时候，许的愿望会实现哦,townfurniture/jiaju_mtl.skel,,1,401,,140,,,,72,1,1,,天空之眼,,{effect_loop=<effect1_loop>;size={width=380;height=520}},{flip=TRUE},{height=6;width=3},{x=-217;y=-13},<<128;-1>;<339;131>;<305;363>;<172;487>;<35;401>;<-1;66>>,,,<<3;0>;<2;0>;<1;0>;<1;7>;<2;7>;<3;7>>,,
78032,,740,config/item/furniture/icon_huati1.png,,小时候的愿望实现了，现在家里小院中真的有了一个自己的乐园！,townfurniture/jiaju_hht.skel,,1,401,,140,,,,86,1,1,,城堡滑梯,,{effect=<effect2>;effect_loop=<effect1_loop>;size={width=330;height=450}},{flip=TRUE},{height=3;width=7},{x=-548;y=44},<<8;123>;<286;10>;<328;39>;<234;232>;<235;345>;<168;438>;<102;344>;<81;232>>,,,<<0;2>;<0;1>;<0;3>;<8;1>;<8;2>;<8;3>>,,
78500,,,img/kongbai.png,,院落家具占位格,,,,401,,,,img/kongbai.png,TRUE,,,1000,,院落家具占位格,,,,{height=2;width=1},{x=-60;y=0},<<-8;20>;<32;0>;<114;40>;<72;60>>,,,,,
