变量名,name,languages,drawlanguages,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction,location,aidID,contractPlan,emeraPlanID,__version,chipsMod,contractMod,gemMod
3832,穿着熊,<cn;kr;tw;en;en_us;en_eu>,<cn>,3831,,<7>,2,,,,,,,,,,,,<11;12;15;16>,,<120;60;125;80;55;60;500>,,3,11,3,<606;607;608;602;603>,,,3,3832,,{176=<38331;38332;38333;38336;61101;61102>},38323,<38321;38322;38323;38326;61101;61102>,3831,,<11013;11113;11213;11313>,23831,3,3,{drawcard=huang_effect_loop},3831,,3,3,3,<38311;38312;38313;38314>,1142,15,1.2,穿着熊看起来像一只粉红色的绒毛玩具熊，头部及尾巴是粉红色，身体则是黑色。穿着熊与外表相反存有危险性，它拥有压倒性的肌肉力量，以惊人的怪力而自豪。在阿罗拉地区也有很多人称之为最危险的宝可梦,暴力输出：震慑击退,,410,,,,<<110;204>;<111;206>;<112;204>>,
3841,甜竹竹,<cn;kr;tw;en;en_us;en_eu>,<cn;kr;tw;en;en_us;en_eu>,3841,,<7>,,,,,,,,3841,53841,,2,,<24;23;14;16>,,<42;32;30;38;30;38;210>,,3,11,3,<609;610;611;602;603>,,,3,3841,,,38413,<38411;38412;38413;38416;61101;61102>,3841,,<11003;11103;11203;11303>,23841,3,3,{drawcard=huang_effect_loop},3841,,3,3,3,<38411;38412;38413;38414>,1542,15,0.72,甜竹竹，水果宝可梦，草属性。体内会散发出闻起来很美味的香气，被这个香味引诱，有很多的鸟宝可梦都会以为是真的水果。,暴力输出：热带连击,,410,,,,<<110;204>;<111;206>;<112;204>>,
3842,甜舞妮,<cn;kr;tw;en;en_us;en_eu>,<cn;kr;tw;en;en_us;en_eu>,3841,,<7>,2,,,,,,,3841,53841,,2,,<6;8;14;16>,,<52;62;40;48;40;48;290>,,3,11,3,<609;610;611;602;603>,,,3,3842,,,38423,<38421;38422;38423;38426;61101;61102>,3841,,<11003;11103;11203;11303>,23841,3,3,{drawcard=huang_effect_loop},3841,,3,3,3,<38411;38412;38413;38414>,1542,15,0.72,甜舞妮，水果宝可梦，是草属性。为了保护身体有着坚硬的壳盖，所以她使出的连环巴掌具有相当大的威力。,暴力输出：热带连击,,410,,,,<<110;204>;<111;206>;<112;204>>,
3843,甜冷美后,<cn;kr;tw;en;en_us;en_eu>,<cn;kr;tw;en;en_us;en_eu>,3841,,<7>,3,,,,,,,3841,53841,,2,,<11;12;15;16>,,<72;72;120;98;50;98;510>,,3,11,3,<609;610;611;602;603>,,,3,3843,,,38433,<38431;38432;38433;38436;61101;61102>,3841,,<11003;11103;11203;11303>,23841,3,3,{drawcard=huang_effect_loop},3841,,3,3,3,<38411;38412;38413;38414>,1542,15,0.72,甜冷美后，水果宝可梦，草属性。擅长使用脚踢招式，会踩着落败的对手夸耀胜利。据说甜冷美后头顶像王冠一样的部位一旦被触碰，力量便会消失。,暴力输出：热带连击,,410,,,,<<110;204>;<111;206>;<112;204>>,
3881,胆小虫,<cn>,<cn>,3881,,<7>,,,,,,,,3881,53881,,,,<15;16;11;12>,,<25;80;35;40;20;30;230>,,3,11,3,<609;610;611;602;603>,,,3,3881,,,38813,<38811;38812;38813;38816;61151;61152>,3881,,<11003;11103;11203;11303>,23881,3,3,{drawcard=huang_effect_loop},3881,2,3,3,3,<38811;38812;38813;38814>,1072,15,0.75,胆小虫，疾行宝可梦，是虫跟水属性。从海滩到海底，他会住在各种地方。就算食物腐烂也会吃光，是大自然的清洁工人。,虫系前排&防守反击,,420,4,,,<<113;206>;<114;206>;<115;204>>,
3882,具甲武者,<cn>,<cn>,3881,,<7>,2,,,,,,,3881,53881,,,,<15;16;11;12>,,<75;40;125;140;60;90;530>,,3,11,3,<609;610;611;602;603>,,,3,3882,,,38823,<38821;38822;38823;38826;61151;61152>,3881,,<11003;11103;11203;11303>,23881,3,3,{drawcard=huang_effect_loop},3881,2,3,3,3,<38811;38812;38813;38814>,1072,15,0.75,具甲武者，装甲宝可梦，是水跟虫属性。覆盖在身体的坚硬外壳，拥有媲美钻石的硬度。可以自由伸缩的爪子，是他最强的武器。,虫系前排&防守反击,,420,4,,,<<113;206>;<114;206>;<115;204>>,
3941,爆焰龟兽,<cn;kr;tw;en;en_us;en_eu>,,3941,,<8>,,,,,,,,3941,53941,,,,<18;20;15;14>,,<60;36;78;135;91;85;485>,,3,11,3,<618;619;620;602;603>,,,3,3941,,,39413,<39411;39412;39413;39416;61101;61102>,3941,,<11033;11133;11233;11333>,23941,3,3,{drawcard=huang_effect_loop},3941,,3,3,3,<39411;39412;39413;39414>,1162,15,0.6,爆焰龟兽栖息在火山，由于进食在火山口附近的硫磺等，甲壳内形成一层以硫磺为主要成分的炸药层。受到冲击的话会从甲壳的刺散射出火花点燃，发生爆炸。它会从鼻孔里喷出火焰和毒瓦斯,火系坦克&灼烧引爆,,420,4,,,<<113;206>;<114;206>;<115;204>>,
3961,谜拟Ｑ,<cn;kr;tw;en;en_us;en_eu>,,3961,,<7>,,,,,,,,3961,53961,,,,<6;8;22;25>,,<55;96;90;80;50;105;476>,,3,11,3,<621;622;623;602;603>,,,3,3961,,,39613,<39611;39612;39613;39616;61151;61152>,3961,,<11023;11123;11223;11323>,23961,3,3,{drawcard=huang_effect_loop},3961,,3,3,3,<39611;39612;39613;39614>,1522,15,0.55,谜拟Ｑ，画皮宝可梦，是幽灵跟妖精属性。除了知道它披着跟皮卡丘长得很像的破布之外，是一个真的充满谜团的宝可梦。据说有学者看过里面之后，就被吓到住院了。,画皮&一起玩呀,,430,2,,,<<116;204>;<117;206>>,
3981,老翁龙,<cn;kr;tw;en;en_us;en_eu>,,3981,,<8>,,,,,,,,3981,53981,,,,<22;24;18;20>,,<78;36;60;85;135;91;485>,,3,11,3,<606;607;608;602;603>,,,3,3981,,,39813,<39811;39812;39813;39816;61101;61102>,3981,,<11013;11113;11213;11313>,23981,3,3,{drawcard=huang_effect_loop},3981,,3,3,3,<39811;39812;39813;39814>,1202,15,0.78,老翁龙是一条青绿色的龙，身上有浅绿色的部分。老翁龙的头顶、下巴、腹部和尾巴都是白色的毛发，看起来像是一个老人。老翁龙有着黄色的眉毛和粉红色的眼睛,龙系辅助&怒火冲天,,410,,,,<<110;204>;<111;206>;<112;204>>,
4001,心鳞宝,<cn;tw;en_us;kr>,,4001,,<7>,,,,,,,,4001,54001,,0,,<11;12;15;16>,,<45;45;55;65;45;45;300>,,3,11,3,<618;619;620;602;603>,,,3,4001,,,40013,<40011;40012;40013;40016;61101;61102>,4001,,<11033;11133;11233;11333>,24001,3,3,{drawcard=huang_effect_loop},4001,,3,3,3,<40011;40012;40013;40014>,1042,15,0.75,心鳞宝看起来就像是一头幼龙宝宝，它四肢着地，身上有着大小不一的鳞片，最大的鳞片位于它的头顶，一个巨大的鳞片将其的双眼隔开，鳞片呈现心形，而身体的背部也有着鳞片，就连尾巴的尾端也有鳞片，但这些鳞片是水滴状的，只有头顶的鳞片是心形的。,龙之斗士&防弹鳞甲,,410,,,,<<110;204>;<111;206>;<112;204>>,
4002,鳞甲龙,<cn;tw;en_us;kr>,,4001,,<7>,2,,,,,,,4001,54001,,0,,<11;12;15;16>,,<55;65;75;90;65;70;420>,,3,11,3,<618;619;620;602;603>,,,3,4002,,,40023,<40021;40022;40023;40026;61101;61102>,4001,,<11033;11133;11233;11333>,24001,3,3,{drawcard=huang_effect_loop},4001,,3,3,3,<40011;40012;40013;40014>,1042,15,0.75,鳞甲龙从心鳞宝进化后，便会脱离群体，为了修行展开单独行动。只要是可成为战斗对手的宝可梦出现的地方，都可以看见鳞甲龙的身影。它会发起激烈得连手臂的鳞片也会脱落的搏斗,龙之斗士&防弹鳞甲,,410,,,,<<110;204>;<111;206>;<112;204>>,
4003,杖尾鳞甲龙,<cn;tw;en_us;kr>,,4001,,<7>,3,,,,,,,4001,54001,,0,,<11;12;15;16>,2,<75;85;110;125;100;105;600>,,3,11,3,<618;619;620;602;603>,,,3,4003,,,40033,<40031;40032;40033;40036;61101;61102>,4001,,<11033;11133;11233;11333>,24001,3,3,{drawcard=huang_effect_loop},4001,,3,3,3,<40011;40012;40013;40014>,1042,15,0.75,杖尾鳞甲龙是鳞甲龙完成严格修行后，集压倒性的实力于一身进化而成。它会返回出生后的成长地，在远离心鳞宝们的地方默默守护着它们。,龙之斗士&防弹鳞甲,,410,,,,<<110;204>;<111;206>;<112;204>>,
4011,卡璞·鸣鸣,<cn;kr;tw;en_us>,,4011,,,,,,,,,,4011,54011,,0,,<8;9;13;12>,,<70;130;115;85;95;75;570>,,3,11,3,<612;613;614;602;603>,,,3,4011,,,40113,<40111;40112;40113;40116;61101;61102>,4011,,<11053;11153;11253;11353>,24011,3,3,{drawcard=huang_effect_loop},4011,,3,3,3,<40111;40112;40113;40114>,1562,15,0.7,卡璞·鸣鸣能操纵雷，会呼唤雷雨云在体内储存雷。它被称为是阿罗拉地区的岛屿之一的美乐美乐岛的守护神。虽然被称为是守护神，但并不代表会经常作出帮助，性格意外地善变，会袭击破坏自己心情的人类和宝可梦，是性情凶悍的神。,岛屿守护神&电气制造者,,410,,,,<<110;204>;<111;206>;<112;204>>,
4012,卡璞·蝶蝶,<cn;kr;tw;en;en_us;en_eu>,,4012,,,,,,,,,,4012,54012,,0,,<22;24;18;20>,2,<70;95;85;75;130;115;570>,,3,11,3,<606;607;608;602;603>,,,3,4012,,,40123,<40121;40122;40123;40126;61151;61152>,4012,,<11013;11113;11213;11313>,24012,3,3,{drawcard=huang_effect_loop},4012,,3,3,3,<40121;40122;40123;40124>,1532,15,0.7,土地神宝可梦，阿罗拉岛屿守护神之一，兼有天真与残酷的性格，被誉为自然的化身，会四处飞舞，撒下不可思议光芒的鳞粉，据说碰到的人眨眼间就会恢复活力,岛屿守护神&精神制造者,,430,2,,,<<116;204>;<117;206>>,
4013,卡璞·哞哞,<cn;kr;tw;en;en_us;en_eu>,,4013,,<7>,,,,,,,,4013,54013,,0,,<11;12;15;16>,2,<70;75;130;115;85;95;570>,,3,11,3,<609;610;611;602;603>,,,3,4013,,,40133,<40131;40132;40133;40136;61151;61152>,4013,,<11003;11103;11203;11303>,24013,3,3,{drawcard=huang_effect_loop},4013,,3,3,3,<40131;40132;40133;40134>,1512,15,0.7,卡璞·哞哞拥有操纵草木并让它成长的力量，是乌拉乌拉岛的守护神。它可以通过这力量操纵草木将敌人捆得动弹不得后，使自己所持有的木制的角变得巨大或进行变形来对战，用角一下子刺向对方。它会拔出巨大的树木，轰轰地来回挥舞，让草木茂盛，吸收其中的能量。卡璞·哞哞不太喜欢进行活动，表现得十分稳重,岛屿守护神&青草制造者,,430,2,,,<<116;204>;<117;206>>,
4014,卡璞·鳍鳍,<cn>,,4014,,<8>,,,,,,,,4014,54014,,0,,<6;14;18;22>,,<70;85;75;115;95;130;570>,,3,11,3,<621;622;623;602;603>,,,3,4014,,,40143,<40141;40142;40143;40146;61151;61152>,4014,,<11023;11123;11223;11323>,24014,3,3,{drawcard=huang_effect_loop},4014,2,3,3,3,<40141;40142;40143;40144>,1202,15,0.7,卡璞·鳍鳍有一个形似美人鱼的黑色身体与飘逸的长发。它有浅蓝色的眼睛与白色的眼睑，在每只眼睛的外角有一个浅蓝色的鳍状标记。它的前额有一个白色的T形标记，胸部有一个白色的小V形。它的肩膀上环绕着紫色的环，细长的手臂上有三个手指的蹼状手并长有紫色的尖锐指甲。,岛屿守护神&薄雾制造者,,430,2,,,<<116;204>;<117;206>>,
4023,索尔迦雷欧,<cn;kr;tw;en;en_us;en_eu>,,4023,,<7>,,,,,,,,4023,54023,,0,,<10;11;13;9>,3,<137;97;137;107;113;89;680>,,4,21,4,<606;607;608;604;605>,,,4,4023,,{129=<41231;41232;41233;41236;61151;61152>},40233,<40231;40232;40233;40236;61151;61152>,4023,,<11014;11114;11214;11314>,24023,4,4,{drawcard=hong_effect_loop},4023,7,4,4,4,<40231;40232;40233;40234>,1183,20,1.37,日轮宝可梦，自远古时代起，它就作为太阳之使者备受尊崇，如太阳一般会抹去黑暗，照亮世界，释放出无尽的光能，即使是暗夜也会照得如同白昼,吞噬太阳之兽,,520,4,,<1044;1045>,<<122;202>;<123;204>>,<2045;2048;2052>
4024,露奈雅拉,<cn;kr;tw;en;en_us;en_eu>,,4024,,<8>,,,,,,,,4024,54024,,0,,<18;19;20;21>,3,<137;97;113;89;137;107;680>,,4,21,4,<606;607;608;604;605>,,,4,4024,,{135=<41241;41242;41243;41246;61151;61152>},40243,<40241;40242;40243;40246;61151;61152>,4024,,<11014;11114;11214;11314>,24024,4,4,{drawcard=hong_effect_loop},4024,9,4,4,4,<40241;40242;40243;40244>,1193,20,1.37,露奈雅拉是阿罗拉地区的传说的宝可梦。自远古时代起，它就作为月亮之使者备受尊崇，古人以敬畏的心称之为“邀引月亮之兽”。据说它是栖息在其他世界的，当第三只眼浮现时就会飞去其他世界，有时候会从通往异世界的洞穴里把未知的力量和生命召唤到这个世界来,潜灵奇袭&月相掌控,,530,2,,<2048;2052>,<<124;204>;<125;202>>,<2040;2038;2039>
4031,虚吾伊德,<cn;kr;tw;en;en_us;en_eu>,,4031,,<8>,,,,,,,,4031,54031,,0,,<22;24;18;20>,,<109;103;53;47;127;131;570>,,3,11,3,<615;616;617;602;603>,,,3,4031,,,40313,<40311;40312;40313;40316;61151;61152>,4031,,<11043;11143;11243;11343>,24031,3,3,{drawcard=huang_effect_loop},4031,,3,3,3,<40311;40312;40313;40314>,1112,15,1.09,虚吾伊德是从究极之洞出现来到这个世界的究极异兽。它被认为拥有强力的神经毒素，好像会寄生在宝可梦或人类的身上生存下去，有人目击了街上的人们被寄生后暴走起来的样子。虽然可以看出它像是拥有生存本能的东西，但它是否具有想法和感情却不得而知，据说它的动作看起来隐约像是人间的少女,究极异兽：寄生操控,,420,4,,,<<113;206>;<114;206>;<115;204>>,
4041,爆肌蚊,<cn;kr;tw;en;en_us;en_eu>,,4041,,<7>,,,,,,,,4041,54041,,0,,<7;8;9;12>,,<107;79;139;139;53;53;570>,,3,11,3,<609;610;611;602;603>,,,3,4041,,,40413,<40411;40412;40413;40416;61101;61102>,4041,,<11003;11103;11203;11303>,24041,3,3,{drawcard=huang_effect_loop},4041,,3,3,3,<40411;40412;40413;40414>,1522,15,1.07,爆肌蚊是究极异兽的一种，代号为“ＵＢ０２：膨胀”。它是一种类似于大型人造蚊子的红色宝可梦，全身被膨胀的骇人肌肉覆盖着,究极异兽：肌肉膨胀,,410,,,,<<110;204>;<111;206>;<112;204>>,
4051,费洛美螂,<cn;kr;tw;en;en_us;en_eu>,,4051,,,,,,,,,,4051,54051,,0,,<8;9;13;12>,,<71;151;137;37;137;37;570>,,3,11,3,<609;610;611;602;603>,,,3,4051,,,40513,<40511;40512;40513;40516;61101;61102>,4051,,<11003;11103;11203;11303>,24051,3,3,{drawcard=huang_effect_loop},4051,,3,3,3,<40511;40512;40513;40514>,1512,15,0.71,究极异兽中的一种。它身体纤细柔软，但是看起来蕴藏着强大的力量。纤细且灵活伸展的脚可爆发性地加速，据说快到能避开雷电,究极异兽：极速打击,,430,2,,,<<116;204>;<117;206>>,
4061,电束木,<cn;kr;tw;en;en_us;en_eu>,,4061,,<8>,,,,,,,,4061,54061,,0,,<18;19;20;21>,,<83;83;89;71;173;71;570>,,3,11,3,<612;613;614;602;603>,,,3,4061,,{154=<40621;40622;40623;40626;61101;61102>},40613,<40611;40612;40613;40616;61101;61102>,4061,,<11053;11153;11253;11353>,24061,3,3,{drawcard=huang_effect_loop},4061,,3,3,3,<40611;40612;40613;40614>,1122,15,0.83,电束木是从究极之洞出现的谜一般的生物究极异兽的一种。它在这个世界是很危险的异类，但在原本栖息的世界好像只是寻常能见的生物。它被目击到了从全身喷涌出骇人电击的光景，也有像树木一样将手脚插入地面后一动不动的样子。因为袭击了发电厂，所以被认为电力就是它的能量,究极异兽：雷霆万钧,,410,,,,<<110;204>;<111;206>;<112;204>>,
4071,铁火辉夜,<cn;kr;tw;en;en_us;en_eu>,,4071,,<8>,,,,,,,,4071,54071,,0,,<18;20;15;14>,,<97;61;101;103;107;101;570>,,3,11,3,<615;616;617;602;603>,,,3,4071,,{137=<40721;40722;40723;40726;61151;61152>},40713,<40711;40712;40713;40716;61101;61102>,4071,,<11043;11143;11243;11343>,24071,3,3,{drawcard=huang_effect_loop},4071,2,3,3,3,<40711;40712;40713;40714>,1142,15,0.97,铁火辉夜是究极异兽的一种，代号为“ＵＢ０４：喷射器”。它的身躯大部分由金属组成，身体两边各有一根巨大的竹形柱，充当手臂，末端伸出八根小喷射管,究极异兽：喷射战士,,420,4,,,<<113;206>;<114;206>;<115;204>>,
4081,纸御剑,<cn;kr;tw;en;en_us;en_eu>,,4081,,<7>,,,,,,,,4081,54081,,0,,<11;12;15;16>,,<59;109;181;131;59;31;570>,,3,11,3,<609;610;611;602;603>,,,3,4081,,{130=<40821;40822;40823;40826;61101;61102>},40813,<40811;40812;40813;40816;61101;61102>,4081,,<11003;11103;11203;11303>,24081,3,3,{drawcard=huang_effect_loop},4081,,3,3,3,<40811;40812;40813;40814>,1112,15,0.59,纸御剑像是从一面是白色，另一面是红色的一张纸上折出来的人形物。身体大部分呈白色，全身都是锋利无比的，据说能够斩断水泥柱和钢板,究极异兽：血量打击,,410,,,,<<110;204>;<111;206>;<112;204>>,
4091,恶食大王,<cn;kr;tw;en;en_us;en_eu>,,4091,,<7>,,,,,,,,4091,54091,,0,,<10;11;13;9>,,<223;43;101;53;97;53;570>,,3,11,3,<606;607;608;602;603>,,,3,4091,,,40913,<40911;40912;40913;40916;61151;61152>,4091,,<11013;11113;11213;11313>,24091,3,3,{drawcard=huang_effect_loop},4091,2,3,3,3,<40911;40912;40913;40914>,1572,15,2.23,恶食大王是被称为究极异兽的未知生命。它在这个世界是很危险的异类，但在原本栖息的世界好像只是寻常能见的生物。恶食大王拥有把任何在眼前的东西都吃尽的骇人食欲,究极异兽：大胃王,,420,4,,,<<113;206>;<114;206>;<115;204>>,
4101,奈克洛兹玛,<cn;kr;tw;en;en_us;en_eu>,,4101,,<8>,,,,,,,,4101,54101,,0,,<18;19;20;21>,2,<97;79;107;101;127;89;600>,,4,21,4,<606;607;608;604;605>,,,4,4101,,{134=<41021;41022;41023;41026;61101;61102>},41013,<41011;41012;41013;41016;61101;61102>,4101,,<11014;11114;11214;11314>,24101,4,4,{drawcard=hong_effect_loop},4101,6,4,4,4,<41011;41012;41013;41014>,1153,20,0.97,夺取光的传说宝可梦，似乎一直都沉睡在地下，传闻是太古时代从其他世界来到此地的类似究极异兽的生物。如果不吃光的话，杂质会慢慢积聚进而发黑不能动弹，因此会为了寻求光而暴走，从对手身上吸取光能，双手的棱镜可发射出强力的贯穿任何事物的镭射光线,光之掠夺者,,510,,,<2007;2008;2011>,<<120;204>;<121;202>>,<2009;2012;2017>
4103,黄昏之鬃,<cn;tw;en_us>,,4103,,<7>,,1,,41030,,10,,4103,54101,,0,,<11;12;15;16>,3,<97;77;157;127;113;109;680>,,4,21,4,<606;607;608;604;605>,,,4,4103,,{166=<41051;41052;41053;41056;61151;61152>},41033,<41031;41032;41033;41036;61151;61152>,4103,,<11014;11114;11214;11314>,24101,4,12,{drawcard=hong_effect_loop},4103,7,4,4,4,<41031;41032;41033;41034>,1003,20,0.97,奈克洛兹玛吸收索尔迦雷欧后变为黄昏之鬃形态。它支配着传说的宝可梦索尔迦雷欧的身体和意识，并吸收索尔迦雷欧身上的光之能量。,日光回旋下苍穹,,640,2,,<2015;2013;2009>,<<132;201>>,<2009;2010>
4104,拂晓之翼,<cn>,,4103,,<8>,,2,,41040,,10,,4104,54101,,0,,<22;24;18;20>,3,<97;77;113;109;157;127;680>,,4,21,4,<606;607;608;604;605>,,,4,4104,,{173=<41061;41062;41063;41066;61151;61152>},41043,<41041;41042;41043;41046;61151;61152>,4103,,<11014;11114;11214;11314>,24101,4,12,{drawcard=hong_effect_loop},4104,9,4,4,4,<41041;41042;41043;41044>,1023,20,0.97,奈克洛兹玛吸收露奈雅拉后变为拂晓之翼形态。它支配着传说的宝可梦露奈雅拉的身体和意识，并强制吸取露奈雅拉的光之能量。,月华飞溅落灵霄,,630,2,,<2023;2010;2046>,<<130;203>;<131;201>>,<2011;2015;2040>
4111,玛机雅娜,<cn;kr;tw;en;en_us;en_eu>,,4111,,<8>,,,,,,,,4111,54111,,0,,<18;20;15;14>,3,<80;65;95;115;130;115;600>,,4,21,4,<615;616;617;604;605>,,,4,4111,,{122=<41121;41122;41123;41126;61151;61152>},41113,<41111;41112;41113;41116;61151;61152>,4111,,<11044;11144;11244;11344>,24111,4,4,{drawcard=hong_effect_loop},4111,9,4,4,4,<41111;41112;41113;41114>,1203,20,0.8,500年前由天才科学家艾利法斯发明的人造宝可梦，被献给王室与当时的公主一起生活。原为金色和红色，后褪色变为现在模样。胸口的“魂心”是收集宝可梦的活体能量后制造出的人造生命，也是启动空中要塞的力量,魂心人偶&机巧反制,,530,2,,<2023;2025>,<<124;204>;<125;202>>,<2024;2023>
4121,玛夏多,<cn;kr;tw;en;en_us;en_eu>,,4121,,<7>,,,,,,,,4121,54121,,0,,<8;9;13;12>,3,<90;125;125;80;90;90;600>,,4,21,4,<612;613;614;604;605>,,,4,4121,,{121=<41221;41222;41223;41226;61101;61102>},41213,<41211;41212;41213;41216;61101;61102>,4121,,<11054;11154;11254;11354>,24121,4,4,{drawcard=hong_effect_loop},4121,6,4,4,4,<41211;41212;41213;41214>,1163,20,0.9,天性胆小的栖影宝可梦，喜欢藏在不起眼的阴影里，拥有潜入一切影子里的能力，当被激怒或攻击时，燃烧的战斗精神将使它成为全力玛夏多,鬼武神隐&影之传说,4121,510,,,<2008;2009>,<<120;204>;<121;202>>,<2007;2019>
4131,毒贝比,<cn;kr;tw;en;en_us;en_eu>,,4131,,<8>,,,,,,,,4131,54131,,0,,<18;19;20;21>,,<67;73;73;67;73;67;420>,,3,11,3,<621;622;623;602;603>,,,3,4131,,,41313,<41311;41312;41313;41316;61101;61102>,4131,,<11023;11123;11223;11323>,24131,3,3,{drawcard=huang_effect_loop},4131,,3,3,3,<41311;41312;41313;41314>,1112,15,0.73,毒针宝可梦，栖息在异世界的究极异兽。会从头部的毒针朝对手喷出毒液，咯咯咯大笑。,究极异兽：毒系输出,,410,,,,<<110;204>;<111;206>;<112;204>>,
4132,四颚针龙,<cn;kr;tw;en;en_us;en_eu>,,4131,,<8>,2,,,,,,,4131,54131,,0,,<6;7;18;19>,,<73;121;73;73;127;73;540>,,3,11,3,<621;622;623;602;603>,,,3,4132,,,41323,<41321;41322;41323;41326;61101;61102>,4131,,<11023;11123;11223;11323>,24131,3,3,{drawcard=huang_effect_loop},4131,,3,3,3,<41311;41312;41313;41314>,1112,15,0.73,毒针宝可梦，究极异兽中的一种。会从毒针发射出黏性很大又发光的毒液。,究极异兽：毒系输出,,410,,,,<<110;204>;<111;206>;<112;204>>,
4141,垒磊石,<cn;kr;tw;en;en_us;en_eu>,,4141,,<7>,,,,,,,,4141,54141,,0,,<15;16;11;12>,,<61;13;131;211;53;101;570>,,3,11,3,<615;616;617;602;603>,,,3,4141,,{144=<41421;41422;41423;41426;61151;61152>},41413,<41411;41412;41413;41416;61151;61152>,4141,,<11043;11143;11243;11343>,24141,3,3,{drawcard=huang_effect_loop},4141,2,3,3,3,<41411;41412;41413;41414>,1082,15,0.61,"究极异兽之一，代号为""ＵＢ：堆砌""，看起来像是一座四方体的堡垒，但它的内部是空心的，如同用石头堆积而成的外形，每一块似乎都是独立的生命体",究极异兽：战斗堡垒,,420,4,,,<<113;206>;<114;206>;<115;204>>,
4151,砰头小丑,<cn;kr;tw;en;en_us;en_eu>,,4151,,<8>,,,,,,,,4151,54151,,0,,<18;19;20;21>,,<53;107;127;53;151;79;570>,,3,11,3,<618;619;620;602;603>,,,3,4151,,,41513,<41511;41512;41513;41516;61101;61102>,4151,,<11033;11133;11233;11333>,24151,3,3,{drawcard=huang_effect_loop},4151,,3,3,3,<41511;41512;41513;41514>,1102,15,0.53,砰头小丑是从究极之洞里出现的究极异兽。它会用爆炸吓唬对手，趁那空当夺走对方的生命气息。它的头部由不可思议的火花集合体形成，听说它可以随心所欲地把头部拿走或让其爆炸,究极异兽：爆炸达人,,410,,,,<<110;204>;<111;206>;<112;204>>,
4161,捷拉奥拉,<cn;kr;tw;en;en_us;en_eu>,,4161,,<7>,,,,,,,,4161,54161,,0,,<8;9;13;12>,3,<88;143;112;75;102;80;600>,,4,21,4,<612;613;614;604;605>,,,4,4161,,{116=<41621;41622;41623;41626;61101;61102>;156=<41631;41632;41633;41636;61101;61102>},41613,<41611;41612;41613;41616;61101;61102>,4161,,<11054;11154;11254;11354>,24161,4,4,{drawcard=hong_effect_loop},4161,6,4,4,4,<41611;41612;41613;41614>,1183,20,0.88,奔雷宝可梦，双手与双脚的肉垫能发射出大量电流从而制造出强大的磁场，使它克服重力漂浮于空中并高速移动，据说它的最高移动速度不逊于落雷的速度,断风的闪电&雷影协战,4161,510,,,<2032;2031;2026>,<<120;204>;<121;202>>,<2033;2027>
4171,美录坦,<cn;kr;tw;en;en_us;en_eu>,,4171,,<7>,,,,,,,,4171,54171,,0,,<15;16;11;12>,3,<46;34;65;65;55;35;300>,,4,21,4,<615;616;617;604;605>,,,4,4171,,,41713,<41711;41712;41713;41716;61151;61152>,4171,,<11044;11144;11244;11344>,24171,4,4,{drawcard=hong_effect_loop},4171,7,4,4,4,<41711;41712;41713;41714>,1513,20,1.35,螺帽宝可梦，身体是融化成液状的钢铁。它能够将土壤中的铁或其它金属溶解后吸收进体内,液态金属&钢铁守护,,520,4,,<2024;2028>,<<122;202>;<123;204>>,<2025;2032>
4172,美录梅塔,<cn;kr;tw;en;en_us;en_eu>,,4171,,<7>,2,,,,,,,4171,54171,,0,,<15;16;11;12>,3,<135;34;143;143;80;65;600>,,4,21,4,<615;616;617;604;605>,,,4,4172,,{107=<41731;41732;41733;41736;61151;61152>;124=<41741;41742;41743;41746;61151;61152>},41723,<41721;41722;41723;41726;61151;61152>,4171,,<11044;11144;11244;11344>,24171,4,4,{drawcard=hong_effect_loop},4171,7,4,4,4,<41711;41712;41713;41714>,1513,20,1.35,因拥有产出铁的力量而受到崇拜。寿命快到尽头时，身体会生锈解体，到最后细小的碎片会变成美录坦。利用离心力带动沉重螺帽挥出的拳击被认为是宝可梦界之最,液态金属&钢铁守护,,520,4,,<2024;2028>,<<122;202>;<123;204>>,<2025;2032>
4181,敲音猴,<cn;kr;tw;en;en_us;en_eu>,,4181,,<7>,,,,,,,,4181,54181,,2,,<7;8;9;12>,3,<50;65;65;50;40;40;310>,,3,11,3,<609;610;611;602;603>,,,3,4181,,,41813,<41811;41812;41813;41816;61101;61102>,4181,,<11003;11103;11203;11303>,24181,3,3,{drawcard=huang_effect_loop},4181,2,3,3,3,<41811;41812;41813;41814>,1502,15,,敲音猴拥有绿色的身躯，四肢末端则为橘红色。其尾巴与耳朵呈棕色，脸庞上则有着米黄色的眼眶与橘红色的嘴廓。敲音猴的头顶另有一株形似绿叶的构造，其中串着一根木棍，会用木棒连续击打来攻击。在以飞快的速度击打的同时，情绪也会变得越来越高涨,节拍敲奏&狂想之曲,,440,2,,,<<118;204>;<119;204>>,
