变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2,__version
2141,1781,,,,,5,,0%,,,
2142,1781,,,,,6,,0%,,,
2143,1781,,,,,7,,0%,,,
2144,1781,,,,,8,,0%,,,
2145,1781,,,,,9,,0%,,,
2146,1781,,,,,10,,0%,,,
2147,1781,,,,,11,,0%,,,
2148,1781,,,,,12,,0%,,,
2149,1791,,,,,1,,0%,,,
2150,1791,,,,,2,,0%,,,
2151,1791,,,,,3,,0%,,,
2152,1791,,,,,4,,0%,,,
2153,1791,,,,,5,,0%,,,
2154,1791,,,,,6,,0%,,,
2155,1791,,,,,7,,0%,,,
2156,1791,,,,,8,,0%,,,
2157,1791,,,,,9,,0%,,,
2158,1791,,,,,10,,0%,,,
2159,1791,,,,,11,,0%,,,
2160,1791,,,,,12,,0%,,,
2161,1801,,,,,1,13,0%,,,
2162,1801,,,,,2,13,0.08%,,,
2163,1801,,,,,3,13,0.16%,,,
2164,1801,,,,,4,13,0.24%,,,
2165,1801,,,,,5,13,0.40%,,,
2166,1801,,,,,6,13,0.56%,,,
2167,1801,,,,,7,13,0.80%,,,
2168,1801,,,,,8,13,1.04%,,,
2169,1801,,,,,9,13,1.36%,,,
2170,1801,,,,,10,13,1.68%,,,
2171,1801,,,,,11,13,2%,,,
2172,1801,,,,,12,13,2.40%,,,
2173,1811,,,,,1,1,0%,,,
2174,1811,,,,,2,1,0%,,,
2175,1811,,,,,3,1,0.07%,,,
2176,1811,,,,,4,1,0.18%,,,
2177,1811,,,,,5,1,0.28%,,,
2178,1811,,,,,6,1,0.49%,,,
2179,1811,,,,,7,1,0.70%,,,
2180,1811,,,,,8,1,0.91%,,,
2181,1811,,,,,9,1,1.23%,,,
2182,1811,,,,,10,1,1.54%,,,
2183,1811,,,,,11,1,1.86%,,,
2184,1811,,,,,12,1,2.28%,,,
2185,1821,,,,,1,,0%,,,
2186,1821,,,,,2,,0%,,,
2187,1821,,,,,3,,0%,,,
2188,1821,,,,,4,,0%,,,
2189,1821,,,,,5,,0%,,,
2190,1821,,,,,6,,0%,,,
2191,1821,,,,,7,,0%,,,
2192,1821,,,,,8,,0%,,,
2193,1821,,,,,9,,0%,,,
2194,1821,,,,,10,,0%,,,
2195,1821,,,,,11,,0%,,,
2196,1821,,,,,12,,0%,,,
2197,1831,,,,,1,,0%,,,
2198,1831,,,,,2,,0%,,,
2199,1831,,,,,3,,0%,,,
2200,1831,,,,,4,,0%,,,
2201,1831,,,,,5,,0%,,,
2202,1831,,,,,6,,0%,,,
2203,1831,,,,,7,,0%,,,
2204,1831,,,,,8,,0%,,,
2205,1831,,,,,9,,0%,,,
2206,1831,,,,,10,,0%,,,
2207,1831,,,,,11,,0%,,,
2208,1831,,,,,12,,0%,,,
2209,1841,,,,,1,1,0%,,,
2210,1841,,,,,2,1,0%,,,
2211,1841,,,,,3,1,0.07%,,,
2212,1841,,,,,4,1,0.18%,,,
2213,1841,,,,,5,1,0.28%,,,
2214,1841,,,,,6,1,0.49%,,,
2215,1841,,,,,7,1,0.70%,,,
2216,1841,,,,,8,1,0.91%,,,
2217,1841,,,,,9,1,1.23%,,,
2218,1841,,,,,10,1,1.54%,,,
2219,1841,,,,,11,1,1.86%,,,
2220,1841,,,,,12,1,2.28%,,,
2221,1851,,,,,1,8,0%,,,
2222,1851,,,,,2,8,0.08%,,,
2223,1851,,,,,3,8,0.16%,,,
2224,1851,,,,,4,8,0.24%,,,
2225,1851,,,,,5,8,0.40%,,,
2226,1851,,,,,6,8,0.56%,,,
2227,1851,,,,,7,8,0.80%,,,
2228,1851,,,,,8,8,1.04%,,,
2229,1851,,,,,9,8,1.36%,,,
2230,1851,,,,,10,8,1.68%,,,
2231,1851,,,,,11,8,2%,,,
2232,1851,,,,,12,8,2.40%,,,
2233,1861,,,,,1,10,0%,,,
2234,1861,,,,,2,10,0.08%,,,
2235,1861,,,,,3,10,0.16%,,,
2236,1861,,,,,4,10,0.24%,,,
2237,1861,,,,,5,10,0.40%,,,
2238,1861,,,,,6,10,0.56%,,,
2239,1861,,,,,7,10,0.80%,,,
2240,1861,,,,,8,10,1.04%,,,
2241,1861,,,,,9,10,1.36%,,,
2242,1861,,,,,10,10,1.68%,,,
2243,1861,,,,,11,10,2%,,,
2244,1861,,,,,12,10,2.40%,,,
2245,1871,,,,,1,,0%,,,
2246,1871,,,,,2,,0%,,,
2247,1871,,,,,3,,0%,,,
2248,1871,,,,,4,,0%,,,
2249,1871,,,,,5,,0%,,,
2250,1871,,,,,6,,0%,,,
2251,1871,,,,,7,,0%,,,
2252,1871,,,,,8,,0%,,,
2253,1871,,,,,9,,0%,,,
2254,1871,,,,,10,,0%,,,
2255,1871,,,,,11,,0%,,,
2256,1871,,,,,12,,0%,,,
2257,1881,,,,,1,,0%,,,
2258,1881,,,,,2,,0%,,,
2259,1881,,,,,3,,0%,,,
2260,1881,,,,,4,,0%,,,
2261,1881,,,,,5,,0%,,,
2262,1881,,,,,6,,0%,,,
2263,1881,,,,,7,,0%,,,
2264,1881,,,,,8,,0%,,,
2265,1881,,,,,9,,0%,,,
2266,1881,,,,,10,,0%,,,
2267,1881,,,,,11,,0%,,,
2268,1881,,,,,12,,0%,,,
2269,1891,,,,,1,8,0%,,,
2270,1891,,,,,2,8,0%,,,
2271,1891,,,,,3,8,0.10%,,,
2272,1891,,,,,4,8,0.25%,,,
2273,1891,,,,,5,8,0.40%,,,
2274,1891,,,,,6,8,0.70%,,,
2275,1891,,,,,7,8,1%,,,
2276,1891,,,,,8,8,1.30%,,,
2277,1891,,,,,9,8,1.75%,,,
2278,1891,,,,,10,8,2.20%,,,
2279,1891,,,,,11,8,2.65%,,,
2280,1891,,,,,12,8,3.25%,,,
2281,1901,,,,,1,9,0%,,,
2282,1901,,,,,2,9,0%,,,
2283,1901,,,,,3,9,0.10%,,,
2284,1901,,,,,4,9,0.25%,,,
2285,1901,,,,,5,9,0.40%,,,
2286,1901,,,,,6,9,0.70%,,,
2287,1901,,,,,7,9,1%,,,
2288,1901,,,,,8,9,1.30%,,,
2289,1901,,,,,9,9,1.75%,,,
2290,1901,,,,,10,9,2.20%,,,
2291,1901,,,,,11,9,2.65%,,,
2292,1901,,,,,12,9,3.25%,,,
2293,1911,,,,,1,9,0%,,,
2294,1911,,,,,2,9,0%,,,
2295,1911,,,,,3,9,0.10%,,,
2296,1911,,,,,4,9,0.25%,,,
2297,1911,,,,,5,9,0.40%,,,
2298,1911,,,,,6,9,0.70%,,,
2299,1911,,,,,7,9,1%,,,
2300,1911,,,,,8,9,1.30%,,,
2301,1911,,,,,9,9,1.75%,,,
2302,1911,,,,,10,9,2.20%,,,
2303,1911,,,,,11,9,2.65%,,,
2304,1911,,,,,12,9,3.25%,,,
2305,1921,,,,,1,10,0%,,,
2306,1921,,,,,2,10,0%,,,
2307,1921,,,,,3,10,0.10%,,,
2308,1921,,,,,4,10,0.25%,,,
2309,1921,,,,,5,10,0.40%,,,
2310,1921,,,,,6,10,0.70%,,,
2311,1921,,,,,7,10,1%,,,
2312,1921,,,,,8,10,1.30%,,,
2313,1921,,,,,9,10,1.75%,,,
2314,1921,,,,,10,10,2.20%,,,
2315,1921,,,,,11,10,2.65%,,,
2316,1921,,,,,12,10,3.25%,,,
2317,1931,,,,,1,9,0%,,,
2318,1931,,,,,2,9,0%,,,
2319,1931,,,,,3,9,0.10%,,,
2320,1931,,,,,4,9,0.25%,,,
2321,1931,,,,,5,9,0.40%,,,
2322,1931,,,,,6,9,0.70%,,,
2323,1931,,,,,7,9,1%,,,
2324,1931,,,,,8,9,1.30%,,,
2325,1931,,,,,9,9,1.75%,,,
2326,1931,,,,,10,9,2.20%,,,
2327,1931,,,,,11,9,2.65%,,,
2328,1931,,,,,12,9,3.25%,,,
2329,1941,,,,,1,10,0%,,,
2330,1941,,,,,2,10,0%,,,
2331,1941,,,,,3,10,0.10%,,,
2332,1941,,,,,4,10,0.25%,,,
2333,1941,,,,,5,10,0.40%,,,
2334,1941,,,,,6,10,0.70%,,,
2335,1941,,,,,7,10,1%,,,
2336,1941,,,,,8,10,1.30%,,,
2337,1941,,,,,9,10,1.75%,,,
2338,1941,,,,,10,10,2.20%,,,
2339,1941,,,,,11,10,2.65%,,,
2340,1941,,,,,12,10,3.25%,,,
2341,1951,,,,,1,8,0%,,,
2342,1951,,,,,2,8,0%,,,
2343,1951,,,,,3,8,0.10%,,,
2344,1951,,,,,4,8,0.25%,,,
2345,1951,,,,,5,8,0.40%,,,
2346,1951,,,,,6,8,0.70%,,,
2347,1951,,,,,7,8,1%,,,
2348,1951,,,,,8,8,1.30%,,,
2349,1951,,,,,9,8,1.75%,,,
2350,1951,,,,,10,8,2.20%,,,
2351,1951,,,,,11,8,2.65%,,,
2352,1951,,,,,12,8,3.25%,,,
2353,1961,,,,,1,8,0%,,,
2354,1961,,,,,2,8,0%,,,
2355,1961,,,,,3,8,0%,,,
2356,1961,,,,,4,8,0.16%,,,
2357,1961,,,,,5,8,0.48%,,,
2358,1961,,,,,6,8,0.80%,,,
2359,1961,,,,,7,8,1.44%,,,
2360,1961,,,,,8,8,2.08%,,,
2361,1961,,,,,9,8,2.72%,,,
2362,1961,,,,,10,8,3.68%,,,
2363,1961,,,,,11,8,4.64%,,,
2364,1961,,,,,12,8,5.60%,,,
2365,1971,,,,,1,9,0%,,,
2366,1971,,,,,2,9,0%,,,
2367,1971,,,,,3,9,0%,,,
2368,1971,,,,,4,9,0.16%,,,
2369,1971,,,,,5,9,0.48%,,,
2370,1971,,,,,6,9,0.80%,,,
2371,1971,,,,,7,9,1.44%,,,
2372,1971,,,,,8,9,2.08%,,,
2373,1971,,,,,9,9,2.72%,,,
2374,1971,,,,,10,9,3.68%,,,
2375,1971,,,,,11,9,4.64%,,,
2376,1971,,,,,12,9,5.60%,,,
2377,1981,,,,,1,13,0%,,,
2378,1981,,,,,2,13,0%,,,
2379,1981,,,,,3,13,0%,,,
2380,1981,,,,,4,13,0.16%,,,
2381,1981,,,,,5,13,0.48%,,,
2382,1981,,,,,6,13,0.80%,,,
2383,1981,,,,,7,13,1.44%,,,
2384,1981,,,,,8,13,2.08%,,,
2385,1981,,,,,9,13,2.72%,,,
2386,1981,,,,,10,13,3.68%,,,
2387,1981,,,,,11,13,4.64%,,,
2388,1981,,,,,12,13,5.60%,,,
2389,1991,,,,,1,13,0%,,,
2390,1991,,,,,2,13,0%,,,
2391,1991,,,,,3,13,0%,,,
2392,1991,,,,,4,13,0.16%,,,
2393,1991,,,,,5,13,0.48%,,,
2394,1991,,,,,6,13,0.80%,,,
2395,1991,,,,,7,13,1.44%,,,
2396,1991,,,,,8,13,2.08%,,,
2397,1991,,,,,9,13,2.72%,,,
2398,1991,,,,,10,13,3.68%,,,
2399,1991,,,,,11,13,4.64%,,,
2400,1991,,,,,12,13,5.60%,,,
2401,2001,,,,,1,,0%,,,
2402,2001,,,,,2,,0%,,,
2403,2001,,,,,3,,0%,,,
2404,2001,,,,,4,,0%,,,
2405,2001,,,,,5,,0%,,,
2406,2001,,,,,6,,0%,,,
2407,2001,,,,,7,,0%,,,
2408,2001,,,,,8,,0%,,,
2409,2001,,,,,9,,0%,,,
2410,2001,,,,,10,,0%,,,
2411,2001,,,,,11,,0%,,,
2412,2001,,,,,12,,0%,,,
2413,2011,,,,,1,1,0%,,,
2414,2011,,,,,2,1,0.06%,,,
2415,2011,,,,,3,1,0.11%,,,
2416,2011,,,,,4,1,0.17%,,,
2417,2011,,,,,5,1,0.28%,,,
2418,2011,,,,,6,1,0.39%,,,
2419,2011,,,,,7,1,0.56%,,,
2420,2011,,,,,8,1,0.73%,,,
2421,2011,,,,,9,1,0.95%,,,
2422,2011,,,,,10,1,1.18%,,,
2423,2011,,,,,11,1,1.40%,,,
2424,2011,,,,,12,1,1.68%,,,
2425,2021,,,,,1,7,0%,,,
2426,2021,,,,,2,7,0%,,,
2427,2021,,,,,3,7,0.10%,,,
2428,2021,,,,,4,7,0.25%,,,
2429,2021,,,,,5,7,0.40%,,,
2430,2021,,,,,6,7,0.70%,,,
2431,2021,,,,,7,7,1%,,,
2432,2021,,,,,8,7,1.30%,,,
2433,2021,,,,,9,7,1.75%,,,
2434,2021,,,,,10,7,2.20%,,,
2435,2021,,,,,11,7,2.65%,,,
2436,2021,,,,,12,7,3.25%,,,
2437,2031,,,,,1,8,0%,,,
2438,2031,,,,,2,8,0%,,,
2439,2031,,,,,3,8,0.10%,,,
2440,2031,,,,,4,8,0.25%,,,
2441,2031,,,,,5,8,0.40%,,,
2442,2031,,,,,6,8,0.70%,,,
2443,2031,,,,,7,8,1%,,,
2444,2031,,,,,8,8,1.30%,,,
2445,2031,,,,,9,8,1.75%,,,
2446,2031,,,,,10,8,2.20%,,,
2447,2031,,,,,11,8,2.65%,,,
2448,2031,,,,,12,8,3.25%,,,
2449,2041,,,,,1,7,0%,,,
2450,2041,,,,,2,7,0%,,,
2451,2041,,,,,3,7,0.10%,,,
2452,2041,,,,,4,7,0.25%,,,
2453,2041,,,,,5,7,0.40%,,,
2454,2041,,,,,6,7,0.70%,,,
2455,2041,,,,,7,7,1%,,,
2456,2041,,,,,8,7,1.30%,,,
2457,2041,,,,,9,7,1.75%,,,
2458,2041,,,,,10,7,2.20%,,,
2459,2041,,,,,11,7,2.65%,,,
2460,2041,,,,,12,7,3.25%,,,
2461,2051,,,,,1,,0%,,,
2462,2051,,,,,2,,0%,,,
2463,2051,,,,,3,,0%,,,
2464,2051,,,,,4,,0%,,,
2465,2051,,,,,5,,0%,,,
2466,2051,,,,,6,,0%,,,
2467,2051,,,,,7,,0%,,,
2468,2051,,,,,8,,0%,,,
2469,2051,,,,,9,,0%,,,
2470,2051,,,,,10,,0%,,,
2471,2051,,,,,11,,0%,,,
2472,2051,,,,,12,,0%,,,
2473,2061,,,,,1,,0%,,,
2474,2061,,,,,2,,0%,,,
2475,2061,,,,,3,,0%,,,
2476,2061,,,,,4,,0%,,,
2477,2061,,,,,5,,0%,,,
2478,2061,,,,,6,,0%,,,
2479,2061,,,,,7,,0%,,,
2480,2061,,,,,8,,0%,,,
2481,2061,,,,,9,,0%,,,
2482,2061,,,,,10,,0%,,,
2483,2061,,,,,11,,0%,,,
2484,2061,,,,,12,,0%,,,
2485,2071,,,,,1,7,0%,,,
2486,2071,,,,,2,7,0.08%,,,
2487,2071,,,,,3,7,0.16%,,,
2488,2071,,,,,4,7,0.24%,,,
2489,2071,,,,,5,7,0.40%,,,
2490,2071,,,,,6,7,0.56%,,,
2491,2071,,,,,7,7,0.80%,,,
2492,2071,,,,,8,7,1.04%,,,
2493,2071,,,,,9,7,1.36%,,,
2494,2071,,,,,10,7,1.68%,,,
2495,2071,,,,,11,7,2%,,,
2496,2071,,,,,12,7,2.40%,,,
2497,2081,,,,,1,,0%,,,
2498,2081,,,,,2,,0%,,,
2499,2081,,,,,3,,0%,,,
2500,2081,,,,,4,,0%,,,
2501,2081,,,,,5,,0%,,,
2502,2081,,,,,6,,0%,,,
2503,2081,,,,,7,,0%,,,
2504,2081,,,,,8,,0%,,,
2505,2081,,,,,9,,0%,,,
2506,2081,,,,,10,,0%,,,
2507,2081,,,,,11,,0%,,,
2508,2081,,,,,12,,0%,,,
2509,2091,,,,,1,,0%,,,
2510,2091,,,,,2,,0%,,,
2511,2091,,,,,3,,0%,,,
2512,2091,,,,,4,,0%,,,
2513,2091,,,,,5,,0%,,,
2514,2091,,,,,6,,0%,,,
2515,2091,,,,,7,,0%,,,
2516,2091,,,,,8,,0%,,,
2517,2091,,,,,9,,0%,,,
2518,2091,,,,,10,,0%,,,
2519,2091,,,,,11,,0%,,,
2520,2091,,,,,12,,0%,,,
2521,2101,,,,,1,,0%,,,
2522,2101,,,,,2,,0%,,,
2523,2101,,,,,3,,0%,,,
2524,2101,,,,,4,,0%,,,
2525,2101,,,,,5,,0%,,,
2526,2101,,,,,6,,0%,,,
2527,2101,,,,,7,,0%,,,
2528,2101,,,,,8,,0%,,,
2529,2101,,,,,9,,0%,,,
2530,2101,,,,,10,,0%,,,
2531,2101,,,,,11,,0%,,,
2532,2101,,,,,12,,0%,,,
2533,2111,,,,,1,,0%,,,
2534,2111,,,,,2,,0%,,,
2535,2111,,,,,3,,0%,,,
2536,2111,,,,,4,,0%,,,
2537,2111,,,,,5,,0%,,,
2538,2111,,,,,6,,0%,,,
2539,2111,,,,,7,,0%,,,
2540,2111,,,,,8,,0%,,,
2541,2111,,,,,9,,0%,,,
2542,2111,,,,,10,,0%,,,
2543,2111,,,,,11,,0%,,,
2544,2111,,,,,12,,0%,,,
2545,2121,,,,,1,9,0%,,,
2546,2121,,,,,2,9,0.08%,,,
2547,2121,,,,,3,9,0.16%,,,
2548,2121,,,,,4,9,0.24%,,,
2549,2121,,,,,5,9,0.40%,,,
2550,2121,,,,,6,9,0.56%,,,
2551,2121,,,,,7,9,0.80%,,,
2552,2121,,,,,8,9,1.04%,,,
2553,2121,,,,,9,9,1.36%,,,
2554,2121,,,,,10,9,1.68%,,,
2555,2121,,,,,11,9,2%,,,
2556,2121,,,,,12,9,2.40%,,,
2557,2131,,,,,1,13,0%,,,
2558,2131,,,,,2,13,0%,,,
2559,2131,,,,,3,13,0.10%,,,
2560,2131,,,,,4,13,0.25%,,,
2561,2131,,,,,5,13,0.40%,,,
2562,2131,,,,,6,13,0.70%,,,
2563,2131,,,,,7,13,1%,,,
2564,2131,,,,,8,13,1.30%,,,
2565,2131,,,,,9,13,1.75%,,,
2566,2131,,,,,10,13,2.20%,,,
2567,2131,,,,,11,13,2.65%,,,
2568,2131,,,,,12,13,3.25%,,,
2569,2141,,,,,1,,0%,,,
2570,2141,,,,,2,,0%,,,
2571,2141,,,,,3,,0%,,,
2572,2141,,,,,4,,0%,,,
2573,2141,,,,,5,,0%,,,
2574,2141,,,,,6,,0%,,,
2575,2141,,,,,7,,0%,,,
2576,2141,,,,,8,,0%,,,
2577,2141,,,,,9,,0%,,,
2578,2141,,,,,10,,0%,,,
2579,2141,,,,,11,,0%,,,
2580,2141,,,,,12,,0%,,,
2581,2151,,,,,1,,0%,,,
2582,2151,,,,,2,,0%,,,
2583,2151,,,,,3,,0%,,,
2584,2151,,,,,4,,0%,,,
2585,2151,,,,,5,,0%,,,
2586,2151,,,,,6,,0%,,,
2587,2151,,,,,7,,0%,,,
2588,2151,,,,,8,,0%,,,
2589,2151,,,,,9,,0%,,,
2590,2151,,,,,10,,0%,,,
2591,2151,,,,,11,,0%,,,
2592,2151,,,,,12,,0%,,,
2593,2161,,,,,1,,0%,,,
2594,2161,,,,,2,,0%,,,
2595,2161,,,,,3,,0%,,,
2596,2161,,,,,4,,0%,,,
2597,2161,,,,,5,,0%,,,
2598,2161,,,,,6,,0%,,,
2599,2161,,,,,7,,0%,,,
2600,2161,,,,,8,,0%,,,
2601,2161,,,,,9,,0%,,,
2602,2161,,,,,10,,0%,,,
2603,2161,,,,,11,,0%,,,
2604,2161,,,,,12,,0%,,,
2605,2171,,,,,1,,0%,,,
2606,2171,,,,,2,,0%,,,
2607,2171,,,,,3,,0%,,,
2608,2171,,,,,4,,0%,,,
2609,2171,,,,,5,,0%,,,
2610,2171,,,,,6,,0%,,,
2611,2171,,,,,7,,0%,,,
2612,2171,,,,,8,,0%,,,
2613,2171,,,,,9,,0%,,,
2614,2171,,,,,10,,0%,,,
2615,2171,,,,,11,,0%,,,
2616,2171,,,,,12,,0%,,,
2617,2181,,,,,1,,0%,,,
2618,2181,,,,,2,,0%,,,
2619,2181,,,,,3,,0%,,,
2620,2181,,,,,4,,0%,,,
2621,2181,,,,,5,,0%,,,
2622,2181,,,,,6,,0%,,,
2623,2181,,,,,7,,0%,,,
2624,2181,,,,,8,,0%,,,
2625,2181,,,,,9,,0%,,,
2626,2181,,,,,10,,0%,,,
2627,2181,,,,,11,,0%,,,
2628,2181,,,,,12,,0%,,,
2629,2191,,,,,1,,0%,,,
2630,2191,,,,,2,,0%,,,
2631,2191,,,,,3,,0%,,,
2632,2191,,,,,4,,0%,,,
2633,2191,,,,,5,,0%,,,
2634,2191,,,,,6,,0%,,,
2635,2191,,,,,7,,0%,,,
2636,2191,,,,,8,,0%,,,
2637,2191,,,,,9,,0%,,,
2638,2191,,,,,10,,0%,,,
2639,2191,,,,,11,,0%,,,
2640,2191,,,,,12,,0%,,,
2641,2201,,,,,1,,0%,,,
2642,2201,,,,,2,,0%,,,
2643,2201,,,,,3,,0%,,,
2644,2201,,,,,4,,0%,,,
2645,2201,,,,,5,,0%,,,
2646,2201,,,,,6,,0%,,,
2647,2201,,,,,7,,0%,,,
2648,2201,,,,,8,,0%,,,
2649,2201,,,,,9,,0%,,,
2650,2201,,,,,10,,0%,,,
2651,2201,,,,,11,,0%,,,
2652,2201,,,,,12,,0%,,,
2653,2211,,,,,1,,0%,,,
2654,2211,,,,,2,,0%,,,
2655,2211,,,,,3,,0%,,,
2656,2211,,,,,4,,0%,,,
2657,2211,,,,,5,,0%,,,
2658,2211,,,,,6,,0%,,,
2659,2211,,,,,7,,0%,,,
2660,2211,,,,,8,,0%,,,
2661,2211,,,,,9,,0%,,,
2662,2211,,,,,10,,0%,,,
2663,2211,,,,,11,,0%,,,
2664,2211,,,,,12,,0%,,,
2665,2221,,,,,1,,0%,,,
2666,2221,,,,,2,,0%,,,
2667,2221,,,,,3,,0%,,,
2668,2221,,,,,4,,0%,,,
2669,2221,,,,,5,,0%,,,
2670,2221,,,,,6,,0%,,,
2671,2221,,,,,7,,0%,,,
2672,2221,,,,,8,,0%,,,
2673,2221,,,,,9,,0%,,,
2674,2221,,,,,10,,0%,,,
2675,2221,,,,,11,,0%,,,
2676,2221,,,,,12,,0%,,,
2677,2231,,,,,1,10,0%,,,
2678,2231,,,,,2,10,0%,,,
2679,2231,,,,,3,10,0.10%,,,
2680,2231,,,,,4,10,0.25%,,,
2681,2231,,,,,5,10,0.40%,,,
2682,2231,,,,,6,10,0.70%,,,
2683,2231,,,,,7,10,1%,,,
2684,2231,,,,,8,10,1.30%,,,
2685,2231,,,,,9,10,1.75%,,,
2686,2231,,,,,10,10,2.20%,,,
2687,2231,,,,,11,10,2.65%,,,
2688,2231,,,,,12,10,3.25%,,,
2689,2241,,,,,1,8,0%,,,
2690,2241,,,,,2,8,0%,,,
2691,2241,,,,,3,8,0.10%,,,
2692,2241,,,,,4,8,0.25%,,,
2693,2241,,,,,5,8,0.40%,,,
2694,2241,,,,,6,8,0.70%,,,
2695,2241,,,,,7,8,1%,,,
2696,2241,,,,,8,8,1.30%,,,
2697,2241,,,,,9,8,1.75%,,,
2698,2241,,,,,10,8,2.20%,,,
2699,2241,,,,,11,8,2.65%,,,
2700,2241,,,,,12,8,3.25%,,,
2701,2251,,,,,1,,0%,,,
2702,2251,,,,,2,,0%,,,
2703,2251,,,,,3,,0%,,,
2704,2251,,,,,4,,0%,,,
2705,2251,,,,,5,,0%,,,
2706,2251,,,,,6,,0%,,,
2707,2251,,,,,7,,0%,,,
2708,2251,,,,,8,,0%,,,
2709,2251,,,,,9,,0%,,,
2710,2251,,,,,10,,0%,,,
2711,2251,,,,,11,,0%,,,
2712,2251,,,,,12,,0%,,,
2713,2261,,,,,1,,0%,,,
2714,2261,,,,,2,,0%,,,
2715,2261,,,,,3,,0%,,,
2716,2261,,,,,4,,0%,,,
2717,2261,,,,,5,,0%,,,
2718,2261,,,,,6,,0%,,,
2719,2261,,,,,7,,0%,,,
2720,2261,,,,,8,,0%,,,
2721,2261,,,,,9,,0%,,,
2722,2261,,,,,10,,0%,,,
2723,2261,,,,,11,,0%,,,
2724,2261,,,,,12,,0%,,,
2725,2271,,,,,1,7,0%,,,
2726,2271,,,,,2,7,0.08%,,,
2727,2271,,,,,3,7,0.16%,,,
2728,2271,,,,,4,7,0.24%,,,
2729,2271,,,,,5,7,0.40%,,,
2730,2271,,,,,6,7,0.56%,,,
2731,2271,,,,,7,7,0.80%,,,
2732,2271,,,,,8,7,1.04%,,,
2733,2271,,,,,9,7,1.36%,,,
2734,2271,,,,,10,7,1.68%,,,
2735,2271,,,,,11,7,2%,,,
2736,2271,,,,,12,7,2.40%,,,
2737,2281,,,,,1,,0%,,,
2738,2281,,,,,2,,0%,,,
2739,2281,,,,,3,,0%,,,
2740,2281,,,,,4,,0%,,,
2741,2281,,,,,5,,0%,,,
2742,2281,,,,,6,,0%,,,
2743,2281,,,,,7,,0%,,,
2744,2281,,,,,8,,0%,,,
2745,2281,,,,,9,,0%,,,
2746,2281,,,,,10,,0%,,,
2747,2281,,,,,11,,0%,,,
2748,2281,,,,,12,,0%,,,
2749,2291,,,,,1,,0%,,,
2750,2291,,,,,2,,0%,,,
2751,2291,,,,,3,,0%,,,
2752,2291,,,,,4,,0%,,,
2753,2291,,,,,5,,0%,,,
2754,2291,,,,,6,,0%,,,
2755,2291,,,,,7,,0%,,,
2756,2291,,,,,8,,0%,,,
2757,2291,,,,,9,,0%,,,
2758,2291,,,,,10,,0%,,,
2759,2291,,,,,11,,0%,,,
2760,2291,,,,,12,,0%,,,
2761,2301,,,,,1,13,0%,,,
2762,2301,,,,,2,13,0.08%,,,
2763,2301,,,,,3,13,0.16%,,,
2764,2301,,,,,4,13,0.24%,,,
2765,2301,,,,,5,13,0.40%,,,
2766,2301,,,,,6,13,0.56%,,,
2767,2301,,,,,7,13,0.80%,,,
2768,2301,,,,,8,13,1.04%,,,
2769,2301,,,,,9,13,1.36%,,,
2770,2301,,,,,10,13,1.68%,,,
2771,2301,,,,,11,13,2%,,,
2772,2301,,,,,12,13,2.40%,,,
2773,2311,,,,,1,,0%,,,
2774,2311,,,,,2,,0%,,,
2775,2311,,,,,3,,0%,,,
2776,2311,,,,,4,,0%,,,
2777,2311,,,,,5,,0%,,,
2778,2311,,,,,6,,0%,,,
2779,2311,,,,,7,,0%,,,
2780,2311,,,,,8,,0%,,,
2781,2311,,,,,9,,0%,,,
2782,2311,,,,,10,,0%,,,
2783,2311,,,,,11,,0%,,,
2784,2311,,,,,12,,0%,,,
2785,2321,,,,,1,10,0%,,,
2786,2321,,,,,2,10,0%,,,
2787,2321,,,,,3,10,0.10%,,,
2788,2321,,,,,4,10,0.25%,,,
2789,2321,,,,,5,10,0.40%,,,
2790,2321,,,,,6,10,0.70%,,,
2791,2321,,,,,7,10,1%,,,
2792,2321,,,,,8,10,1.30%,,,
2793,2321,,,,,9,10,1.75%,,,
2794,2321,,,,,10,10,2.20%,,,
2795,2321,,,,,11,10,2.65%,,,
2796,2321,,,,,12,10,3.25%,,,
2797,2331,,,,,1,8,0%,,,
2798,2331,,,,,2,8,0%,,,
2799,2331,,,,,3,8,0.10%,,,
2800,2331,,,,,4,8,0.25%,,,
2801,2331,,,,,5,8,0.40%,,,
2802,2331,,,,,6,8,0.70%,,,
2803,2331,,,,,7,8,1%,,,
2804,2331,,,,,8,8,1.30%,,,
2805,2331,,,,,9,8,1.75%,,,
2806,2331,,,,,10,8,2.20%,,,
2807,2331,,,,,11,8,2.65%,,,
2808,2331,,,,,12,8,3.25%,,,
2809,2341,,,,,1,13,0%,,,
2810,2341,,,,,2,13,0%,,,
2811,2341,,,,,3,13,0.10%,,,
2812,2341,,,,,4,13,0.25%,,,
2813,2341,,,,,5,13,0.40%,,,
2814,2341,,,,,6,13,0.70%,,,
2815,2341,,,,,7,13,1%,,,
2816,2341,,,,,8,13,1.30%,,,
2817,2341,,,,,9,13,1.75%,,,
2818,2341,,,,,10,13,2.20%,,,
2819,2341,,,,,11,13,2.65%,,,
2820,2341,,,,,12,13,3.25%,,,
2821,2351,,,,,1,9,0%,,,
2822,2351,,,,,2,9,0%,,,
2823,2351,,,,,3,9,0%,,,
2824,2351,,,,,4,9,0.16%,,,
