变量名,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc,__version
263008,2631,8,,,{9=10%;10=10%},,
263009,2631,9,,,{91=600},,
263010,2631,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
263011,2631,11,,,{23=1000},,
263012,2631,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
264001,2641,,,,,,
265001,2651,,,,,,
266001,2661,,,,,,
267001,2671,,,,,,
268002,2681,2,,,{24=200},,
268003,2681,3,,,{7=5%;8=5%},,
268004,2681,4,,,{1=5%},,
268005,2681,5,,,{7=5%;8=5%},,
268006,2681,6,,,{24=300},,
268007,2681,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
268008,2681,8,,,{7=10%;8=10%},,
268009,2681,9,,,{24=600},,
268010,2681,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
268011,2681,11,,,{23=1000},,
268012,2681,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
269001,2691,,,,,,
270001,2701,,,,,,
271001,2711,,,,,,
272002,2721,2,,,{24=200},,
272003,2721,3,,,{7=6%;8=6%},,
272004,2721,4,,,{1=6%},,
272005,2721,5,,,{7=6%;8=6%},,
272006,2721,6,,,{11=400},,
272007,2721,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
272008,2721,8,,,{7=12%;8=12%},,
272009,2721,9,,,{11=800},,
272010,2721,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
272011,2721,11,,,{23=1200},,
272012,2721,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
273001,2731,,,,,,
274001,2741,,,,,,
275001,2751,,,,,,
276001,2761,,,,,,
277001,2771,,,,,,
278001,2781,,,,,,
279001,2791,,,,,,
280002,2801,2,,,{24=200},,
280003,2801,3,,,{7=6%;8=6%},,
280004,2801,4,,,{1=6%},,
280005,2801,5,,,{7=6%;8=6%},,
280006,2801,6,,,{24=400},,
280007,2801,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
280008,2801,8,,,{7=12%;8=12%},,
280009,2801,9,,,{24=800},,
280010,2801,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
280011,2801,11,,,{23=1200},,
280012,2801,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
281001,2811,,,,,,
282002,2821,2,,,{24=200},,
282003,2821,3,,,{7=6%;8=6%},,
282004,2821,4,,,{1=6%},,
282005,2821,5,,,{7=6%;8=6%},,
282006,2821,6,,,{24=400},,
282007,2821,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
282008,2821,8,,,{7=12%;8=12%},,
282009,2821,9,,,{24=800},,
282010,2821,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
282011,2821,11,,,{23=1200},,
282012,2821,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
283002,2831,2,,,{24=200},,
283003,2831,3,,,{7=5%;8=5%},,
283004,2831,4,,,{1=5%},,
283005,2831,5,,,{9=5%;10=5%},,
283006,2831,6,,,{90=300},,
283007,2831,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
283008,2831,8,,,{7=10%;8=10%},,
283009,2831,9,,,{90=600},,
283010,2831,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
283011,2831,11,,,{23=1000},,
283012,2831,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
284002,2841,2,,,{25=200},,
284003,2841,3,,,{9=5%;10=5%},,
284004,2841,4,,,{1=5%},,
284005,2841,5,,,{9=5%;10=5%},,
284006,2841,6,,,{25=300},,
284007,2841,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
284008,2841,8,,,{9=10%;10=10%},,
284009,2841,9,,,{25=600},,
284010,2841,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
284011,2841,11,,,{23=1000},,
284012,2841,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
285001,2851,,,,,,
286001,2861,,,,,,
287002,2871,2,,,{24=200},,
287003,2871,3,,,{7=5%;8=5%},,
287004,2871,4,,,{1=5%},,
287005,2871,5,,,{9=5%;10=5%},,
287006,2871,6,,,{25=300},,
287007,2871,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
287008,2871,8,,,{7=10%;8=10%},,
287009,2871,9,,,{25=600},,
287010,2871,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
287011,2871,11,,,{23=1000},,
287012,2871,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
288001,2881,,,,,,
289002,2891,2,,,{24=200},,
289003,2891,3,,,{7=5%;8=5%},,
289004,2891,4,,,{1=5%},,
289005,2891,5,,,{9=5%;10=5%},,
289006,2891,6,,,{90=300},,
289007,2891,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
289008,2891,8,,,{7=10%;8=10%},,
289009,2891,9,,,{90=600},,
289010,2891,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
289011,2891,11,,,{23=1000},,
289012,2891,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
290001,2901,,,,,,
291001,2911,,,,,,
292002,2921,2,,,{25=200},,
292003,2921,3,,,{7=5%;8=5%},,
292004,2921,4,,,{1=5%},,
292005,2921,5,,,{9=5%;10=5%},,
292006,2921,6,,,{28=300},,
292007,2921,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
292008,2921,8,,,{7=10%;8=10%},,
292009,2921,9,,,{28=600},,
292010,2921,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
292011,2921,11,,,{23=1000},,
292012,2921,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
292102,2922,2,,,{25=200},,
292103,2922,3,,,{7=5%;8=5%},,
292104,2922,4,,,{1=5%},,
292105,2922,5,,,{9=5%;10=5%},,
292106,2922,6,,,{16=300},,
292107,2922,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
292108,2922,8,,,{7=10%;8=10%},,
292109,2922,9,,,{16=600},,
292110,2922,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
292111,2922,11,,,{23=1000},,
292112,2922,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
293001,2931,,,,,,
294001,2941,,,,,,
295001,2951,,,,,,
296002,2961,2,,,{25=200},,
296003,2961,3,,,{9=5%;10=5%},,
296004,2961,4,,,{1=5%},,
296005,2961,5,,,{9=5%;10=5%},,
296006,2961,6,,,{5=300},,
296007,2961,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
296008,2961,8,,,{9=10%;10=10%},,
296009,2961,9,,,{5=600},,
296010,2961,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
296011,2961,11,,,{23=1000},,
296012,2961,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
297001,2971,,,,,,
298001,2981,,,,,,
299002,2991,2,,,{24=200},,
299003,2991,3,,,{7=6%;8=6%},,
299004,2991,4,,,{1=6%},,
299005,2991,5,,,{7=6%;8=6%},,
299006,2991,6,,,{24=400},,
299007,2991,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
299008,2991,8,,,{7=12%;8=12%},,
299009,2991,9,,,{24=800},,
299010,2991,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
299011,2991,11,,,{23=1200},,
299012,2991,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
300002,3001,2,,,{24=200},,
300003,3001,3,,,{7=6%;8=6%},,
300004,3001,4,,,{1=6%},,
300005,3001,5,,,{7=6%;8=6%},,
300006,3001,6,,,{14=400},,
300007,3001,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
300008,3001,8,,,{7=12%;8=12%},,
300009,3001,9,,,{14=800},,
300010,3001,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
300011,3001,11,,,{23=1200},,
300012,3001,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
301002,3011,2,,,{24=200},,
301003,3011,3,,,{7=5%;8=5%},,
301004,3011,4,,,{1=5%},,
301005,3011,5,,,{9=5%;10=5%},,
301006,3011,6,,,{25=300},,
301007,3011,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
301008,3011,8,,,{7=10%;8=10%},,
301009,3011,9,,,{25=600},,
301010,3011,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
301011,3011,11,,,{23=1000},,
301012,3011,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
302002,3021,2,,,{25=200},,
302003,3021,3,,,{9=6%;10=6%},,
302004,3021,4,,,{1=6%},,
302005,3021,5,,,{9=6%;10=6%},,
302006,3021,6,,,{25=400},,
302007,3021,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
302008,3021,8,,,{9=12%;10=12%},,
302009,3021,9,,,{25=800},,
302010,3021,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
302011,3021,11,,,{23=1200},,
302012,3021,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
303001,3031,,,,,,
304001,3041,,,,,,
305002,3051,2,,,{24=200},,
305003,3051,3,,,{7=6%;8=6%},,
305004,3051,4,,,{1=6%},,
305005,3051,5,,,{7=6%;8=6%},,
305006,3051,6,,,{11=400},,
305007,3051,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
305008,3051,8,,,{7=12%;8=12%},,
305009,3051,9,,,{11=800},,
305010,3051,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
305011,3051,11,,,{23=1200},,
305012,3051,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
306001,3061,,,,,,
307001,3071,,,,,,
308001,3081,,,,,,
309001,3091,,,,,,
310001,3101,,,,,,
311001,3111,,,,,,
312001,3121,,,,,,
313001,3131,,,,,,
314002,3141,2,,,{24=200},,
314003,3141,3,,,{7=6%;8=6%},,
314004,3141,4,,,{1=6%},,
314005,3141,5,,,{7=6%;8=6%},,
314006,3141,6,,,{12=400},,
314007,3141,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
314008,3141,8,,,{7=12%;8=12%},,
314009,3141,9,,,{12=800},,
314010,3141,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
314011,3141,11,,,{23=1200},,
314012,3141,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
315002,3151,2,,,{24=200},,
315003,3151,3,,,{7=6%;8=6%},,
315004,3151,4,,,{1=6%},,
315005,3151,5,,,{7=6%;8=6%},,
315006,3151,6,,,{24=400},,
315007,3151,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
315008,3151,8,,,{7=12%;8=12%},,
315009,3151,9,,,{24=800},,
315010,3151,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
315011,3151,11,,,{23=1200},,
315012,3151,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
316002,3161,2,,,{24=200},,
316003,3161,3,,,{7=6%;8=6%},,
316004,3161,4,,,{1=6%},,
316005,3161,5,,,{7=6%;8=6%},,
316006,3161,6,,,{27=400},,
316007,3161,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
316008,3161,8,,,{7=12%;8=12%},,
316009,3161,9,,,{27=800},,
316010,3161,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
316011,3161,11,,,{23=1200},,
316012,3161,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
317002,3171,2,,,{24=200},,
317003,3171,3,,,{7=6%;8=6%},,
317004,3171,4,,,{1=6%},,
317005,3171,5,,,{7=6%;8=6%},,
317006,3171,6,,,{24=400},,
317007,3171,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
317008,3171,8,,,{7=12%;8=12%},,
317009,3171,9,,,{24=800},,
317010,3171,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
317011,3171,11,,,{23=1200},,
317012,3171,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
318002,3181,2,,,{25=200},,
318003,3181,3,,,{9=6%;10=6%},,
318004,3181,4,,,{1=6%},,
318005,3181,5,,,{7=6%;8=6%},,
318006,3181,6,,,{25=400},,
318007,3181,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
318008,3181,8,,,{9=12%;10=12%},,
318009,3181,9,,,{25=800},,
318010,3181,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
318011,3181,11,,,{23=1200},,
318012,3181,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
319002,3191,2,,,{24=200},,
319003,3191,3,,,{7=6%;8=6%},,
319004,3191,4,,,{1=6%},,
319005,3191,5,,,{7=6%;8=6%},,
319006,3191,6,,,{24=400},,
319007,3191,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
319008,3191,8,,,{7=12%;8=12%},,
319009,3191,9,,,{24=800},,
319010,3191,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
319011,3191,11,,,{23=1200},,
319012,3191,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
320002,3201,2,,,{24=200},,
320003,3201,3,,,{7=6%;8=6%},,
320004,3201,4,,,{1=6%},,
320005,3201,5,,,{7=6%;8=6%},,
320006,3201,6,,,{24=400},,
320007,3201,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
320008,3201,8,,,{7=12%;8=12%},,
320009,3201,9,,,{24=800},,
320010,3201,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
320011,3201,11,,,{23=1200},,
320012,3201,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
321002,3211,2,,,{25=300},,
321003,3211,3,,,{9=8%;10=8%},,
321004,3211,4,,,{1=8%},,
321005,3211,5,,,{9=8%;10=8%},,
321006,3211,6,,,{25=500},,
321007,3211,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
321008,3211,8,,,{9=15%;10=15%},,
321009,3211,9,,,{25=1000},,
321010,3211,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
321011,3211,11,,,{97=1500},,
321012,3211,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
322002,3221,2,,,{24=300},,
322003,3221,3,,,{7=8%;8=8%},,
322004,3221,4,,,{1=8%},,
322005,3221,5,,,{7=8%;8=8%},,
322006,3221,6,,,{5=500},,
322007,3221,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
322008,3221,8,,,{7=15%;8=15%},,
322009,3221,9,,,{5=1000},,
322010,3221,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
322011,3221,11,,,{97=1500},,
322012,3221,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
323002,3231,2,,,{24=200},,
323003,3231,3,,,{7=6%;8=6%},,
323004,3231,4,,,{1=6%},,
323005,3231,5,,,{7=6%;8=6%},,
323006,3231,6,,,{11=400},,
323007,3231,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
323008,3231,8,,,{7=12%;8=12%},,
323009,3231,9,,,{11=800},,
323010,3231,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
323011,3231,11,,,{23=1200},,
323012,3231,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
324002,3241,2,,,{25=300},,
324003,3241,3,,,{9=8%;10=8%},,
324004,3241,4,,,{1=8%},,
324005,3241,5,,,{7=8%;8=8%},,
324006,3241,6,,,{5=500},,
324007,3241,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
324008,3241,8,,,{9=15%;10=15%},,
324009,3241,9,,,{5=1000},,
324010,3241,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
324011,3241,11,,,{97=1500},,
324012,3241,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
324102,3242,2,,,{25=300},,
324103,3242,3,,,{9=8%;10=8%},,
324104,3242,4,,,{1=8%},,
324105,3242,5,,,{7=8%;8=8%},,
324106,3242,6,,,{27=500},,
324107,3242,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
324108,3242,8,,,{9=15%;10=15%},,
324109,3242,9,,,{27=1000},,
324110,3242,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
324111,3242,11,,,{97=1500},,
324112,3242,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
324202,3243,2,,,{25=300},,
324203,3243,3,,,{9=8%;10=8%},,
324204,3243,4,,,{1=8%},,
324205,3243,5,,,{7=8%;8=8%},,
324206,3243,6,,,{5=500},,
324207,3243,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
324208,3243,8,,,{9=15%;10=15%},,
324209,3243,9,,,{5=1000},,
324210,3243,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
324211,3243,11,,,{97=1500},,
324212,3243,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
325002,3251,2,,,{24=200},,
325003,3251,3,,,{7=6%;8=6%},,
325004,3251,4,,,{1=6%},,
325005,3251,5,,,{7=6%;8=6%},,
325006,3251,6,,,{24=400},,
325007,3251,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
325008,3251,8,,,{7=12%;8=12%},,
325009,3251,9,,,{24=800},,
325010,3251,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
325011,3251,11,,,{23=1200},,
325012,3251,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
326002,3261,2,,,{24=300},,
326003,3261,3,,,{7=8%;8=8%},,
326004,3261,4,,,{1=8%},,
326005,3261,5,,,{9=8%;10=8%},,
326006,3261,6,,,{5=500},,
326007,3261,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
326008,3261,8,,,{7=15%;8=15%},,
326009,3261,9,,,{5=1000},,
326010,3261,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
326011,3261,11,,,{97=1500},,
326012,3261,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
327002,3271,2,,,{24=300},,
327003,3271,3,,,{7=8%;8=8%},,
327004,3271,4,,,{1=8%},,
327005,3271,5,,,{7=8%;8=8%},,
327006,3271,6,,,{24=500},,
327007,3271,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
327008,3271,8,,,{7=15%;8=15%},,
327009,3271,9,,,{24=1000},,
327010,3271,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
327011,3271,11,,,{97=1500},,
327012,3271,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
328002,3281,2,,,{25=200},,
328003,3281,3,,,{7=5%;8=5%},,
328004,3281,4,,,{1=5%},,
328005,3281,5,,,{9=5%;10=5%},,
328006,3281,6,,,{17=300},,
328007,3281,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
328008,3281,8,,,{7=10%;8=10%},,
328009,3281,9,,,{17=600},,
328010,3281,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
328011,3281,11,,,{23=1000},,
328012,3281,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
329002,3291,2,,,{24=200},,
329003,3291,3,,,{7=5%;8=5%},,
329004,3291,4,,,{1=5%},,
329005,3291,5,,,{7=5%;8=5%},,
329006,3291,6,,,{14=300},,
329007,3291,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
329008,3291,8,,,{7=10%;8=10%},,
329009,3291,9,,,{14=600},,
329010,3291,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
329011,3291,11,,,{23=1000},,
329012,3291,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
330002,3301,2,,,{24=200},,
330003,3301,3,,,{7=6%;8=6%},,
330004,3301,4,,,{1=6%},,
330005,3301,5,,,{7=6%;8=6%},,
330006,3301,6,,,{14=400},,
330007,3301,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
330008,3301,8,,,{7=12%;8=12%},,
330009,3301,9,,,{14=800},,
330010,3301,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
330011,3301,11,,,{23=1200},,
330012,3301,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
331001,3311,,,,,,
332001,3321,,,,,,
333001,3331,,,,,,
334002,3341,2,,,{25=200},,
334003,3341,3,,,{9=5%;10=5%},,
334004,3341,4,,,{1=5%},,
334005,3341,5,,,{7=5%;8=5%},,
334006,3341,6,,,{14=300},,
334007,3341,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
334008,3341,8,,,{9=10%;10=10%},,
334009,3341,9,,,{14=600},,
334010,3341,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
334011,3341,11,,,{23=1000},,
334012,3341,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
335002,3351,2,,,{25=200},,
335003,3351,3,,,{7=6%;8=6%},,
335004,3351,4,,,{1=6%},,
335005,3351,5,,,{9=6%;10=6%},,
335006,3351,6,,,{28=400},,
335007,3351,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
335008,3351,8,,,{7=12%;8=12%},,
335009,3351,9,,,{28=800},,
335010,3351,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
335011,3351,11,,,{23=1200},,
335012,3351,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
336001,3361,,,,,,
337001,3371,,,,,,
338001,3381,,,,,,
340001,3401,,,,,,
341002,3411,2,,,{25=200},,
341003,3411,3,,,{9=6%;10=6%},,
341004,3411,4,,,{1=6%},,
341005,3411,5,,,{9=6%;10=6%},,
341006,3411,6,,,{17=400},,
341007,3411,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
341008,3411,8,,,{9=12%;10=12%},,
341009,3411,9,,,{17=800},,
341010,3411,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
341011,3411,11,,,{23=1200},,
341012,3411,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
342001,3421,,,,,,
343002,3431,2,,,{25=200},,
343003,3431,3,,,{9=5%;10=5%},,
343004,3431,4,,,{1=5%},,
343005,3431,5,,,{7=5%;8=5%},,
343006,3431,6,,,{16=300},,
343007,3431,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
343008,3431,8,,,{9=10%;10=10%},,
343009,3431,9,,,{16=600},,
343010,3431,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
343011,3431,11,,,{23=1000},,
343012,3431,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
344001,3441,,,,,,
345001,3451,,,,,,
346001,3461,,,,,,
347002,3471,2,,,{24=200},,
347003,3471,3,,,{7=5%;8=5%},,
347004,3471,4,,,{1=5%},,
347005,3471,5,,,{7=5%;8=5%},,
347006,3471,6,,,{12=300},,
347007,3471,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
347008,3471,8,,,{7=10%;8=10%},,
347009,3471,9,,,{12=600},,
347010,3471,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
347011,3471,11,,,{23=1000},,
347012,3471,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
348001,3481,,,,,,
349001,3491,,,,,,
350002,3501,2,,,{25=200},,
350003,3501,3,,,{9=5%;10=5%},,
350004,3501,4,,,{1=5%},,
350005,3501,5,,,{9=5%;10=5%},,
350006,3501,6,,,{16=300},,
350007,3501,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
350008,3501,8,,,{9=10%;10=10%},,
350009,3501,9,,,{16=600},,
350010,3501,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
350011,3501,11,,,{23=1000},,
350012,3501,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
351002,3511,2,,,{24=200},,
351003,3511,3,,,{7=5%;8=5%},,
351004,3511,4,,,{1=5%},,
351005,3511,5,,,{7=5%;8=5%},,
351006,3511,6,,,{24=300},,
351007,3511,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
351008,3511,8,,,{7=10%;8=10%},,
351009,3511,9,,,{24=600},,
351010,3511,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
351011,3511,11,,,{23=1000},,
351012,3511,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
352001,3521,,,,,,
353001,3531,,,,,,
354002,3541,2,,,{25=200},,
354003,3541,3,,,{9=6%;10=6%},,
354004,3541,4,,,{1=6%},,
354005,3541,5,,,{7=6%;8=6%},,
354006,3541,6,,,{91=400},,
354007,3541,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
354008,3541,8,,,{9=12%;10=12%},,
354009,3541,9,,,{91=800},,
354010,3541,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
354011,3541,11,,,{23=1200},,
354012,3541,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
355001,3551,,,,,,
356002,3561,2,,,{24=200},,
356003,3561,3,,,{7=5%;8=5%},,
356004,3561,4,,,{1=5%},,
356005,3561,5,,,{9=5%;10=5%},,
356006,3561,6,,,{25=300},,
356007,3561,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
356008,3561,8,,,{7=10%;8=10%},,
356009,3561,9,,,{25=600},,
356010,3561,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
356011,3561,11,,,{23=1000},,
356012,3561,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
357002,3571,2,,,{25=200},,
357003,3571,3,,,{9=6%;10=6%},,
357004,3571,4,,,{1=6%},,
357005,3571,5,,,{9=6%;10=6%},,
357006,3571,6,,,{17=400},,
357007,3571,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
357008,3571,8,,,{9=12%;10=12%},,
357009,3571,9,,,{17=800},,
357010,3571,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
357011,3571,11,,,{23=1200},,
357012,3571,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
358001,3581,,,,,,
359002,3591,2,,,{24=200},,
359003,3591,3,,,{7=6%;8=6%},,
359004,3591,4,,,{1=6%},,
359005,3591,5,,,{9=6%;10=6%},,
359006,3591,6,,,{90=400},,
359007,3591,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
359008,3591,8,,,{7=12%;8=12%},,
359009,3591,9,,,{90=800},,
359010,3591,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
359011,3591,11,,,{23=1200},,
359012,3591,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
360002,3601,2,,,{25=300},,
360003,3601,3,,,{9=8%;10=8%},,
360004,3601,4,,,{1=8%},,
360005,3601,5,,,{7=8%;8=8%},,
360006,3601,6,,,{25=500},,
360007,3601,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
360008,3601,8,,,{9=15%;10=15%},,
360009,3601,9,,,{25=1000},,
360010,3601,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
360011,3601,11,,,{97=1500},,
360012,3601,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
361002,3611,2,,,{24=300},,
361003,3611,3,,,{7=8%;8=8%},,
361004,3611,4,,,{1=8%},,
361005,3611,5,,,{7=8%;8=8%},,
361006,3611,6,,,{24=500},,
361007,3611,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
361008,3611,8,,,{7=15%;8=15%},,
361009,3611,9,,,{24=1000},,
361010,3611,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
361011,3611,11,,,{97=1500},,
