变量名,skillName,_beizhu,skillTypeShow,describe,describe1,simDesc,starEffect,starEffectDesc,starEffectDesc1,zawakeEffect,zawakeEffectDesc,zawakeEffectDesc1,zawakeStarEffectDesc1,zawakeSimpleType,zawakeSimpleDesc,upLvDesc,iconRes,isGlobal,changeUnitTrigger,isCombat,alwaysEffective,passivePriority,skillType,skillType2,skillDamageType,skillNatureType,skillPower,skillHit,weather,cdRound,startRound,passiveStartRound,passiveTriggerType,passiveTriggerArg,posChoose,moveTime,specialChoose,hitFormula,hintTargetType,hintChoose,specialHintChoose,autoHintChoose,targetTypeDesc,targetChooseType,_attacktest,damageFormula,_damageFormula,hpFormula,skillCalDamageProcessId,diffSkillCalDmgProcessId,skillProcess,passiveSkillAttrs,activeType,activeCondition,fightingPoint,costMp1,costMp1Args,recoverMp1,widgetEffects,hurtMp1,costID,posC,chargeArgs,skillArgs,conditionValue,spineAction,flashBack,cameraNear,cameraNear_posC,cameraNear_blankTime,cameraNear_scaleArgs,blankTime,scaleArgs,effectBigName,effectBigPos,effectBigFlip,notShowProcedure,hurtPos,sound,allEffectTime,descGray,keyWords,zawakeKeyWords,skillPriority,zawakeStarEffectDesc,specialRatio,skillFlag,summonInherit,blockEffect,__version
4200018,强化·水影分身之术,,,,<【甲贺忍蛙专属】击杀单位时，立刻获得1个额外行动并永久提升30%速度>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000181>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200019,强化·山崩地裂,,,,<【班基拉斯专属】使用必杀技后的后两个大回合结束回复自身30%最大生命值的血量和500点怒气>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000191>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200020,强化·电磁力,,,,<【自爆磁怪专属】每次使用必杀技额外再提升20%自爆伤害；使用必杀技时，损失当前生命值的10%的血量，额外对敌方造成1次自爆伤害>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000201>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200021,强化·忍耐,,,,<【帝王拿波专属】每次行动，永久获得20%暴击抗性（可叠加至10层）>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000211>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200022,强化·光隐,,,,<【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为全体单位回复目标20%生命值的血量>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000221>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200023,强化·光隐,,,,<【拉帝欧斯专属】拉帝欧斯在场时，为前排单位提供30%的最终伤害减免；为后排单位提供30%的最终伤害加成>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000231>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200024,强化·超梦,,,,<【超梦专属】超梦行动时100%概率触发连击效果且超梦速度提升50%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000241>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200025,强化·凤王涅磐,,,,<【凤王专属】凤王在场时，每个大回合开始前100%概率为敌方全体添加灼烧1回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000251>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200026,强化·远古血脉,,,,<【固拉多专属】友方行动时有50%概率触发一次地震效果>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000261>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200027,强化·时光间隙,,,,<【帝牙卢卡专属】使用技能时，友方随机3个单位小技能冷却缩减2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000271>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200028,强化·空间隐匿,,,,<【帕路奇亚专属】使用技能后有50%概率进入隐匿>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000281>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200029,强化·花束种子,,,,<【谢米专属】入场时，友方全体单位隐身1个大回合并提升20%伤害加成>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000291>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200030,强化·天空霸者,,,,<【裂空座专属】裂空座在场时，全体提升30%闪避率与30%暴击率>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<42000301>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300001,忍耐,,,,<【帝王拿波专属】每次行动，永久获得10%暴击抗性（可叠加至10层）>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000011>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300002,叶刃,,,,<【蜥蜴王专属】自身行动后有100%的概率进入隐身1状态（不可连续触发）>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000021>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300003,唱反调,,,,<【君主蛇专属】君主蛇在场时，敌方每个单位行动后有30%概率缠绕1回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000031>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300004,狙射,,,,<【狙射树枭专属】击杀目标后自身必然满怒气>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000041>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300005,猛火,,,,<【火焰鸡专属】击杀单位时，立刻获得1个额外行动>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000051>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300006,浊流,,,,<【巨沼怪专属】攻击时附带致盲效果对随机2个单位触发致盲效果>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000061>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300007,水影分身之术,,,,<【甲贺忍蛙专属】击杀单位时，立刻获得1个额外行动>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000071>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300008,冰霜之怒,,,,<【急冻鸟专属】急冻鸟在场时，敌方速度降低15%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000081>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300009,闪电,,,,<【闪电鸟专属】闪电鸟在场时，己方回怒速度提升25%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000091>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300010,圣鸟守护,,,,<【火焰鸟专属】火焰鸟在场时，己方暴击率提高15%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000101>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300011,雷霆之力,,,,<【雷公专属】入场时，使所有敌人【感电】2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000111>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300012,火神庇护,,,,<【炎帝专属】入场时，自身获得2回合【火神庇护】>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000121>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300013,潮汐之力,,,,<【水君专属】入场时，己方全体提升30%免控率2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000131>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300014,岩石守备,,,,<【雷吉洛克专属】阵亡时敌方全体【眩晕】1回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000141>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300015,冰冻之躯,,,,<【雷吉艾斯专属】己方冰系精灵在受到致命攻击时会进入【冰核】状态>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000151>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300016,钢铁吸收,,,,<【雷吉斯奇鲁专属】使用必杀技时必定会淘汰血量40%以下的目标>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000161>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300017,光隐,,,,<【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为拉帝欧斯回复目标20%生命值的血量>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000171>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300018,光隐,,,,<【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为拉帝欧斯回复目标21%生命值的血量>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000181>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300019,慢启动,,,,<【雷吉奇卡斯专属】慢启动状态下自身获得伤害减免为最终伤害减免>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000191>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300020,月相光环,,,,<【克雷色利亚专属】每个大回合开始时令己方生命比例最低的目标进入【美梦状态】>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000201>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300021,真刚之心,,,,<【勾帕路翁专属】入场时友方全体获得来自勾帕路翁400%物防的护盾3回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000211>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300022,勇猛之心,,,,<【代拉基翁专属】每次攻击前自身损失10%血量（自身至少保留1点血量值），攻击获得50%吸血>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000221>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300023,守护之心,,,,<【毕力吉翁专属】入场时己方全体获得【守护之叶】2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000231>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300024,燃尽,,,,<【风速狗专属】每次行动前提高自身10%暴击率，上限50%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000241>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300025,梦幻,,,,<【梦幻专属】每次行动后使随机两个敌方单位陷入【幻境】2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000251>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300026,正义之心,,,,<【凯路迪欧专属】友方受到攻击时凯路迪欧必然会触发反击>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000261>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300027,星夜祈语,,,,<【基拉祈专属】基拉祈释放【许愿笺】时触发【天恩】的概率提高50%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000271>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300028,花束种子,,,,<【谢米专属】入场时，友方全体单位隐身1个行动回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000281>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300029,双生魅影,,,,<【美洛耶塔专属】每次大回合开始时【魅影】一个随机敌人1回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000291>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300030,神秘护身,,,,<【蒂安希专属】蒂安希每次行动后会筑起【钻石光墙】，护盾量为蒂安希250%双防之和>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000301>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300031,惩戒光轮,,,,<【惩戒胡帕专属】胡帕的每次攻击后会将目标【传送】到异次元空间>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000311>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300032,液态金属,,,,<【美录梅塔专属】美录梅塔的【奋不顾身】效果冷却时间减少1回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000321>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300033,入梦,,,,<【达克莱伊专属】达克莱伊技能中所有控制效果都将持续2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000331>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300034,凤王涅磐,,,,<【凤王专属】每个大回合开始前50%概率为敌方全体添加灼烧1回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000341>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300035,自我再生,,,,<【洛奇亚专属】入场时提高己方全体60%闪避率，该效果每大回合结束时递减20%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43000351>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301001,忍耐,,,,<【帝王拿波专属】每次行动，永久获得20%暴击抗性（可叠加至10层）>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010011>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301002,叶刃,,,,<【蜥蜴王专属】自身行动后有100%的概率进入隐身1状态（不可连续触发），则隐身状态下，额外获得冷血效果>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010021>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301003,唱反调,,,,<【君主蛇专属】君主蛇在场时，敌方每个单位行动后有60%概率缠绕1回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010031>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301004,狙射,,,,<【狙射树枭专属】杀目标后自身必然满怒气并获得1回合隐身效果>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010041>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301005,猛火,,,,<【火焰鸡专属】击杀单位时，立刻获得1个额外行动且暴击率额外提升30%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010051>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301006,浊流,,,,<【巨沼怪专属】攻击时附带致盲效果对随机4个单位触发致盲效果>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010061>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301007,水影分身之术,,,,<【甲贺忍蛙专属】击杀单位时，立刻获得1个额外行动并永久提升30%速度>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010071>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301008,冰霜之怒,,,,<【急冻鸟专属】急冻鸟在场时，敌方速度降低30%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010081>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301009,闪电,,,,<【闪电鸟专属】闪电鸟在场时，己方回怒速度提升50%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010091>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301010,圣鸟守护,,,,<【火焰鸟专属】火焰鸟在场时，己方暴击率提高30%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010101>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301011,雷霆之力,,,,<【雷公专属】入场时，使所有敌人【感电】3回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010111>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301012,火神庇护,,,,<【炎帝专属】入场时，自身获得3回合【火神庇护】>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010121>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301013,潮汐之力,,,,<【水君专属】入场时，己方全体提升60%免控率2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010131>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301014,岩石守备,,,,<【雷吉洛克专属】阵亡时敌方全体【眩晕】2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010141>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301015,冰冻之躯,,,,<【雷吉艾斯专属】己方冰系精灵在受到致命攻击时会进入【冰核】状态，并恢复满血>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010151>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301016,钢铁吸收,,,,<【雷吉斯奇鲁专属】使用必杀技时必定会淘汰血量60%以下的目标>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010161>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301017,光隐,,,,<【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为全体单位回复目标20%生命值的血量>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010171>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301018,光隐,,,,<【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为全体单位回复目标20%生命值的血量>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010181>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301019,慢启动,,,,<【雷吉奇卡斯专属】慢启动状态下自身完全免疫伤害>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010191>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301020,月相光环,,,,<【克雷色利亚专属】每个大回合开始时令己方生命比例最低的目标恢复50%已损生命值并进入【美梦状态】>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010201>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301021,真刚之心,,,,<【勾帕3路翁专属】入场时友方全体获得来自勾帕路翁800%物防的护盾3回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010211>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301022,勇猛之心,,,,<【代拉基翁专属】每次攻击前自身损失15%血量（自身至少保留1点血量值），攻击获得100%吸血>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010221>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301023,守护之心,,,,<【毕力吉翁专属】入场时己方全体获得【守护之叶】3回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010231>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301024,燃尽,,,,<【风速狗专属】每次行动前提高自身10%暴击率，上限100%，溢出暴击率会转化为暴击伤害>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010241>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301025,梦幻,,,,<【梦幻专属】每次行动后使随机四个敌方单位陷入【幻境】2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010251>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301026,正义之心,,,,<【凯路迪欧专属】友方受到攻击时凯路迪欧必然会触发反击，凯路迪欧获得的【剑意】层数翻倍>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010261>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301027,星夜祈语,,,,<【基拉祈专属】基拉祈释放【许愿笺】时必然触发【天恩】>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010271>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301028,花束种子,,,,<【谢米专属】入场时，友方全体单位隐身1个大回合并提升20%伤害加成>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010281>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301029,双生魅影,,,,<【美洛耶塔专属】每次大回合开始时【魅影】两个随机敌人1回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010291>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301030,神秘护身,,,,<【蒂安希专属】蒂安希每次行动后会筑起【钻石光墙】，护盾量为蒂安希500%双防之和>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010301>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301031,惩戒光轮,,,,<【惩戒胡帕专属】胡帕的每次攻击后会将目标【传送】到异次元空间，目标从光轮出现时会承受异次元打击>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010311>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301032,液态金属,,,,<【美录梅塔专属】美录梅塔的【奋不顾身】效果冷却时间减少2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010321>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301033,入梦,,,,<【达克莱伊专属】达克莱伊技能中所有控制效果都将持续2回合，开场即进入【噩梦梦境】，持续1个大回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010331>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301034,凤王涅磐,,,,<【凤王专属】凤王在场时，每个大回合开始前100%概率为敌方全体添加灼烧1回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010341>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301035,自我再生,,,,<【洛奇亚专属】入场时提高己方全体60%闪避率，该效果每大回合结束时递减12%>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<43010351>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400001,忍耐,,,,<【帝王拿波专属】每次行动，永久获得10%暴击抗性（可叠加至10层）>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000011>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400002,叶刃,,,,<【蜥蜴王专属】自身行动后有100%的概率进入隐身1状态（不可连续触发）>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000021>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400003,唱反调,,,,<【君主蛇专属】君主蛇在场时，敌方每个单位行动后有30%概率缠绕1回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000031>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400004,狙射,,,,<【狙射树枭专属】击杀目标后自身必然满怒气>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000041>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400005,猛火,,,,<【火焰鸡专属】击杀单位时，立刻获得1个额外行动>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000051>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400006,浊流,,,,<【巨沼怪专属】攻击时附带致盲效果对随机2个单位触发致盲效果>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000061>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400007,水影分身之术,,,,<【甲贺忍蛙专属】击杀单位时，立刻获得1个额外行动>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000071>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
