变量名,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,weatherTypeId,monsters3,defenceC2,specialDefenceC2,specialDamageC2,speedC2,bossMark2,damageC2,monsters2,multiTeamNum,hpC2,damageC3,defenceC3,hpC3,specialDamageC3,specialDefenceC3,speedC3
100108,100108,,1,<231221;251108;231221;232891;221903;232891>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100109,100109,,1,<231313;251109;231313;231082;0;231082>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100110,100110,,1,<232723;251110;221303;231423;230721;230721>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100111,100111,,1,<231241;221313;231241;230803;251111;230803>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100112,100112,,1,<231841;251112;231841;233143;0;233143>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100113,100113,,1,<230741;220741;230741;230013;251113;230013>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100114,100114,,1,<230462;220462;230462;230464;251114;230464>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100115,100115,,1,<231172;221841;232822;233143;251115;233303>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100116,100116,,1,<233303;220303;230452;251116;0;232633>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100117,100117,,1,<230393;221813;230393;230593;251117;230593>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100118,100118,,1,<231313;221241;231313;251118;0;230632>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100119,100119,,1,<232302;251119;230093;231853;0;230003>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100120,100120,,1,<232723;223631;232723;231971;251120;231971>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100121,100121,,1,<230273;220273;230273;230463;251121;230463>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100122,100122,,1,<231231;221221;231231;230731;251122;230741>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100123,100123,,1,<230393;220394;230393;230753;251123;230753>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100124,100124,,1,<233283;223283;233283;251124;0;230464>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100125,100125,,1,<230333;220303;230482;231443;251125;231443>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100126,100126,,1,<230482;251126;230482;230572;0;230572>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100127,100127,,1,<230333;220372;230333;233502;251127;233502>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100128,100128,,1,<233021;223021;233021;232303;251128;232303>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100129,100129,,1,<230372;251129;230372;231293;0;231293>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100130,100130,,1,<230761;221903;230761;231241;251130;231241>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100131,100131,,1,<230082;0;230082;232683;251131;230173>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100132,100132,,1,<233543;222233;233543;231893;251132;231893>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100133,100133,,1,<230263;221903;230771;231393;251133;231393>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100134,100134,,1,<230173;0;230173;232683;251134;232683>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100135,100135,,1,<230753;223543;230753;231893;251135;231893>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100136,100136,,1,<230303;251136;230303;233342;0;233342>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100137,100137,,1,<230741;0;231231;231303;251137;231303>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100138,100138,,1,<231813;0;231813;233143;251138;233143>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100139,100139,,1,<230721;223021;230721;231082;251139;231082>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100140,100140,,1,<230393;221241;231813;230593;251140;230593>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100141,100141,,1,<230593;220593;230593;251141;0;230133>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100142,100142,,1,<232272;220303;232272;231841;251142;231841>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100143,100143,,1,<232303;251143;232303;233143;0;231082>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100144,100144,,1,<233432;251144;233432;231394;0;231394>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100145,100145,,1,<230883;251145;220883;230731;230883;230731>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100146,100146,,1,<230072;221241;230072;232683;251146;232683>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100147,100147,,1,<230263;251147;230263;232073;220093;232073>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100148,100148,,1,<231241;221313;230632;233303;251148;233303>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100149,100149,,1,<230692;221971;230692;231172;251149;231172>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100150,100150,,1,<233631;251150;221971;230771;230761;230263>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100151,100151,,1,<231501;220493;230023;231303;251151;231303>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100152,100152,,1,<233283;223283;233283;230783;251152;230783>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100153,100153,,1,<230462;220463;230464;233511;251153;232633>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100154,100154,,1,<233562;222923;232924;230452;251154;233562>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100155,100155,,1,<230721;223021;231082;233631;251155;231852>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100156,100156,,1,<230883;220593;231313;230721;251156;230721>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100157,100157,,1,<230013;220013;230013;230572;251157;230572>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100158,100158,,1,<233511;220013;230053;230753;251158;230632>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100159,100159,,1,<230692;220783;231612;230033;251159;230062>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100160,100160,,1,<233502;221903;231261;233511;251160;231612>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100161,100161,,1,<232963;222963;232963;232873;251161;233012>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100162,100162,,1,<230333;221903;230883;230803;251162;232073>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100163,100163,,1,<232612;221313;232612;232233;251163;232233>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100164,100164,,1,<232612;222633;232963;230072;251164;230123>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100165,100165,,1,<230221;221813;230221;231971;251165;233003>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100166,100166,,1,<233293;222483;233293;231293;251166;230572>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100167,100167,,1,<230033;220452;230033;230731;251167;230731>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100168,100168,,1,<230033;220043;230192;230372;251168;230372>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100169,100169,,1,<233413;223432;233502;230192;251169;230352>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100170,100170,,1,<230712;223631;230712;231253;251170;231423>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100171,100171,,1,<233283;223472;233283;230333;251171;231071>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100172,100172,,1,<230493;221253;230493;233353;251172;233353>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100173,100173,,1,<230013;221303;230013;233342;251173;233342>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100174,100174,,1,<230003;220023;230133;230013;251174;230093>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100175,100175,,1,<231813;251175;221813;231981;233143;231981>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100176,100176,,1,<230093;220133;230273;231841;251176;231082>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100177,100177,,1,<233511;223511;233511;233143;251177;233143>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100178,100178,,1,<233543;223003;233143;231893;251178;231893>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100179,100179,,1,<230283;220303;230372;230462;251179;230464>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100180,100180,,1,<232821;221501;232821;232233;251180;232233>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100181,100181,,1,<230462;220463;230464;232612;251181;232612>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100182,100182,,1,<230692;222873;230692;230771;251182;230771>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100183,100183,,1,<231253;221841;232822;233143;251183;232723>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100184,100184,,1,<230472;220482;230552;230803;251184;232073>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100185,100185,,1,<230781;220712;233353;233003;251185;233003>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100186,100186,,1,<230472;220482;230552;232073;251186;232073>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100187,100187,,1,<232873;223012;232302;232873;251187;232302>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100188,100188,,1,<233012;221863;233012;232302;251188;233502>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100189,100189,,1,<233283;223342;233413;232272;251189;232483>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100190,100190,,1,<230771;221443;230464;230761;251190;230761>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100191,100191,,1,<231423;221863;231423;230593;251191;230593>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100192,100192,,1,<230803;222013;230803;233353;251192;233353>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100193,100193,,1,<230692;221503;230692;230303;251193;230303>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100194,100194,,1,<231071;221313;231071;230393;251194;230393>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100195,100195,,1,<233021;221903;231501;230883;251195;230721>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100196,100196,,1,<232593;221893;232593;230632;251196;230632>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100197,100197,,1,<231863;223502;231863;233303;251197;233303>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100198,100198,,1,<230003;220173;230283;230783;251198;230783>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100199,100199,,1,<231423;221423;231423;230572;251199;230572>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100200,100200,,1,<231261;221393;233543;231394;251200;232721>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100201,100201,,1,<232963;223283;233502;230632;251201;230632>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100202,100202,,1,<230023;220303;230472;230603;251202;230603>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100203,100203,,1,<232272;222483;233283;231394;251203;231394>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100204,100204,,1,<231253;221253;231253;231893;251204;231893>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100205,100205,,1,<270002;270001;270002;270002;251205;270002>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100206,100206,,1,<231443;220803;231443;230731;251206;230883>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100207,100207,,1,<231813;220593;231813;230393;251207;230393>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100208,100208,,1,<231313;220493;231313;232723;251208;232723>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100209,100209,,1,<231172;221172;231172;233143;251209;233143>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100210,100210,,1,<230393;221813;230393;231813;251210;231813>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100211,100211,,1,<230692;220783;230793;230753;251211;230753>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100212,100212,,1,<231503;222013;231503;233353;251212;233353>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100213,100213,,1,<231253;222593;231253;233502;251213;233502>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100214,100214,,1,<230721;220731;230741;231813;251214;231813>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100215,100215,,1,<230771;221841;230771;230603;251215;230603>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100216,100216,,1,<230283;220372;230283;231393;251216;231393>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100217,100217,,1,<230883;220593;230883;230731;251217;230731>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100218,100218,,1,<230603;220741;230603;233293;251218;233293>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100219,100219,,1,<231221;221231;231241;233303;251219;233303>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100220,100220,,1,<230793;222483;231612;233543;251220;233543>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100221,100221,,1,<230372;220482;232272;230601;251221;230601>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100222,100222,,1,<230303;222963;230303;230333;251222;230333>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100223,100223,,1,<232873;223021;232873;231082;251223;231082>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100224,100224,,1,<231503;221503;231503;230721;251224;230741>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100225,100225,,1,<231071;221903;231071;231293;251225;231293>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100226,100226,,1,<231172;220472;231313;230632;251226;230632>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100227,100227,,1,<231393;223543;231393;231813;251227;231813>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100228,100228,,1,<230721;220731;230741;230753;251228;230632>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100229,100229,,1,<231903;221903;231903;231221;251229;231241>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100230,100230,,1,<230273;220464;230273;230462;251230;230462>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100231,100231,,1,<232633;223342;233432;230593;251231;230593>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100232,100232,,1,<232723;222013;232723;230402;251232;230402>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100233,100233,,1,<232683;221071;232683;230572;251233;230572>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100234,100234,,1,<230493;221903;230493;231253;251234;231253>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100235,100235,,1,<231503;223501;231503;230781;251235;230781>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100236,100236,,1,<230372;220393;230552;231813;251236;231813>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100237,100237,,1,<230771;220753;230771;230893;251237;230893>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100238,100238,,1,<230023;221313;230552;233303;251238;231241>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100239,100239,,1,<233353;221503;233353;233472;251239;233472>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100240,100240,,1,<231253;221253;231253;231231;251240;231231>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100241,100241,,1,<230093;221443;232302;230741;251241;230741>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100242,100242,,1,<232593;222612;232593;232963;251242;232963>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100243,100243,,1,<232013;222302;233283;231353;251243;231353>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100244,100244,,1,<230771;221903;230771;230333;251244;230333>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100245,100245,,1,<230731;223021;230731;230721;251245;230721>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100246,100246,,1,<232483;222483;232483;230263;251246;230263>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100247,100247,,1,<231813;221221;231813;230263;251247;230771>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100248,100248,,1,<231393;223353;231393;230133;251248;233432>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100249,100249,,1,<231893;221893;231893;231303;251249;231303>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100250,100250,,1,<231393;220771;230263;233293;251250;232272>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100251,100251,,1,<232612;222683;230793;230883;251251;230883>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100252,100252,,1,<231313;220493;231313;230283;251252;233283>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100253,100253,,1,<230783;220283;233283;231293;251253;231293>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100254,100254,,1,<230043;220062;230072;233303;251254;233303>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100255,100255,,1,<232721;251255;222721;231172;231082;231172>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100256,100256,,1,<233012;221863;233012;231082;251256;231082>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100257,100257,,1,<230472;221841;230273;231423;251257;231423>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100258,100258,,1,<232612;220493;232822;230692;251258;232073>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100259,100259,,1,<230082;220123;230232;233562;251259;230173>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100260,100260,,1,<231863;221863;231863;230372;251260;230372>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100261,100261,,1,<233293;222073;232891;230133;251261;230133>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100262,100262,,1,<251262;221443;251262;232633;251262;231082>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100263,100263,,1,<232891;222073;232963;230883;251263;231221>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100264,100264,,1,<230102;220173;230352;232963;251264;232963>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100265,100265,,1,<230482;220372;232272;232683;251265;232683>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100266,100266,,1,<232633;222963;232633;230393;251266;230393>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100267,100267,,1,<231813;220393;231813;230771;251267;231813>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100268,100268,,1,<231893;223543;231893;233003;251268;233511>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100269,100269,,1,<230113;220192;230452;230731;251269;230883>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100270,100270,,1,<232723;221082;231841;231172;251270;231172>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100271,100271,,1,<230462;220463;230464;230572;251271;230572>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100272,100272,,1,<231313;222013;231313;232302;251272;233432>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100273,100273,,1,<230472;221253;230692;230712;251273;230712>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100274,100274,,1,<230542;221353;230033;231253;251274;231253>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100275,100275,,1,<230031;220031;230031;230031;251275;230031>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100276,100276,,1,<231612;220273;232483;230572;251276;230572>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100277,100277,,1,<230552;220632;230552;230771;251277;230771>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100278,100278,,1,<230023;221313;230552;233303;251278;233303>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100279,100279,,1,<230893;223562;230043;232723;251279;232723>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100280,100280,,1,<232822;223543;232822;231241;251280;231241>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100281,100281,,1,<230133;223472;231443;231393;251281;230753>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100282,100282,,1,<233511;222822;232612;231082;251282;231172>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100283,100283,,1,<233021;221231;231863;230721;251283;230741>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100284,100284,,1,<233293;222272;230003;231841;251284;231841>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100285,100285,,1,<231293;221903;230572;231293;251285;230333>,,,,,,0.72,,1.1,1.1,1.1,1.1,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100286,100286,,1,<231503;220552;233021;233432;251286;230053>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
100287,100287,,1,<231893;222233;231893;231393;251287;231394>,,,,,,0.67,,,,,,csv.stage.wjt,,,,,,,,,,,,,,,,,,,,,
