变量名,_comment,weightList,cardWeightMap,specialWeightMap
1256,1256-限时UP抽卡S级卡牌后续库-电系-自选,,<<{id=261};100>;<{id=331};1440>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};1440>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};1150>;<{id=741};50>;<{id=881};1440>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};1150>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>;<{id=3661};100>;<{id=161};100>;<{id=2031};100>;<{id=1911};100>;<{id=1921};100>;<{id=1931};100>;<{id=2471};100>;<{id=3151};100>;<{id=3591};100>>,
1257,1257-限时UP抽卡S级卡牌初始库-冰妖精系-自选,,<<{id=721};80>;<{id=3021};100>;<{id=1081};100>;<{id=1391};100>;<{id=3351};100>;<{id=1921};100>>,
1258,1258-限时UP抽卡S级卡牌后续库--冰妖精系-自选,,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};960>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};1200>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};1200>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};1200>;<{id=3141};100>;<{id=3351};1200>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>;<{id=3661};100>;<{id=161};100>;<{id=2031};100>;<{id=1911};100>;<{id=1921};1200>;<{id=1931};100>;<{id=2471};100>;<{id=3151};100>;<{id=3591};100>>,
1259,1259-限时UP抽卡S级卡牌初始库-钢岩系-自选,,<<{id=401};100>;<{id=491};100>;<{id=1251};80>;<{id=1501};100>;<{id=3411};100>;<{id=1911};100>;<{id=1931};100>;<{id=2031};100>>,
1260,1260-限时UP抽卡S级卡牌后续库-钢岩系-自选,,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};800>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};640>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};800>;<{id=1811};100>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};800>;<{id=241};100>;<{id=401};800>;<{id=3001};75>;<{id=2991};75>;<{id=3661};100>;<{id=161};100>;<{id=2031};800>;<{id=1911};800>;<{id=1921};100>;<{id=1931};800>;<{id=2471};100>;<{id=3151};100>;<{id=3591};100>>,
1261,1261-限时UP抽卡S级卡牌初始库-毒恶系-自选,,<<{id=1081};80>;<{id=1171};100>;<{id=1841};100>;<{id=3141};100>;<{id=2721};100>;<{id=161};100>>,
1262,1262-限时UP抽卡S级卡牌后续库-毒恶系-自选,,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};1200>;<{id=1171};1200>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};1200>;<{id=3021};100>;<{id=3141};1200>;<{id=3351};100>;<{id=3541};100>;<{id=1841};1200>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>;<{id=3661};100>;<{id=161};1200>;<{id=2031};100>;<{id=1911};100>;<{id=1921};100>;<{id=1931};100>;<{id=2471};100>;<{id=3151};100>;<{id=3591};100>>,
1263,1263-限时UP抽卡S级卡牌初始库-虫草普系-自选,,<<{id=1071};100>;<{id=1421};100>;<{id=571};100>;<{id=1291};100>;<{id=2471};100>;<{id=3661};100>;<{id=3151};100>>,
1264,1264-限时UP抽卡S级卡牌后续库-虫草普系-自选,,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};960>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};960>;<{id=1081};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};960>;<{id=1311};100>;<{id=1391};100>;<{id=1421};960>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>;<{id=3661};100>;<{id=161};100>;<{id=2031};100>;<{id=1911};100>;<{id=1921};100>;<{id=1931};100>;<{id=2471};960>;<{id=3151};960>;<{id=3591};960>>,
1265,1265-限时UP抽卡S级卡牌初始库-超龙幽系-自选,,<<{id=261};100>;<{id=391};100>;<{id=1391};100>;<{id=1811};100>;<{id=3541};80>;<{id=3001};80>;<{id=3591};100>;<{id=2991};100>>,
1266,1266-限时UP抽卡S级卡牌后续库-超龙幽系-自选,,<<{id=261};760>;<{id=331};100>;<{id=391};760>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};760>;<{id=1421};100>;<{id=1501};100>;<{id=1811};760>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};600>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};600>;<{id=2991};760>;<{id=3661};100>;<{id=161};100>;<{id=2031};100>;<{id=1911};100>;<{id=1921};100>;<{id=1931};100>;<{id=2471};100>;<{id=3151};100>;<{id=3591};760>>,
1301,1301-公会箱子进化晶石材料库,<<5001;100;6>;<5002;100;6>;<5003;100;6>;<5004;100;6>;<5005;100;6>;<5006;100;6>;<5007;100;6>;<5008;100;6>;<5009;100;6>>,,
1302,1302-公会箱子进化晶石材料库,<<5001;100;6>;<5002;100;6>;<5003;100;6>;<5004;100;6>;<5005;100;6>;<5006;100;6>;<5007;100;6>;<5008;100;6>;<5009;100;6>;<5010;100;6>;<5011;100;6>;<5012;100;6>>,,
1303,1303-公会箱子进化晶石材料库,<<5004;100;6>;<5005;100;6>;<5006;100;6>;<5007;100;6>;<5008;100;6>;<5009;100;6>;<5010;100;6>;<5011;100;6>;<5012;100;6>;<5013;100;6>;<5014;100;6>;<5015;100;6>>,,
1304,1304-公会箱子进化晶石材料库,<<5007;100;6>;<5008;100;6>;<5009;100;6>;<5010;100;6>;<5011;100;6>;<5012;100;6>;<5013;100;6>;<5014;100;6>;<5015;100;6>;<5016;100;6>;<5017;100;6>;<5018;100;6>>,,
1305,1305-公会箱子进化晶石材料库,<<5010;100;6>;<5011;100;6>;<5012;100;6>;<5013;100;6>;<5014;100;6>;<5015;100;6>;<5016;100;6>;<5017;100;6>;<5018;100;6>;<5019;100;6>;<5020;100;6>;<5021;100;6>>,,
1306,1306-公会箱子进化晶石材料库,<<5013;100;6>;<5014;100;6>;<5015;100;6>;<5016;100;6>;<5017;100;6>;<5018;100;6>;<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>>,,
1307,1307-公会箱子进化晶石材料库,<<5016;100;6>;<5017;100;6>;<5018;100;6>;<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>;<5025;100;6>;<5026;100;6>;<5027;100;6>>,,
1308,1308-公会箱子进化晶石材料库,<<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>;<5025;100;6>;<5026;100;6>;<5027;100;6>;<5028;100;6>;<5029;100;6>;<5030;100;6>>,,
1309,1309-公会箱子进化晶石材料库,<<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>;<5025;100;6>;<5026;100;6>;<5027;100;6>;<5028;100;6>;<5029;100;6>;<5030;100;6>>,,
1310,1310-公会箱子进化晶石材料库,<<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>;<5025;100;6>;<5026;100;6>;<5027;100;6>;<5028;100;6>;<5029;100;6>;<5030;100;6>>,,
1311,1311-公会箱子进化晶石材料库,<<5019;100;6>;<5020;100;6>;<5021;100;6>;<5022;100;6>;<5023;100;6>;<5024;100;6>;<5025;100;6>;<5026;100;6>;<5027;100;6>;<5028;100;6>;<5029;100;6>;<5030;100;6>>,,
1351,1351-随机等级箱子材料库,<<5001;100;6>;<5002;100;6>;<5003;100;6>>,,
1352,1352-随机等级箱子材料库,<<5004;100;6>;<5005;100;6>;<5006;100;6>>,,
1353,1353-随机等级箱子材料库,<<5007;100;6>;<5008;100;6>;<5009;100;6>>,,
1354,1354-随机等级箱子材料库,<<5010;100;6>;<5011;100;6>;<5012;100;6>>,,
1355,1355-随机等级箱子材料库,<<5013;100;6>;<5014;100;6>;<5015;100;6>>,,
1356,1356-随机等级箱子材料库,<<5016;100;6>;<5017;100;6>;<5018;100;6>>,,
1357,1357-随机等级箱子材料库,<<5019;100;6>;<5020;100;6>;<5021;100;6>>,,
1358,1358-随机等级箱子材料库,<<5022;100;6>;<5023;100;6>;<5024;100;6>>,,
1359,1359-随机等级箱子材料库,<<5025;100;6>;<5026;100;6>;<5027;100;6>>,,
1360,1360-随机等级箱子材料库,<<5028;100;6>;<5029;100;6>;<5030;100;6>>,,
1361,1361-随机等级箱子材料库,<<5031;100;6>;<5032;100;6>;<5033;100;6>>,,
1362,1359-随机等级箱子材料库,<<5031;100;6>;<5032;100;6>;<5033;100;6>>,,
1363,1360-随机等级箱子材料库,<<5031;100;6>;<5032;100;6>;<5033;100;6>>,,
1364,1361-随机等级箱子材料库,<<5031;100;6>;<5032;100;6>;<5033;100;6>>,,
1371,1371-跨服金色随机等级箱子材料库,<<5001;100;25>;<5002;100;25>;<5003;100;25>;<5001;100;20>;<5002;100;20>;<5003;100;20>>,,
1372,1372-跨服金色随机等级箱子材料库,<<5004;100;25>;<5005;100;25>;<5006;100;25>;<5004;100;20>;<5005;100;20>;<5006;100;20>>,,
1373,1373-跨服金色随机等级箱子材料库,<<5007;100;25>;<5008;100;25>;<5009;100;25>;<5007;100;20>;<5008;100;20>;<5009;100;20>>,,
1374,1374-跨服金色随机等级箱子材料库,<<5010;100;25>;<5011;100;25>;<5012;100;25>;<5010;100;20>;<5011;100;20>;<5012;100;20>>,,
1375,1375-跨服金色随机等级箱子材料库,<<5013;100;25>;<5014;100;25>;<5015;100;25>;<5013;100;20>;<5014;100;20>;<5015;100;20>>,,
1376,1376-跨服金色随机等级箱子材料库,<<5016;100;25>;<5017;100;25>;<5018;100;25>;<5016;100;20>;<5017;100;20>;<5018;100;20>>,,
1377,1377-跨服金色随机等级箱子材料库,<<5019;100;25>;<5020;100;25>;<5021;100;25>;<5019;100;20>;<5020;100;20>;<5021;100;20>>,,
1378,1378-跨服金色随机等级箱子材料库,<<5022;100;25>;<5023;100;25>;<5024;100;25>;<5022;100;20>;<5023;100;20>;<5024;100;20>>,,
1379,1379-跨服金色随机等级箱子材料库,<<5025;100;25>;<5026;100;25>;<5027;100;25>;<5025;100;20>;<5026;100;20>;<5027;100;20>>,,
1380,1380-跨服金色随机等级箱子材料库,<<5028;100;25>;<5029;100;25>;<5030;100;25>;<5028;100;20>;<5029;100;20>;<5030;100;20>>,,
1381,1381-跨服金色随机等级箱子材料库,<<5031;100;25>;<5032;100;25>;<5033;100;25>;<5031;100;20>;<5032;100;20>;<5033;100;20>>,,
1382,1382-跨服金色随机等级箱子材料库,<<5034;100;25>;<5035;100;25>;<5036;100;25>;<5034;100;20>;<5035;100;20>;<5036;100;20>>,,
1383,1383-跨服金色随机等级箱子材料库,<<5037;100;25>;<5038;100;25>;<5039;100;25>;<5037;100;20>;<5038;100;20>;<5039;100;20>>,,
1384,1384-跨服金色随机等级箱子材料库,<<5040;100;25>;<5041;100;25>;<5042;100;25>;<5040;100;20>;<5041;100;20>;<5042;100;20>>,,
1385,1385-跨服金色随机等级箱子材料库,<<5043;100;25>;<5044;100;25>;<5045;100;25>;<5043;100;20>;<5044;100;20>;<5045;100;20>>,,
1386,1386-跨服金色随机等级箱子材料库,<<5046;100;25>;<5047;100;25>;<5048;100;25>;<5046;100;20>;<5047;100;20>;<5048;100;20>>,,
1387,1387-跨服金色随机等级箱子材料库,<<5049;100;25>;<5050;100;25>;<5051;100;25>;<5049;100;20>;<5050;100;20>;<5051;100;20>>,,
1388,1388-跨服金色随机等级箱子材料库,<<5052;100;25>;<5053;100;25>;<5054;100;25>;<5052;100;20>;<5053;100;20>;<5054;100;20>>,,
1389,1389-跨服金色随机等级箱子材料库,<<5055;100;25>;<5056;100;25>;<5057;100;25>;<5055;100;20>;<5056;100;20>;<5057;100;20>>,,
1390,1390-跨服金色随机等级箱子材料库,<<5058;100;25>;<5059;100;25>;<5060;100;25>;<5058;100;20>;<5059;100;20>;<5060;100;20>>,,
1391,1391-跨服银色随机等级箱子材料库,<<5001;100;15>;<5002;100;15>;<5003;100;15>;<5001;100;20>;<5002;100;20>;<5003;100;20>>,,
1392,1392-跨服银色随机等级箱子材料库,<<5004;100;15>;<5005;100;15>;<5006;100;15>;<5004;100;20>;<5005;100;20>;<5006;100;20>>,,
1393,1393-跨服银色随机等级箱子材料库,<<5007;100;15>;<5008;100;15>;<5009;100;15>;<5007;100;20>;<5008;100;20>;<5009;100;20>>,,
1394,1394-跨服银色随机等级箱子材料库,<<5010;100;15>;<5011;100;15>;<5012;100;15>;<5010;100;20>;<5011;100;20>;<5012;100;20>>,,
1395,1395-跨服银色随机等级箱子材料库,<<5013;100;15>;<5014;100;15>;<5015;100;15>;<5013;100;20>;<5014;100;20>;<5015;100;20>>,,
1396,1396-跨服银色随机等级箱子材料库,<<5016;100;15>;<5017;100;15>;<5018;100;15>;<5016;100;20>;<5017;100;20>;<5018;100;20>>,,
1397,1397-跨服银色随机等级箱子材料库,<<5019;100;15>;<5020;100;15>;<5021;100;15>;<5019;100;20>;<5020;100;20>;<5021;100;20>>,,
1398,1398-跨服银色随机等级箱子材料库,<<5022;100;15>;<5023;100;15>;<5024;100;15>;<5022;100;20>;<5023;100;20>;<5024;100;20>>,,
1399,1399-跨服银色随机等级箱子材料库,<<5025;100;15>;<5026;100;15>;<5027;100;15>;<5025;100;20>;<5026;100;20>;<5027;100;20>>,,
1400,1400-跨服银色随机等级箱子材料库,<<5028;100;15>;<5029;100;15>;<5030;100;15>;<5028;100;20>;<5029;100;20>;<5030;100;20>>,,
1401,1401-跨服银色随机等级箱子材料库,<<5031;100;15>;<5032;100;15>;<5033;100;15>;<5031;100;20>;<5032;100;20>;<5033;100;20>>,,
1402,1402-跨服银色随机等级箱子材料库,<<5034;100;15>;<5035;100;15>;<5036;100;15>;<5034;100;20>;<5035;100;20>;<5036;100;20>>,,
1403,1403-跨服银色随机等级箱子材料库,<<5037;100;15>;<5038;100;15>;<5039;100;15>;<5037;100;20>;<5038;100;20>;<5039;100;20>>,,
1404,1404-跨服银色随机等级箱子材料库,<<5040;100;15>;<5041;100;15>;<5042;100;15>;<5040;100;20>;<5041;100;20>;<5042;100;20>>,,
1405,1405-跨服银色随机等级箱子材料库,<<5043;100;15>;<5044;100;15>;<5045;100;15>;<5043;100;20>;<5044;100;20>;<5045;100;20>>,,
1406,1406-跨服银色随机等级箱子材料库,<<5046;100;15>;<5047;100;15>;<5048;100;15>;<5046;100;20>;<5047;100;20>;<5048;100;20>>,,
1407,1407-跨服银色随机等级箱子材料库,<<5049;100;15>;<5050;100;15>;<5051;100;15>;<5049;100;20>;<5050;100;20>;<5051;100;20>>,,
1408,1408-跨服银色随机等级箱子材料库,<<5052;100;15>;<5053;100;15>;<5054;100;15>;<5052;100;20>;<5053;100;20>;<5054;100;20>>,,
1409,1409-跨服银色随机等级箱子材料库,<<5055;100;25>;<5056;100;25>;<5057;100;25>;<5055;100;20>;<5056;100;20>;<5057;100;20>>,,
1410,1410-跨服银色随机等级箱子材料库,<<5058;100;25>;<5059;100;25>;<5060;100;25>;<5058;100;20>;<5059;100;20>;<5060;100;20>>,,
1411,1411-跨服银色随机等级箱子材料库,<<5061;100;25>;<5062;100;25>;<5063;100;25>;<5061;100;20>;<5062;100;20>;<5063;100;20>>,,
1412,1412-跨服银色随机等级箱子材料库,<<5064;100;25>;<5065;100;25>;<5066;100;25>;<5064;100;20>;<5065;100;20>;<5066;100;20>>,,
1701,二选一-盖欧卡洛奇亚-kr,<<6950;100;1>>,,
1702,二选一-盖欧卡洛奇亚碎片库-kr,<<6951;200;1>;<6951;100;2>;<6951;50;3>>,,
1703,二选一-帕路奇亚/达克莱伊-kr,<<6862;100;1>>,,
1704,二选一-帕路奇亚/达克莱伊碎片库-kr,<<6863;200;1>;<6863;100;2>;<6863;50;3>>,,
1705,二选一-美录坦/捷克罗姆,<<6864;100;1>>,,
1706,二选一-美录坦/捷克罗姆碎片库,<<6865;200;1>;<6865;100;2>;<6865;50;3>>,,
1707,二选一-裂空座/固拉多,<<6866;100;1>>,,
1708,二选一-裂空座/固拉多碎片库,<<6867;200;1>;<6867;100;2>;<6867;50;3>>,,
1709,二选一-骑拉帝纳/雷吉奇卡斯,<<6868;100;1>>,,
1710,二选一-骑拉帝纳/雷吉奇卡斯碎片库,<<6869;200;1>;<6869;100;2>;<6869;50;3>>,,
1711,二选一-伊裴尔塔尔/酋雷姆,<<6870;100;1>>,,
1712,二选一-伊裴尔塔尔/酋雷姆碎片库,<<6871;200;1>;<6871;100;2>;<6871;50;3>>,,
1713,二选一-盖欧卡蒂安希,<<6872;100;1>>,,
1714,二选一-盖欧卡蒂安希碎片库,<<6873;200;1>;<6873;100;2>;<6873;50;3>>,,
1715,二选一-谢米帝牙卢卡,<<6874;100;1>>,,
1716,二选一-谢米帝牙卢卡碎片库,<<6875;200;1>;<6875;100;2>;<6875;50;3>>,,
1717,二选一-时拉比/美洛耶塔,<<6876;100;1>>,,
1718,二选一-时拉比/美洛耶塔碎片库,<<6877;200;1>;<6877;100;2>;<6877;50;3>>,,
2001,寻宝首次单抽随机库,<<4031;200;1>;<4032;200;1>;<4033;200;1>;<4041;200;1>;<4042;200;1>;<4043;200;1>;<4051;150;1>;<4052;150;1>;<4053;150;1>;<4061;150;1>;<4062;150;1>;<4063;150;1>;<4064;150;1>;<4071;150;1>;<4072;150;1>;<4073;150;1>;<4074;150;1>;<4081;60;1>;<4082;60;1>;<4083;60;1>;<4084;60;1>;<4085;60;1>;<4092;60;1>;<4093;60;1>;<4094;60;1>;<4095;60;1>;<4096;60;1>>,,
2002,寻宝首次五连抽随机库,<<4061;200;1>;<4062;200;1>;<4063;200;1>;<4064;200;1>;<4071;200;1>;<4072;200;1>;<4073;200;1>;<4074;200;1>;<4081;100;1>;<4082;100;1>;<4083;100;1>;<4084;100;1>;<4085;100;1>;<4092;100;1>;<4093;100;1>;<4094;100;1>;<4095;100;1>;<4096;100;1>>,,
2003,寻宝常规单抽随机库,<<4000;500;120>;<4011;200;1>;<4012;200;1>;<4013;200;1>;<4021;200;1>;<4022;200;1>;<4023;200;1>;<4031;200;1>;<4032;200;1>;<4033;200;1>;<4041;200;1>;<4042;200;1>;<4043;200;1>;<4051;80;1>;<4052;80;1>;<4053;80;1>;<4061;80;1>;<4062;80;1>;<4063;80;1>;<4064;80;1>;<4071;80;1>;<4072;80;1>;<4073;80;1>;<4074;80;1>;<4081;20;1>;<4082;20;1>;<4083;20;1>;<4084;20;1>;<4085;20;1>;<4092;20;1>;<4093;20;1>;<4094;20;1>;<4095;20;1>;<4096;20;1>>,,
2004,寻宝常规五连随机库,<<4061;200;1>;<4062;200;1>;<4063;200;1>;<4064;200;1>;<4071;200;1>;<4072;200;1>;<4073;200;1>;<4074;200;1>;<4081;50;1>;<4082;50;1>;<4083;50;1>;<4084;50;1>;<4085;50;1>;<4092;50;1>;<4093;50;1>;<4094;50;1>;<4095;50;1>;<4096;50;1>>,,
2005,寻宝首橙组件随机库,<<4081;200;1>;<4082;200;1>;<4083;200;1>;<4084;200;1>;<4085;200;1>;<4092;200;1>;<4093;200;1>;<4094;200;1>;<4095;200;1>;<4096;200;1>>,,
2006,寻宝首绿探险器集齐,<<4022;200;1>>,,
2007,寻宝首绿探险器集齐,<<4021;200;1>>,,
2008,寻宝首绿探险器集齐,<<4023;200;1>>,,
8011,绿色符石库,<<40121;100;1>;<40122;100;1>;<40123;100;1>;<40124;100;1>;<40125;100;1>;<40126;100;1>;<40221;100;1>;<40222;100;1>;<40223;100;1>;<40224;100;1>;<40225;100;1>;<40226;100;1>;<40321;100;1>;<40322;100;1>;<40323;100;1>;<40324;100;1>;<40325;100;1>;<40326;100;1>;<40421;100;1>;<40422;100;1>;<40423;100;1>;<40424;100;1>;<40425;100;1>;<40426;100;1>;<40521;100;1>;<40522;100;1>;<40523;100;1>;<40524;100;1>;<40525;100;1>;<40526;100;1>;<40621;100;1>;<40622;100;1>;<40623;100;1>;<40624;100;1>;<40625;100;1>;<40626;100;1>;<40721;100;1>;<40722;100;1>;<40723;100;1>;<40821;100;1>;<40822;100;1>;<40823;100;1>;<40921;100;1>;<40922;100;1>;<40923;100;1>>,,
8012,蓝色符石库,<<40131;100;1>;<40132;100;1>;<40133;100;1>;<40134;100;1>;<40135;100;1>;<40136;100;1>;<40231;100;1>;<40232;100;1>;<40233;100;1>;<40234;100;1>;<40235;100;1>;<40236;100;1>;<40331;100;1>;<40332;100;1>;<40333;100;1>;<40334;100;1>;<40335;100;1>;<40336;100;1>;<40431;100;1>;<40432;100;1>;<40433;100;1>;<40434;100;1>;<40435;100;1>;<40436;100;1>;<40531;100;1>;<40532;100;1>;<40533;100;1>;<40534;100;1>;<40535;100;1>;<40536;100;1>;<40631;100;1>;<40632;100;1>;<40633;100;1>;<40634;100;1>;<40635;100;1>;<40636;100;1>;<40731;100;1>;<40732;100;1>;<40733;100;1>;<40831;100;1>;<40832;100;1>;<40833;100;1>;<40931;100;1>;<40932;100;1>;<40933;100;1>>,,
8013,蓝色符石库,<<40141;100;1>;<40142;100;1>;<40143;100;1>;<40144;100;1>;<40145;100;1>;<40146;100;1>;<40241;100;1>;<40242;100;1>;<40243;100;1>;<40244;100;1>;<40245;100;1>;<40246;100;1>;<40341;100;1>;<40342;100;1>;<40343;100;1>;<40344;100;1>;<40345;100;1>;<40346;100;1>;<40441;100;1>;<40442;100;1>;<40443;100;1>;<40444;100;1>;<40445;100;1>;<40446;100;1>;<40541;100;1>;<40542;100;1>;<40543;100;1>;<40544;100;1>;<40545;100;1>;<40546;100;1>;<40641;100;1>;<40642;100;1>;<40643;100;1>;<40644;100;1>;<40645;100;1>;<40646;100;1>;<40741;100;1>;<40742;100;1>;<40743;100;1>;<40841;100;1>;<40842;100;1>;<40843;100;1>;<40941;100;1>;<40942;100;1>;<40943;100;1>>,,
8014,蓝色符石库,<<40151;100;1>;<40152;100;1>;<40153;100;1>;<40154;100;1>;<40155;100;1>;<40156;100;1>;<40251;100;1>;<40252;100;1>;<40253;100;1>;<40254;100;1>;<40255;100;1>;<40256;100;1>;<40351;100;1>;<40352;100;1>;<40353;100;1>;<40354;100;1>;<40355;100;1>;<40356;100;1>;<40451;100;1>;<40452;100;1>;<40453;100;1>;<40454;100;1>;<40455;100;1>;<40456;100;1>;<40551;100;1>;<40552;100;1>;<40553;100;1>;<40554;100;1>;<40555;100;1>;<40556;100;1>;<40651;100;1>;<40652;100;1>;<40653;100;1>;<40654;100;1>;<40655;100;1>;<40656;100;1>;<40751;100;1>;<40752;100;1>;<40753;100;1>;<40851;100;1>;<40852;100;1>;<40853;100;1>;<40951;100;1>;<40952;100;1>;<40953;100;1>>,,
8015,红色符石库,<<40161;100;1>;<40162;100;1>;<40163;100;1>;<40164;100;1>;<40165;100;1>;<40166;100;1>;<40261;100;1>;<40262;100;1>;<40263;100;1>;<40264;100;1>;<40265;100;1>;<40266;100;1>;<40361;100;1>;<40362;100;1>;<40363;100;1>;<40364;100;1>;<40365;100;1>;<40366;100;1>;<40461;100;1>;<40462;100;1>;<40463;100;1>;<40464;100;1>;<40465;100;1>;<40466;100;1>;<40561;100;1>;<40562;100;1>;<40563;100;1>;<40564;100;1>;<40565;100;1>;<40566;100;1>;<40661;100;1>;<40662;100;1>;<40663;100;1>;<40664;100;1>;<40665;100;1>;<40666;100;1>;<40761;100;1>;<40762;100;1>;<40763;100;1>;<40861;100;1>;<40862;100;1>;<40863;100;1>;<40961;100;1>;<40962;100;1>;<40963;100;1>>,,
8016,金币抽卡道具库,<<529;100;10>;<529;100;20>;<529;100;30>;<gold;100;10000>;<gold;100;20000>;<gold;100;30000>>,,
8017,钻石抽卡道具库,<<529;100;30>;<529;100;40>;<529;100;50>;<gold;100;30000>;<gold;100;40000>;<gold;100;50000>>,,
8021,绿蓝紫橙综合库,<<40121;360;1>;<40122;360;1>;<40123;360;1>;<40124;360;1>;<40125;360;1>;<40126;360;1>;<40131;200;1>;<40132;200;1>;<40133;200;1>;<40134;200;1>;<40135;200;1>;<40136;200;1>;<40141;30;1>;<40142;30;1>;<40143;30;1>;<40144;30;1>;<40145;30;1>;<40146;30;1>;<40151;10;1>;<40152;10;1>;<40153;10;1>;<40154;10;1>;<40155;10;1>;<40156;10;1>;<40221;360;1>;<40222;360;1>;<40223;360;1>;<40224;360;1>;<40225;360;1>;<40226;360;1>;<40231;200;1>;<40232;200;1>;<40233;200;1>;<40234;200;1>;<40235;200;1>;<40236;200;1>;<40241;30;1>;<40242;30;1>;<40243;30;1>;<40244;30;1>;<40245;30;1>;<40246;30;1>;<40251;10;1>;<40252;10;1>;<40253;10;1>;<40254;10;1>;<40255;10;1>;<40256;10;1>;<40321;360;1>;<40322;360;1>;<40323;360;1>;<40324;360;1>;<40325;360;1>;<40326;360;1>;<40331;200;1>;<40332;200;1>>,,
