变量名,name,_beizhu,isShow,icon,desc,desc1,quality,use,type,stackMax,specialArgsMap,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop,drawItemType,descType,ruleType,showNum
7921,神兽碎片选择宝箱,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24683=1};choose2={27051=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
7922,神兽二选一礼包,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4631}};choose2={card={id=7081}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
7923,神兽碎片选择宝箱,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24631=1};choose2={27081=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
7924,神兽二选一礼包,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4631}};choose2={card={id=7041}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
7925,神兽碎片选择宝箱,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24631=1};choose2={27041=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
7926,神兽二选一礼包,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=5561}};choose2={card={id=7211}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
7927,神兽碎片选择宝箱,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={25561=1};choose2={27211=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
7928,神兽二选一礼包,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7221}};choose2={card={id=5481}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
7929,神兽碎片选择宝箱,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27221=1};choose2={25481=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
7930,神兽二选一礼包,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7161}};choose2={card={id=7031}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
7931,神兽碎片选择宝箱,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27161=1};choose2={27031=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
7932,神兽二选一礼包,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7231}};choose2={card={id=2362}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
7933,神兽碎片选择宝箱,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27231=1};choose2={22362=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
7934,神兽二选一礼包,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3271}};choose2={card={id=3601}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
7935,神兽碎片选择宝箱,,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23271=1};choose2={23601=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
8000,几何雪花·圣诞魔影,,,config/portrait/jinglingtouxiang/img_615_jhxhsd@.png,获得后可以使用一套几何雪花的永久时装（重复获得时转化为10个几何雪花碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=101},,,,,,,,,,,,,,,,,,,,,,,,{23021=10},,,,,
8001,7日几何雪花·圣诞魔影,,,config/portrait/jinglingtouxiang/img_615_jhxhsd@.png,获得后可以使用一套几何雪花的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=101},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002,蒂安希·冰雪公主,,,config/portrait/jinglingtouxiang/img_719_daxsd@.png,获得后可以使用一套蒂安希的永久时装（重复获得时转化为10个蒂安希碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=102},,,,,,,,,,,,,,,,,,,,,,,,{23631=10},,,,,
8003,7日蒂安希·冰雪公主,,,config/portrait/jinglingtouxiang/img_719_daxsd@.png,获得后可以使用一套蒂安希的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=102},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8004,惩戒胡帕·封印之力,,,config/portrait/jinglingtouxiang/img_720_cjhp@.png,获得后可以使用一套惩戒胡帕的永久时装,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=103},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8005,7日惩戒胡帕·封印之力,,,config/portrait/jinglingtouxiang/img_720_cjhp@.png,获得后可以使用一套惩戒胡帕的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=103},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8006,怪盗·达克莱伊,,,config/portrait/jinglingtouxiang/img_491_dklygd@.png,获得后可以使用一套达克莱伊的永久时装（重复获得时转化为10个达克莱伊碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=104},,,,,,,,,,,,,,,,,,,,,,,,{22431=10},,,,,
8007,7日怪盗·达克莱伊,,,config/portrait/jinglingtouxiang/img_491_dklygd@.png,获得后可以使用一套达克莱伊的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=104},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8008,街头拳手·巨钳螳螂,,,config/portrait/jinglingtouxiang/img_212_jqtljtqs@.png,获得后可以使用一套巨钳螳螂的永久时装（重复获得时转化为10个巨钳螳螂碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=105},,,,,,,,,,,,,,,,,,,,,,,,{20571=10},,,,,
8009,7日街头拳手·巨钳螳螂,,,config/portrait/jinglingtouxiang/img_212_jqtljtqs@.png,获得后可以使用一套巨钳螳螂的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=105},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010,鱼龙夜舞·沙奈朵,,,config/portrait/speedranktouxiang/img_282_sndyx@.png,获得后可以使用一套沙奈朵的永久时装（重复获得时转化为10个沙奈朵碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=106},,,,,,,,,,,,,,,,,,,,,,,,{21391=10},,,,,
8011,7日鱼龙夜舞·沙奈朵,,,config/portrait/speedranktouxiang/img_282_sndyx@.png,获得后可以使用一套沙奈朵的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=106},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012,西域魔灵·惩戒胡帕,,,config/portrait/speedranktouxiang/img_720_cjhppf@.png,获得后可以使用一套胡帕的永久时装（重复获得时转化为10个胡帕碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=108},,,,,,,,,,,,,,,,,,,,,,,,{23641=10},,,,,
8013,7日西域魔灵·惩戒胡帕,,,config/portrait/speedranktouxiang/img_720_cjhppf@.png,获得后可以使用一套胡帕的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=108},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8014,街头滑板·路卡利欧,,,config/portrait/speedranktouxiang/img_448_lklopf@.png,获得后可以使用一套路卡利欧的永久时装（重复获得时转化为10个路卡利欧碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=109},,,,,,,,,,,,,,,,,,,,,,,,{22241=10},,,,,
8015,7日街头滑板·路卡利欧,,,config/portrait/speedranktouxiang/img_448_lklopf@.png,获得后可以使用一套路卡利欧的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=109},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8016,时间侠盗·时拉比,,,config/portrait/speedranktouxiang/img_251_slbpf@.png,获得后可以使用一套时拉比的永久时装（重复获得时转化为10个时拉比碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=110},,,,,,,,,,,,,,,,,,,,,,,,{21281=10},,,,,
8017,7日时间侠盗·时拉比,,,config/portrait/speedranktouxiang/img_251_slbpf@.png,获得后可以使用一套时拉比的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=110},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8018,银霄战甲·超级裂空座,,,config/portrait/speedranktouxiang/img_384_cjlkzpf@.png,获得后可以使用一套超级裂空座的永久时装（重复获得时转化为10个裂空座碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=111},,,,,,,,,,,,,,,,,,,,,,,,{21981=10},,,,,
8019,7日银霄战甲·超级裂空座,,,config/portrait/speedranktouxiang/img_384_cjlkzpf@.png,获得后可以使用一套时拉比的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=111},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8020,幽灵船长·耿鬼,,,config/portrait/speedranktouxiang/img_94_ggpf2@.png,获得后可以使用一套耿鬼的永久时装（重复获得时转化为10个耿鬼碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=112},,,,,,,,,,,,,,,,,,,,,,,,{20391=10},,,,,
8021,7日幽灵船长·耿鬼,,,config/portrait/speedranktouxiang/img_94_ggpf2@.png,获得后可以使用一套耿鬼的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=112},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8022,魔法星使·基拉祈,,,config/portrait/speedranktouxiang/img_385_jlqpf@.png,获得后可以使用一套基拉祈的永久时装（重复获得时转化为10个基拉祈碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=113},,,,,,,,,,,,,,,,,,,,,,,,{21991=10},,,,,
8023,7日魔法星使·基拉祈,,,config/portrait/speedranktouxiang/img_385_jlqpf@.png,获得后可以使用一套基拉祈的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=113},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8024,圣诞老人·胡地,,,config/portrait/speedranktouxiang/img_65_hdpf@.png,获得后可以使用一套胡地的永久时装（重复获得时转化为10个胡地碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=114},,,,,,,,,,,,,,,,,,,,,,,,{20391=10},,,,,
8025,7日圣诞老人·胡地,,,config/portrait/speedranktouxiang/img_65_hdpf@.png,获得后可以使用一套胡地的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=114},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8026,九色鹿·哲尔尼亚斯,,,config/portrait/speedranktouxiang/img_716_zenyspf@.png,获得后可以使用一套哲尔尼亚斯的永久时装（重复获得时转化为10个哲尔尼亚斯碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=115},,,,,,,,,,,,,,,,,,,,,,,,{23601=10},,,,,
8027,7日九色鹿·哲尔尼亚斯,,,config/portrait/speedranktouxiang/img_716_zenyspf@.png,获得后可以使用一套哲尔尼亚斯的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=115},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8028,霓虹闪电,,,config/portrait/speedranktouxiang/img_807_jlalpf@.png,获得后可以使用一套捷拉奥拉的永久时装（重复获得时转化为10个捷拉奥拉碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=116},,,,,,,,,,,,,,,,,,,,,,,,{24161=10},,,,,
8029,7日霓虹闪电,,,config/portrait/speedranktouxiang/img_807_jlalpf@.png,获得后可以使用一套捷拉奥拉的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=116},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8030,红莲皮卡丘,,,config/portrait/speedranktouxiang/img_25_xzpkqpf@.png,获得后可以使用一套小智版皮卡丘的永久时装（重复获得时转化为10个小智版皮卡丘碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=117},,,,,,,,,,,,,,,,,,,,,,,,{27001=10},,,,,
8031,7日红莲皮卡丘,,,config/portrait/speedranktouxiang/img_25_xzpkqpf@.png,获得后可以使用一套小智版皮卡丘的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=117},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8032,月下蔷薇,,,config/portrait/speedranktouxiang/img_475_alldpf@.png,获得后可以使用一套艾路雷朵的永久时装（重复获得时转化为10个艾路雷朵碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=118},,,,,,,,,,,,,,,,,,,,,,,,{21391=10},,,,,
8033,7日月下蔷薇,,,config/portrait/speedranktouxiang/img_475_alldpf@.png,获得后可以使用一套艾路雷朵的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=118},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8034,胜利武装·比克提尼,,,config/portrait/speedranktouxiang/img_494_bktnpf@.png,获得后可以使用一套比克提尼的永久时装（重复获得时转化为10个比克提尼碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=119},,,,,,,,,,,,,,,,,,,,,,,,{22461=10},,,,,
8035,7日胜利武装·比克提尼,,,config/portrait/speedranktouxiang/img_494_bktnpf@.png,获得后可以使用一套比克提尼的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=119},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8036,烈焰机甲·原始固拉多,,,config/portrait/speedranktouxiang/img_383_cjgldpf@.png,获得后可以使用一套原始固拉多的永久时装（重复获得时转化为10个固拉多碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=120},,,,,,,,,,,,,,,,,,,,,,,,{21971=10},,,,,
8037,7日烈焰机甲·原始固拉多,,,config/portrait/speedranktouxiang/img_383_cjgldpf@.png,获得后可以使用一套原始固拉多的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=120},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8038,夜幕影忍·玛夏多,,,config/portrait/speedranktouxiang/img_802_mxdpf@.png,获得后可以使用一套玛夏多的永久时装（重复获得时转化为10个玛夏多碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=121},,,,,,,,,,,,,,,,,,,,,,,,{24121=10},,,,,
8039,7日夜幕影忍·玛夏多,,,config/portrait/speedranktouxiang/img_802_mxdpf@.png,获得后可以使用一套玛夏多的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=121},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8040,乐动星使·玛机雅娜,,,config/portrait/speedranktouxiang/img_801_mjynpf@.png,获得后可以使用一套玛机雅娜的永久时装（重复获得时转化为10个玛机雅娜碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=122},,,,,,,,,,,,,,,,,,,,,,,,{24111=10},,,,,
8041,7日乐动星使·玛机雅娜,,,config/portrait/speedranktouxiang/img_801_mjynpf@.png,获得后可以使用一套玛机雅娜的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=122},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8042,梦华秋月·克雷色利亚,,,config/portrait/speedranktouxiang/img_488_klslypf@.png,获得后可以使用一套克雷色利亚的永久时装（重复获得时转化为10个克雷色利亚碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=123},,,,,,,,,,,,,,,,,,,,,,,,{22401=10},,,,,
8043,7日梦华秋月·克雷色利亚,,,config/portrait/speedranktouxiang/img_488_klslypf@.png,获得后可以使用一套克雷色利亚的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=123},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8044,甜心守护·美录梅塔,,,config/portrait/speedranktouxiang/img_809_mlmtpf@.png,获得后可以使用一套美录梅塔的永久时装（重复获得时转化为10个美录梅塔碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=124},,,,,,,,,,,,,,,,,,,,,,,,{24171=10},,,,,
8045,7日甜心守护·美录梅塔,,,config/portrait/speedranktouxiang/img_809_mlmtpf@.png,获得后可以使用一套美录梅塔的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=124},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,鱼咎于形·原始盖欧卡,,,config/portrait/speedranktouxiang/img_382_ysgokpf@.png,获得后可以使用一套原始盖欧卡的永久时装（重复获得时转化为10个盖欧卡碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=125},,,,,,,,,,,,,,,,,,,,,,,,{21961=10},,,,,
8047,7日鱼咎于形·原始盖欧卡,,,config/portrait/speedranktouxiang/img_382_ysgokpf@.png,获得后可以使用一套原始盖欧卡的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=125},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8048,歌剧魅影·玛纳霏,,,config/portrait/speedranktouxiang/img_490_mnfpf@.png,获得后可以使用一套玛纳霏的永久时装（重复获得时转化为10个玛纳霏碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=126},,,,,,,,,,,,,,,,,,,,,,,,{22421=10},,,,,
8049,7日歌剧魅影·玛纳霏,,,config/portrait/speedranktouxiang/img_490_mnfpf@.png,获得后可以使用一套玛纳霏的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=126},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8050,阿拉丁·黑夜魔灵,,,config/portrait/speedranktouxiang/img_477_hymlpf@.png,获得后可以使用一套黑夜魔灵的永久时装（重复获得时转化为10个黑夜魔灵碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=127},,,,,,,,,,,,,,,,,,,,,,,,{21811=10},,,,,
8051,7日阿拉丁·黑夜魔灵,,,config/portrait/speedranktouxiang/img_477_hymlpf@.png,获得后可以使用一套黑夜魔灵的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=127},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052,般若鬼武·闪光超级耿鬼,,,config/portrait/speedranktouxiang/img_94_yscjggpf@.png,获得后可以使用一套闪光超级耿鬼的永久时装（重复获得时转化为10个闪光超级耿鬼碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=128},,,,,,,,,,,,,,,,,,,,,,,,{27021=10},,,,,
8053,7日般若鬼武·闪光超级耿鬼,,,config/portrait/speedranktouxiang/img_94_yscjggpf@.png,获得后可以使用一套闪光超级耿鬼的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=128},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054,暗曜磁暴·索尔迦雷欧,,,config/portrait/speedranktouxiang/img_791_sejlopf@.png,获得后可以使用一套索尔迦雷欧的永久时装（重复获得时转化为10个索尔迦雷欧碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=129},,,,,,,,,,,,,,,,,,,,,,,,{24023=10},,,,,
8055,7日暗曜磁暴·索尔迦雷欧,,,config/portrait/speedranktouxiang/img_791_sejlopf@.png,获得后可以使用一套索尔迦雷欧的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=129},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8056,随心御剑·纸御剑,,,config/portrait/speedranktouxiang/img_798_zyjpf@.png,获得后可以使用一套纸御剑的永久时装（重复获得时转化为10个纸御剑碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=130},,,,,,,,,,,,,,,,,,,,,,,,{24081=10},,,,,
8057,7日随心御剑·纸御剑,,,config/portrait/speedranktouxiang/img_798_zyjpf@.png,获得后可以使用一套纸御剑的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=130},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8058,煞行破邪·闪光超级班基拉斯,,,config/portrait/speedranktouxiang/img_248_sgcjbjlspf@.png,获得后可以使用一套闪光超级班基拉斯的永久时装（重复获得时转化为10个闪光超级班基拉斯碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=131},,,,,,,,,,,,,,,,,,,,,,,,{27031=10},,,,,
8059,7日煞行破邪·闪光超级班基拉斯,,,config/portrait/speedranktouxiang/img_248_sgcjbjlspf@.png,获得后可以使用一套闪光超级班基拉斯的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=131},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8060,雷电祥云·闪电鸟,,,config/portrait/speedranktouxiang/img_145_sdnpf@.png,获得后可以使用一套闪电鸟的永久时装（重复获得时转化为10个闪电鸟碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=132},,,,,,,,,,,,,,,,,,,,,,,,{20731=10},,,,,
8061,7日雷电祥云·闪电鸟,,,config/portrait/speedranktouxiang/img_145_sdnpf@.png,获得后可以使用一套闪电鸟的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=132},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8062,偶像歌姬·美洛耶塔,,,config/portrait/speedranktouxiang/img_648_mlytpfgsxt@.png,获得后可以使用一套美洛耶塔的永久时装（重复获得时转化为10个美洛耶塔碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=133},,,,,,,,,,,,,,,,,,,,,,,,{23261=10},,,,,
8063,7日偶像歌姬·美洛耶塔,,,config/portrait/speedranktouxiang/img_648_mlytpfgsxt@.png,获得后可以使用一套美洛耶塔的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=133},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8064,沙漠死神·奈克洛兹玛,,,config/portrait/speedranktouxiang/img_800_nklzmpf@.png,获得后可以使用一套奈克洛兹玛的永久时装（重复获得时转化为10个奈克洛兹玛碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=134},,,,,,,,,,,,,,,,,,,,,,,,{24101=10},,,,,
8065,7日沙漠死神·奈克洛兹玛,,,config/portrait/speedranktouxiang/img_800_nklzmpf@.png,获得后可以使用一套奈克洛兹玛的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=134},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8066,月满花繁·露奈雅拉,,,config/portrait/speedranktouxiang/img_792_lnylpf@.png,获得后可以使用一套露奈雅拉的永久时装（重复获得时转化为10个露奈雅拉碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=135},,,,,,,,,,,,,,,,,,,,,,,,{24024=10},,,,,
8067,7日月满花繁·露奈雅拉,,,config/portrait/speedranktouxiang/img_792_lnylpf@.png,获得后可以使用一套露奈雅拉的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=135},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8068,誓约之剑·超级蒂安希,,,config/portrait/speedranktouxiang/img_719_cjdaxpf@.png,获得后可以使用一套超级蒂安希的永久时装（重复获得时转化为10个蒂安希碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=136},,,,,,,,,,,,,,,,,,,,,,,,{23631=10},,,,,
8069,7日誓约之剑·超级蒂安希,,,config/portrait/speedranktouxiang/img_719_cjdaxpf@.png,获得后可以使用一套超级蒂安希的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=136},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070,玄音余韵·铁火辉夜,,,config/portrait/speedranktouxiang/img_797_thhypf@.png,获得后可以使用一套铁火辉夜的永久时装（重复获得时转化为10个铁火辉夜碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=137},,,,,,,,,,,,,,,,,,,,,,,,{24071=10},,,,,
8071,7日玄音余韵·铁火辉夜,,,config/portrait/speedranktouxiang/img_797_thhypf@.png,获得后可以使用一套铁火辉夜的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=137},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8072,月夜魅语·闪光超级沙奈朵,,,config/portrait/speedranktouxiang/img_282_sgcjsndpf@.png,获得后可以使用一套闪光超级沙奈朵的永久时装（重复获得时转化为10个闪光超级沙奈朵碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=138},,,,,,,,,,,,,,,,,,,,,,,,{27051=10},,,,,
8073,7日月夜魅语·闪光超级沙奈朵,,,config/portrait/speedranktouxiang/img_282_sgcjsndpf@.png,获得后可以使用一套闪光超级沙奈朵的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=138},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8074,星际追击·起源梦幻,,,config/portrait/speedranktouxiang/img_151_qymh_pf@.png,获得后可以使用一套起源梦幻的永久时装（重复获得时转化为10个起源梦幻碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=139},,,,,,,,,,,,,,,,,,,,,,,,{27041=10},,,,,
8075,7日星际追击·起源梦幻,,,config/portrait/speedranktouxiang/img_151_qymh_pf@.png,获得后可以使用一套起源梦幻的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=139},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8076,流夏清梦·闪光超级沙奈朵,,,config/portrait/speedranktouxiang/img_282_sgcjsndyz@.png,获得后可以使用一套闪光超级沙奈朵的永久时装（重复获得时转化为10个闪光超级沙奈朵碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=140},,,,,,,,,,,,,,,,,,,,,,,,{27051=10},,,,,
8077,7日流夏清梦·闪光超级沙奈朵,,,config/portrait/speedranktouxiang/img_282_sgcjsndyz@.png,获得后可以使用一套闪光超级沙奈朵的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=140},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
