变量名,变量名,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control,__version
485332,,1,,,,,,,,,<{zorder=999999;delay=0;lastTime=32000}>,,,,,,<90;929091>,{bones=<hitman_move>},,,,
485333,,929091,,,,,,,,,,,,1,koudai_beijing/senlin2.skel,{screenPos=0;addTolayer=-1;zorder=9999;delay=0;offsetX=0;lastTime=9666;aniLoop=FALSE;aniName=aoliwa_skill2;offsetY=0;scale=0.67},,,,,,
499111,,957001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
499121,,957002,,,,<0.5;0.5>,,<0;1966.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
499131,,957004,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6;166.6>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
499132,,1,,,,,,,,,,,,,,,<90>,{bones=<hitman_move>},,,,
499211,,958001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
499221,,958002,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6;166.6;166.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
499231,,958009,,,,<1>,,<0>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
499232,,1,,,,,,,,,,,,,,,<90>,{bones=<hitman_move>},,,,
499311,,959001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
499321,,959002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
499331,,959009,,,,<1>,,<0>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
499332,,1,,,,,,,,,,,,,,,<90;959091;959092>,{bones=<hitman_move>},,,,
499333,,959091,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=9999;delay=0;offsetX=0;lastTime=9666;aniLoop=FALSE;aniName=aoliwa_skill2;offsetY=-350;scale=0.67},,,,,,
499334,,959092,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{screenPos=0;addTolayer=-1;zorder=9999;delay=0;offsetX=0;lastTime=9666;aniLoop=FALSE;aniName=aoliwa_skill2;offsetY=-350;scale=0.67},,,,,,
499411,,959001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
499421,,959002,,,,<0.3;0.3;0.4>,,<0;700;666>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
499431,,959005,,,,<0.3;0.3;0.4>,,<0;300;500>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
499432,,1,,,,,,,,,,,,,,,<90>,{bones=<hitman_move>},,,,
521911,,987001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
521921,,987002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
521931,,987003,,,,<0.25;0.25;0.25;0.25>,,<0;400;400;600>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
521932,,1,,,,,,,,,,,,,,,<90>,,,,,
522111,,988001,,,,<0.3;0.3;0.4>,,<0;666;666>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
522121,,988005,,,,<0.25;0.25;0.25;0.25>,,<0;420;420;420>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
522131,,988011,,,,<1>,,<0>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
522132,,1,,,,,,,,,,,,,,,<90>,,,,,
522141,,988012,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
522142,,988013,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
522143,,988014,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
522144,,988015,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
524111,,990001,,,,<0.5;0.5>,,<0;166.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
524121,,990003,,,,<0.4;0.2;0.2;0.2>,,<0;633.3;333.3;266.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
524131,,990007,,,,<1>,,<0>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
524132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=7333.3}>,,,,<90;990091>,,,,,
524133,,990091,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=0;lastTime=7333.3;aniLoop=FALSE;aniName=tiezheji_skill2;offsetY=0;scale=0.66},,,,,,
526111,,1005001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
526121,,1005002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
526131,,1005003,,,,<0.3;0.3;0.4>,,<0;4966;500>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
526132,,1,,,,,,,,,,,,,,,<90>,{bones=<hitman_move>},,,,
533111,,1002001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
533121,,1002002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
533131,,1002005,,,,<0.5;0.5>,,<0;166.6>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
533132,,1,,,,,,,,,,,,,,,<90>,,,,,
538111,,1007001,,,,<0.5;0.5>,,<0;833.3>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
538112,,1007019,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
538113,,1007020,,,,<0.5;0.5>,,<0;966.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
538121,,1007003,,,,<0.5;0.5>,,<0;100>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
538131,,1007005,,,,<0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;100;433.3;166.6;166.6;166.6;166.6;166.6;166.6;166.6;1300;2533.3;4433.3;1366.6>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
538132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=21000}>,,,,<90;1007091;1007092;1007093>,,,,,
538133,,1007091,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=1;zorder=1;delay=0;offsetX=0;lastTime=21000;aniLoop=FALSE;aniName=guledun_skill2_qian;offsetY=0;scale=0.66},,,,,,
538134,,1007092,,,,,,,,,,,,1,koudai_beijing/huahai.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=21000;aniLoop=FALSE;aniName=guledun_skill2;offsetY=0;scale=0.66},,,,,,
538135,,1007093,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-2;delay=0;offsetX=0;lastTime=21000;aniLoop=FALSE;aniName=guledun_skill2_hou;offsetY=0;scale=0.66},,,,,,
539111,,1008001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
539121,,1008002,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;133.3;133.3;133.3;133.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
539131,,1008007,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;233.3;233.3;266.6;266.6;1666.6>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
539132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=18333.3}>,,,,<90;1008091;1008092;1008093>,,,,,
539133,,1008091,,,,,,,,,,,,1,koudai_beijing/diqiuchengshi.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=18333.3;aniLoop=FALSE;aniName=miledun_skill2;offsetY=0;scale=0.66},,,,,,
539134,,1008092,,,,,,,,,,,,1,koudai_miledun/hero_miledun2.skel,{screenPos=0;addTolayer=-1;zorder=-2;delay=0;offsetX=0;lastTime=18333.3;aniLoop=FALSE;aniName=skill2_hou;offsetY=0;scale=0.66},,,,,,
539135,,1008093,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{screenPos=0;addTolayer=-1;zorder=-3;delay=0;offsetX=0;lastTime=18333.3;aniLoop=FALSE;aniName=miledun_skill2;offsetY=0;scale=0.66},,,,,,
539211,,1008101,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
539221,,1008106,,,,<0.4;0.6>,,<0;1000>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
539231,,1008108,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3>,,<0;400;500;333.3;333.3;333.3;333.3;666.6>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
539232,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=17600}>,,,,<90>,,,,,
540111,,1009001,,,,<0.5;0.5>,,<0;566.66>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
540121,,1009003,,,,<0.2;0.2;0.2;0.2;0.1;0.1>,,<0;366.6;366.6;400;366.6;400>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
540131,,1009009,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;466.6;333.3;266.6;233.3>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
540132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=8900}>,,,,<90;990091>,,,,,
540133,,1009091,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=0;lastTime=8900;aniLoop=FALSE;aniName=tiezheji_skill2;offsetY=0;scale=0.66},,,,,,
540141,,1009014,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
540161,,1,,1050,,<1>,,<1050>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
548111,,1017001,,,,<0.5;0.5>,,<0;300>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
548121,,1017003,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
548131,,1017004,,,,<0.3;0.3;0.4>,,<0;1400;1033.33>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
548132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=8900}>,,,,<90>,,,,,
548133,,1017008,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
548161,,1,,,,<1>,,<1050>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
556111,,1025001,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
556121,,1025006,,,,<0.25;0.25;0.5>,,<0;166.6;1433.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
556134,,1025009,,,,<1>,,<0>,{beginT=0;count=1;disx=60;disy=60;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
556135,,1,,,,,,,,,,,,,,,<90>,,,,,
556151,,1010006,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
556171,,1010005,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
702211,,94801,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
702221,,94802,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
702231,,94803,,,,<0.3;0.3;0.4>,,<0;350;1000>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
702232,,1,,,,,,,,,<{zorder=9999;delay=0;lastTime=30000}>,,<{hide=FALSE;delay=0;lastTime=30000}>,,,,<90>,{bones=<hitman_move1;hitman_move2>},,,,
702241,,94806,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
703111,,248101,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
703121,,248102,,,,<1>,,<0>,{beginT=0;count=1;disx=25;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
703131,,248103,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.25>,,<0;300;333.3;3100;366.6;433.3;533.3>,{beginT=0;count=1;disx=30;disy=40;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
703132,,1,,,,,,,,,,,,,,,<90;248192;248193;248194>,{bones=<hitman_move;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
703133,,248192,,,,,,,,,,,,1,koudai_beijing/diqiuchengshi.skel,{screenPos=0;addTolayer=1;zorder=1;offsetX=0;lastTime=24400;aniLoop=FALSE;aniName=shanban_skill2_qian;offsetY=0;scale=0.66},,,,,,
703134,,248193,,,,,,,,,,,,1,koudai_beijing/diqiuchengshi.skel,{screenPos=0;addTolayer=-1;zorder=-3;offsetX=0;lastTime=24400;aniLoop=FALSE;aniName=shanban_skill2;offsetY=0;scale=0.66},,,,,,
703135,,248194,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-11;offsetX=0;lastTime=24400;aniLoop=FALSE;aniName=shanban_skill2;offsetY=0;scale=0.66},,,,,,
703411,,248301,,,,<0.25;0.25;0.25;0.25>,,<0;133.3;133.3;100>,{beginT=0;count=1;disx=20;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
703421,,248305,,,,<1>,,<0>,{beginT=0;count=1;disx=25;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
703431,,248306,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;200;233.3;200;2233.3;133.3;133.3;133.3;166.6>,{beginT=0;count=1;disx=30;disy=40;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
703432,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=14166.6}>,,,,<90;248392>,,,,,
703433,,248392,,,,,,,,,,,,1,koudai_beijing/shandi.skel,{screenPos=0;addTolayer=-1;zorder=-1;offsetX=0;lastTime=14166.6;aniLoop=FALSE;aniName=banjila_pf_skill2;offsetY=0;scale=0.66},,,,,,
704111,,151101,,,,<0.5;0.5>,,<0;900>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
704121,,151103,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
704131,,151104,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
704132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=22166.6}>,,,,<90;151191;151192;151193;151194;151195>,,,,,
704133,,151191,,,,,,,,,,,,1,koudai_beijing/haidi.skel,{screenPos=0;addTolayer=1;zorder=150;offsetX=0;lastTime=22166.6;aniLoop=FALSE;aniName=qiyuanmenghuan_skill2_qian;offsetY=0;scale=0.66},,,,,,
704134,,151192,,,,,,,,,,,,1,koudai_beijing/huahai.skel,{screenPos=0;addTolayer=-1;zorder=5;offsetX=0;lastTime=22166.6;aniLoop=FALSE;aniName=qiyuanmenghuan_skill2;offsetY=0;scale=0.66},,,,,,
704135,,151193,,,,,,,,,,,,1,koudai_beijing/haidi.skel,{screenPos=0;addTolayer=-1;zorder=4;offsetX=0;lastTime=22166.6;aniLoop=FALSE;aniName=qiyuanmenghuan_skill2_hou;offsetY=0;scale=0.66},,,,,,
704136,,151194,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=3;offsetX=0;lastTime=22166.6;aniLoop=FALSE;aniName=qiyuanmenghuan_skill2;offsetY=0;scale=0.66},,,,,,
704137,,151195,,,,,,,,,,,,1,koudai_beijing/diqiuchengshi.skel,{screenPos=0;addTolayer=-1;zorder=1;offsetX=0;lastTime=22166.6;aniLoop=FALSE;aniName=qiyuanmenghuan_skill2;offsetY=0;scale=0.66},,,,,,
704611,,577001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
704621,,577002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
704631,,577003,,,,<0.3;0.3;0.4>,,<0;150;150>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
704632,,1,,,,,,,,,,,,,,,<90>,,,,,
704911,,151201,,,,<0.3;0.3;0.4>,,<0;200;233.3>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
704921,,151204,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
704931,,151205,,,,<0.5;0.5>,,<0;1000>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
704932,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=22000}>,,,,<90;151291>,,,,,
704933,,151291,,,,,,,,,,,,1,koudai_beijing/diqiuchengshi.skel,{screenPos=0;addTolayer=-1;zorder=150;offsetX=0;lastTime=22000;aniLoop=FALSE;aniName=qiyuanmenghuan_pf_skill2;offsetY=0;scale=0.66},,,,,,
705111,,2823001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
705121,,2823002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
705131,,2823003,,,,<0.5;0.5>,,<0;166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
705132,,1,,,,,,,,,,,,,,,<90;2823092>,{bones=<hitman_move1;hitman_move2>},,,,
705133,,2823092,,,,,,,,,,,,1,koudai_beijing/fangjian.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=18700;aniLoop=FALSE;aniName=sgcjsnd_skill2;offsetY=0;scale=0.66},,,,,,
705171,,2823901,,,,<0.2;0.2;0.3;0.3>,,<0;566.6;1033.3;2166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
705172,,1,,,,,,,,,,,,,,,<90;2823992>,,,,,
705173,,2823992,,,,,,,,,,,,1,koudai_sgcjalld/hero_sgcjalld.skel,{screenPos=0;addTolayer=1;zorder=1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
705174,,1,,,,,,,,,,,,,,,<90;2823993>,,,,,
705175,,2823993,,,,,,,,,,,,1,koudai_sgcjalldpf/hero_sgcjalldpf.skel,{screenPos=0;addTolayer=1;zorder=1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
705211,,4753001,,,,<0.3;0.3;0.4>,,<0;133.3;133.3>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
705221,,4753004,,,,<0.5;0.5>,,<0;600>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
705311,,2823101,,,,<0.5;0.5>,,<0;866.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
705321,,2823103,,,,<0.3;0.3;0.4>,,<0;266.6;433.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
705331,,2823106,,,,<0.5;0.5>,,<0;533.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
705332,,1,,,,,,,,,,,,,,,<90>,,,,,
705371,,2823701,,,,<0.3;0.3;0.4>,,<0;266.6;800>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
705372,,1,,,,,,,,,,,,,,,<90;2823792>,,,,,
705373,,2823792,,,,,,,,,,,,1,koudai_sgcjalld/hero_sgcjalld.skel,{screenPos=0;addTolayer=1;zorder=1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
705374,,1,,,,,,,,,,,,,,,<90;2823793>,,,,,
705375,,2823793,,,,,,,,,,,,1,koudai_sgcjalldpf/hero_sgcjalldpf.skel,{screenPos=0;addTolayer=1;zorder=1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
705411,,4753101,,,,<0.3;0.3;0.4>,,<0;133.3;133.3>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
705421,,4753104,,,,<0.5;0.5>,,<0;600>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
705511,,2823201,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
705521,,2823202,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2>,,<0;200;200;200;266.6;900;100;100>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
705531,,2823210,,,,<0.2;0.3;0.5>,,<0;200;233.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
705532,,1,,,,,,,,,,,,,,,<90;2823292;2823293>,{bones=<hitman_move;hitman_move2>},,,,
705533,,2823292,,,,,,,,,,,,1,koudai_sgcjsndyzpf/hero_sgcjsndyzpf.skel,{screenPos=0;addTolayer=1;zorder=1;delay=0;offsetX=0;lastTime=15333.3;aniLoop=FALSE;aniName=skill2_qian;offsetY=0;scale=0.66},,,,,,
