变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
1395,limit_box_rmb10_2861,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1396,limit_box_rmb10_2861,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,limit_box_rmb1_2951,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1401,limit_box_rmb1_2951,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,limit_box_rmb10_2951,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1412,limit_box_rmb10_2951,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1413,limit_box_rmb10_2951,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1414,limit_box_rmb10_2951,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1415,limit_box_rmb10_2951,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1416,limit_box_rmb10_2951,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,limit_box_rmb1_3051,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1421,limit_box_rmb1_3051,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,limit_box_rmb10_3051,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1432,limit_box_rmb10_3051,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1433,limit_box_rmb10_3051,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1434,limit_box_rmb10_3051,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1435,limit_box_rmb10_3051,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1436,limit_box_rmb10_3051,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,limit_box_rmb1_3121,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1441,limit_box_rmb1_3121,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,limit_box_rmb10_3121,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1452,limit_box_rmb10_3121,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1453,limit_box_rmb10_3121,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1454,limit_box_rmb10_3121,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1455,limit_box_rmb10_3121,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1456,limit_box_rmb10_3121,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,limit_box_rmb1_3211,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1461,limit_box_rmb1_3211,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,limit_box_rmb10_3211,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1472,limit_box_rmb10_3211,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1473,limit_box_rmb10_3211,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1474,limit_box_rmb10_3211,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1475,limit_box_rmb10_3211,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1476,limit_box_rmb10_3211,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,limit_box_rmb1_3361,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1481,limit_box_rmb1_3361,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,limit_box_rmb10_3361,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1492,limit_box_rmb10_3361,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1493,limit_box_rmb10_3361,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1494,limit_box_rmb10_3361,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1495,limit_box_rmb10_3361,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1496,limit_box_rmb10_3361,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,limit_up_rmb1_1071,钻石付费单抽,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
2002,limit_up_rmb1_1071,钻石付费单抽-必出A级卡,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2003,limit_up_rmb1_1071,钻石单抽-第5~10次得S资质卡牌UP,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1200=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2004,limit_up_rmb1_1071,后续每15连额外得S级卡（概率）UP,2,6,,,10,10,0.05,0.015,0.5,15,15,{1200=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2005,limit_up_rmb1_1071,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP,2,160,,,,160,0.05,0.015,0.5,15,15,{1200=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,limit_up_rmb10_1071,首次十连-单张S,4,1,,,,,,,,,,{1200=1;205=3;206=6},100,{1200=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
2012,limit_up_rmb10_1071,10连抽-常规产出（最多2个）,0,2,,,20,,,,,,,{1200=1;205=3;206=6},150,{1200=1;205=4;206=5},100,{1200=1;205=5;206=4},50,{1200=2;205=3;206=5},30,{1200=2;205=4;206=4},20,{1200=2;205=5;206=3},10,{1200=3;205=2;206=5},0,{1200=3;205=3;206=4},0,{1200=3;205=4;206=3},0,,0
2013,limit_up_rmb10_1071,10连抽-常规产出（10次后为泛卡池）,0,22,,,,,,,,,,{1201=1;205=3;206=6},150,{1201=1;205=4;206=5},100,{1201=1;205=5;206=4},50,{1201=2;205=3;206=5},30,{1201=2;205=4;206=4},20,{1201=2;205=5;206=3},10,{1201=3;205=2;206=5},0,{1201=3;205=3;206=4},0,{1201=3;205=4;206=3},0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,limit_up_rmb1_1161,钻石付费单抽,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
2022,limit_up_rmb1_1161,钻石付费单抽-必出A级卡,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2023,limit_up_rmb1_1161,钻石单抽-第5~10次得S资质卡牌UP,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1202=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2024,limit_up_rmb1_1161,后续每15连额外得S级卡（概率）UP,2,6,,,10,10,0.05,0.015,0.5,15,15,{1202=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2025,limit_up_rmb1_1161,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP,2,160,,,,160,0.05,0.015,0.5,15,15,{1202=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,limit_up_rmb10_1161,首次十连-单张S,4,1,,,,,,,,,,{1202=1;205=3;206=6},100,{1202=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
2032,limit_up_rmb10_1161,10连抽-常规产出（最多2个）,0,2,,,20,,,,,,,{1202=1;205=3;206=6},150,{1202=1;205=4;206=5},100,{1202=1;205=5;206=4},50,{1202=2;205=3;206=5},30,{1202=2;205=4;206=4},20,{1202=2;205=5;206=3},10,{1202=3;205=2;206=5},0,{1202=3;205=3;206=4},0,{1202=3;205=4;206=3},0,,0
2033,limit_up_rmb10_1161,10连抽-常规产出（10次后为泛卡池）,0,22,,,,,,,,,,{1203=1;205=3;206=6},150,{1203=1;205=4;206=5},100,{1203=1;205=5;206=4},50,{1203=2;205=3;206=5},30,{1203=2;205=4;206=4},20,{1203=2;205=5;206=3},10,{1203=3;205=2;206=5},0,{1203=3;205=3;206=4},0,{1203=3;205=4;206=3},0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,limit_up_rmb1_1251,钻石付费单抽,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
2042,limit_up_rmb1_1251,钻石付费单抽-必出A级卡,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2043,limit_up_rmb1_1251,钻石单抽-第5~10次得S资质卡牌UP,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2044,limit_up_rmb1_1251,后续每15连额外得S级卡（概率）UP,2,6,,,10,10,0.05,0.015,0.5,15,15,{1204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2045,limit_up_rmb1_1251,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP,2,160,,,,160,0.05,0.015,0.5,15,15,{1204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,limit_up_rmb10_1251,首次十连-单张S,4,1,,,,,,,,,,{1204=1;205=3;206=6},100,{1204=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
2052,limit_up_rmb10_1251,10连抽-常规产出（最多2个）,0,2,,,20,,,,,,,{1204=1;205=3;206=6},150,{1204=1;205=4;206=5},100,{1204=1;205=5;206=4},50,{1204=2;205=3;206=5},30,{1204=2;205=4;206=4},20,{1204=2;205=5;206=3},10,{1204=3;205=2;206=5},0,{1204=3;205=3;206=4},0,{1204=3;205=4;206=3},0,,0
2053,limit_up_rmb10_1251,10连抽-常规产出（10次后为泛卡池）,0,22,,,,,,,,,,{1205=1;205=3;206=6},150,{1205=1;205=4;206=5},100,{1205=1;205=5;206=4},50,{1205=2;205=3;206=5},30,{1205=2;205=4;206=4},20,{1205=2;205=5;206=3},10,{1205=3;205=2;206=5},0,{1205=3;205=3;206=4},0,{1205=3;205=4;206=3},0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,limit_up_rmb1_1330,钻石付费单抽,0,2,,,,,,,,,,{205=1},50,{206=1},50,,0,,0,,0,,0,,0,,0,,0,,0
2062,limit_up_rmb1_1330,钻石付费单抽-必出A级卡,4,1,,,,,,,,,,{204=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2063,limit_up_rmb1_1330,钻石单抽-第5~10次得S资质卡牌UP,2,5,,,1,5,0.17,0.06,0.5,6,999999,{1200=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2064,limit_up_rmb1_1330,后续每15连额外得S级卡（概率）UP,2,6,,,10,10,0.05,0.015,0.5,15,15,{1200=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
2065,limit_up_rmb1_1330,（10次后为泛卡池）后续每15连额外得S级卡（概率）UP,2,160,,,,160,0.05,0.015,0.5,15,15,{1200=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,limit_up_rmb10_1330,首次十连-单张S,4,1,,,,,,,,,,{1200=1;205=3;206=6},100,{1200=1;205=4;206=5},100,,0,,0,,0,,0,,0,,0,,0,,0
2072,limit_up_rmb10_1330,10连抽-常规产出（最多2个）,0,2,,,20,,,,,,,{1200=1;205=3;206=6},150,{1200=1;205=4;206=5},100,{1200=1;205=5;206=4},50,{1200=2;205=3;206=5},30,{1200=2;205=4;206=4},20,{1200=2;205=5;206=3},10,{1200=3;205=2;206=5},0,{1200=3;205=3;206=4},0,{1200=3;205=4;206=3},0,,0
2073,limit_up_rmb10_1330,10连抽-常规产出（10次后为泛卡池）,0,22,,,,,,,,,,{1201=1;205=3;206=6},150,{1201=1;205=4;206=5},100,{1201=1;205=5;206=4},50,{1201=2;205=3;206=5},30,{1201=2;205=4;206=4},20,{1201=2;205=5;206=3},10,{1201=3;205=2;206=5},0,{1201=3;205=3;206=4},0,{1201=3;205=4;206=3},0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,新魂匣调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
,,,2,0,0,0,0,0,0,0.01,0.2,30,50,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
,抽取类型,类型注释,抽取触发类型(0从X次开始;1权值累加;2概率触发;3每X次;4第X次),抽取次数条件,权值上限,权值下限,生效次数上限,开始次数,概率初值,概率递增,概率上限,概率保底次数,概率生效间隔,产出类型1,产出类型1权重,产出类型2,产出类型2权重,产出类型3,产出类型3权重,产出类型4,产出类型4权重,产出类型5,产出类型5权重,产出类型6,产出类型6权重,产出类型7,产出类型7权重,产出类型8,产出类型8权重,产出类型9,产出类型9权重,产出类型10,产出类型10权重
5001,limit_rmb1_1256,莱西拉姆/捷克罗姆,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24001=1},150,,,,,,0,,0,,0,,0
5002,limit_rmb1_1256,莱西拉姆/捷克罗姆,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5003,limit_rmb1_1256,莱西拉姆/捷克罗姆,2,70,,,1,73,0.1,0.05,0.4,9,99999,{24000=1},1,,,,,,,,,,,,0,,0,,0,,0
5004,limit_rmb1_1256,莱西拉姆/捷克罗姆,2,135,,,999,144,0.1,0.05,0.4,9,70,{24000=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011,limit_rmb1_1335,伊裴尔塔尔/酋雷姆,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24003=1},150,,,,,,0,,0,,0,,0
5012,limit_rmb1_1335,伊裴尔塔尔/酋雷姆,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5013,limit_rmb1_1335,伊裴尔塔尔/酋雷姆,2,70,,,1,73,0.1,0.05,0.4,9,99999,{24002=1},1,,,,,,,,,,,,0,,0,,0,,0
5014,limit_rmb1_1335,伊裴尔塔尔/酋雷姆,2,135,,,999,144,0.1,0.05,0.4,9,70,{24002=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,limit_rmb1_1385,玛纳霏/比克提尼,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24005=1},150,,,,,,0,,0,,0,,0
5022,limit_rmb1_1385,玛纳霏/比克提尼,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5023,limit_rmb1_1385,玛纳霏/比克提尼,2,70,,,1,73,0.1,0.05,0.4,9,99999,{24004=1},1,,,,,,,,,,,,0,,0,,0,,0
5024,limit_rmb1_1385,玛纳霏/比克提尼,2,135,,,999,144,0.1,0.05,0.4,9,70,{24004=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,limit_rmb1_1431,固拉多/裂空座,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24007=1},150,,,,,,0,,0,,0,,0
5032,limit_rmb1_1431,固拉多/裂空座,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
5033,limit_rmb1_1431,固拉多/裂空座,2,70,,,1,73,0.1,0.05,0.4,9,99999,{24006=1},1,,,,,,,,,,,,0,,0,,0,,0
5034,limit_rmb1_1431,固拉多/裂空座,2,135,,,999,144,0.1,0.05,0.4,9,70,{24006=1},1,,,,,,,,,,,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,limit_rmb1_1516,时拉比/基拉祈,0,1,,,,,,,,,,{201=1},0,{1105=1},200,{1107=1},625,{24009=1},150,,,,,,0,,0,,0,,0
5042,limit_rmb1_1516,时拉比/基拉祈,2,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,0,,0,,0,,0
