变量名,markID,level,addType,addScene,natureType,desc,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6,__version
410002,4101,40,1,,,%s,1,3%,,,,,,,,,,,
410003,4101,60,1,,,%s,14,300,15,300,,,,,,,,,
410004,4101,80,2,,11,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
410005,4101,100,1,,,%s,7,3%,8,3%,,,,,,,,,
410006,4101,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
410007,4101,200,1,,,%s,17,300,19,300,,,,,,,,,
410008,4101,250,1,,,%s,9,3%,10,3%,,,,,,,,,
410009,4101,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
410010,4101,350,1,,,%s,11,300,12,300,,,,,,,,,
410011,4101,400,1,,,%s,22,300,23,300,,,,,,,,,
410012,4101,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
410013,4101,500,1,,,%s,24,500,,,,,,,,,,,
410201,4103,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
410202,4103,40,1,,,%s,1,3%,,,,,,,,,,,
410203,4103,60,1,,,%s,14,300,15,300,,,,,,,,,
410204,4103,80,2,,11,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
410205,4103,100,1,,,%s,7,3%,8,3%,,,,,,,,,
410206,4103,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
410207,4103,200,1,,,%s,17,300,19,300,,,,,,,,,
410208,4103,250,1,,,%s,9,3%,10,3%,,,,,,,,,
410209,4103,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
410210,4103,350,1,,,%s,11,300,12,300,,,,,,,,,
410211,4103,400,1,,,%s,22,300,23,300,,,,,,,,,
410212,4103,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
410213,4103,500,1,,,%s,24,500,,,,,,,,,,,
410301,4104,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
410302,4104,40,1,,,%s,1,3%,,,,,,,,,,,
410303,4104,60,1,,,%s,14,300,15,300,,,,,,,,,
410304,4104,80,2,,11,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
410305,4104,100,1,,,%s,7,3%,8,3%,,,,,,,,,
410306,4104,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
410307,4104,200,1,,,%s,17,300,19,300,,,,,,,,,
410308,4104,250,1,,,%s,9,3%,10,3%,,,,,,,,,
410309,4104,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
410310,4104,350,1,,,%s,11,300,12,300,,,,,,,,,
410311,4104,400,1,,,%s,22,300,23,300,,,,,,,,,
410312,4104,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
410313,4104,500,1,,,%s,24,500,,,,,,,,,,,
411001,4111,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
411002,4111,40,1,,,%s,1,3%,,,,,,,,,,,
411003,4111,60,1,,,%s,14,300,15,300,,,,,,,,,
411004,4111,80,2,,17,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
411005,4111,100,1,,,%s,7,3%,8,3%,,,,,,,,,
411006,4111,150,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
411007,4111,200,1,,,%s,17,300,19,300,,,,,,,,,
411008,4111,250,1,,,%s,9,3%,10,3%,,,,,,,,,
411009,4111,300,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
411010,4111,350,1,,,%s,11,300,12,300,,,,,,,,,
411011,4111,400,1,,,%s,22,300,23,300,,,,,,,,,
411012,4111,450,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
411013,4111,500,1,,,%s,24,500,,,,,,,,,,,
412001,4121,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
412002,4121,40,1,,,%s,1,3%,,,,,,,,,,,
412003,4121,60,1,,,%s,14,300,15,300,,,,,,,,,
412004,4121,80,2,,7,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
412005,4121,100,1,,,%s,7,3%,8,3%,,,,,,,,,
412006,4121,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
412007,4121,200,1,,,%s,17,300,19,300,,,,,,,,,
412008,4121,250,1,,,%s,9,3%,10,3%,,,,,,,,,
412009,4121,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
412010,4121,350,1,,,%s,11,300,12,300,,,,,,,,,
412011,4121,400,1,,,%s,22,300,23,300,,,,,,,,,
412012,4121,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
412013,4121,500,1,,,%s,24,500,,,,,,,,,,,
413001,4131,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
413002,4131,40,1,,,%s,1,3%,,,,,,,,,,,
413003,4131,60,1,,,%s,14,300,15,300,,,,,,,,,
413004,4131,80,2,,8,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
413005,4131,100,1,,,%s,7,3%,8,3%,,,,,,,,,
413006,4131,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
413007,4131,200,1,,,%s,17,300,19,300,,,,,,,,,
413008,4131,250,1,,,%s,9,3%,10,3%,,,,,,,,,
413009,4131,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
413010,4131,350,1,,,%s,11,300,12,300,,,,,,,,,
413011,4131,400,1,,,%s,22,300,23,300,,,,,,,,,
413012,4131,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
413013,4131,500,1,,,%s,24,500,,,,,,,,,,,
414001,4141,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
414002,4141,40,1,,,%s,1,3%,,,,,,,,,,,
414003,4141,60,1,,,%s,14,300,15,300,,,,,,,,,
414004,4141,80,2,,13,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
414005,4141,100,1,,,%s,7,3%,8,3%,,,,,,,,,
414006,4141,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
414007,4141,200,1,,,%s,17,300,19,300,,,,,,,,,
414008,4141,250,1,,,%s,9,3%,10,3%,,,,,,,,,
414009,4141,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
414010,4141,350,1,,,%s,11,300,12,300,,,,,,,,,
414011,4141,400,1,,,%s,22,300,23,300,,,,,,,,,
414012,4141,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
414013,4141,500,1,,,%s,24,500,,,,,,,,,,,
415001,4151,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
415002,4151,40,1,,,%s,1,3%,,,,,,,,,,,
415003,4151,60,1,,,%s,14,300,15,300,,,,,,,,,
415004,4151,80,2,,2,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
415005,4151,100,1,,,%s,7,3%,8,3%,,,,,,,,,
415006,4151,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
415007,4151,200,1,,,%s,17,300,19,300,,,,,,,,,
415008,4151,250,1,,,%s,9,3%,10,3%,,,,,,,,,
415009,4151,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
415010,4151,350,1,,,%s,11,300,12,300,,,,,,,,,
415011,4151,400,1,,,%s,22,300,23,300,,,,,,,,,
415012,4151,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
415013,4151,500,1,,,%s,24,500,,,,,,,,,,,
416001,4161,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
416002,4161,40,1,,,%s,1,3%,,,,,,,,,,,
416003,4161,60,1,,,%s,14,300,15,300,,,,,,,,,
416004,4161,80,2,,5,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
416005,4161,100,1,,,%s,7,3%,8,3%,,,,,,,,,
416006,4161,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
416007,4161,200,1,,,%s,17,300,19,300,,,,,,,,,
416008,4161,250,1,,,%s,9,3%,10,3%,,,,,,,,,
416009,4161,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
416010,4161,350,1,,,%s,11,300,12,300,,,,,,,,,
416011,4161,400,1,,,%s,22,300,23,300,,,,,,,,,
416012,4161,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
416013,4161,500,1,,,%s,24,500,,,,,,,,,,,
417001,4171,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
417002,4171,40,1,,,%s,1,3%,,,,,,,,,,,
417003,4171,60,1,,,%s,14,300,15,300,,,,,,,,,
417004,4171,80,2,,17,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
417005,4171,100,1,,,%s,7,3%,8,3%,,,,,,,,,
417006,4171,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
417007,4171,200,1,,,%s,17,300,19,300,,,,,,,,,
417008,4171,250,1,,,%s,9,3%,10,3%,,,,,,,,,
417009,4171,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
417010,4171,350,1,,,%s,11,300,12,300,,,,,,,,,
417011,4171,400,1,,,%s,22,300,23,300,,,,,,,,,
417012,4171,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
417013,4171,500,1,,,%s,24,500,,,,,,,,,,,
418001,4181,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
418002,4181,40,1,,,%s,1,3%,,,,,,,,,,,
418003,4181,60,1,,,%s,14,300,15,300,,,,,,,,,
418004,4181,80,2,,4,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
418005,4181,100,1,,,%s,7,3%,8,3%,,,,,,,,,
418006,4181,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
418007,4181,200,1,,,%s,17,300,19,300,,,,,,,,,
418008,4181,250,1,,,%s,9,3%,10,3%,,,,,,,,,
418009,4181,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
418010,4181,350,1,,,%s,11,300,12,300,,,,,,,,,
418011,4181,400,1,,,%s,22,300,23,300,,,,,,,,,
418012,4181,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
418013,4181,500,1,,,%s,24,500,,,,,,,,,,,
419001,4191,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
419002,4191,40,1,,,%s,1,3%,,,,,,,,,,,
419003,4191,60,1,,,%s,14,300,15,300,,,,,,,,,
419004,4191,80,2,,2,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
419005,4191,100,1,,,%s,7,3%,8,3%,,,,,,,,,
419006,4191,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
419007,4191,200,1,,,%s,17,300,19,300,,,,,,,,,
419008,4191,250,1,,,%s,9,3%,10,3%,,,,,,,,,
419009,4191,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
419010,4191,350,1,,,%s,11,300,12,300,,,,,,,,,
419011,4191,400,1,,,%s,22,300,23,300,,,,,,,,,
419012,4191,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
419013,4191,500,1,,,%s,24,500,,,,,,,,,,,
420001,4201,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
420002,4201,40,1,,,%s,1,3%,,,,,,,,,,,
420003,4201,60,1,,,%s,14,300,15,300,,,,,,,,,
420004,4201,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
420005,4201,100,1,,,%s,7,3%,8,3%,,,,,,,,,
420006,4201,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
420007,4201,200,1,,,%s,17,300,19,300,,,,,,,,,
420008,4201,250,1,,,%s,9,3%,10,3%,,,,,,,,,
420009,4201,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
420010,4201,350,1,,,%s,11,300,12,300,,,,,,,,,
420011,4201,400,1,,,%s,22,300,23,300,,,,,,,,,
420012,4201,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
420013,4201,500,1,,,%s,24,500,,,,,,,,,,,
430001,4301,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
430002,4301,40,1,,,%s,1,3%,,,,,,,,,,,
430003,4301,60,1,,,%s,14,300,15,300,,,,,,,,,
430004,4301,80,2,,4,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
430005,4301,100,1,,,%s,7,3%,8,3%,,,,,,,,,
430006,4301,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
430007,4301,200,1,,,%s,17,300,19,300,,,,,,,,,
430008,4301,250,1,,,%s,9,3%,10,3%,,,,,,,,,
430009,4301,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
430010,4301,350,1,,,%s,11,300,12,300,,,,,,,,,
430011,4301,400,1,,,%s,22,300,23,300,,,,,,,,,
430012,4301,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
430013,4301,500,1,,,%s,24,500,,,,,,,,,,,
439001,4391,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
439002,4391,40,1,,,%s,1,3%,,,,,,,,,,,
439003,4391,60,1,,,%s,14,300,15,300,,,,,,,,,
439004,4391,80,2,,16,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
439005,4391,100,1,,,%s,7,3%,8,3%,,,,,,,,,
439006,4391,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
439007,4391,200,1,,,%s,17,300,19,300,,,,,,,,,
439008,4391,250,1,,,%s,9,3%,10,3%,,,,,,,,,
439009,4391,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
439010,4391,350,1,,,%s,11,300,12,300,,,,,,,,,
439011,4391,400,1,,,%s,22,300,23,300,,,,,,,,,
439012,4391,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
439013,4391,500,1,,,%s,24,500,,,,,,,,,,,
443001,4431,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
443002,4431,40,1,,,%s,1,3%,,,,,,,,,,,
443003,4431,60,1,,,%s,14,300,15,300,,,,,,,,,
443004,4431,80,2,,7,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
443005,4431,100,1,,,%s,7,3%,8,3%,,,,,,,,,
443006,4431,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
443007,4431,200,1,,,%s,17,300,19,300,,,,,,,,,
443008,4431,250,1,,,%s,9,3%,10,3%,,,,,,,,,
443009,4431,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
443010,4431,350,1,,,%s,11,300,12,300,,,,,,,,,
443011,4431,400,1,,,%s,22,300,23,300,,,,,,,,,
443012,4431,450,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
443013,4431,500,1,,,%s,24,500,,,,,,,,,,,
444001,4441,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
444002,4441,40,1,,,%s,1,3%,,,,,,,,,,,
444003,4441,60,1,,,%s,14,300,15,300,,,,,,,,,
444004,4441,80,2,,6,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
444005,4441,100,1,,,%s,7,3%,8,3%,,,,,,,,,
444006,4441,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
444007,4441,200,1,,,%s,17,300,19,300,,,,,,,,,
444008,4441,250,1,,,%s,9,3%,10,3%,,,,,,,,,
444009,4441,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
444010,4441,350,1,,,%s,11,300,12,300,,,,,,,,,
444011,4441,400,1,,,%s,22,300,23,300,,,,,,,,,
444012,4441,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
444013,4441,500,1,,,%s,24,500,,,,,,,,,,,
452001,4521,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
452002,4521,40,1,,,%s,1,3%,,,,,,,,,,,
452003,4521,60,1,,,%s,14,300,15,300,,,,,,,,,
452004,4521,80,2,,11,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
452005,4521,100,1,,,%s,7,3%,8,3%,,,,,,,,,
452006,4521,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
452007,4521,200,1,,,%s,17,300,19,300,,,,,,,,,
452008,4521,250,1,,,%s,9,3%,10,3%,,,,,,,,,
452009,4521,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
452010,4521,350,1,,,%s,11,300,12,300,,,,,,,,,
452011,4521,400,1,,,%s,22,300,23,300,,,,,,,,,
452012,4521,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
452013,4521,500,1,,,%s,28,500,,,,,,,,,,,
456001,4561,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
456002,4561,40,1,,,%s,1,3%,,,,,,,,,,,
456003,4561,60,1,,,%s,14,300,15,300,,,,,,,,,
456004,4561,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
456005,4561,100,1,,,%s,7,3%,8,3%,,,,,,,,,
456006,4561,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
456007,4561,200,1,,,%s,17,300,19,300,,,,,,,,,
456008,4561,250,1,,,%s,9,3%,10,3%,,,,,,,,,
456009,4561,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
456010,4561,350,1,,,%s,11,300,12,300,,,,,,,,,
456011,4561,400,1,,,%s,22,300,23,300,,,,,,,,,
456012,4561,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
456013,4561,500,1,,,%s,24,500,,,,,,,,,,,
457001,4571,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
457002,4571,40,1,,,%s,1,3%,,,,,,,,,,,
457003,4571,60,1,,,%s,14,300,15,300,,,,,,,,,
457004,4571,80,2,,17,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
457005,4571,100,1,,,%s,7,3%,8,3%,,,,,,,,,
457006,4571,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
457007,4571,200,1,,,%s,17,300,19,300,,,,,,,,,
457008,4571,250,1,,,%s,9,3%,10,3%,,,,,,,,,
457009,4571,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
457010,4571,350,1,,,%s,11,300,12,300,,,,,,,,,
457011,4571,400,1,,,%s,22,300,23,300,,,,,,,,,
457012,4571,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
457013,4571,500,1,,,%s,24,500,,,,,,,,,,,
458001,4581,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
458002,4581,40,1,,,%s,1,3%,,,,,,,,,,,
458003,4581,60,1,,,%s,14,300,15,300,,,,,,,,,
458004,4581,80,2,,15,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
458005,4581,100,1,,,%s,7,3%,8,3%,,,,,,,,,
458006,4581,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
458007,4581,200,1,,,%s,17,300,19,300,,,,,,,,,
458008,4581,250,1,,,%s,9,3%,10,3%,,,,,,,,,
458009,4581,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
458010,4581,350,1,,,%s,11,300,12,300,,,,,,,,,
458011,4581,400,1,,,%s,22,300,23,300,,,,,,,,,
458012,4581,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
458013,4581,500,1,,,%s,24,500,,,,,,,,,,,
459001,4591,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
459002,4591,40,1,,,%s,1,3%,,,,,,,,,,,
459003,4591,60,1,,,%s,14,300,15,300,,,,,,,,,
459004,4591,80,2,,18,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
459005,4591,100,1,,,%s,7,3%,8,3%,,,,,,,,,
459006,4591,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
459007,4591,200,1,,,%s,17,300,19,300,,,,,,,,,
459008,4591,250,1,,,%s,9,3%,10,3%,,,,,,,,,
459009,4591,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
459010,4591,350,1,,,%s,11,300,12,300,,,,,,,,,
459011,4591,400,1,,,%s,22,300,23,300,,,,,,,,,
459012,4591,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
459013,4591,500,1,,,%s,24,500,,,,,,,,,,,
460001,4601,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
460002,4601,40,1,,,%s,1,3%,,,,,,,,,,,
460003,4601,60,1,,,%s,14,300,15,300,,,,,,,,,
460004,4601,80,2,,7,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
460005,4601,100,1,,,%s,7,3%,8,3%,,,,,,,,,
460006,4601,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
460007,4601,200,1,,,%s,17,300,19,300,,,,,,,,,
460008,4601,250,1,,,%s,9,3%,10,3%,,,,,,,,,
460009,4601,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
460010,4601,350,1,,,%s,11,300,12,300,,,,,,,,,
460011,4601,400,1,,,%s,22,300,23,300,,,,,,,,,
460012,4601,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
460013,4601,500,1,,,%s,24,500,,,,,,,,,,,
461001,4611,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
461002,4611,40,1,,,%s,1,3%,,,,,,,,,,,
461003,4611,60,1,,,%s,14,300,15,300,,,,,,,,,
461004,4611,80,2,,8,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
461005,4611,100,1,,,%s,7,3%,8,3%,,,,,,,,,
461006,4611,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
461007,4611,200,1,,,%s,17,300,19,300,,,,,,,,,
461008,4611,250,1,,,%s,9,3%,10,3%,,,,,,,,,
461009,4611,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
461010,4611,350,1,,,%s,11,300,12,300,,,,,,,,,
461011,4611,400,1,,,%s,22,300,23,300,,,,,,,,,
461012,4611,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
461013,4611,500,1,,,%s,24,500,,,,,,,,,,,
462001,4621,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
462002,4621,40,1,,,%s,1,3%,,,,,,,,,,,
462003,4621,60,1,,,%s,14,300,15,300,,,,,,,,,
462004,4621,80,2,,7,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
462005,4621,100,1,,,%s,7,3%,8,3%,,,,,,,,,
462006,4621,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
462007,4621,200,1,,,%s,17,300,19,300,,,,,,,,,
462008,4621,250,1,,,%s,9,3%,10,3%,,,,,,,,,
462009,4621,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
462010,4621,350,1,,,%s,11,300,12,300,,,,,,,,,
462011,4621,400,1,,,%s,22,300,23,300,,,,,,,,,
462012,4621,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
462013,4621,500,1,,,%s,24,500,,,,,,,,,,,
462201,4623,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
462202,4623,40,1,,,%s,1,3%,,,,,,,,,,,
462203,4623,60,1,,,%s,14,300,15,300,,,,,,,,,
462204,4623,80,2,,7,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
462205,4623,100,1,,,%s,7,3%,8,3%,,,,,,,,,
462206,4623,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
462207,4623,200,1,,,%s,17,300,19,300,,,,,,,,,
462208,4623,250,1,,,%s,9,3%,10,3%,,,,,,,,,
462209,4623,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
462210,4623,350,1,,,%s,11,300,12,300,,,,,,,,,
462211,4623,400,1,,,%s,22,300,23,300,,,,,,,,,
462212,4623,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
462213,4623,500,1,,,%s,24,500,,,,,,,,,,,
463001,4631,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
463002,4631,40,1,,,%s,1,3%,,,,,,,,,,,
463003,4631,60,1,,,%s,14,300,15,300,,,,,,,,,
463004,4631,80,2,,16,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
463005,4631,100,1,,,%s,7,3%,8,3%,,,,,,,,,
463006,4631,150,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
463007,4631,200,1,,,%s,17,300,19,300,,,,,,,,,
463008,4631,250,1,,,%s,9,3%,10,3%,,,,,,,,,
463009,4631,300,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
463010,4631,350,1,,,%s,11,300,12,300,,,,,,,,,
463011,4631,400,1,,,%s,22,300,23,300,,,,,,,,,
463012,4631,450,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
463013,4631,500,1,,,%s,24,500,,,,,,,,,,,
464001,4641,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
464002,4641,40,1,,,%s,1,3%,,,,,,,,,,,
464003,4641,60,1,,,%s,14,300,15,300,,,,,,,,,
464004,4641,80,2,,5,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
464005,4641,100,1,,,%s,7,3%,8,3%,,,,,,,,,
464006,4641,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
464007,4641,200,1,,,%s,17,300,19,300,,,,,,,,,
464008,4641,250,1,,,%s,9,3%,10,3%,,,,,,,,,
464009,4641,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
464010,4641,350,1,,,%s,11,300,12,300,,,,,,,,,
