变量名,gateID,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight
1577,21704,(掉落物品1强化药剂)(精英18-01)(精英关卡),100,,0.5,0.8,0.5
1578,21704,(掉落物品2装备卷轴11)(精英18-01)(精英关卡),21171,,0.26,0.65,0.5
1581,21705,(掉落物品3小火龙碎片)(精英18-01)(精英关卡),,,0.7,1.2,0.5
1582,21705,(掉落物品1强化药剂)(精英18-02)(精英关卡),100,,0.5,0.8,0.5
1583,21705,(掉落物品2装备卷轴11)(精英18-02)(精英关卡),21811,,0.26,0.65,0.5
1586,21801,(掉落物品3电击怪碎片)(精英18-02)(精英关卡),,,0.7,1.2,0.5
1587,21801,(掉落物品1强化药剂)(精英18-03)(精英关卡),100,,0.5,0.8,0.5
1588,21801,(掉落物品2装备卷轴11)(精英18-03)(精英关卡),20011,,0.26,0.65,0.5
1591,21802,(掉落物品3波波碎片)(精英18-03)(精英关卡),,,0.7,1.2,0.5
1592,21802,(掉落物品1强化药剂)(精英18-04)(精英关卡),100,,0.5,0.8,0.5
1593,21802,(掉落物品2装备卷轴11)(精英18-04)(精英关卡),20591,,0.26,0.65,0.5
1596,21803,(掉落物品3咩利羊碎片)(精英18-04)(精英关卡),,,0.7,1.2,0.5
1597,21803,(掉落物品1强化药剂)(精英18-05)(精英关卡),100,,0.5,0.8,0.5
1598,21803,(掉落物品2装备卷轴11)(精英18-05)(精英关卡),20051,,0.26,0.65,0.5
1601,21804,(掉落物品3鬼斯碎片)(精英18-05)(精英关卡),,,0.7,1.2,0.5
1602,21804,(掉落物品1强化药剂)(精英19-01)(精英关卡),100,,0.5,0.8,0.5
1603,21804,(掉落物品2装备卷轴11)(精英19-01)(精英关卡),20881,,0.26,0.65,0.5
1606,21805,(掉落物品3杰尼龟碎片)(精英19-01)(精英关卡),,,0.7,1.2,0.5
1607,21805,(掉落物品1强化药剂)(精英19-02)(精英关卡),100,,0.5,0.8,0.5
1608,21805,(掉落物品2装备卷轴11)(精英19-02)(精英关卡),20391,,0.26,0.65,0.5
1611,21901,(掉落物品3飞天螳螂碎片)(精英19-02)(精英关卡),,,0.7,1.2,0.5
1612,21901,(掉落物品1强化药剂)(精英19-03)(精英关卡),100,,0.5,0.8,0.5
1613,21901,(掉落物品2装备卷轴11)(精英19-03)(精英关卡),20021,,0.26,0.65,0.5
1616,21902,(掉落物品3腕力碎片)(精英19-03)(精英关卡),,,0.7,1.2,0.5
1617,21902,(掉落物品1强化药剂)(精英19-04)(精英关卡),100,,0.5,0.8,0.5
1618,21902,(掉落物品2装备卷轴11)(精英19-04)(精英关卡),20571,,0.26,0.65,0.5
1621,21903,(掉落物品3喇叭芽碎片)(精英19-04)(精英关卡),,,0.7,1.2,0.5
1622,21903,(掉落物品1强化药剂)(精英19-05)(精英关卡),100,,0.5,0.8,0.5
1623,21903,(掉落物品2装备卷轴11)(精英19-05)(精英关卡),20271,,0.26,0.65,0.5
1626,21904,(掉落物品3鸭嘴宝宝碎片)(精英19-05)(精英关卡),,,0.7,1.2,0.5
1627,21904,(掉落物品1强化药剂)(精英20-01)(精英关卡),100,,0.5,0.8,0.5
1628,21904,(掉落物品2装备卷轴11)(精英20-01)(精英关卡),20281,,0.26,0.65,0.5
1631,21905,(掉落物品3可达鸭碎片)(精英20-01)(精英关卡),,,0.7,1.2,0.5
1632,21905,(掉落物品1强化药剂)(精英20-02)(精英关卡),100,,0.5,0.8,0.5
1633,21905,(掉落物品2装备卷轴11)(精英20-02)(精英关卡),20601,,0.26,0.65,0.5
1636,22001,(掉落物品3卡蒂狗碎片)(精英20-02)(精英关卡),,,0.7,1.2,0.5
1637,22001,(掉落物品1强化药剂)(精英20-03)(精英关卡),100,,0.5,0.8,0.5
1638,22001,(掉落物品2装备卷轴11)(精英20-03)(精英关卡),20221,,0.26,0.65,0.5
1641,22002,(掉落物品3哥德宝宝碎片)(精英20-03)(精英关卡),,,0.7,1.2,0.5
1642,22002,(掉落物品1强化药剂)(精英20-04)(精英关卡),100,,0.5,0.8,0.5
1643,22002,(掉落物品2装备卷轴11)(精英20-04)(精英关卡),20241,,0.26,0.65,0.5
1646,22003,(掉落物品3烛光灵碎片)(精英20-04)(精英关卡),,,0.7,1.2,0.5
1647,22003,(掉落物品1强化药剂)(精英20-05)(精英关卡),100,,0.5,0.8,0.5
1648,22003,(掉落物品2装备卷轴11)(精英20-05)(精英关卡),22841,,0.26,0.65,0.5
1651,22004,(掉落物品3嗡蝠碎片)(精英20-05)(精英关卡),,,0.7,1.2,0.5
1652,22004,(掉落物品1强化药剂)(精英21-01)(精英关卡),100,,0.5,0.8,0.5
1653,22004,(掉落物品2装备卷轴11)(精英21-01)(精英关卡),22991,,0.26,0.65,0.5
1656,22005,(掉落物品3大葱鸭碎片)(精英21-01)(精英关卡),,,0.7,1.2,0.5
1657,22005,(掉落物品1强化药剂)(精英21-02)(精英关卡),100,,0.5,0.8,0.5
1658,22005,(掉落物品2装备卷轴11)(精英21-02)(精英关卡),23591,,0.26,0.65,0.5
1661,22101,(掉落物品3独角犀牛碎片)(精英21-02)(精英关卡),,,0.7,1.2,0.5
1662,22101,(掉落物品1强化药剂)(精英21-03)(精英关卡),100,,0.5,0.8,0.5
1663,22101,(掉落物品2装备卷轴11)(精英21-03)(精英关卡),20341,,0.26,0.65,0.5
1666,22102,(掉落物品3水跃鱼碎片)(精英21-03)(精英关卡),,,0.7,1.2,0.5
1667,22102,(掉落物品1强化药剂)(精英21-04)(精英关卡),100,,0.5,0.8,0.5
1668,22102,(掉落物品2装备卷轴11)(精英21-04)(精英关卡),20491,,0.26,0.65,0.5
1671,22103,(掉落物品3怨影娃娃碎片)(精英21-04)(精英关卡),,,0.7,1.2,0.5
1672,22103,(掉落物品1强化药剂)(精英21-05)(精英关卡),100,,0.5,0.8,0.5
1673,22103,(掉落物品2装备卷轴11)(精英21-05)(精英关卡),21311,,0.26,0.65,0.5
1676,22104,(掉落物品3黑眼鳄碎片)(精英21-05)(精英关卡),,,0.7,1.2,0.5
1677,22104,(掉落物品1强化药剂)(精英22-01)(精英关卡),100,,0.5,0.8,0.5
1678,22104,(掉落物品2装备卷轴11)(精英22-01)(精英关卡),21801,,0.26,0.65,0.5
1681,22105,(掉落物品3宝宝丁碎片)(精英22-01)(精英关卡),,,0.7,1.2,0.5
1682,22105,(掉落物品1强化药剂)(精英22-02)(精英关卡),100,,0.5,0.8,0.5
1683,22105,(掉落物品2装备卷轴11)(精英22-02)(精英关卡),22721,,0.26,0.65,0.5
1686,22201,(掉落物品3波加曼碎片)(精英22-02)(精英关卡),,,0.7,1.2,0.5
1687,22201,(掉落物品1强化药剂)(精英22-03)(精英关卡),100,,0.5,0.8,0.5
1688,22201,(掉落物品2装备卷轴11)(精英22-03)(精英关卡),20151,,0.26,0.65,0.5
1691,22202,(掉落物品3牙牙碎片)(精英22-03)(精英关卡),,,0.7,1.2,0.5
1692,22202,(掉落物品1强化药剂)(精英22-04)(精英关卡),100,,0.5,0.8,0.5
1693,22202,(掉落物品2装备卷轴11)(精英22-04)(精英关卡),22031,,0.26,0.65,0.5
1696,22203,(掉落物品3狃拉碎片)(精英22-04)(精英关卡),,,0.7,1.2,0.5
1697,22203,(掉落物品1强化药剂)(精英22-05)(精英关卡),100,,0.5,0.8,0.5
1698,22203,(掉落物品2装备卷轴11)(精英22-05)(精英关卡),23001,,0.26,0.65,0.5
1701,22204,(掉落物品3木木枭碎片)(精英22-05)(精英关卡),,,0.7,1.2,0.5
1702,22204,(掉落物品1强化药剂)(精英23-01)(精英关卡),100,,0.5,0.8,0.5
1703,22204,(掉落物品2装备卷轴11)(精英23-01)(精英关卡),21081,,0.26,0.65,0.5
1706,22205,(掉落物品3小火龙碎片)(精英23-01)(精英关卡),,,0.7,1.2,0.5
1707,22205,(掉落物品1强化药剂)(精英23-02)(精英关卡),100,,0.5,0.8,0.5
1708,22205,(掉落物品2装备卷轴11)(精英23-02)(精英关卡),23661,,0.26,0.65,0.5
1711,22301,(掉落物品3小火龙碎片)(精英23-02)(精英关卡),,,0.7,1.2,0.5
1712,22301,(掉落物品1强化药剂)(精英23-03)(精英关卡),100,,0.5,0.8,0.5
1713,22301,(掉落物品2装备卷轴11)(精英23-03)(精英关卡),22961,,0.26,0.65,0.5
1716,22302,(掉落物品3小火龙碎片)(精英23-03)(精英关卡),,,0.7,1.2,0.5
1717,22302,(掉落物品1强化药剂)(精英23-04)(精英关卡),100,,0.5,0.8,0.5
1718,22302,(掉落物品2装备卷轴11)(精英23-04)(精英关卡),23151,,0.26,0.65,0.5
1721,22303,(掉落物品3小火龙碎片)(精英23-04)(精英关卡),,,0.7,1.2,0.5
1722,22303,(掉落物品1强化药剂)(精英23-05)(精英关卡),100,,0.5,0.8,0.5
1723,22303,(掉落物品2装备卷轴11)(精英23-05)(精英关卡),23771,,0.26,0.65,0.5
1726,22304,(掉落物品3小火龙碎片)(精英23-05)(精英关卡),,,0.7,1.2,0.5
1727,22304,(掉落物品1强化药剂)(精英24-01)(精英关卡),100,,0.5,0.8,0.5
1728,22304,(掉落物品2装备卷轴11)(精英24-01)(精英关卡),23841,,0.26,0.65,0.5
1731,22305,(掉落物品3小火龙碎片)(精英24-01)(精英关卡),,,0.7,1.2,0.5
1732,22305,(掉落物品1强化药剂)(精英24-02)(精英关卡),100,,0.5,0.8,0.5
1733,22305,(掉落物品2装备卷轴11)(精英24-02)(精英关卡),24131,,0.26,0.65,0.5
1736,22401,(掉落物品3小火龙碎片)(精英24-02)(精英关卡),,,0.7,1.2,0.5
1737,22401,(掉落物品1强化药剂)(精英24-03)(精英关卡),100,,0.5,0.8,0.5
1738,22401,(掉落物品2装备卷轴11)(精英24-03)(精英关卡),22831,,0.26,0.65,0.5
1741,22402,(掉落物品3小火龙碎片)(精英24-03)(精英关卡),,,0.7,1.2,0.5
1742,22402,(掉落物品1强化药剂)(精英24-04)(精英关卡),100,,0.5,0.8,0.5
1743,22402,(掉落物品2装备卷轴11)(精英24-04)(精英关卡),22401,,0.26,0.65,0.5
1746,22403,(掉落物品3小火龙碎片)(精英24-04)(精英关卡),,,0.7,1.2,0.5
1747,22403,(掉落物品1强化药剂)(精英24-05)(精英关卡),100,,0.5,0.8,0.5
1748,22403,(掉落物品2装备卷轴11)(精英24-05)(精英关卡),20641,,0.26,0.65,0.5
1751,22404,(掉落物品3小火龙碎片)(精英24-05)(精英关卡),,,0.7,1.2,0.5
1752,22404,(掉落物品1强化药剂)(精英25-01)(精英关卡),100,,0.5,0.8,0.5
1753,22404,(掉落物品3小火龙碎片)(精英25-01)(精英关卡),22241,,0.26,0.65,0.5
1756,22405,(掉落物品1强化药剂)(精英25-02)(精英关卡),,,0.7,1.2,0.5
1757,22405,(掉落物品3小火龙碎片)(精英25-02)(精英关卡),100,,0.5,0.8,0.5
1758,22405,(掉落物品1强化药剂)(精英25-03)(精英关卡),20861,,0.26,0.65,0.5
1761,22501,(掉落物品3小火龙碎片)(精英25-03)(精英关卡),,,0.7,1.2,0.5
1762,22501,(掉落物品1强化药剂)(精英25-04)(精英关卡),100,,0.5,0.8,0.5
1763,22501,(掉落物品3小火龙碎片)(精英25-04)(精英关卡),21641,,0.26,0.65,0.5
1766,22502,(掉落物品1强化药剂)(精英25-05)(精英关卡),,,0.7,1.2,0.5
1767,22502,,100,,0.5,0.8,0.5
1768,22502,(掉落物品1强化药剂)(普通1-01)(普通关卡),22031,,0.26,0.65,0.5
1771,22503,(掉落物品2攻击21)(普通1-01)(普通关卡),,,0.7,1.2,0.5
1772,22503,(掉落物品1强化药剂)(普通1-02)(普通关卡),100,,0.5,0.8,0.5
1773,22503,(掉落物品2防御21)(普通1-02)(普通关卡),21031,,0.26,0.65,0.5
1776,22504,(掉落物品1强化药剂)(普通1-03)(普通关卡),,,0.7,1.2,0.5
1777,22504,(掉落物品2技能21)(普通1-03)(普通关卡),100,,0.5,0.8,0.5
1778,22504,(掉落物品1强化药剂)(普通1-04)(普通关卡),21911,,0.26,0.65,0.5
1781,22505,(掉落物品2攻击21)(普通1-04)(普通关卡),,,0.7,1.2,0.5
1782,22505,(掉落物品1强化药剂)(普通1-05)(普通关卡),100,,0.5,0.8,0.5
1783,22505,(掉落物品2防御21)(普通1-05)(普通关卡),23251,,0.26,0.65,0.5
1811,12601,(掉落物品1强化药剂)(普通2-01)(普通关卡),,,0.7,0.9,0.5
1812,12601,(掉落物品2攻击21)(普通2-01)(普通关卡),5049,,0.7,0.9,0.5
1813,12601,(掉落物品1强化药剂)(普通2-02)(普通关卡),5030,,0.1,0.3,0.5
1814,12602,(掉落物品2攻击21)(普通2-02)(普通关卡),,,0.7,0.9,0.5
1815,12602,(掉落物品1强化药剂)(普通2-03)(普通关卡),5049,,0.7,0.9,0.5
1816,12602,(掉落物品2防御21)(普通2-03)(普通关卡),5030,,0.1,0.3,0.5
1817,12603,(掉落物品1强化药剂)(普通2-04)(普通关卡),,,0.7,0.9,0.5
1818,12603,(掉落物品2防御21)(普通2-04)(普通关卡),5049,,0.7,0.9,0.5
1819,12603,(掉落物品1强化药剂)(普通2-05)(普通关卡),5030,,0.1,0.3,0.5
1820,12604,(掉落物品2技能21)(普通2-05)(普通关卡),,,0.7,0.9,0.5
1821,12604,(掉落物品1强化药剂)(普通2-06)(普通关卡),5049,,0.7,0.9,0.5
1822,12604,(掉落物品2技能21)(普通2-06)(普通关卡),5030,,0.1,0.3,0.5
1823,12605,(掉落物品1强化药剂)(普通3-01)(普通关卡),,,0.7,0.9,0.5
1824,12605,(掉落物品2攻击21)(普通3-01)(普通关卡),5050,,0.7,0.9,0.5
1825,12605,(掉落物品1强化药剂)(普通3-02)(普通关卡),5028,,0.1,0.3,0.5
1826,12606,(掉落物品2攻击21)(普通3-02)(普通关卡),,,0.7,0.9,0.5
1827,12606,(掉落物品1强化药剂)(普通3-03)(普通关卡),5050,,0.7,0.9,0.5
1828,12606,(掉落物品2攻击21)(普通3-03)(普通关卡),5028,,0.1,0.3,0.5
1829,12607,(掉落物品1强化药剂)(普通3-04)(普通关卡),,,0.7,0.9,0.5
1830,12607,(掉落物品2防御21)(普通3-04)(普通关卡),5050,,0.7,0.9,0.5
1831,12607,(掉落物品1强化药剂)(普通3-05)(普通关卡),5028,,0.1,0.3,0.5
1832,12608,(掉落物品2防御21)(普通3-05)(普通关卡),,,0.7,0.9,0.5
1833,12608,(掉落物品1强化药剂)(普通3-06)(普通关卡),5051,,0.7,0.9,0.5
1834,12608,(掉落物品2防御21)(普通3-06)(普通关卡),5029,,0.1,0.3,0.5
1835,12609,(掉落物品1强化药剂)(普通3-07)(普通关卡),,,0.7,0.9,0.5
1836,12609,(掉落物品2技能21)(普通3-07)(普通关卡),5051,,0.7,0.9,0.5
1837,12609,(掉落物品1强化药剂)(普通3-08)(普通关卡),5029,,0.1,0.3,0.5
1838,12610,(掉落物品2技能21)(普通3-08)(普通关卡),,,0.7,0.9,0.5
1839,12610,(掉落物品1强化药剂)(普通4-01)(普通关卡),5051,,0.7,0.9,0.5
1840,12610,(掉落物品2攻击22)(普通4-01)(普通关卡),5029,,0.1,0.3,0.5
1841,22601,(掉落物品1强化药剂)(普通4-02)(普通关卡),,,0.7,1.2,0.5
1842,22601,(掉落物品2攻击22)(普通4-02)(普通关卡),100,,0.5,0.8,0.5
1843,22601,(掉落物品1强化药剂)(普通4-03)(普通关卡),20211,,0.26,0.65,0.5
1844,22602,(掉落物品2攻击22)(普通4-03)(普通关卡),,,0.7,1.2,0.5
1845,22602,(掉落物品3防御21)(普通4-03)(普通关卡),100,,0.5,0.8,0.5
1846,22602,(掉落物品4技能21)(普通4-03)(普通关卡),20701,,0.26,0.65,0.5
1847,22603,(掉落物品1强化药剂)(普通4-04)(普通关卡),,,0.7,1.2,0.5
1848,22603,(掉落物品2防御22)(普通4-04)(普通关卡),100,,0.5,0.8,0.5
1849,22603,(掉落物品3防御21)(普通4-04)(普通关卡),23681,,0.26,0.65,0.5
1850,22604,(掉落物品4技能21)(普通4-04)(普通关卡),,,0.7,1.2,0.5
1851,22604,(掉落物品1强化药剂)(普通4-05)(普通关卡),100,,0.5,0.8,0.5
1852,22604,(掉落物品2防御22)(普通4-05)(普通关卡),20441,,0.26,0.65,0.5
1853,22605,(掉落物品3技能21)(普通4-05)(普通关卡),,,0.7,1.2,0.5
1854,22605,(掉落物品4攻击21)(普通4-05)(普通关卡),100,,0.5,0.8,0.5
1855,22605,(掉落物品1强化药剂)(普通4-06)(普通关卡),20321,,0.26,0.65,0.5
1856,12701,(掉落物品2防御22)(普通4-06)(普通关卡),,,0.7,0.9,0.5
1857,12701,(掉落物品3技能21)(普通4-06)(普通关卡),5052,,0.7,0.9,0.5
1858,12702,(掉落物品4攻击21)(普通4-06)(普通关卡),,,0.7,0.9,0.5
1859,12702,(掉落物品1强化药剂)(普通4-07)(普通关卡),5052,,0.7,0.9,0.5
1860,12703,(掉落物品2技能22)(普通4-07)(普通关卡),,,0.7,0.9,0.5
1861,12703,(掉落物品3攻击21)(普通4-07)(普通关卡),5052,,0.7,0.9,0.5
1862,12704,(掉落物品4防御21)(普通4-07)(普通关卡),,,0.7,0.9,0.5
1863,12704,(掉落物品1强化药剂)(普通4-08)(普通关卡),5052,,0.7,0.9,0.5
1864,12705,(掉落物品2技能22)(普通4-08)(普通关卡),,,0.7,0.9,0.5
1865,12705,(掉落物品3攻击21)(普通4-08)(普通关卡),5053,,0.7,0.9,0.5
1866,12706,(掉落物品4防御21)(普通4-08)(普通关卡),,,0.7,0.9,0.5
1867,12706,(掉落物品1强化药剂)(普通5-01)(普通关卡),5053,,0.7,0.9,0.5
1868,12707,(掉落物品2攻击22)(普通5-01)(普通关卡),,,0.7,0.9,0.5
1869,12707,(掉落物品1强化药剂)(普通5-02)(普通关卡),5053,,0.7,0.9,0.5
1870,12708,(掉落物品2攻击22)(普通5-02)(普通关卡),,,0.7,0.9,0.5
1871,12708,(掉落物品1强化药剂)(普通5-03)(普通关卡),5054,,0.7,0.9,0.5
1872,12709,(掉落物品2攻击22)(普通5-03)(普通关卡),,,0.7,0.9,0.5
1873,12709,(掉落物品1强化药剂)(普通5-04)(普通关卡),5054,,0.7,0.9,0.5
1874,12710,(掉落物品2攻击22)(普通5-04)(普通关卡),,,0.7,0.9,0.5
1875,12710,(掉落物品1强化药剂)(普通5-05)(普通关卡),5054,,0.7,0.9,0.5
1876,22701,(掉落物品2防御22)(普通5-05)(普通关卡),,,0.7,1.2,0.5
1877,22701,(掉落物品1强化药剂)(普通5-06)(普通关卡),100,,0.5,0.8,0.5
1878,22701,(掉落物品2防御22)(普通5-06)(普通关卡),21481,,0.26,0.65,0.5
1879,22702,(掉落物品1强化药剂)(普通5-07)(普通关卡),,,0.7,1.2,0.5
1880,22702,(掉落物品2防御22)(普通5-07)(普通关卡),100,,0.5,0.8,0.5
1881,22702,(掉落物品1强化药剂)(普通5-08)(普通关卡),21771,,0.26,0.65,0.5
1882,22703,(掉落物品2技能22)(普通5-08)(普通关卡),,,0.7,1.2,0.5
1883,22703,(掉落物品1强化药剂)(普通5-09)(普通关卡),100,,0.5,0.8,0.5
1884,22703,(掉落物品2技能22)(普通5-09)(普通关卡),20381,,0.26,0.65,0.5
1885,22704,(掉落物品1强化药剂)(普通5-10)(普通关卡),,,0.7,1.2,0.5
1886,22704,(掉落物品2技能22)(普通5-10)(普通关卡),100,,0.5,0.8,0.5
1887,22704,(掉落物品1强化药剂)(普通6-01)(普通关卡),23671,,0.26,0.65,0.5
1888,22705,(掉落物品2攻击31)(普通6-01)(普通关卡),,,0.7,1.2,0.5
1889,22705,(掉落物品3防御22)(普通6-01)(普通关卡),100,,0.5,0.8,0.5
1890,22705,(掉落物品4技能22)(普通6-01)(普通关卡),20561,,0.26,0.65,0.5
1891,12801,(掉落物品1强化药剂)(普通6-02)(普通关卡),,,0.7,0.9,0.5
1892,12801,(掉落物品2攻击31)(普通6-02)(普通关卡),5055,,0.7,0.9,0.5
1893,12801,(掉落物品3防御22)(普通6-02)(普通关卡),5033,,0.1,0.3,0.5
1894,12802,(掉落物品4技能22)(普通6-02)(普通关卡),,,0.7,0.9,0.5
1895,12802,(掉落物品1强化药剂)(普通6-03)(普通关卡),5055,,0.7,0.9,0.5
1896,12802,(掉落物品2攻击31)(普通6-03)(普通关卡),5033,,0.1,0.3,0.5
1897,12803,(掉落物品3防御22)(普通6-03)(普通关卡),,,0.7,0.9,0.5
1898,12803,(掉落物品4技能22)(普通6-03)(普通关卡),5055,,0.7,0.9,0.5
1899,12803,(掉落物品1强化药剂)(普通6-04)(普通关卡),5033,,0.1,0.3,0.5
1900,12804,(掉落物品2攻击31)(普通6-04)(普通关卡),,,0.7,0.9,0.5
1901,12804,(掉落物品3防御22)(普通6-04)(普通关卡),5055,,0.7,0.9,0.5
1902,12804,(掉落物品4技能22)(普通6-04)(普通关卡),5033,,0.1,0.3,0.5
1903,12805,(掉落物品1强化药剂)(普通6-05)(普通关卡),,,0.7,0.9,0.5
1904,12805,(掉落物品2防御31)(普通6-05)(普通关卡),5056,,0.7,0.9,0.5
1905,12805,(掉落物品3技能22)(普通6-05)(普通关卡),5031,,0.1,0.3,0.5
1906,12806,(掉落物品4攻击22)(普通6-05)(普通关卡),,,0.7,0.9,0.5
1907,12806,(掉落物品1强化药剂)(普通6-06)(普通关卡),5056,,0.7,0.9,0.5
1908,12806,(掉落物品2防御31)(普通6-06)(普通关卡),5031,,0.1,0.3,0.5
1909,12807,(掉落物品3技能22)(普通6-06)(普通关卡),,,0.7,0.9,0.5
1910,12807,(掉落物品4攻击22)(普通6-06)(普通关卡),5056,,0.7,0.9,0.5
1911,12807,(掉落物品1强化药剂)(普通6-07)(普通关卡),5031,,0.1,0.3,0.5
1912,12808,(掉落物品2防御31)(普通6-07)(普通关卡),,,0.7,0.9,0.5
1913,12808,(掉落物品3技能22)(普通6-07)(普通关卡),5057,,0.7,0.9,0.5
1914,12808,(掉落物品4攻击22)(普通6-07)(普通关卡),5032,,0.1,0.3,0.5
1915,12809,(掉落物品1强化药剂)(普通6-08)(普通关卡),,,0.7,0.9,0.5
1916,12809,(掉落物品2技能31)(普通6-08)(普通关卡),5057,,0.7,0.9,0.5
1917,12809,(掉落物品3攻击22)(普通6-08)(普通关卡),5032,,0.1,0.3,0.5
1918,12810,(掉落物品4防御22)(普通6-08)(普通关卡),,,0.7,0.9,0.5
1919,12810,(掉落物品1强化药剂)(普通6-09)(普通关卡),5057,,0.7,0.9,0.5
1920,12810,(掉落物品2技能31)(普通6-09)(普通关卡),5032,,0.1,0.3,0.5
1921,22801,(掉落物品3攻击22)(普通6-09)(普通关卡),,,0.7,1.2,0.5
1922,22801,(掉落物品4防御22)(普通6-09)(普通关卡),100,,0.5,0.8,0.5
1923,22801,(掉落物品1强化药剂)(普通6-10)(普通关卡),20211,,0.26,0.65,0.5
1924,22802,(掉落物品2技能31)(普通6-10)(普通关卡),,,0.7,1.2,0.5
1925,22802,(掉落物品3攻击22)(普通6-10)(普通关卡),100,,0.5,0.8,0.5
1926,22802,(掉落物品4防御22)(普通6-10)(普通关卡),22491,,0.26,0.65,0.5
1927,22803,(掉落物品1强化药剂)(普通7-01)(普通关卡),,,0.7,1.2,0.5
1928,22803,(掉落物品2攻击31)(普通7-01)(普通关卡),100,,0.5,0.8,0.5
1929,22803,(掉落物品3防御22)(普通7-01)(普通关卡),20501,,0.26,0.65,0.5
1930,22804,(掉落物品1强化药剂)(普通7-02)(普通关卡),,,0.7,1.2,0.5
1931,22804,(掉落物品2攻击31)(普通7-02)(普通关卡),100,,0.5,0.8,0.5
1932,22804,(掉落物品3防御22)(普通7-02)(普通关卡),20251,,0.26,0.65,0.5
1933,22805,(掉落物品1强化药剂)(普通7-03)(普通关卡),,,0.7,1.2,0.5
1934,22805,(掉落物品2攻击31)(普通7-03)(普通关卡),100,,0.5,0.8,0.5
1935,22805,(掉落物品3防御22)(普通7-03)(普通关卡),24191,,0.26,0.65,0.5
1936,12901,(掉落物品1强化药剂)(普通7-04)(普通关卡),,,0.7,0.9,0.5
1937,12901,(掉落物品2攻击31)(普通7-04)(普通关卡),5058,,0.7,0.9,0.5
1938,12902,(掉落物品3防御22)(普通7-04)(普通关卡),,,0.7,0.9,0.5
1939,12902,(掉落物品1强化药剂)(普通7-05)(普通关卡),5058,,0.7,0.9,0.5
1940,12903,(掉落物品2防御31)(普通7-05)(普通关卡),,,0.7,0.9,0.5
1941,12903,(掉落物品3技能22)(普通7-05)(普通关卡),5058,,0.7,0.9,0.5
1942,12904,(掉落物品1强化药剂)(普通7-06)(普通关卡),,,0.7,0.9,0.5
1943,12904,(掉落物品2防御31)(普通7-06)(普通关卡),5058,,0.7,0.9,0.5
1944,12905,(掉落物品3技能22)(普通7-06)(普通关卡),,,0.7,0.9,0.5
1945,12905,(掉落物品1强化药剂)(普通7-07)(普通关卡),5059,,0.7,0.9,0.5
1946,12906,(掉落物品2防御31)(普通7-07)(普通关卡),,,0.7,0.9,0.5
1947,12906,(掉落物品3技能22)(普通7-07)(普通关卡),5059,,0.7,0.9,0.5
1948,12907,(掉落物品1强化药剂)(普通7-08)(普通关卡),,,0.7,0.9,0.5
1949,12907,(掉落物品2技能31)(普通7-08)(普通关卡),5059,,0.7,0.9,0.5
1950,12908,(掉落物品3攻击22)(普通7-08)(普通关卡),,,0.7,0.9,0.5
1951,12908,(掉落物品1强化药剂)(普通7-09)(普通关卡),5060,,0.7,0.9,0.5
1952,12909,(掉落物品2技能31)(普通7-09)(普通关卡),,,0.7,0.9,0.5
1953,12909,(掉落物品3攻击22)(普通7-09)(普通关卡),5060,,0.7,0.9,0.5
1954,12910,(掉落物品1强化药剂)(普通7-10)(普通关卡),,,0.7,0.9,0.5
1955,12910,(掉落物品2技能31)(普通7-10)(普通关卡),5060,,0.7,0.9,0.5
1956,22901,(掉落物品3攻击22)(普通7-10)(普通关卡),,,0.7,1.2,0.5
1957,22901,(掉落物品1强化药剂)(普通8-01)(普通关卡),100,,0.5,0.8,0.5
1958,22901,(掉落物品2攻击32)(普通8-01)(普通关卡),22121,,0.26,0.65,0.5
1959,22902,(掉落物品3防御31)(普通8-01)(普通关卡),,,0.7,1.2,0.5
1960,22902,(掉落物品4技能21)(普通8-01)(普通关卡),100,,0.5,0.8,0.5
1961,22902,(掉落物品1强化药剂)(普通8-02)(普通关卡),22131,,0.26,0.65,0.5
1962,22903,(掉落物品2攻击32)(普通8-02)(普通关卡),,,0.7,1.2,0.5
1963,22903,(掉落物品3防御31)(普通8-02)(普通关卡),100,,0.5,0.8,0.5
1964,22903,(掉落物品4技能21)(普通8-02)(普通关卡),24561,,0.26,0.65,0.5
1965,22904,(掉落物品1强化药剂)(普通8-03)(普通关卡),,,0.7,1.2,0.5
1966,22904,(掉落物品2攻击32)(普通8-03)(普通关卡),100,,0.5,0.8,0.5
1967,22904,(掉落物品3防御31)(普通8-03)(普通关卡),24181,,0.26,0.65,0.5
1968,22905,(掉落物品4技能21)(普通8-03)(普通关卡),,,0.7,1.2,0.5
1969,22905,(掉落物品1强化药剂)(普通8-04)(普通关卡),100,,0.5,0.8,0.5
1970,22905,(掉落物品2攻击32)(普通8-04)(普通关卡),24431,,0.26,0.65,0.5
6001,10101,(掉落物品3防御31)(普通8-04)(普通关卡),,,0.3,0.5,
6002,10101,(掉落物品4技能21)(普通8-04)(普通关卡),5001,,0.2,0.5,
6006,10102,(掉落物品1强化药剂)(普通8-05)(普通关卡),,,0.3,0.5,
6007,10102,(掉落物品2防御32)(普通8-05)(普通关卡),5002,,0.2,0.5,
6011,10103,(掉落物品3技能31)(普通8-05)(普通关卡),,,0.3,0.5,
6012,10103,(掉落物品4攻击21)(普通8-05)(普通关卡),5003,,0.2,0.5,
