变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_en,gateDesc_vn,gateDesc_kr
100352,第352关,第352關,Stage 352,Th? 352 Quan,???? 352,,<cn>,<{unitId=230333;level=669;advance=61};{unitId=221231;level=669;advance=61};{unitId=231221;level=669;advance=61};{unitId=230731;level=669;advance=61};{unitId=230593;level=669;advance=61}>,<{unitId=251352;level=669;advance=62}>,config/portrait/jinglingtouxiang1/img_229_hlj@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,669,1841,1841,,,,4,<<9;0;22%>;<10;0;22%>;<17;0;22%>>,{gold=370000;451=30;502=1},<<gold;370000;1>;<451;30;1>;<502;1;1>>,{gold=9000;451=2;libs=<110;111>},<<gold;9000;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100353,第353关,第353關,Stage 353,Th? 353 Quan,???? 353,,<cn>,<{unitId=231032;level=671;advance=61};{unitId=223663;level=671;advance=61};{unitId=231032;level=671;advance=61};{unitId=233592;level=671;advance=61};{unitId=230731;level=671;advance=61}>,<{unitId=251353;level=671;advance=62}>,config/portrait/jinglingtouxiang1/img_146_hyn@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,671,1858,1858,,,,5,<<1;0;22%>;<24;0;22%>>,{gold=370000;451=30;rmb=100},<<gold;370000;1>;<451;30;1>;<rmb;100;1>>,{gold=9000;451=2;libs=<110;111>},<<gold;9000;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100354,第354关,第354關,Stage 354,Th? 354 Quan,???? 354,,<cn>,<{unitId=231313;level=673;advance=61};{unitId=221261;level=673;advance=61};{unitId=231032;level=673;advance=61};{unitId=232723;level=673;advance=61};{unitId=233592;level=673;advance=61}>,<{unitId=251354;level=673;advance=62}>,config/portrait/jinglingtouxiang1/img_383_gld@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,673,1875,1875,,,,5,<<27;0;22%>;<24;0;22%>>,{gold=370000;451=30;452=20},<<gold;370000;1>;<451;30;1>;<452;20;1>>,{gold=9000;451=2;libs=<110;111>},<<gold;9000;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100355,第355关,第355關,Stage 355,Th? 355 Quan,???? 355,boss,<cn>,<{unitId=232391;level=675;advance=61};{unitId=221221;level=675;advance=61};{unitId=232391;level=675;advance=61};{unitId=231291;level=675;advance=61};{unitId=231961;level=675;advance=61}>,<{unitId=251355;level=675;advance=62}>,config/portrait/jinglingtouxiang1/img_445_lyls@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,675,1892,1892,,,,5,<<1;1;28%>;<24;0;28%>>,{gold=370000;451=30;519=1},<<gold;370000;1>;<451;30;1>;<519;1;1>>,{gold=9000;452=1;libs=<110;111;112>},<<gold;9000;0>;<451;1;1>;<452;1;1>>,429005,光环怪死亡后，烈咬陆鲨每次行动前都会满怒,光環怪死亡後，烈咬陸鯊每次行動前都會滿怒,,,
100356,第356关,第356關,Stage 356,Th? 356 Quan,???? 356,,<cn>,<{unitId=233502;level=677;advance=62};{unitId=221231;level=677;advance=62};{unitId=233502;level=677;advance=62};{unitId=233152;level=677;advance=62};{unitId=233152;level=677;advance=62}>,<{unitId=251356;level=677;advance=63}>,config/portrait/jinglingtouxiang1/img_208_dgs@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,677,1909,1909,,,,3,<<13;1;23%>>,{gold=375000;451=30;452=20},<<gold;375000;1>;<451;30;1>;<452;20;1>>,{gold=9100;451=2;libs=<110;111>},<<gold;9100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100357,第357关,第357關,Stage 357,Th? 357 Quan,???? 357,,<cn>,<{unitId=230641;level=679;advance=62};{unitId=220712;level=679;advance=62};{unitId=230641;level=679;advance=62};{unitId=230632;level=679;advance=62};{unitId=230632;level=679;advance=62}>,<{unitId=251357;level=679;advance=63}>,config/portrait/jinglingtouxiang1/img_130_bll@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,679,1926,1926,,,,4,<<13;0;22%>;<24;0;22%>>,{gold=375000;451=30;502=1},<<gold;375000;1>;<451;30;1>;<502;1;1>>,{gold=9100;451=2;libs=<110;111>},<<gold;9100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100358,第358关,第358關,Stage 358,Th? 358 Quan,???? 358,,<cn>,<{unitId=230402;level=681;advance=62};{unitId=220493;level=681;advance=62};{unitId=231253;level=681;advance=62};{unitId=232233;level=681;advance=62};{unitId=232233;level=681;advance=62}>,<{unitId=251358;level=681;advance=63}>,config/portrait/jinglingtouxiang1/img_383_gld@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,681,1943,1943,,,,5,<<1;0;22%>;<24;0;22%>>,{gold=375000;451=30;rmb=100},<<gold;375000;1>;<451;30;1>;<rmb;100;1>>,{gold=9100;451=2;libs=<110;111>},<<gold;9100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100359,第359关,第359關,Stage 359,Th? 359 Quan,???? 359,,<cn>,<{unitId=231253;level=683;advance=62};{unitId=221261;level=683;advance=62};{unitId=231253;level=683;advance=62};{unitId=231271;level=683;advance=62};{unitId=232441;level=683;advance=62}>,<{unitId=251359;level=683;advance=63}>,config/portrait/jinglingtouxiang1/img_643_lxlm@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,683,1960,1960,,,,5,<<27;0;22%>;<24;0;22%>>,{gold=375000;451=30;452=20},<<gold;375000;1>;<451;30;1>;<452;20;1>>,{gold=9100;451=2;libs=<110;111>},<<gold;9100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100360,第360关,第360關,Stage 360,Th? 360 Quan,???? 360,boss,<cn>,<{unitId=230712;level=685;advance=62};{unitId=221261;level=685;advance=62};{unitId=230712;level=685;advance=62};{unitId=230761;level=685;advance=62};{unitId=231981;level=685;advance=62}>,<{unitId=251360;level=685;advance=63}>,config/portrait/jinglingtouxiang1/img_250_fw@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,685,1977,1977,,,,5,<<1;1;32%>;<24;0;32%>>,{gold=375000;451=30;501=1},<<gold;375000;1>;<451;30;1>;<501;1;1>>,{gold=9100;452=2;libs=<110;111;112>},<<gold;9100;0>;<451;1;1>;<452;1;1>>,429005,每个大回合都会为敌方全体添加1层凤王灼烧,每個大回合都會為敵方全體添加1層鳳王灼燒,,,
100361,第361关,第361關,Stage 361,Th? 361 Quan,???? 361,,<cn>,<{unitId=230153;level=687;advance=63};{unitId=221612;level=687;advance=63};{unitId=230153;level=687;advance=63};{unitId=232233;level=687;advance=63};{unitId=232233;level=687;advance=63}>,<{unitId=251361;level=687;advance=64}>,config/portrait/jinglingtouxiang1/img_804_sezl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,687,1994,1994,,,,3,<<1;1;32%>>,{gold=380000;451=30;452=20},<<gold;380000;1>;<451;30;1>;<452;20;1>>,{gold=9200;451=2;libs=<110;111>},<<gold;9200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100362,第362关,第362關,Stage 362,Th? 362 Quan,???? 362,,<cn>,<{unitId=233663;level=689;advance=63};{unitId=223663;level=689;advance=63};{unitId=233663;level=689;advance=63};{unitId=230712;level=689;advance=63};{unitId=230712;level=689;advance=63}>,<{unitId=251362;level=689;advance=64}>,config/portrait/jinglingtouxiang1/img_460_cjbxw@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,689,2011,2011,,,,4,<<1;0;23%>;<28;0;23%>>,{gold=380000;451=30;502=1},<<gold;380000;1>;<451;30;1>;<502;1;1>>,{gold=9200;451=2;libs=<110;111>},<<gold;9200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100363,第363关,第363關,Stage 363,Th? 363 Quan,???? 363,,<cn>,<{unitId=230044;level=691;advance=63};{unitId=230044;level=691;advance=63};{unitId=230394;level=691;advance=63};{unitId=230004;level=691;advance=63}>,<{unitId=251363;level=691;advance=64}>,config/portrait/jinglingtouxiang1/img_169_czf@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,691,2028,2028,,,,5,<<9;0;22%>;<10;0;22%>;<24;0;22%>>,{gold=380000;451=30;rmb=100},<<gold;380000;1>;<451;30;1>;<rmb;100;1>>,{gold=9200;451=2;libs=<110;111>},<<gold;9200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100364,第364关,第364關,Stage 364,Th? 364 Quan,???? 364,,<cn>,<{unitId=233501;level=693;advance=63};{unitId=223631;level=693;advance=63};{unitId=233501;level=693;advance=63};{unitId=230883;level=693;advance=63};{unitId=232381;level=693;advance=63}>,<{unitId=251364;level=693;advance=64}>,config/portrait/jinglingtouxiang1/img_671_hjfr@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,693,2045,2045,,,,5,<<9;0;22%>;<10;0;22%>>,{gold=380000;451=30;452=20},<<gold;380000;1>;<451;30;1>;<452;20;1>>,{gold=9200;451=2;libs=<110;111>},<<gold;9200;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100365,第365关,第365關,Stage 365,Th? 365 Quan,???? 365,boss,<cn>,<{unitId=233592;level=695;advance=63};{unitId=223631;level=695;advance=63};{unitId=233592;level=695;advance=63};{unitId=233642;level=695;advance=63};{unitId=232361;level=695;advance=63}>,<{unitId=251365;level=695;advance=64}>,config/portrait/jinglingtouxiang1/img_491_dkly@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,695,2062,2062,,,,5,<<9;1;28%>;<10;0;28%>;<24;0;28%>>,{gold=380000;451=30;519=1},<<gold;380000;1>;<451;30;1>;<519;1;1>>,{gold=9200;452=1;libs=<110;111;112>},<<gold;9200;0>;<451;1;1>;<452;1;1>>,429005,每个大回合前达克莱伊有几率给随机两个敌方添加深度睡眠,每個大回合前達克萊伊有幾率給隨機兩個敵方添加深度睡眠,,,
100366,第366关,第366關,Stage 366,Th? 366 Quan,???? 366,,<cn>,<{unitId=232303;level=697;advance=64};{unitId=220053;level=697;advance=64};{unitId=232303;level=697;advance=64};{unitId=230222;level=697;advance=64};{unitId=230222;level=697;advance=64}>,<{unitId=251366;level=697;advance=65}>,config/portrait/jinglingtouxiang1/img_763_tlmh@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,697,2079,2079,,,,3,<<7;1;32%>;<8;1;32%>>,{gold=385000;451=30;452=20},<<gold;385000;1>;<451;30;1>;<452;20;1>>,{gold=9300;451=2;libs=<110;111>},<<gold;9300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100367,第367关,第367關,Stage 367,Th? 367 Quan,???? 367,,<cn>,<{unitId=231231;level=699;advance=64};{unitId=222993;level=699;advance=64};{unitId=230242;level=699;advance=64};{unitId=230024;level=699;advance=64};{unitId=230024;level=699;advance=64}>,<{unitId=251367;level=699;advance=65}>,config/portrait/jinglingtouxiang1/img_658_jhrw@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,699,2096,2096,,,,4,<<7;0;23%>;<8;0;23%>;<14;0;23%>>,{gold=385000;451=30;502=1},<<gold;385000;1>;<451;30;1>;<502;1;1>>,{gold=9300;451=2;libs=<110;111>},<<gold;9300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100368,第368关,第368關,Stage 368,Th? 368 Quan,???? 368,,<cn>,<{unitId=231394;level=701;advance=64};{unitId=221394;level=701;advance=64};{unitId=231394;level=701;advance=64};{unitId=232242;level=701;advance=64};{unitId=232242;level=701;advance=64}>,<{unitId=251368;level=701;advance=65}>,config/portrait/jinglingtouxiang1/img_448_lklo@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,701,2113,2113,,,,5,<<9;0;22%>;<10;0;22%>;<24;0;22%>>,{gold=385000;451=30;rmb=100},<<gold;385000;1>;<451;30;1>;<rmb;100;1>>,{gold=9300;451=2;libs=<110;111>},<<gold;9300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100369,第369关,第369關,Stage 369,Th? 369 Quan,???? 369,,<cn>,<{unitId=232233;level=703;advance=64};{unitId=222233;level=703;advance=64};{unitId=232233;level=703;advance=64};{unitId=232442;level=703;advance=64};{unitId=230731;level=703;advance=64}>,<{unitId=251369;level=703;advance=65}>,config/portrait/jinglingtouxiang1/img_445_lyls@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,703,2130,2130,,,,5,<<9;0;22%>;<10;0;22%>>,{gold=385000;451=30;452=20},<<gold;385000;1>;<451;30;1>;<452;20;1>>,{gold=9300;451=2;libs=<110;111>},<<gold;9300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100370,第370关,第370關,Stage 370,Th? 370 Quan,???? 370,boss,<cn>,<{unitId=231261;level=705;advance=64};{unitId=221271;level=705;advance=64};{unitId=231971;level=705;advance=64};{unitId=232431;level=705;advance=64};{unitId=232391;level=705;advance=64}>,<{unitId=251370;level=705;advance=65}>,config/portrait/jinglingtouxiang1/img_150_cm@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,705,2147,2147,,,,5,<<9;1;32%>;<10;0;32%>;<24;0;32%>>,{gold=385000;451=30;502=3},<<gold;385000;1>;<451;30;1>;<502;3;1>>,{gold=9300;452=2;libs=<110;111;112>},<<gold;9300;0>;<451;1;1>;<452;1;1>>,429005,超梦拥有连击效果（再次使用相同的攻击）且速度提升50%,超夢擁有連擊效果（再次使用相同的攻擊）且速度提升50%,,,
100371,第371关,第371關,Stage 371,Th? 371 Quan,???? 371,,<cn>,<{unitId=230372;level=707;advance=65};{unitId=220333;level=707;advance=65};{unitId=230372;level=707;advance=65};{unitId=231853;level=707;advance=65};{unitId=231853;level=707;advance=65}>,<{unitId=251371;level=707;advance=66}>,config/portrait/jinglingtouxiang1/img_748_chx@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,707,2164,2164,,,,3,<<9;1;32%>;<10;1;32%>>,{gold=390000;451=30;452=20},<<gold;390000;1>;<451;30;1>;<452;20;1>>,{gold=9400;451=2;libs=<110;111>},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100372,第372关,第372關,Stage 372,Th? 372 Quan,???? 372,,<cn>,<{unitId=233843;level=709;advance=65};{unitId=220004;level=709;advance=65};{unitId=233843;level=709;advance=65};{unitId=230741;level=709;advance=65};{unitId=230741;level=709;advance=65}>,<{unitId=251372;level=709;advance=66}>,config/portrait/jinglingtouxiang1/img_467_yzys@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,709,2181,2181,,,,4,<<9;0;23%>;<10;0;23%>;<17;0;23%>>,{gold=390000;451=30;502=1},<<gold;390000;1>;<451;30;1>;<502;1;1>>,{gold=9400;451=2;libs=<110;111>},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100373,第373关,第373關,Stage 373,Th? 373 Quan,???? 373,,<cn>,<{unitId=231921;level=711;advance=65};{unitId=222303;level=711;advance=65};{unitId=231921;level=711;advance=65};{unitId=231082;level=711;advance=65};{unitId=231082;level=711;advance=65}>,<{unitId=251373;level=711;advance=66}>,config/portrait/jinglingtouxiang1/img_144_jdn@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,711,2198,2198,,,,5,<<1;0;22%>;<22;0;22%>>,{gold=390000;451=30;rmb=100},<<gold;390000;1>;<451;30;1>;<rmb;100;1>>,{gold=9400;451=2;libs=<110;111>},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100374,第374关,第374關,Stage 374,Th? 374 Quan,???? 374,,<cn>,<{unitId=231221;level=713;advance=65};{unitId=221921;level=713;advance=65};{unitId=232361;level=713;advance=65};{unitId=230731;level=713;advance=65};{unitId=231941;level=713;advance=65}>,<{unitId=251374;level=713;advance=66}>,config/portrait/jinglingtouxiang1/img_381_ldos@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,713,2215,2215,,,,5,<<7;0;22%>;<8;0;22%>>,{gold=390000;451=30;452=20},<<gold;390000;1>;<451;30;1>;<452;20;1>>,{gold=9400;451=2;libs=<110;111>},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100375,第375关,第375關,Stage 375,Th? 375 Quan,???? 375,boss,<cn>,<{unitId=231253;level=715;advance=65};{unitId=221253;level=715;advance=65};{unitId=231253;level=715;advance=65};{unitId=230163;level=715;advance=65};{unitId=230163;level=715;advance=65}>,<{unitId=251375;level=715;advance=66}>,config/portrait/jinglingtouxiang1/img_719_dax@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,715,2232,2232,,,,5,<<1;1;28%>;<22;0;28%>>,{gold=390000;451=30;519=1},<<gold;390000;1>;<451;30;1>;<519;1;1>>,{gold=9400;452=1;libs=<110;111;112>},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,每个大回合结束后蒂安希会筑起全护盾,每個大回合結束後蒂安希會築起全護盾,,,
100376,第376关,第376關,Stage 376,Th? 376 Quan,???? 376,,<cn>,<{unitId=232073;level=717;advance=66};{unitId=222073;level=717;advance=66};{unitId=232073;level=717;advance=66};{unitId=234132;level=717;advance=66};{unitId=234132;level=717;advance=66}>,<{unitId=251376;level=717;advance=67}>,config/portrait/jinglingtouxiang1/img_724_jssx@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,717,2249,2249,,,,3,<<13;1;32%>>,{gold=395000;451=30;452=20},<<gold;395000;1>;<451;30;1>;<452;20;1>>,{gold=9500;451=2;libs=<110;111>},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100377,第377关,第377關,Stage 377,Th? 377 Quan,???? 377,,<cn>,<{unitId=231921;level=719;advance=66};{unitId=221921;level=719;advance=66};{unitId=231921;level=719;advance=66};{unitId=230242;level=719;advance=66};{unitId=230242;level=719;advance=66}>,<{unitId=251377;level=719;advance=67}>,config/portrait/jinglingtouxiang1/img_257_hyj@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,719,2266,2266,,,,4,<<13;0;23%>;<24;0;23%>>,{gold=395000;451=30;502=1},<<gold;395000;1>;<451;30;1>;<502;1;1>>,{gold=9500;451=2;libs=<110;111>},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100378,第378关,第378關,Stage 378,Th? 378 Quan,???? 378,,<cn>,<{unitId=230333;level=721;advance=66};{unitId=221221;level=721;advance=66};{unitId=230333;level=721;advance=66};{unitId=230731;level=721;advance=66};{unitId=230883;level=721;advance=66}>,<{unitId=251378;level=721;advance=67}>,config/portrait/jinglingtouxiang1/img_466_djms@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,721,2283,2283,,,,5,<<1;0;22%>;<22;0;22%>>,{gold=395000;451=30;rmb=100},<<gold;395000;1>;<451;30;1>;<rmb;100;1>>,{gold=9500;451=2;libs=<110;111>},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100379,第379关,第379關,Stage 379,Th? 379 Quan,???? 379,,<cn>,<{unitId=232351;level=723;advance=66};{unitId=222351;level=723;advance=66};{unitId=232351;level=723;advance=66};{unitId=233413;level=723;advance=66};{unitId=232242;level=723;advance=66}>,<{unitId=251379;level=723;advance=67}>,config/portrait/jinglingtouxiang1/img_483_dylk@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,723,2300,2300,,,,5,<<7;0;22%>;<8;0;22%>>,{gold=395000;451=30;452=20},<<gold;395000;1>;<451;30;1>;<452;20;1>>,{gold=9500;451=2;libs=<110;111>},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100380,第380关,第380關,Stage 380,Th? 380 Quan,???? 380,boss,<cn>,<{unitId=231961;level=725;advance=66};{unitId=221971;level=725;advance=66};{unitId=231271;level=725;advance=66};{unitId=232431;level=725;advance=66};{unitId=233631;level=725;advance=66}>,<{unitId=251380;level=725;advance=67}>,config/portrait/jinglingtouxiang1/img_384_lkz@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,725,2317,2317,,,,5,<<1;1;32%>;<22;0;32%>>,{gold=395000;451=30;501=1},<<gold;395000;1>;<451;30;1>;<501;1;1>>,{gold=9500;452=2;libs=<110;111;112>},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,使用小技能后裂空座进入隐身，完成击杀会缩短小技能冷却,使用小技能後裂空座進入隱身，完成擊殺會縮短小技能冷卻,,,
100381,第381关,第381關,Stage 381,Th? 381 Quan,???? 381,,<cn>,<{unitId=233843;level=727;advance=67};{unitId=220013;level=727;advance=67};{unitId=233843;level=727;advance=67};{unitId=230023;level=727;advance=67};{unitId=230001;level=727;advance=67}>,<{unitId=251381;level=727;advance=68}>,config/portrait/jinglingtouxiang1/img_715_ybl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,727,2334,2334,,,,3,<<1;1;24%>>,{gold=400000;451=30;452=20},<<gold;400000;1>;<451;30;1>;<452;20;1>>,{gold=9600;451=2;libs=<110;111>},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100382,第382关,第382關,Stage 382,Th? 382 Quan,???? 382,,<cn>,<{unitId=230263;level=729;advance=67};{unitId=222401;level=729;advance=67};{unitId=230263;level=729;advance=67};{unitId=231951;level=729;advance=67};{unitId=231941;level=729;advance=67}>,<{unitId=251382;level=729;advance=68}>,config/portrait/jinglingtouxiang1/img_763_tlmh@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,729,2351,2351,,,,4,<<1;0;23%>;<28;0;23%>>,{gold=400000;451=30;502=1},<<gold;400000;1>;<451;30;1>;<502;1;1>>,{gold=9600;451=2;libs=<110;111>},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100383,第383关,第383關,Stage 383,Th? 383 Quan,???? 383,,<cn>,<{unitId=230004;level=731;advance=67};{unitId=222303;level=731;advance=67};{unitId=230004;level=731;advance=67};{unitId=231293;level=731;advance=67};{unitId=233663;level=731;advance=67}>,<{unitId=251383;level=731;advance=68}>,config/portrait/jinglingtouxiang1/img_492_xm@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,731,2368,2368,,,,5,<<9;0;22%>;<10;0;22%>;<22;0;22%>>,{gold=400000;451=30;rmb=100},<<gold;400000;1>;<451;30;1>;<rmb;100;1>>,{gold=9600;451=2;libs=<110;111>},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100384,第384关,第384關,Stage 384,Th? 384 Quan,???? 384,,<cn>,<{unitId=231841;level=733;advance=67};{unitId=221841;level=733;advance=67};{unitId=231841;level=733;advance=67};{unitId=232431;level=733;advance=67};{unitId=232431;level=733;advance=67}>,<{unitId=251384;level=733;advance=68}>,config/portrait/jinglingtouxiang1/img_720_jfhp@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,733,2385,2385,,,,5,<<9;0;22%>;<10;0;22%>>,{gold=400000;451=30;452=20},<<gold;400000;1>;<451;30;1>;<452;20;1>>,{gold=9600;451=2;libs=<110;111>},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100385,第385关,第385關,Stage 385,Th? 385 Quan,???? 385,boss,<cn>,<{unitId=232391;level=735;advance=67};{unitId=222351;level=735;advance=67};{unitId=232381;level=735;advance=67};{unitId=231981;level=735;advance=67};{unitId=231971;level=735;advance=67}>,<{unitId=251385;level=735;advance=68}>,config/portrait/jinglingtouxiang1/img_484_plqy@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,735,2402,2402,,,,5,<<9;1;28%>;<10;0;28%>;<22;0;28%>>,{gold=400000;451=30;519=1},<<gold;400000;1>;<451;30;1>;<519;1;1>>,{gold=9600;452=1;libs=<110;111;112>},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,帕路奇亚每次受到主动技能都会进入隐匿（不回怒）,帕路奇亞每次受到主動技能都會進入隱匿（不回怒）,,,
100386,第386关,第386關,Stage 386,Th? 386 Quan,???? 386,,<cn>,<{unitId=230093;level=737;advance=68};{unitId=220463;level=737;advance=68};{unitId=231852;level=737;advance=68};{unitId=233592;level=737;advance=68};{unitId=233592;level=737;advance=68}>,<{unitId=251386;level=737;advance=69}>,config/portrait/jinglingtouxiang1/img_681_jdjg@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,737,2419,2419,,,,3,<<7;1;24%>;<8;1;24%>>,{gold=405000;451=30;452=20},<<gold;405000;1>;<451;30;1>;<452;20;1>>,{gold=9700;451=2;libs=<110;111>},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100387,第387关,第387關,Stage 387,Th? 387 Quan,???? 387,,<cn>,<{unitId=230372;level=739;advance=68};{unitId=223772;level=739;advance=68};{unitId=230372;level=739;advance=68};{unitId=230393;level=739;advance=68};{unitId=230393;level=739;advance=68}>,<{unitId=251387;level=739;advance=69}>,config/portrait/jinglingtouxiang1/img_748_chx@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,739,2436,2436,,,,4,<<7;0;23%>;<8;0;23%>;<14;0;23%>>,{gold=405000;451=30;502=1},<<gold;405000;1>;<451;30;1>;<502;1;1>>,{gold=9700;451=2;libs=<110;111>},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100388,第388关,第388關,Stage 388,Th? 388 Quan,???? 388,,<cn>,<{unitId=232361;level=741;advance=68};{unitId=222033;level=741;advance=68};{unitId=232361;level=741;advance=68};{unitId=230024;level=741;advance=68};{unitId=230024;level=741;advance=68}>,<{unitId=251388;level=741;advance=69}>,config/portrait/jinglingtouxiang1/img_382_gok@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,741,2453,2453,,,,5,<<9;0;22%>;<10;0;22%>;<22;0;22%>>,{gold=405000;451=30;rmb=100},<<gold;405000;1>;<451;30;1>;<rmb;100;1>>,{gold=9700;451=2;libs=<110;111>},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100389,第389关,第389關,Stage 389,Th? 389 Quan,???? 389,,<cn>,<{unitId=231032;level=743;advance=68};{unitId=223772;level=743;advance=68};{unitId=233642;level=743;advance=68};{unitId=233143;level=743;advance=68};{unitId=231271;level=743;advance=68}>,<{unitId=251389;level=743;advance=69}>,config/portrait/jinglingtouxiang1/img_491_dkly@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,743,2470,2470,,,,5,<<9;0;22%>;<10;0;22%>>,{gold=405000;451=30;452=20},<<gold;405000;1>;<451;30;1>;<452;20;1>>,{gold=9700;451=2;libs=<110;111>},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100390,第390关,第390關,Stage 390,Th? 390 Quan,???? 390,boss,<cn>,<{unitId=231271;level=745;advance=68};{unitId=221231;level=745;advance=68};{unitId=231271;level=745;advance=68};{unitId=230014;level=745;advance=68};{unitId=230015;level=745;advance=68}>,<{unitId=251390;level=745;advance=69}>,config/portrait/jinglingtouxiang1/img_643_lxlm@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,745,2487,2487,,,,5,<<9;1;32%>;<10;0;32%>;<22;0;32%>>,{gold=405000;451=30;rmb=200},<<gold;405000;1>;<451;30;1>;<rmb;200;1>>,{gold=9700;452=2;libs=<110;111;112>},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,莱希拉姆受到主动攻击时，对攻击者施加青焰灼烧和青焰伤害,萊希拉姆受到主動攻擊時，對攻擊者施加青焰灼燒和青焰傷害,,,
