变量名,name,languages,drawlanguages,name_tw,name_en,name_kr,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue,canCompound,__version
24682,蕾冠王·白马碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_898_lgwbm@.png,集齐%d个碎片可以合成#C0xE77421#蕾冠王·白马#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4682,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24683,蕾冠王·黑马碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_898_lgwhm@.png,集齐%d个碎片可以合成#C0xE77421#蕾冠王·黑马#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4683,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24701,劈斧螳螂碎片,<cn;tw;en_us;kr>,,,,,config/portrait/jinglingtouxiang/img_900_pftl@.png,集齐%d个碎片可以合成#C0xE77421#劈斧螳螂#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4701,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24761,新叶喵碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_906_xym@.png,集齐%d个碎片可以合成#C0xE77421#新叶喵#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4761,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24771,呆火鳄碎片,<cn;tw;en_us>,,,,,config/portrait/jinglingtouxiang/img_909_dhe@.png,集齐%d个碎片可以合成#C0xE77421#呆火鳄#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4771,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24851,迷你芙碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_928_mnf@.png,集齐%d个碎片可以合成#C0xE77421#迷你芙#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4851,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24991,小锻匠碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_957_xdj@.png,集齐%d个碎片可以合成#C0xE77421#小锻匠#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4991,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
25211,振翼发碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_987_zyf@.png,集齐%d个碎片可以合成#C0xE77421#振翼发#C0x55504D#,,,,,,,,5,,,502,{coin5=10},5211,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
25221,爬地翅碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_988_pdc@.png,集齐%d个碎片可以合成#C0xE77421#爬地翅#C0x55504D#,,,,,,,,5,,,502,{coin5=10},5221,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
25241,铁辙迹碎片,<cn;kr;tw;en_us>,,,,,config/portrait/jinglingtouxiang/img_990_tzj@.png,集齐%d个碎片可以合成#C0xE77421#铁辙迹#C0x55504D#,,,,,,,,5,,,502,{coin5=10},5241,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
25331,古剑豹碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_1002_gjb@.png,集齐%d个碎片可以合成#C0xE77421#古剑豹#C0x55504D#,,,,,,,,5,,,502,{coin5=10},5331,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
25361,轰鸣月碎片,<cn;tw;en_us;kr>,,,,,config/portrait/jinglingtouxiang/img_1005_hmy@.png,集齐%d个碎片可以合成#C0xE77421#轰鸣月#C0x55504D#,,,,,,,,5,,,502,{coin5=10},5361,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
25381,故勒顿碎片,<cn;tw;en_us;kr>,,,,,config/portrait/jinglingtouxiang/img_1007_gld@.png,集齐%d个碎片可以合成#C0xE77421#故勒顿#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},5381,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
25391,密勒顿碎片,<cn;kr;tw;en_us>,,,,,config/portrait/jinglingtouxiang/img_1008_mld@.png,集齐%d个碎片可以合成#C0xE77421#密勒顿#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},5391,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
25401,波荡水碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_1009_bds@.png,集齐%d个碎片可以合成#C0xE77421#波荡水#C0x55504D#,,,,,,,,5,,,502,{coin5=10},5401,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
25481,厄诡椪碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_1017_egpbc@.png,集齐%d个碎片可以合成#C0xE77421#厄诡椪#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},5481,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
25561,桃歹郎碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_1025_tdl@.png,集齐%d个碎片可以合成#C0xE77421#桃歹郎#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},5561,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27001,小智版皮卡丘碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_25_xzpkq@.png,集齐%d个碎片可以合成#C0xE77421#小智版皮卡丘#C0x55504D#,,,,,,,,5,,,502,{coin5=10},7001,50,,,,,,shop-16,23105,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
27011,小智版甲贺忍蛙,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_658_xzbjhrw@.png,集齐%d个碎片可以合成#C0xE77421#小智版甲贺忍蛙#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7011,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27021,闪光超级耿鬼碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_94_yscjgg@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级耿鬼#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7021,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27031,闪光超级班基拉斯碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_248_sgcjbjls@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级班基拉斯#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7031,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27041,起源梦幻碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_151_qymh@.png,集齐%d个碎片可以合成#C0xE77421#起源梦幻#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7041,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27051,闪光超级沙奈朵碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_282_sgcjsnd@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级沙奈朵#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7051,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27061,闪光超级艾路雷朵碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_475_sgcjalld@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级艾路雷朵#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7061,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27071,凯路迪欧·觉悟碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_647_kldojwxt@.png,集齐%d个碎片可以合成#C0xE77421#凯路迪欧·觉悟#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7071,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27081,大吾超级巨金怪碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_376_sgcjjjg@.png,集齐%d个碎片可以合成#C0xE77421#大吾超级巨金怪#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7081,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27091,竹兰超级烈咬陆鲨碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_445_bzcjlyls@.png,集齐%d个碎片可以合成#C0xE77421#竹兰超级烈咬陆鲨#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7091,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27101,假面超级火焰鸡碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_257_jmcjhyj@.png,集齐%d个碎片可以合成#C0xE77421#假面超级火焰鸡#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7101,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27111,闪光超级路卡利欧碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_448_sgcjlklo@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级路卡利欧#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7111,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27121,艾岚超级喷火龙X碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_6_alcjphlx@.png,集齐%d个碎片可以合成#C0xE77421#艾岚超级喷火龙X#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7121,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27131,闪光超级暴雪王碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_460_sgcjbxw@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级暴雪王#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7131,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27141,闪光超级蜥蜴王碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_254_sgcjxyw@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级蜥蜴王#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7141,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27151,闪光超级妙蛙花碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_3_sgcjmwh@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级妙蛙花#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7151,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27161,冠军皮卡丘碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/speedranktouxiang/img_25_gjpkq@.png,集齐%d个碎片可以合成#C0xE77421#冠军皮卡丘#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7161,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27171,小刚超级大钢蛇碎片,<cn;kr;tw;en_us>,,,,,config/portrait/speedranktouxiang/img_208_xgcjdgs@.png,集齐%d个碎片可以合成#C0xE77421#小刚超级大钢蛇#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7171,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27181,希嘉娜超级暴飞龙,<cn;kr;tw;en_us>,,,,,config/portrait/speedranktouxiang/img_373_xjncjbfl@.png,集齐%d个碎片可以合成#C0xE77421#希嘉娜超级暴飞龙#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7181,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27191,红色闪电超级巨钳螳螂碎片,<cn;kr;tw;en_us>,,,,,config/portrait/speedranktouxiang/img_212_sgcjjqtl@.png,集齐%d个碎片可以合成#C0xE77421#红色闪电超级巨钳螳螂#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7191,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27201,虫王赫拉克罗斯,<cn>,,,,,config/portrait/jinglingtouxiang/img_214_cwhlkls@.png,集齐%d个碎片可以合成#C0xE77421#虫王赫拉克罗斯#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7201,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27211,大甲超级凯罗斯,<cn>,,,,,config/portrait/jinglingtouxiang/img_127_djcjkls@.png,集齐%d个碎片可以合成#C0xE77421#大甲超级凯罗斯#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7211,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27221,闪光超级化石翼龙碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_142_sgcjhsyl@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级化石翼龙#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7221,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27231,闪光超级龙头地鼠碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_530_djcjltds@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级龙头地鼠#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7231,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27241,闪光超级雪妖女碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_478_sgcjxyn@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级雪妖女#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7241,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27251,闪光超级阿勃梭鲁碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_359_sgcjabsl@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级阿勃梭鲁#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7251,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
27261,闪光超级炎武王碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_500_sgcjyww@.png,集齐%d个碎片可以合成#C0xE77421#闪光超级炎武王#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},7261,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
28001,吃剩的苹果碎片,,,,,,config/item/xddj/icon_csddx.png,集齐%d个碎片可以合成#C0xE77421#吃剩的苹果#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30301,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28002,熔岩增幅器碎片,,,,,,config/item/xddj/icon_ryzfq.png,集齐%d个碎片可以合成#C0xE77421#熔岩增幅器#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30302,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28003,电力增幅器碎片,,,,,,config/item/xddj/icon_dlzfq.png,集齐%d个碎片可以合成#C0xE77421#电力增幅器#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30303,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28004,王者之证碎片,,,,,,config/item/xddj/icon_wzzz2.png,集齐%d个碎片可以合成#C0xE77421#王者之证#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30304,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28005,心灵香草碎片,,,,,,config/item/xddj/icon_xlxc.png,集齐%d个碎片可以合成#C0xE77421#心灵香草#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30305,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28006,气势头带碎片,,,,,,config/item/xddj/icon_qstj.png,集齐%d个碎片可以合成#C0xE77421#气势头带#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30306,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28007,柔软沙子碎片,,,,,,config/item/xddj/icon_rrsz.png,集齐%d个碎片可以合成#C0xE77421#柔软沙子#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30307,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28008,丝绸围巾碎片,,,,,,config/item/xddj/icon_jjwj.png,集齐%d个碎片可以合成#C0xE77421#丝绸围巾#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30308,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28009,诅咒之符碎片,,,,,,config/item/xddj/icon_zzzf.png,集齐%d个碎片可以合成#C0xE77421#诅咒之符#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30309,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28010,龙之牙碎片,,,,,,config/item/xddj/icon_ly.png,集齐%d个碎片可以合成#C0xE77421#龙之牙#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30310,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28011,硬石头碎片,,,,,,config/item/xddj/icon_yst.png,集齐%d个碎片可以合成#C0xE77421#硬石头#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30311,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28012,黑带碎片,,,,,,config/item/xddj/icon_qshd.png,集齐%d个碎片可以合成#C0xE77421#黑带#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30312,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28013,金属膜碎片,,,,,,config/item/xddj/icon_jsm.png,集齐%d个碎片可以合成#C0xE77421#金属膜#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30313,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28014,妖精内存碎片,,,,,,config/item/xddj/icon_yjccq.png,集齐%d个碎片可以合成#C0xE77421#妖精内存#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30314,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28015,力量负重碎片,,,,,,config/item/xddj/icon_llfz.png,集齐%d个碎片可以合成#C0xE77421#力量负重#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30315,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28016,奇异熏香碎片,,,,,,config/item/xddj/icon_qyxx.png,集齐%d个碎片可以合成#C0xE77421#奇异熏香#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30316,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28017,心之水滴碎片,,,,,,config/item/xddj/icon_xzsd.png,集齐%d个碎片可以合成#C0xE77421#心之水滴#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30317,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28018,对战通讯器碎片,,,,,,config/item/xddj/icon_qxyxtxq.png,集齐%d个碎片可以合成#C0xE77421#对战通讯器#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30318,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28019,小智的帽子碎片,,,,,,config/item/xddj/icon_pkqdmz.png,集齐%d个碎片可以合成#C0xE77421#小智的帽子#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30319,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28020,弹簧拳套碎片,,,,,,config/item/xddj/icon_thqt.png,集齐%d个碎片可以合成#C0xE77421#弹簧拳套#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,,4,0,,,30320,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28101,不朽之剑碎片,,,,,,config/item/xddj/icon_bxzj.png,集齐%d个碎片可以合成#C0xE77421#不朽之剑#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30401,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28102,赤焰之爪碎片,,,,,,config/item/xddj/icon_lyzz.png,集齐%d个碎片可以合成#C0xE77421#赤焰之爪#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30402,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28103,不朽之盾碎片,,,,,,config/item/xddj/icon_bxzd.png,集齐%d个碎片可以合成#C0xE77421#不朽之盾#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30403,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28104,高能护腕碎片,,,,,,config/item/xddj/icon_gnhw.png,集齐%d个碎片可以合成#C0xE77421#高能护腕#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30404,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28105,强力手环碎片,,,,,,config/item/xddj/icon_qlsh.png,集齐%d个碎片可以合成#C0xE77421#强力手环#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30405,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28106,精灵之笛碎片,,,,,,config/item/xddj/icon_bkmzd.png,集齐%d个碎片可以合成#C0xE77421#精灵之笛#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30406,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28107,共鸣元素碎片,,,,,,config/item/xddj/icon_gmys.png,集齐%d个碎片可以合成#C0xE77421#共鸣元素#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30407,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28108,极巨腕带碎片,,,,,,config/item/xddj/icon_jjwd.png,集齐%d个碎片可以合成#C0xE77421#极巨腕带#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30408,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28109,西尔佛检视镜碎片,,,,,,config/item/xddj/icon_xefjsj.png,集齐%d个碎片可以合成#C0xE77421#西尔佛检视镜#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30409,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28110,博士面具碎片,,,,,,config/item/xddj/icon_bsdmz.png,集齐%d个碎片可以合成#C0xE77421#博士面具#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30410,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28111,宝石手镯碎片,,,,,,config/item/xddj/icon_bssz.png,集齐%d个碎片可以合成#C0xE77421#宝石手镯#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30411,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28112,超级眼镜碎片,,,,,,config/item/xddj/icon_cjyj.png,集齐%d个碎片可以合成#C0xE77421#超级眼镜#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30412,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28113,超级领针碎片,,,,,,config/item/xddj/icon_cjlz.png,集齐%d个碎片可以合成#C0xE77421#超级领针#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30413,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28114,防尘护目镜碎片,,,,,,config/item/xddj/icon_fchmj.png,集齐%d个碎片可以合成#C0xE77421#防尘护目镜#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30414,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28115,超能腕表碎片,,,,,,config/item/xddj/icon_cnwb.png,集齐%d个碎片可以合成#C0xE77421#超能腕表#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30415,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28116,探宝器碎片,,,,,,config/item/xddj/icon_tbq.png,集齐%d个碎片可以合成#C0xE77421#探宝器#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30416,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28117,现形镜碎片,,,,,,config/item/xddj/icon_xxj.png,集齐%d个碎片可以合成#C0xE77421#现形镜#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30417,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28118,神秘项链碎片,,,,,,config/item/xddj/icon_smxl.png,集齐%d个碎片可以合成#C0xE77421#神秘项链#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30418,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28119,超能轮滑鞋碎片,,,,,,config/item/xddj/icon_cjlhx.png,集齐%d个碎片可以合成#C0xE77421#超能轮滑鞋#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30419,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28120,武士头盔碎片,,,,,,config/item/xddj/icon_wstk.png,集齐%d个碎片可以合成#C0xE77421#武士头盔#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30420,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28121,痛苦面具碎片,,,,,,config/item/xddj/icon_tkmj.png,集齐%d个碎片可以合成#C0xE77421#痛苦面具#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30421,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28122,葛拉西蒂亚花碎片,,,,,,config/item/xddj/icon_glxdyh.png,集齐%d个碎片可以合成#C0xE77421#葛拉西蒂亚花#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30422,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28123,索尔合体器碎片,,,,,,config/item/xddj/icon_sehtq.png,集齐%d个碎片可以合成#C0xE77421#索尔合体器#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30423,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28124,基因之楔碎片,,,,,,config/item/xddj/icon_jyzx.png,集齐%d个碎片可以合成#C0xE77421#基因之楔#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30424,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28125,神隐王冠碎片,,,,,,config/item/xddj/icon_smwg.png,集齐%d个碎片可以合成#C0xE77421#神隐王冠#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30425,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
28126,骑士长矛碎片,,,,,,config/item/xddj/icon_qscm.png,集齐%d个碎片可以合成#C0xE77421#骑士长矛#C0x55504D#,,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30426,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,,,
