2436,道馆7_难度3,80625,,12,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2437,道馆7_难度3,80626,,1,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2438,道馆7_难度3,80626,,2,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2439,道馆7_难度3,80626,,3,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2440,道馆7_难度3,80626,,4,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2441,道馆7_难度3,80626,,5,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2442,道馆7_难度3,80626,,6,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2443,道馆7_难度3,80626,,7,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2444,道馆7_难度3,80626,,8,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2445,道馆7_难度3,80626,,9,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2446,道馆7_难度3,80626,,10,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2447,道馆7_难度3,80626,,11,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2448,道馆7_难度3,80626,,12,<4.66;3.97>,<1.84;2.05>,<1.84;2.05>,<2.45;2.1>,<2.45;2.1>,<1.03;1.03>,,,,,,
2449,道馆7_难度4,80631,{11=1.1},1,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2450,道馆7_难度4,80631,{11=1.1},2,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2451,道馆7_难度4,80631,{11=1.1},3,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2452,道馆7_难度4,80631,{11=1.1},4,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2453,道馆7_难度4,80631,{11=1.1},5,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2454,道馆7_难度4,80631,{11=1.1},6,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2455,道馆7_难度4,80631,{11=1.1},7,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2456,道馆7_难度4,80631,{11=1.1},8,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2457,道馆7_难度4,80631,{11=1.1},9,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2458,道馆7_难度4,80631,{11=1.1},10,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2459,道馆7_难度4,80631,{11=1.1},11,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2460,道馆7_难度4,80631,{11=1.1},12,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2461,道馆7_难度4,80632,{11=1.3},1,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2462,道馆7_难度4,80632,{11=1.3},2,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2463,道馆7_难度4,80632,{11=1.3},3,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2464,道馆7_难度4,80632,{11=1.3},4,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2465,道馆7_难度4,80632,{11=1.3},5,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2466,道馆7_难度4,80632,{11=1.3},6,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2467,道馆7_难度4,80632,{11=1.3},7,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2468,道馆7_难度4,80632,{11=1.3},8,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2469,道馆7_难度4,80632,{11=1.3},9,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2470,道馆7_难度4,80632,{11=1.3},10,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2471,道馆7_难度4,80632,{11=1.3},11,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2472,道馆7_难度4,80632,{11=1.3},12,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2473,道馆7_难度4,80633,{11=1.2},1,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2474,道馆7_难度4,80633,{11=1.2},2,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2475,道馆7_难度4,80633,{11=1.2},3,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2476,道馆7_难度4,80633,{11=1.2},4,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2477,道馆7_难度4,80633,{11=1.2},5,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2478,道馆7_难度4,80633,{11=1.2},6,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2479,道馆7_难度4,80633,{11=1.2},7,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2480,道馆7_难度4,80633,{11=1.2},8,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2481,道馆7_难度4,80633,{11=1.2},9,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2482,道馆7_难度4,80633,{11=1.2},10,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2483,道馆7_难度4,80633,{11=1.2},11,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2484,道馆7_难度4,80633,{11=1.2},12,<5.33;4.53>,<2.11;2.35>,<2.11;2.35>,<2.8;2.4>,<2.8;2.4>,<1.08;1.08>,,,,,,
2485,道馆7_难度4,80634,{11=1.2},1,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2486,道馆7_难度4,80634,{11=1.2},2,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2487,道馆7_难度4,80634,{11=1.2},3,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2488,道馆7_难度4,80634,{11=1.2},4,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2489,道馆7_难度4,80634,{11=1.2},5,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2490,道馆7_难度4,80634,{11=1.2},6,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2491,道馆7_难度4,80634,{11=1.2},7,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2492,道馆7_难度4,80634,{11=1.2},8,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2493,道馆7_难度4,80634,{11=1.2},9,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2494,道馆7_难度4,80634,{11=1.2},10,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2495,道馆7_难度4,80634,{11=1.2},11,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2496,道馆7_难度4,80634,{11=1.2},12,<4.71;4.01>,<1.86;2.07>,<1.86;2.07>,<2.47;2.12>,<2.47;2.12>,<1.08;1.08>,,,,,,
2497,道馆7_难度4,80635,,1,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2498,道馆7_难度4,80635,,2,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2499,道馆7_难度4,80635,,3,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2500,道馆7_难度4,80635,,4,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2501,道馆7_难度4,80635,,5,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2502,道馆7_难度4,80635,,6,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2503,道馆7_难度4,80635,,7,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2504,道馆7_难度4,80635,,8,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2505,道馆7_难度4,80635,,9,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2506,道馆7_难度4,80635,,10,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2507,道馆7_难度4,80635,,11,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2508,道馆7_难度4,80635,,12,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2509,道馆7_难度4,80636,,1,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2510,道馆7_难度4,80636,,2,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2511,道馆7_难度4,80636,,3,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2512,道馆7_难度4,80636,,4,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2513,道馆7_难度4,80636,,5,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2514,道馆7_难度4,80636,,6,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2515,道馆7_难度4,80636,,7,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2516,道馆7_难度4,80636,,8,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2517,道馆7_难度4,80636,,9,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2518,道馆7_难度4,80636,,10,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2519,道馆7_难度4,80636,,11,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2520,道馆7_难度4,80636,,12,<5.61;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.08;1.08>,,,,,,
2521,道馆7_难度5,80641,{8=1.3},1,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2522,道馆7_难度5,80641,{8=1.3},2,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2523,道馆7_难度5,80641,{8=1.3},3,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2524,道馆7_难度5,80641,{8=1.3},4,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2525,道馆7_难度5,80641,{8=1.3},5,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2526,道馆7_难度5,80641,{8=1.3},6,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2527,道馆7_难度5,80641,{8=1.3},7,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2528,道馆7_难度5,80641,{8=1.3},8,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2529,道馆7_难度5,80641,{8=1.3},9,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2530,道馆7_难度5,80641,{8=1.3},10,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2531,道馆7_难度5,80641,{8=1.3},11,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2532,道馆7_难度5,80641,{8=1.3},12,<7.58;6.45>,<3;3.34>,<3;3.34>,<3.98;3.41>,<3.98;3.41>,<1.29;1.29>,,,,,,
2533,道馆7_难度5,80642,{11=1.2},1,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2534,道馆7_难度5,80642,{11=1.2},2,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2535,道馆7_难度5,80642,{11=1.2},3,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2536,道馆7_难度5,80642,{11=1.2},4,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2537,道馆7_难度5,80642,{11=1.2},5,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2538,道馆7_难度5,80642,{11=1.2},6,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2539,道馆7_难度5,80642,{11=1.2},7,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2540,道馆7_难度5,80642,{11=1.2},8,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2541,道馆7_难度5,80642,{11=1.2},9,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2542,道馆7_难度5,80642,{11=1.2},10,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2543,道馆7_难度5,80642,{11=1.2},11,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2544,道馆7_难度5,80642,{11=1.2},12,<5.62;4.77>,<2.22;2.47>,<2.22;2.47>,<2.95;2.53>,<2.95;2.53>,<1.16;1.16>,,,,,,
2545,道馆7_难度5,80643,{11=1.1},1,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2546,道馆7_难度5,80643,{11=1.1},2,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2547,道馆7_难度5,80643,{11=1.1},3,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2548,道馆7_难度5,80643,{11=1.1},4,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2549,道馆7_难度5,80643,{11=1.1},5,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2550,道馆7_难度5,80643,{11=1.1},6,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2551,道馆7_难度5,80643,{11=1.1},7,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2552,道馆7_难度5,80643,{11=1.1},8,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2553,道馆7_难度5,80643,{11=1.1},9,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2554,道馆7_难度5,80643,{11=1.1},10,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2555,道馆7_难度5,80643,{11=1.1},11,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2556,道馆7_难度5,80643,{11=1.1},12,<1.09;0.93>,<0.43;0.48>,<0.43;0.48>,<0.57;0.49>,<0.57;0.49>,<1.16;1.16>,,,,,,
2557,道馆7_难度5,80644,{11=1.1},1,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2558,道馆7_难度5,80644,{11=1.1},2,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2559,道馆7_难度5,80644,{11=1.1},3,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2560,道馆7_难度5,80644,{11=1.1},4,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2561,道馆7_难度5,80644,{11=1.1},5,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2562,道馆7_难度5,80644,{11=1.1},6,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2563,道馆7_难度5,80644,{11=1.1},7,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2564,道馆7_难度5,80644,{11=1.1},8,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2565,道馆7_难度5,80644,{11=1.1},9,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2566,道馆7_难度5,80644,{11=1.1},10,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2567,道馆7_难度5,80644,{11=1.1},11,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2568,道馆7_难度5,80644,{11=1.1},12,<4.73;4.02>,<1.87;2.08>,<1.87;2.08>,<2.48;2.13>,<2.48;2.13>,<1.29;1.29>,,,,,,
2569,道馆7_难度5,80645,{11=1.1},1,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2570,道馆7_难度5,80645,{11=1.1},2,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2571,道馆7_难度5,80645,{11=1.1},3,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2572,道馆7_难度5,80645,{11=1.1},4,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2573,道馆7_难度5,80645,{11=1.1},5,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2574,道馆7_难度5,80645,{11=1.1},6,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2575,道馆7_难度5,80645,{11=1.1},7,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2576,道馆7_难度5,80645,{11=1.1},8,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2577,道馆7_难度5,80645,{11=1.1},9,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2578,道馆7_难度5,80645,{11=1.1},10,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2579,道馆7_难度5,80645,{11=1.1},11,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2580,道馆7_难度5,80645,{11=1.1},12,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2581,道馆7_难度5,80646,,1,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2582,道馆7_难度5,80646,,2,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2583,道馆7_难度5,80646,,3,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2584,道馆7_难度5,80646,,4,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2585,道馆7_难度5,80646,,5,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2586,道馆7_难度5,80646,,6,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2587,道馆7_难度5,80646,,7,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2588,道馆7_难度5,80646,,8,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2589,道馆7_难度5,80646,,9,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2590,道馆7_难度5,80646,,10,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2591,道馆7_难度5,80646,,11,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2592,道馆7_难度5,80646,,12,<7.3;6.2>,<2.88;3.21>,<2.88;3.21>,<3.83;3.28>,<3.83;3.28>,<1.16;1.16>,,,,,,
2593,道馆7_难度6_NPC,80651,{11=1.3},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.96;0.96>,,,,,,
2594,道馆7_难度6_NPC,80651,{11=1.3},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.96;0.96>,,,,,,
