变量名,变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect,__version
7111762,,,,,,lockHp,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7111763;prob=1;lifeRound=3}>>}},,,,,,<1>,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,,
7111763,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<list(1,0,0);1;1;list(71117)>;holder=2;caster=2;prob=1;cfgId=7111764}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
7111764,,,,,,assistAttack,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ld.png,,,,,,,,,,,,,,,,,,,,,,<1022>,,,,,,,,,,
7111765,,,,,,kill,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<TRUE;TRUE>,,1,<1>,,,,,,,,,,,,,,,,<9999>,,,,,,,,,,
7111766,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=self:specialDamage()*0.5;caster=2;holder=1;cfgId=7111642;prob=1;lifeRound=2}>>}},,,,,,,,1,,,,,,,<9998;9999>,,,,,,,,,,
7111771,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7121111,,,,,,damage,,,,1001,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121115,,,,,,buffDamage,,,2,13326,,,,,,8,3,,,battle/buff_icon/icon_cy.png,,koudai_ailanpenhuolongx_mega/hero_ailanpenhuolongx_mega.skel,<buff_changyan_loop>,,,,,{x=0;y=-10},,,,,,,,,,,,battle/txt/txt_cy1.png,,,"<{processId=3;damageType=3002;natureType=2};0.95*self:damage()*(0.1*random(5,8)+min(target:sumBuffOverlayByGroup(c.zhuoshao_oc())*0.1-0.1,0.5))>",,,,{0={triggerPoint=5}},,,,,,,,,,,,,,,,,,,,,,,,,
7121121,,,,,,,,,2,,,,,,,1,1,,,,,koudai_ailanpenhuolongx_mega/hero_ailanpenhuolongx_mega.skel,<buff_changyan_loop>,,,,,{x=0;y=-10},,koudai_ailanpenhuolongx_mega/hero_ailanpenhuolongx_mega.skel,buff_changyan_chuxian,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=10;cfgId=7121122;value=<0>;holder=2;caster=2;bond=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
7121122,,,,,,aura,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<13>,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7121123;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
7121123,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=56;onSomeFlag=<trigger.reason==7 and exitInTab(trigger.group,list(c.cangyan_oc()))>;effectFuncs=<castBuff>;funcArgs=<<{value=self:damage()*(0.1*random(5,9)+min(target:sumBuffOverlayByGroup(c.zhuoshao_oc())*0.1-0.1,0.5));holder=1;caster=2;cfgId=7121125;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
7121124,,,,,,doBuffDamageRandom,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<9998;9999>,,,,,,,,,,
7121125,,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<9998;9999;4021>,,,,,,,,,,
7121211,,,,,,,,,2,,,,,,,,1,,,battle/buff_icon/icon_hl.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7121212,,,,,,,,,2,,,,,,,,1,,,battle/buff_icon/icon_hl.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7121213,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zsks.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121221,,,,,,,,,2,13314,,,,,,1,1,,,battle/buff_icon/icon_hydd.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_hydd.png,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=1;holder=1;value=<list(list(list(c.gabuff1_gabuff2_oc()),list()),list(7121115),list(2,list(1)),1,1,0)>;caster=2;cfgId=7121222}>;<{lifeRound=999;cfgId=7121223;value=<list(list(list(c.gabuff1_gabuff2_oc()),list()),list(7121115),list(2,list(1)),0)>;holder=1;caster=2;bond=1}>>};2={triggerPoint=19;effectFuncs=<castBuff>;funcArgs=<<{value=self:damage()*0.6;caster=2;holder=1;cfgId=7121226;prob=self:hasBuff(7121225) and 0 or 1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
7121222,,,,,,atOnceTransformAttrBuff,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2;<>;1>,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=7121225;lifeRound=2}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
7121223,,,,,,transformAttrBuff,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,{1=1;3=2},,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=7121224;lifeRound=1}>;<{value=1;holder=1;caster=2;cfgId=7121225;lifeRound=2}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
7121224,,,,,,,,,2,,,,,<7121221;7121223>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121225,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
7121226,,,,,,buffDamage,,,2,10102,,,,,,2,5,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{processId=3;damageType=1;natureType=2}>,,,,{0={triggerPoint=5}},,,,,,,,,,,,,,,,,,,,,,,,,
7121231,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;holder=1;value=<list(c.zhuoshao_oc());{input=enemyForce|nodead;process=buffDifferExclude('id',{7121231})|random(2)};random(1,2);0;1;1>;caster=2;cfgId=7121232}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
7121232,,,,,,copyCasterBuffsToHolder,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2;1>,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=7121213;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
7121235,,,,,,qusan,,,2,60013,,,,,<3;0;3>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<{input=selfForce|nodead;process=exclude(list(csvSelf:id()))|random(6)}>,,,"{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7121643;prob=moreE(buff:getRecordDataTab('dispelBuffCount'),1) and 1 or 0;lifeRound=3}>;<{value=1;caster=2;holder=2;cfgId=7121643;prob=moreE(buff:getRecordDataTab('dispelBuffCount'),2) and 1 or 0;lifeRound=3}>;<{value=1;caster=2;holder=2;cfgId=7121643;prob=moreE(buff:getRecordDataTab('dispelBuffCount'),3) and 1 or 0;lifeRound=3}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
7121236,,,,,,strike,,,,1006,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121241,,,,,,,,,2,,,,,,,1,1,,,battle/buff_icon/icon_yj.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_yj1.png,,,,,,,"{0={triggerPoint=1};1={triggerPoint=50;onSomeFlag=<(trigger.overType==1 or trigger.overType==2)  and exitInTab(trigger.buffGroupId,list(c.zhuoshao_oc()))>;effectFuncs=<castBuff>;funcArgs=<<{value=trigger.oriValue;cfgId=trigger.buffCfgId;castTimes=trigger.overlayCount;caster=24;holder=1;lifeRound=2;prob=0.5}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
7121251,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=10;cfgId=7121252;value=<0>;holder=2;caster=2;bond=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
7121252,,,,,,aura,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<13>,,,"{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7121253;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>>};2={triggerPoint=29;onSomeFlag=<moreE(self:getBuffOverlayCount(7121255),3) and exitInTab(trigger.beAddBuff:getCfgId(),list(7121255))>;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7121256;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
7121253,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=29;onSomeFlag=<trigger.beAddBuff:hasFlag(1043)>;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7121254;prob=less(self:getBuffOverlayCount(7121255),3) and 1 or 0;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
7121254,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=42;delSelfWhenTriggered=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;holder={input=enemyForce|nodead|sortByBuffOverlayLimit(7121115);process=buffDifferExclude('group',{c.fly_notbuff_oc()})|limit(1)};caster=2;cfgId=7121115;lifeRound=2}>;<{value=1;holder=2;caster=2;cfgId=7121255;lifeRound=10}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
7121255,,,,,,,,,2,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121256,,,,,,,,,2,,,,,<7121251;7121255>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121261,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<9998;9999>,,,,,,,,,,
7121262,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jt1.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;cfgId=7121263;value=<0>;caster=2;holder=2;bond=1;prob=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
7121263,,,,,,aura,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{input=enemyForce|nodead;process=buffDiffer('id',{7121261})|random(2)}>",,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=1;cfgId=7121264;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>;<{value=1;cfgId=7121265;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>;<{value=1;cfgId=7121266;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
7121264,,,,,,,,,2,,,,,,,1,1,,,,,koudai_ailanpenhuolongx_mega/hero_ailanpenhuolongx_mega.skel,<buff_jiaotu_loop>,,300,8,0,{x=0;y=160},,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
7121265,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
7121266,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=5;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<list(c.zhuoshao_oc());random(1,3)>;holder=1;caster=2;prob=1;cfgId=7121267}>>}}",,,,,,,,,,,,,,,<9998;9999>,,,,,,,,,,
7121267,,,,,,doBuffDamageRandom,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=1;cfgId=7121115;prob=target2:hasBuffGroup(c.zhuoshao_oc()) and 0 or 1;lifeRound=2}>>}},,,,,,,,,,,,,,,<9998;9999>,,,,,,,,,,
7121271,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_lxsy.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=1;cfgId=7121272;prob=1;lifeRound=1}>;<{value=1;caster=2;holder=1;cfgId=7121273;prob=0.5;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,{skin=pf;unitRes=<koudai_ailanpenhuolongx_mega/hero_ailanpenhuolongx_mega.skel>},,,,,,,
7121272,,,,,,qusan1,,,2,60009,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
7121273,,,,,,qusan1,,,2,60009,,,,,<3;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121281,,,,,,,,,2,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7121282,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_jt1.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;cfgId=7121283;value=<0>;caster=2;holder=2;bond=1;prob=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
7121283,,,,,,aura,,,2,,,,,,,1,1,,,,,koudai_ailanpenhuolongx_mega/hero_ailanpenhuolongx_mega.skel,<buff_jiaotu_quanti_loop>,,,4,0,{x=-30;y=145},,koudai_ailanpenhuolongx_mega/hero_ailanpenhuolongx_mega.skel,buff_jiaotu_quanti_chuxian,,6,0,,,,,,,,,,<13>,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=1000;cfgId=7121284;caster=2;bond=1;holder=20;lifeRound=999;prob=0}>;<{value=1000;cfgId=7121285;caster=2;bond=1;holder=20;lifeRound=999;prob=0}>;<{value=1;cfgId=7121286;caster=2;bond=1;holder=20;lifeRound=999;prob=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
7121284,,,,,,natureDamageDeepen,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
7121285,,,,,,natureDamageDeepen,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<15>,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
7121286,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=5;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<list(c.zhuoshao_oc());random(1,3)>;holder=1;caster=2;prob=1;cfgId=7121287}>>}}",,,,,,,,,,,,,,,<9998;9999>,,,,,,,,,,
7121287,,,,,,doBuffDamageRandom,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=1;cfgId=7121115;prob=target2:hasBuffGroup(c.zhuoshao_oc()) and 0 or 1;lifeRound=2}>>}},,,,,,,,,,,,,,,<9998;9999>,,,,,,,,,,
7121291,,,,,,,,,2,3325,,,,,,1,1,,,battle/buff_icon/icon_cybh.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_cybh.png,,,,,,,{0={triggerPoint=1};1={extraAttackTrigger=2;triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=8;cfgId=7121292;prob=1;lifeRound=2}>>}},,,,,,,,,,,,,,,,<0;20>,,,,,,,,,
7121292,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=42;delSelfWhenTriggered=1};1={extraAttackTrigger=2;triggerPoint=10;onSomeFlag=<target:getDamageStateToMe('strike')>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{lifeRound=999;value=<list(c.cangyan_oc());1;1;1>;holder=1;caster=2;prob=1;cfgId=7121293}>;<{value=1;holder=1;caster=2;cfgId=7121652;lifeRound=2}>;<{value=1;caster=2;holder=1;cfgId=7121652;prob=0.5;lifeRound=2}>>}},,,,,,,,,,,,,,,<9998;9999>,,,,,,,,,,
7121293,,,,,,doBuffDamageRandom,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<9998;9999>,,,,,,,,,,
7121610,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7121611,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;holder=2;value=<0>;caster=2;cfgId=7121612}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
7121612,,,,,,aura,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;cfgId=7121613;value=<1;99;1>;caster=2;holder=20;bond=1;prob=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
7121613,,,,,,alterDmgRecordVal,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{finalRate=<setValue(list(""finalDamageAdd""),((exitInTab(arg.buffGroupId, list(c.zhuoshao_oc()))) ) and list(env:finalDamageAdd()*10000+ ((10+attacker:getBuff(7121610):getValue() *0.1-0.1))*100+(target:natureIntersection(list(17)) and 4000 or 0) ) or list(env:finalDamageAdd()*10000))>}>",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7121621,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=8;onSomeFlag=<self:curSkill():getDamageState('strike')>;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=8;caster=2;cfgId=7121115;lifeRound=2}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
7121631,,,,,,,,,2,,,,,<7121691>,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=7121632;lifeRound=999}>;<{lifeRound=999;holder=2;value=<2;99;1>;caster=2;cfgId=7121633}>;<{lifeRound=999;holder=2;value=<2;99;1>;caster=2;cfgId=7121634}>;<{lifeRound=999;holder=2;value=<1;99;1>;caster=2;cfgId=7121635}>;<{lifeRound=999;holder=2;value=<1;99;1>;caster=2;cfgId=7121637}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
7121632,,,,,,,,,2,71011,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7121633,,,,,,alterDmgRecordVal,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{finalRate=<setValue(list(""finalDamageSub""),((target:hasBuff(7121610) and attacker:hasBuffGroup(c.zhuoshao_oc())) and list(env:finalDamageSub()*10000+1200) or list(env:finalDamageSub()*10000) ))>}>",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7121634,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={extraAttackTrigger=2;triggerPoint=10;onSomeFlag=<checkExtraRoundBuffFlag(c.ewxdflag_oc()) or exitInTab(getExtraRoundMode(),list(c.ewxd_oc()))>;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=7121636;prob=1;lifeRound=5000}>>}}",,,,,,,,1,,,,,,,<3001;3007>,,,,,,,,,,
7121635,,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{strike=<setValue(list('strike'),target:hasBuffGroup(c.zhuoshao_oc()) and list(env:strikeDamage()*10000+((20+attacker:skillLv(71216) *0.15-0.15))*100) or list(env:strikeDamage()*10000))>}>",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7121636,,,,,,damageSub,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=42;delSelfWhenTriggered=1}},,,,,,,,1,,,,,,,,,,,,,,,,,
7121637,,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{finalRate=<setValue(list('finalDamageAdd'),target:hasBuffGroup(c.zhuoshao_oc()) and list(env:finalDamageAdd()*10000+1000) or list(env:finalDamageAdd()*10000))>}>",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
7121638,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;cfgId=7121639;value=<0>;caster=2;holder=2;bond=1;prob=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
7121639,,,,,,aura,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=2;cfgId=7121631;caster=2;bond=1;holder=20;lifeRound=999;prob=((not self:hasBuff(7121211)) and (not self:hasBuff(7121212)))  and 1 or 0}>;<{value=2;cfgId=7121691;caster=2;bond=1;holder=20;lifeRound=999;prob=self:hasBuff(7121211) and 1 or 0}>;<{value=2;cfgId=7121696;caster=2;bond=1;holder=20;lifeRound=999;prob=self:hasBuff(7121212) and 1 or 0}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
7121640,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=56;onSomeFlag=<trigger.reason==7 and exitInTab(trigger.group,list(c.zhuoshao_oc())) and less(self:getBuffOverlayCount(7121657),9)>;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=7121643;lifeRound=1}>>};2={triggerPoint=56;onSomeFlag=<trigger.reason==7 and exitInTab(trigger.buffCfgId,list(520377,520399))>;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=2;caster=2;cfgId=7121656;lifeRound=1}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,,
7121641,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;holder=2;value=<0>;caster=2;cfgId=7121642}>>};2={triggerPoint=29;onSomeFlag=<moreE(target:getBuffOverlayCount(7121647),3) and exitInTab(trigger.beAddBuff:getCfgId(),list(7121647))>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)};caster=2;cfgId=7121648;lifeRound=1}>;<{value=self:specialDamage()*0.05;holder=2;caster=2;cfgId=7121653;lifeRound=999}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,,
7121642,,,,,,aura,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<13>,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=7121640;caster=2;holder=20;bond=1;lifeRound=999}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
