变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs,__version
80016211,,,12,,,,,,,,,,,,16231,,
80016212,,,12,,,,,,,<800161111;800161111;800161112>,<self:flagAS5() and 3 or 2;self:flagAS5() and 3 or 2;1>,<1;self:flagAS3() and 1 or 0;self:flagAS7() and 1 or 0>,,<self:damage()*0.3;self:damage()*0.3;self:flagAS9() and 2000 or 1000>,,,
80016311,,,12,,,,,,,,,,,,15631,,
80016312,,,12,,,,,,,,,,,,15632,,
80016313,,,12,,,,,,,<800161111;800161111;800161112>,<self:flagAS5() and 3 or 2;self:flagAS5() and 3 or 2;1>,<1;self:flagAS3() and 1 or 0;self:flagAS7() and 1 or 0>,,<self:damage()*0.3;self:damage()*0.3;self:flagAS9() and 2000 or 1000>,,,
80024111,,,4,,,,,,,,,,,,24131,,
80024112,,,4,,,,,,,,,,,,24132,,
80024113,,,,selfForce | nodead,"attrDifferOptional(""natureType"", {2})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<800242111;800242112>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<target:Bspeed()*0.06;target:Bdamage()*(self:flagAS9() and 0.1 or 0.05)>,,,
80024211,,,4,,,,,,,,,,,,24231,,
80024212,,,4,,,,,,,,,,,,24232,,
80024213,,,,selfForce | nodead,"attrDifferOptional(""natureType"", {2})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<800242111;800242112>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<target:Bspeed()*0.06;target:Bdamage()*(self:flagAS9() and 0.1 or 0.05)>,,,
80026111,,,11,,,,,,,,,,,,26131,,
80026112,,,11,,,,,,,,,,,,26132,,
80026113,,,11,,,,,,,<800263111;800263117>,<1;1>,<(self:flagAS3() and 0.1 or 0.05)-target:immuneControl();self:flagAS5() and (target:hasBuff(800263111) and 0 or 0.15) or 0>,,<0;1>,,,
80026211,,,11,,,,,,,,,,,,26231,,
80026212,,,11,,,,,,,<800263111;800263117>,<1;1>,<(self:flagAS3() and 0.1 or 0.05)-target:immuneControl();self:flagAS5() and (target:hasBuff(800263111) and 0 or 0.15) or 0>,,<0;1>,,,
80026311,,,11,,,,,,,,,,,,26331,,
80026312,,,11,,,,,,,,,,,,26332,,
80026313,,,11,,,,,,,<800263111;800263117>,<1;1>,<(self:flagAS3() and 0.1 or 0.05)-target:immuneControl();self:flagAS5() and (target:hasBuff(800263111) and 0 or 0.15) or 0>,,<0;1>,,,
80026411,,,11,,,,,,,,,,,,26431,,
80026412,,,11,,,,,,,,,,,,26432,,
80026413,,,11,,,,,,,<800264111;800264117>,<1;1>,<0.1-target:immuneControl();self:flagAS3() and (target:hasBuff(800264111) and 0 or 0.1) or 0>,,<0;1>,,,
80026414,,,,selfForce|nodead,"attrDiffer(""natureType"", {11})|random(1)",,,,,<800264118>,<1>,<self:flagAS5() and 1 or 0>,,<0>,,,
80026511,,,11,,,,,,,,,,,,26631,,
80026512,,,11,,,,,,,,,,,,26632,,
80026513,,,11,,,,,,,<800263111;800263117>,<1;1>,<(self:flagAS3() and 0.1 or 0.05)-target:immuneControl();self:flagAS5() and (target:hasBuff(800263111) and 0 or 0.15) or 0>,,<0;1>,,,
80038111,,,11,,,,,,,,,,,,38131,,
80038112,,,,selfForce|nodead,random(csvSelf:flagAS3() and 6 or 3),,,,,<800382111;800382112>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,"<1000;min(target:BhpMax()*(self:flagAS9() and 0.1 or 0.05),self:damage()*(self:flagAS9() and 2 or 1))>",,,
80038211,,,11,,,,,,,,,,,,38231,,
80038212,,,,selfForce|nodead,random(csvSelf:flagAS3() and 6 or 3),,,,,<800382111;800382112>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,"<1000;min(target:BhpMax()*(self:flagAS9() and 0.1 or 0.05),self:damage()*(self:flagAS9() and 2 or 1))>",,,
80060111,,,2,,,,,,,,,,,,60131,,
80060112,,,2,,,,,,,<800603113;800603111;800603112>,<1;1;1>,<(self:flagAS5() and target:hasBuffGroup(c.zhuoshao_oc())) and 1 or 0;target:hasBuffGroup(c.zhuoshao_oc()) and 1 or 0;target:hasBuffGroup(c.zhuoshao_oc()) and 1 or 0>,,<0.6*self:specialDamage();target:sumBuffLifeRoundByGroup(c.zhuoshao_oc())*target:sumBuffOverlayByGroup(c.zhuoshao_oc())*0.4*self:specialDamage()*(self:flagAS3() and 1.5 or 1);0>,,,
80060113,,1,14,,,,,,,<800603114>,<1>,<self:flagAS7() and 1 or 0>,,<self:BspecialDamage()*(self:flagAS9() and 0.1 or 0.05)>,,,
80060211,,,2,,,,,,,,,,,,60231,,
80060212,,,2,,,,,,,<800603113;800603111;800603112>,<1;1;1>,<(self:flagAS5() and target:hasBuffGroup(c.zhuoshao_oc())) and 1 or 0;target:hasBuffGroup(c.zhuoshao_oc()) and 1 or 0;target:hasBuffGroup(c.zhuoshao_oc()) and 1 or 0>,,<0.6*self:specialDamage();target:sumBuffLifeRoundByGroup(c.zhuoshao_oc())*target:sumBuffOverlayByGroup(c.zhuoshao_oc())*0.4*self:specialDamage()*(self:flagAS3() and 1.5 or 1);0>,,,
80060213,,1,14,,,,,,,<800603114>,<1>,<self:flagAS7() and 1 or 0>,,<self:BspecialDamage()*(self:flagAS9() and 0.1 or 0.05)>,,,
80060311,,,2,,,,,,,,,,,,60331,,
80060312,,,2,,,,,,,,,,,,60332,,
80060313,,,2,,,,,,,<800603113;800603111;800603112>,<1;1;1>,<(self:flagAS5() and target:hasBuffGroup(c.zhuoshao_oc())) and 1 or 0;target:hasBuffGroup(c.zhuoshao_oc()) and 1 or 0;target:hasBuffGroup(c.zhuoshao_oc()) and 1 or 0>,,<0.6*self:specialDamage();target:sumBuffLifeRoundByGroup(c.zhuoshao_oc())*target:sumBuffOverlayByGroup(c.zhuoshao_oc())*0.4*self:specialDamage()*(self:flagAS3() and 1.5 or 1);0>,,,
80060314,,1,14,,,,,,,<800603114>,<1>,<self:flagAS7() and 1 or 0>,,<self:BspecialDamage()*(self:flagAS9() and 0.1 or 0.05)>,,,
80072111,,,2,,,,,,,,,,,,72131,,
80072112,,,2,,,,,,,,,,,,72132,,
80072113,,,,enemyForce|nodead,random(1),,,,,<800721111>,<self:flagAS5() and 2 or 1>,<self:flagAS3() and 0.5 or 0.25>,,<target:hpMax()*0.3>,,,
80072114,,,2,,,,,,,<800721112>,<1>,<self:flagAS7() and 1 or 0>,,<-target:BspecialDefence()*(self:flagAS9() and 0.16 or 0.08)>,,,
80073111,,,4,,,,,,,,,,,,73131,,
80073112,,,4,,,,,,,,,,,,73132,,
80073113,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|attrDiffer(""natureType"", {5})|random(1)",,,,,<80073111;80073112>,<1;2>,<self:flagAS3() and 0 or 1;self:flagAS7() and 1 or 0>,,<50;self:flagAS9() and 1000 or 500>,,,
80073114,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|attrDiffer(""natureType"", {5})|random(2)",,,,,<80073111;80073112>,<1;2>,<self:flagAS3() and 1 or 0;self:flagAS7() and 1 or 0>,,<self:flagAS5() and 100 or 50;self:flagAS9() and 1000 or 500>,,,
80073211,,,4,,,,,,,,,,,,73231,,
80073212,,,4,,,,,,,,,,,,73232,,
80073213,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|attrDiffer(""natureType"", {5})|random(1)",,,,,<80073111;80073112>,<1;2>,<self:flagAS3() and 0 or 1;self:flagAS7() and 1 or 0>,,<50;self:flagAS9() and 1000 or 500>,,,
80073214,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|attrDiffer(""natureType"", {5})|random(2)",,,,,<80073111;80073112>,<1;2>,<self:flagAS3() and 1 or 0;self:flagAS7() and 1 or 0>,,<self:flagAS5() and 100 or 50;self:flagAS9() and 1000 or 500>,,,
80074111,,,11,,,,,,,,,,,,74131,,
80074112,,,11,,,,,,,,,,,,74132,,
80074113,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|attrDiffer(""natureType"", {2})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<800741111>,<self:flagAS5() and 2 or 1>,<1>,,<0>,,,
80088111,,,4,,,,,,,,,,,,88131,,
80088112,,,4,,,,,,,,,,,,,,
80088113,,,,enemyForce|nodead,targetColumn|random(csvSelf:flagAS3() and 2 or 1),,,,,<80088321;80088311;80088315>,<2;2;1>,<(self:flagAS5() and target:hasBuffGroup(10302)) and 1 or 0;target:hasBuffGroup(10302) and 0 or 1;self:flagAS7() and 1 or 0>,,<0;0;-target:BspecialDefence()*(self:flagAS9() and 0.16 or 0.08)>,,,
80088211,,,4,,,,,,,,,,,,88231,,
80088212,,,4,,,,,,,,,,,,,,
80088213,,,,enemyForce|nodead,targetColumn|random(csvSelf:flagAS3() and 2 or 1),,,,,<80088321;80088311;80088315>,<2;2;1>,<(self:flagAS5() and target:hasBuffGroup(10302)) and 1 or 0;target:hasBuffGroup(10302) and 0 or 1;self:flagAS7() and 1 or 0>,,<0;0;-target:BspecialDefence()*(self:flagAS9() and 0.16 or 0.08)>,,,
80088311,,,4,,,,,,,,,,,,88331,,
80088312,,,4,,,,,,,,,,,,88332,,
80088313,,,,enemyForce|nodead,targetColumn|random(csvSelf:flagAS3() and 2 or 1),,,,,<80088321;80088311;80088315>,<2;2;1>,<(self:flagAS5() and target:hasBuffGroup(10302)) and 1 or 0;target:hasBuffGroup(10302) and 0 or 1;self:flagAS7() and 1 or 0>,,<0;0;-target:BspecialDefence()*(self:flagAS9() and 0.16 or 0.08)>,,,
80088411,,,4,,,,,,,,,,,,88431,,
80088412,,,4,,,,,,,,,,,,88432,,
80088413,,,,enemyForce|nodead,targetColumn|random(2),,,,,<80088421;80088411;80088415>,<2;2;1>,<(self:flagAS3() and target:hasBuffGroup(10302)) and 1 or 0;target:hasBuffGroup(10302) and 0 or 1;self:flagAS7() and 1 or 0>,,<0;0;-target:BspecialDefence()*(self:flagAS9() and 0.16 or 0.08)>,,,
80088414,,,,enemyForce|nodead,"buffDiffer('group',{c.gandian_oc()})|random(1)",,,,,<80088431;80088415>,<1;1>,<self:flagAS5() and 1 or 0;self:flagAS7() and 1 or 0>,,<self:specialDamage()*(1+(self:flagAS6() and 0.2 or 0));-target:BspecialDefence()*(self:flagAS9() and 0.16 or 0.08)>,,,
80117111,,,11,,,,,,,,,,,,117131,,
80117112,,,11,,,,,,,<801172121>,<self:flagAS3() and 2 or 1>,<self:flagAS5() and 0 or 1>,,<0>,,,
80117113,,,11,,,,,,,<801172111>,<1>,<self:flagAS5() and 1 or 0>,,<1>,,,
80117114,,,,selfForce|nodead,"buffDiffer('id',{801172112})",,,,,<801172113>,<1>,<self:flagAS5() and 1 or 0>,,<1>,,,
80117115,,,,selfForce|nodead,"attrDiffer(""natureType"", {2,16})",,,,,<801172118>,<1>,<self:flagAS7() and 1 or 0>,,<self:flagAS9() and 600 or 300>,,,
80117211,,,11,,,,,,,,,,,,117231,,
80117212,,,11,,,,,,,<801172121>,<self:flagAS3() and 2 or 1>,<self:flagAS5() and 0 or 1>,,<0>,,,
80117213,,,11,,,,,,,<801172111>,<1>,<self:flagAS5() and 1 or 0>,,<1>,,,
80117214,,,,selfForce|nodead,"buffDiffer('id',{801172112})",,,,,<801172113>,<1>,<self:flagAS5() and 1 or 0>,,<1>,,,
80117215,,,,selfForce|nodead,"attrDiffer(""natureType"", {2,16})",,,,,<801172118>,<1>,<self:flagAS7() and 1 or 0>,,<self:flagAS9() and 600 or 300>,,,
80117311,,,11,,,,,,,,,,,,117331,,
80117312,,,11,,,,,,,<801173121>,<2>,<self:flagAS3() and 0 or 1>,,<0>,,,
80117313,,,11,,,,,,,<801173111>,<1>,<self:flagAS3() and 1 or 0>,,<1>,,,
80117314,,,,selfForce|nodead,"buffDiffer('id',{801173112})",,,,,<801173113>,<1>,<self:flagAS3() and 1 or 0>,,<1>,,,
80117315,,,,selfForce|nodead,"attrDiffer(""natureType"", {2,16})|random(1)",,,,,<801173211>,<1>,<self:flagAS5() and 1 or 0>,,<1>,,,
80117316,,,,selfForce|nodead,"attrDiffer(""natureType"", {2,16})",,,,,<801173118>,<1>,<self:flagAS7() and 1 or 0>,,<self:flagAS9() and 600 or 300>,,,
80122111,,,2,,,,,,,,,,,,122131,,
80122112,,,2,,,,,,,,,,,,122132,,
80122113,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|attrDiffer(""natureType"", {5})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<801221111;801221112>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<1000;self:flagAS9() and 1000 or 500>,,,
80123111,,,4,,,,,,,,,,,,123131,,
80123112,,,4,,,,,,,,,,,,123132,,
80123113,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|attrDiffer(""natureType"", {2})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<801231111;801231112>,<2;1>,<1;self:flagAS7() and 1 or 0>,,"<self:flagAS5() and 1000 or 500;min(target:BhpMax()*(self:flagAS9() and 0.1 or 0.05),self:specialDamage()*(self:flagAS9() and 2 or 1))>",,,
80124111,,,3,,,,,,,,,,,,124131,,
80124112,,,3,,,,,,,,,,,,124132,,
80124113,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<801241111;801241113>,<1;1>,<1;self:flagAS7() and 1 or 0>,,<0;self:flagAS9() and 1000 or 500>,,,
80124114,,,,enemyForce|nodead,random(2),,,,,<801241112>,<1>,<self:flagAS5() and 1 or 0>,,<0>,,,
80126111,,,4,,,,,,,,,,,,126131,,
80126112,,,4,,,,,,,,,,,,126132,,
80126113,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDifferOptional(""natureType"", {10})|random(1)",,,,,<801261111>,<self:flagAS5() and 2 or 1>,<self:flagAS3() and 0 or 1>,,<target:Bspeed()*0.06*((target:natureIntersection(list(10))) and 2 or 1)>,,,
80126114,,,,selfForce | nodead,"shuffle|attrDifferSort(""natureType"", {10})|limit(3)",,,,,<801261111>,<self:flagAS5() and 2 or 1>,<self:flagAS3() and 1 or 0>,,<target:Bspeed()*0.06*((target:natureIntersection(list(10))) and 2 or 1)>,,,
80126115,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,<801261115>,<self:flagAA5() and 2 or 1>,<self:flagAA1() and 1 or 0>,,<0>,,,
80127111,,,11,,,,,,,,,,,,127131,,
80127112,,,11,,,,,,,,,,,,127132,,
80127113,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 6 or 3),,,,,<801271111>,<self:flagAS5() and 3 or 2>,<1>,,<self:damage()*(0.6+(self:flagAS9() and 0.1 or 0) + (self:flagAS11() and 0.1 or 0))>,,,
80127114,,1,14,,,,,,,<801271120>,<1>,<self:flagAA1() and 1 or 0>,,<0>,,,
80131131,,,11,,,,,,,,,,,,131131,,
80131132,,,,enemyForce|nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<801313111;801313114>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<0;-(self:flagAS9() and 1000 or 500)>,,,
80131231,,,11,,,,,,,,,,,,131231,,
80131232,,,,enemyForce|nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<801313111;801313114>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<0;-(self:flagAS9() and 1000 or 500)>,,,
80131331,,,11,,,,,,,,,,,,131331,,
80131332,,,,enemyForce|nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<801313111;801313114>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<0;-(self:flagAS9() and 1000 or 500)>,,,
80131411,,,11,,,,,,,,,,,,131431,,
80131412,,,,enemyForce|nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|random(2)",,,,,<801314111;801314118>,<self:flagAS3() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<0;-(self:flagAS9() and 1000 or 500)>,,,
80131413,,,,enemyForce|nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)",,,,,<801314114>,<1>,<self:flagAS5() and 1 or 0>,,<0>,,,
80191111,,,11,,,,,,,,,,,,191131,,
80191112,,,11,,,,,,,,,,,,191132,,
80191113,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<801911111;801911115>,<1;1>,<1;self:flagAS7() and 1 or 0>,,<0;self:flagAS9() and 1000 or 500>,,,
80192111,,,11,,,,,,,,,,,,192131,,
80192112,,,11,,,,,,,,,,,,192132,,
80192113,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|attrDiffer(""natureType"", {6})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<801921111;801921112>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,"<500;min(target:BhpMax()*(self:flagAS9() and 0.1 or 0.05),self:specialDamage()*(self:flagAS9() and 2 or 1))>",,,
80193111,,,,enemyForce|nodead,"attr(""hp"",""min"",1)",,,,,,,,,,193131,,
80193112,,,,enemyForce|nodead,useOtherProcess(80193111),,,,,,,,,,193132,,
80193113,,,,enemyForce|nodead,"attr(""hp"",""min"",1)",,,,,<801931111>,<1>,"<(lessThan(target:hp()/target:hpMax(),0.3) and moreE(self:rarity() ,target:rarity())) and (self:flagAS3() and 0 or 0.2) or 0>",,<0>,,,
80193114,,,,enemyForce|nodead,"attr(""hp"",""min"",2)",,,,,<801931111>,<1>,"<(lessThan(target:hp()/target:hpMax(),0.3) and moreE(self:rarity() ,target:rarity())) and (self:flagAS5() and 0.35 or (self:flagAS3() and 0.2 or 0)) or 0>",,<0>,,,
80193115,,,,enemyForce|nodead,useOtherProcess(80193114),,,,,<801931114>,<1>,<self:flagAS7() and 1 or 0>,,<self:flagAS9() and 1000 or 500>,,,
80224111,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 2 or 1),,,,,,,,,,224131,,
80224112,,,,,,,,,,<802242111>,<1>,<1>,,<0>,,,
80224113,,1,14,,,,,,,<802242112>,<1>,<self:flagAS7() and 1 or 0>,,<self:BspecialDamage()*0.01*(self:flagAS9() and 10 or 5)>,,,
80224211,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 2 or 1),,,,,,,,,,224231,,
80224212,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 2 or 1),,,,,,,,,,224232,,
80224213,,,,,,,,,,<802242111>,<1>,<1>,,<0>,,,
80224214,,1,14,,,,,,,<802242112>,<1>,<self:flagAS7() and 1 or 0>,,<self:BspecialDamage()*0.01*(self:flagAS9() and 10 or 5)>,,,
80224221,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 2 or 1),,,,,,,,,,224331,,
80224222,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 2 or 1),,,,,,,,,,224332,,
80224223,,,,,,,,,,<802242111>,<1>,<1>,,<0>,,,
80224224,,1,14,,,,,,,<802242112>,<1>,<self:flagAS7() and 1 or 0>,,<self:BspecialDamage()*0.01*(self:flagAS9() and 10 or 5)>,,,
80224311,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 2 or 1),,,,,,,,,,224431,,
80224312,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 2 or 1),,,,,,,,,,224432,,
80224313,,,,,,,,,,<802243111>,<1>,<1>,,<0>,,,
80224314,,1,14,,,,,,,<802243115>,<1>,<self:flagAS7() and 1 or 0>,,<self:BspecialDamage()*0.01*(self:flagAS9() and 10 or 5)>,,,
80235111,,,4,,,,,,,,,,,,235131,,
80235112,,,4,,,,,,,,,,,,235132,,
80235113,,,,selfForce | nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|attrDifferOptional(""natureType"", {17})|random(csvSelf:flagAS7() and 2 or 1)",,,,,<802351111>,<1>,<self:flagAS8() and 0 or 1>,,<1>,,,
80235114,,,,selfForce | nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",2)",,,,,<802351111>,<1>,<self:flagAS8() and 1 or 0>,,<1>,,,
80235115,,,,selfForce | nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|setSelectAttr({""damage"",""specialDamage""},""max"")|attrWitOutFilter(""selectAttr"",""max"",1)",,,,,<802351112>,<2+(self:flagAA5() and 1 or 0)>,<self:flagAA1() and 1 or 0>,,<1>,,,
80236111,,,,,,,,,,,,,,,236131,,
80236112,,,,,,,,,,,,,,,236132,,
80236113,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDifferOptional(""natureType"", {3})|random(1)",,,,,<802361111>,<self:flagAS5() and 2 or 1>,<self:flagAS3() and 0 or 1>,,<0>,,,
80236114,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDifferSort(""natureType"", {3})|random(2)",,,,,<802361111>,<self:flagAS5() and 2 or 1>,<self:flagAS3() and 1 or 0>,,<0>,,,
80236115,,,,enemyForce|nodead,otherProcessExcept(80236111)|rowback|random(1),,,,,<802361115>,<1>,<self:flagAS7() and 1 or 0>,,<self:curSkill():getTotalDamage()*(self:flagAS8() and 0.5 or 0.3)>,,,
80236116,,1,14,,,,,,,<802361116>,<1>,<self:flagAS8() and 1 or 0>,,<5000>,,,
80236117,,,,enemyForce|nodead,"setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,<802361117;802361120>,<999;999>,<self:flagAA1() and 1 or 0;self:flagAA1() and 1 or 0>,,<0;self:flagAA3() and 1500 or 500>,,,
80236118,,,,enemyForce|nodead,"setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,<802361124>,<999>,<self:flagAA1() and 1 or 0>,,<<0>>,,,
80236119,,,,enemyForce|nodead,"buffDiffer('id',{802361117})|random(1)",,,,,<802361122>,<1>,<self:flagAA1() and 1 or 0>,,<0>,,,
80238111,,,2,,,,,,,,,,,,238131,,
80238112,,,2,,,,,,,,,,,,238132,,
80238113,,,,,,,,,,<802381111;802381112;802381113;802381114>,<1;1;1;1>,<self:flagAS3() and 0 or 1;self:flagAS3() and 0 or 1;self:flagAS3() and 0 or 1;self:flagAS3() and 0 or 1>,,"<min(target:hpMax()*0.08,self:Bdamage()*3);-target:defence()*0.1;-target:specialDefence()*0.1;-1000>",,,
80238114,,,11,,,,,,,<802381116;802381111;802381112;802381113;802381114;802381115;802381128>,<self:flagAS8() and 999 or 2;1;1;1;1;1;1>,<self:flagAS7() and 1 or 0;self:flagAS3() and 1 or 0;self:flagAS3() and 1 or 0;self:flagAS3() and 1 or 0;self:flagAS3() and 1 or 0;self:flagAS5() and 0.2 or 0;self:flagAS9() and 1 or 0>,,"<-min(target:hpMax()*0.08,self:Bdamage()*3);target:hpMax()*0.08;-target:defence()*0.1;-target:specialDefence()*0.1;-1000;0;self:flagAS11() and 1600 or 800>",,,
80238115,,1,14,,,,,,,<802381117>,<1>,<self:flagAA1() and 1 or 0>,,<0>,,,
80239111,,,2,,,,,,,,,,,,239131,,
80239112,,,2,,,,,,,,,,,,239132,,
80239113,,,,enemyForce|nodead,rowfront|random(1),,,,,<802391111>,<1>,<self:flagAS5() and 0 or 1>,,<self:flagAS3() and -80 or -50>,,,
80239114,,,,enemyForce|nodead,rowfront|random(2),,,,,<802391111>,<1>,<self:flagAS5() and 1 or 0>,,<-80>,,,
80239115,,,,enemyForce|nodead,random(csvSelf:flagAS8() and 2 or 1),,,,,<802391121>,<2>,<self:flagAS7() and 1 or 0>,,<0>,,,
80239116,,,,selfForce | nodead,random(csvSelf:flagAA5() and 3 or 2),,,,,<802391131>,<999>,<self:flagAA1() and 1 or 0>,,<target:hpMax()*(target:natureIntersection(list(14)) and (self:flagAA3() and 0.24 or 0.12) or (self:flagAA3() and 0.16 or 0.08))>,,,
80243111,,,11,,,,,,,,,,,,243131,,
80243112,,,11,,,,,,,,,,,,243132,,
80243113,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 6 or 3),,,,,<802431111>,<self:flagAS5() and 2 or 1>,<1>,,<1>,,,
80243114,,,,enemyForce|nodead,"setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,<802431120;802431111>,<1;self:flagAA3() and 2 or 1>,<self:flagAA1() and 1 or 0;self:flagAA1() and 1 or 0>,,<1;1>,,,
80243115,,1,11,,,,,,,<802431122>,<2>,<self:flagAS8() and 1 or 0>,,<0>,,,
80243211,,,11,,,,,,,,,,,,243231,,
80243212,,,11,,,,,,,,,,,,243232,,
80243213,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 6 or 3),,,,,<802431111>,<self:flagAS5() and 2 or 1>,<1>,,<1>,,,
80243214,,,,enemyForce|nodead,"setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,<802431120;802431111>,<1;self:flagAA3() and 2 or 1>,<self:flagAA1() and 1 or 0;self:flagAA1() and 1 or 0>,,<1;1>,,,
80243215,,1,11,,,,,,,<802431122>,<2>,<self:flagAS8() and 1 or 0>,,<0>,,,
80247111,,,11,,,,,,,,,,,,247131,,
80247112,,,,selfForce|nodead,"attrDiffer(""natureType"", {4})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<802471111;802471118>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<0;self:flagAS9() and 1000 or 500>,,,
80247211,,,11,,,,,,,,,,,,247231,,
80247212,,,11,,,,,,,,,,,,247232,,
80247213,,,11,selfForce|nodead,"attrDiffer(""natureType"", {4})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<802471111;802471118>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<0;self:flagAS9() and 1000 or 500>,,,
80247311,,,11,,,,,,,,,,,,247331,,
80247312,,,11,,,,,,,,,,,,247332,,
80247313,,,,selfForce|nodead,"attrDiffer(""natureType"", {4})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<802471111;802471118>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<0;self:flagAS9() and 1000 or 500>,,,
80272111,,,,,,,,,,,,,,,272131,,
80272112,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 2 or 1),,,,,<802723111>,<1>,<1>,,<0>,,,
80272113,,,,,,,,,,<802723121>,<1>,<self:flagAS5() and (target:natureIntersection(list(10)) and 0.5 or 1) or 0>,,<0>,,,
80272211,,,,,,,,,,,,,,,272231,,
80272212,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 2 or 1),,,,,<802723111>,<1>,<1>,,<0>,,,
