变量名,attrNum4,attrType4,attrNum3,attrType3,attrNum2,exp,attrType2,attrNum1,attrType1,natureType,level,awakeSeqID,zawakeID,attrAddType,viceHeldItem,skillID,attrNum5,attrType5,costItemMap,extraScene,extraAttrs,nvalue,activeReq,__version
4124602,305,9,438,8,438,375,7,2203,1,,2,6,4024,,,,305,10,{501=2;521=2;54024=11;59003=11;gold=2100000},,,,,
4124603,308,9,443,8,443,375,7,2225,1,,3,6,4024,,,,308,10,{501=2;521=3;54024=12;59003=12;gold=2430000},,,,,
4124604,311,9,447,8,447,375,7,2247,1,,4,6,4024,,,,311,10,{501=2;521=3;54024=12;59003=12;gold=2750000},<13>,{22=800;23=800},,,
4124605,314,9,451,8,451,375,7,2269,1,,5,6,4024,,,,314,10,{501=3;521=3;54024=13;59003=13;gold=3150000},,,,,
4124606,317,9,456,8,456,375,7,2290,1,,6,6,4024,,,,317,10,{501=3;521=3;54024=13;59003=13;gold=3450000},<0>,{13=3%},,,
4124607,320,9,460,8,460,375,7,2312,1,,7,6,4024,,,,320,10,{201=1;211=1;2153=1;54024=14;59003=14;gold=3830000},,,,,
4124608,323,9,464,8,464,375,7,2334,1,,8,6,4024,,,79003,323,10,{501=6;521=8;2153=1;54024=14;59003=14;gold=4130000},,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},
4124701,348,9,500,8,500,330,7,2512,1,,1,7,4024,,,,348,10,{501=2;521=2;59003=22;gold=2700000},,,,,
4124702,351,9,505,8,505,330,7,2537,1,,2,7,4024,,,,351,10,{501=2;521=2;59003=22;gold=3150000},,,,,
4124703,355,9,510,8,510,330,7,2562,1,,3,7,4024,,,,355,10,{501=2;521=2;59003=23;gold=3650000},,,,,
4124704,358,9,515,8,515,330,7,2587,1,,4,7,4024,,,,358,10,{501=2;521=2;59003=23;gold=4130000},<0>,{24=300;25=300},,,
4124705,362,9,520,8,520,330,7,2612,1,,5,7,4024,,,,362,10,{501=2;521=2;59003=25;gold=4730000},,,,,
4124706,365,9,525,8,525,330,7,2637,1,,6,7,4024,,,,365,10,{501=3;521=3;59003=25;gold=5180000},,,,,
4124707,369,9,530,8,530,330,7,2663,1,,7,7,4024,,,,369,10,{501=3;521=3;59003=27;gold=5750000},,,,,
4124708,372,9,535,8,535,330,7,2688,1,,8,7,4024,,,,372,10,{221=1;231=1;59003=27;gold=6200000},<0>,{22=500;23=500},,,
4124801,403,9,579,8,579,405,7,2908,1,,1,8,4024,,,,403,10,{501=2;521=2;59003=23;gold=4050000},,,,,
4124802,407,9,584,8,584,405,7,2937,1,,2,8,4024,,,,407,10,{501=2;521=2;59003=23;gold=4730000},,,,,
4124803,411,9,590,8,590,405,7,2967,1,,3,8,4024,,,,411,10,{501=2;521=3;59003=24;gold=5480000},,,,,
4124804,415,9,596,8,596,405,7,2996,1,,4,8,4024,,,,415,10,{501=2;521=3;59003=24;gold=6200000},<0>,{14=300;16=300},,,
4124805,419,9,602,8,602,405,7,3025,1,,5,8,4024,,,,419,10,{501=3;521=3;59003=26;gold=7100000},,,,,
4124806,423,9,608,8,608,405,7,3054,1,,6,8,4024,,,,423,10,{501=3;521=3;59003=26;gold=7770000},,,,,
4124807,427,9,613,8,613,405,7,3083,1,,7,8,4024,,,,427,10,{201=1;211=1;2153=1;59003=28;gold=8630000},,,,,
4124808,431,9,619,8,619,405,7,3112,1,,8,8,4024,,,,431,10,{19=150;501=6;521=8;2153=1;59003=28;gold=9300000},<0>,{96=300;97=300},{1=8;7=8;8=8;9=8;10=8;13=8},{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},
4131101,135,9,194,8,194,75,7,974,1,,1,1,4031,,,,135,10,{54031=4;59002=4;gold=150000},,,,,
4131102,136,9,196,8,196,75,7,984,1,,2,1,4031,,,,136,10,{54031=4;59002=4;gold=180000},,,,,
4131103,138,9,198,8,198,75,7,993,1,,3,1,4031,,,,138,10,{54031=5;59002=5;gold=210000},,,,,
4131104,139,9,200,8,200,75,7,1003,1,,4,1,4031,,,,139,10,{54031=5;59002=5;gold=240000},<0>,{1=3%},,,
4131105,140,9,202,8,202,75,7,1013,1,,5,1,4031,,,,140,10,{54031=6;59002=6;gold=270000},,,,,
4131106,142,9,204,8,204,75,7,1023,1,,6,1,4031,,,,142,10,{54031=6;59002=6;gold=300000},,,,,
4131107,143,9,206,8,206,75,7,1032,1,,7,1,4031,,,,143,10,{501=1;54031=7;59002=7;gold=330000},,,,,
4131108,144,9,208,8,208,75,7,1042,1,,8,1,4031,,,,144,10,{501=1;54031=7;59002=7;gold=360000},<0>,{24=300;25=300},,,
4131201,149,9,213,8,213,90,7,1071,1,,1,2,4031,,,,149,10,{54031=6;59002=6;gold=230000},,,,,
4131202,150,9,216,8,216,90,7,1082,1,,2,2,4031,,,,150,10,{54031=6;59002=6;gold=270000},,,,,
4131203,151,9,218,8,218,90,7,1093,1,,3,2,4031,,,,151,10,{54031=7;59002=7;gold=320000},,,,,
4131204,153,9,220,8,220,90,7,1104,1,,4,2,4031,,,,153,10,{54031=7;59002=7;gold=360000},<0>,{7=3%;8=3%},,,
4131205,154,9,222,8,222,90,7,1114,1,,5,2,4031,,,,154,10,{501=1;54031=8;59002=8;gold=410000},,,,,
4131206,156,9,224,8,224,90,7,1125,1,,6,2,4031,,,,156,10,{501=1;54031=8;59002=8;gold=450000},,,,,
4131207,157,9,226,8,226,90,7,1136,1,,7,2,4031,,,,157,10,{501=1;54031=9;59002=9;gold=500000},,,,,
4131208,159,9,228,8,228,90,7,1146,1,,8,2,4031,,,79001,159,10,{501=1;54031=9;59002=9;gold=540000},,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},
4131301,162,9,233,8,233,105,7,1169,1,,1,3,4031,,,,162,10,{54031=7;59002=7;gold=350000},,,,,
4131302,164,9,235,8,235,105,7,1180,1,,2,3,4031,,,,164,10,{54031=7;59002=7;gold=410000},,,,,
4131303,165,9,237,8,237,105,7,1192,1,,3,3,4031,,,,165,10,{501=1;54031=8;59002=8;gold=480000},,,,,
4131304,167,9,240,8,240,105,7,1204,1,,4,3,4031,,,,167,10,{501=1;54031=8;59002=8;gold=540000},<2;12>,{24=500;25=500},,,
4131305,168,9,242,8,242,105,7,1216,1,,5,3,4031,,,,168,10,{501=1;54031=9;59002=9;gold=620000},,,,,
4131306,170,9,244,8,244,105,7,1227,1,,6,3,4031,,,,170,10,{501=1;54031=9;59002=9;gold=680000},,,,,
4131307,172,9,247,8,247,105,7,1239,1,,7,3,4031,,,,172,10,{501=1;54031=10;59002=10;gold=750000},,,,,
4131308,173,9,249,8,249,105,7,1251,1,,8,3,4031,,,79002,173,10,{224=1;501=1;54031=10;59002=10;gold=810000},,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},
4131401,176,9,252,8,252,120,7,1266,1,,1,4,4031,,,,176,10,{54031=9;59002=9;gold=530000},,,,,
4131402,177,9,255,8,255,120,7,1279,1,,2,4,4031,,,,177,10,{54031=9;59002=9;gold=620000},,,,,
4131403,179,9,257,8,257,120,7,1292,1,,3,4,4031,,,,179,10,{501=1;54031=10;59002=10;gold=720000},,,,,
4131404,181,9,260,8,260,120,7,1304,1,,4,4,4031,,,,181,10,{501=1;54031=10;59002=10;gold=810000},<0>,{14=300;16=300},,,
4131405,183,9,262,8,262,120,7,1317,1,,5,4,4031,,,,183,10,{501=2;54031=11;59002=11;gold=930000},,,,,
4131406,184,9,265,8,265,120,7,1330,1,,6,4,4031,,,,184,10,{501=2;54031=11;59002=11;gold=1020000},<0>,{91=300},,,
4131407,186,9,267,8,267,120,7,1342,1,,7,4,4031,,,,186,10,{234=1;501=2;54031=12;59002=12;gold=1130000},,,,,
4131408,188,9,270,8,270,120,7,1355,1,,8,4,4031,,,79004,188,10,{501=2;2152=1;54031=12;59002=12;gold=1220000},,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},
4131501,196,9,281,8,281,150,7,1412,1,,1,5,4031,,,,196,10,{502=2;54031=10;59002=10;gold=800000},,,,,
4131502,198,9,284,8,284,150,7,1426,1,,2,5,4031,,,,198,10,{502=2;54031=10;59002=10;gold=930000},,,,,
4131503,200,9,287,8,287,150,7,1441,1,,3,5,4031,,,,200,10,{501=1;502=2;54031=11;59002=11;gold=1080000},,,,,
4131504,202,9,290,8,290,150,7,1455,1,,4,5,4031,,,,202,10,{501=2;502=2;54031=11;59002=11;gold=1220000},<6;10>,{14=500;16=500},,,
4131505,204,9,293,8,293,150,7,1469,1,,5,5,4031,,,,204,10,{501=2;502=2;54031=12;59002=12;gold=1400000},,,,,
4131506,206,9,295,8,295,150,7,1483,1,,6,5,4031,,,,206,10,{501=2;502=3;54031=12;59002=12;gold=1530000},,,,,
4131507,207,9,298,8,298,150,7,1497,1,,7,5,4031,,,,207,10,{501=2;502=3;54031=13;59002=13;gold=1700000},,,,,
4131508,209,9,301,8,301,150,7,1511,1,,8,5,4031,,,,209,10,{204=1;214=1;54031=13;59002=13;gold=1830000},<0>,{22=300;23=300},,,
4131601,223,9,320,8,320,188,7,1607,1,,1,6,4031,,,,223,10,{502=2;54031=11;59002=11;gold=1200000},,,,,
4131602,225,9,323,8,323,188,7,1623,1,,2,6,4031,,,,225,10,{502=2;54031=11;59002=11;gold=1400000},,,,,
4131603,227,9,327,8,327,188,7,1639,1,,3,6,4031,,,,227,10,{501=2;502=3;54031=12;59002=12;gold=1620000},,,,,
4131604,229,9,330,8,330,188,7,1655,1,,4,6,4031,,,,229,10,{501=2;502=3;54031=12;59002=12;gold=1830000},<13>,{22=800;23=800},,,
4131605,232,9,333,8,333,188,7,1671,1,,5,6,4031,,,,232,10,{501=3;502=3;54031=13;59002=13;gold=2100000},,,,,
4131606,234,9,336,8,336,188,7,1687,1,,6,6,4031,,,,234,10,{501=3;502=3;54031=13;59002=13;gold=2300000},<0>,{13=3%},,,
4131607,236,9,339,8,339,188,7,1704,1,,7,6,4031,,,,236,10,{501=3;502=4;2152=1;54031=14;59002=14;gold=2550000},,,,,
4131608,238,9,343,8,343,188,7,1720,1,,8,6,4031,,,79003,238,10,{501=3;502=4;2152=1;54031=14;59002=14;gold=2750000},,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},
4131701,257,9,369,8,369,165,7,1851,1,,1,7,4031,,,,257,10,{502=2;59002=22;gold=1800000},,,,,
4131702,259,9,372,8,372,165,7,1869,1,,2,7,4031,,,,259,10,{502=2;59002=22;gold=2100000},,,,,
4131703,262,9,376,8,376,165,7,1888,1,,3,7,4031,,,,262,10,{501=1;502=2;59002=23;gold=2430000},,,,,
4131704,264,9,380,8,380,165,7,1906,1,,4,7,4031,,,,264,10,{501=2;502=2;59002=23;gold=2750000},<0>,{24=300;25=300},,,
4131705,267,9,383,8,383,165,7,1925,1,,5,7,4031,,,,267,10,{501=2;502=2;59002=25;gold=3150000},,,,,
4131706,269,9,387,8,387,165,7,1943,1,,6,7,4031,,,,269,10,{501=2;502=3;59002=25;gold=3450000},,,,,
4131707,272,9,391,8,391,165,7,1962,1,,7,7,4031,,,,272,10,{501=2;502=3;59002=27;gold=3830000},,,,,
4131708,274,9,394,8,394,165,7,1980,1,,8,7,4031,,,,274,10,{224=1;234=1;59002=27;gold=4130000},<0>,{22=500;23=500},,,
4131801,297,9,427,8,427,203,7,2143,1,,1,8,4031,,,,297,10,{502=2;59002=23;gold=2700000},,,,,
4131802,300,9,431,8,431,203,7,2164,1,,2,8,4031,,,,300,10,{502=2;59002=23;gold=3150000},,,,,
4131803,303,9,435,8,435,203,7,2186,1,,3,8,4031,,,,303,10,{501=2;502=3;59002=24;gold=3650000},,,,,
4131804,306,9,440,8,440,203,7,2207,1,,4,8,4031,,,,306,10,{501=2;502=3;59002=24;gold=4130000},<0>,{14=300;16=300},,,
4131805,309,9,444,8,444,203,7,2229,1,,5,8,4031,,,,309,10,{501=3;502=3;59002=26;gold=4730000},,,,,
4131806,312,9,448,8,448,203,7,2250,1,,6,8,4031,,,,312,10,{501=3;502=3;59002=26;gold=5180000},,,,,
4131807,315,9,452,8,452,203,7,2271,1,,7,8,4031,,,,315,10,{501=3;502=4;2152=1;59002=28;gold=5750000},,,,,
4131808,318,9,457,8,457,203,7,2293,1,,8,8,4031,,,,318,10,{19=100;501=3;502=4;2152=1;59002=28;gold=6200000},<0>,{96=300;97=300},{1=8;7=8;8=8;9=8;10=8;13=8},{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},
4141101,135,9,194,8,194,75,7,974,1,,1,1,4041,,,,135,10,{54041=4;59002=4;gold=150000},,,,,
4141102,136,9,196,8,196,75,7,984,1,,2,1,4041,,,,136,10,{54041=4;59002=4;gold=180000},,,,,
4141103,138,9,198,8,198,75,7,993,1,,3,1,4041,,,,138,10,{54041=5;59002=5;gold=210000},,,,,
4141104,139,9,200,8,200,75,7,1003,1,,4,1,4041,,,,139,10,{54041=5;59002=5;gold=240000},<0>,{1=3%},,,
4141105,140,9,202,8,202,75,7,1013,1,,5,1,4041,,,,140,10,{54041=6;59002=6;gold=270000},,,,,
4141106,142,9,204,8,204,75,7,1023,1,,6,1,4041,,,,142,10,{54041=6;59002=6;gold=300000},,,,,
4141107,143,9,206,8,206,75,7,1032,1,,7,1,4041,,,,143,10,{501=1;54041=7;59002=7;gold=330000},,,,,
4141108,144,9,208,8,208,75,7,1042,1,,8,1,4041,,,,144,10,{501=1;54041=7;59002=7;gold=360000},<0>,{24=300;25=300},,,
4141201,149,9,213,8,213,90,7,1071,1,,1,2,4041,,,,149,10,{54041=6;59002=6;gold=230000},,,,,
4141202,150,9,216,8,216,90,7,1082,1,,2,2,4041,,,,150,10,{54041=6;59002=6;gold=270000},,,,,
4141203,151,9,218,8,218,90,7,1093,1,,3,2,4041,,,,151,10,{54041=7;59002=7;gold=320000},,,,,
4141204,153,9,220,8,220,90,7,1104,1,,4,2,4041,,,,153,10,{54041=7;59002=7;gold=360000},<0>,{7=3%;8=3%},,,
4141205,154,9,222,8,222,90,7,1114,1,,5,2,4041,,,,154,10,{501=1;54041=8;59002=8;gold=410000},,,,,
4141206,156,9,224,8,224,90,7,1125,1,,6,2,4041,,,,156,10,{501=1;54041=8;59002=8;gold=450000},,,,,
4141207,157,9,226,8,226,90,7,1136,1,,7,2,4041,,,,157,10,{501=1;54041=9;59002=9;gold=500000},,,,,
4141208,159,9,228,8,228,90,7,1146,1,,8,2,4041,,,79001,159,10,{501=1;54041=9;59002=9;gold=540000},,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},
4141301,162,9,233,8,233,105,7,1169,1,,1,3,4041,,,,162,10,{54041=7;59002=7;gold=350000},,,,,
4141302,164,9,235,8,235,105,7,1180,1,,2,3,4041,,,,164,10,{54041=7;59002=7;gold=410000},,,,,
4141303,165,9,237,8,237,105,7,1192,1,,3,3,4041,,,,165,10,{501=1;54041=8;59002=8;gold=480000},,,,,
4141304,167,9,240,8,240,105,7,1204,1,,4,3,4041,,,,167,10,{501=1;54041=8;59002=8;gold=540000},<2;12>,{24=500;25=500},,,
4141305,168,9,242,8,242,105,7,1216,1,,5,3,4041,,,,168,10,{501=1;54041=9;59002=9;gold=620000},,,,,
4141306,170,9,244,8,244,105,7,1227,1,,6,3,4041,,,,170,10,{501=1;54041=9;59002=9;gold=680000},,,,,
4141307,172,9,247,8,247,105,7,1239,1,,7,3,4041,,,,172,10,{501=1;54041=10;59002=10;gold=750000},,,,,
4141308,173,9,249,8,249,105,7,1251,1,,8,3,4041,,,79002,173,10,{220=1;501=1;54041=10;59002=10;gold=810000},,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},
4141401,176,9,252,8,252,120,7,1266,1,,1,4,4041,,,,176,10,{54041=9;59002=9;gold=530000},,,,,
4141402,177,9,255,8,255,120,7,1279,1,,2,4,4041,,,,177,10,{54041=9;59002=9;gold=620000},,,,,
4141403,179,9,257,8,257,120,7,1292,1,,3,4,4041,,,,179,10,{501=1;54041=10;59002=10;gold=720000},,,,,
4141404,181,9,260,8,260,120,7,1304,1,,4,4,4041,,,,181,10,{501=1;54041=10;59002=10;gold=810000},<0>,{14=300;16=300},,,
4141405,183,9,262,8,262,120,7,1317,1,,5,4,4041,,,,183,10,{501=2;54041=11;59002=11;gold=930000},,,,,
4141406,184,9,265,8,265,120,7,1330,1,,6,4,4041,,,,184,10,{501=2;54041=11;59002=11;gold=1020000},<0>,{91=300},,,
4141407,186,9,267,8,267,120,7,1342,1,,7,4,4041,,,,186,10,{230=1;501=2;54041=12;59002=12;gold=1130000},,,,,
4141408,188,9,270,8,270,120,7,1355,1,,8,4,4041,,,79004,188,10,{501=2;2152=1;54041=12;59002=12;gold=1220000},,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},
4141501,196,9,281,8,281,150,7,1412,1,,1,5,4041,,,,196,10,{502=2;54041=10;59002=10;gold=800000},,,,,
4141502,198,9,284,8,284,150,7,1426,1,,2,5,4041,,,,198,10,{502=2;54041=10;59002=10;gold=930000},,,,,
4141503,200,9,287,8,287,150,7,1441,1,,3,5,4041,,,,200,10,{501=1;502=2;54041=11;59002=11;gold=1080000},,,,,
4141504,202,9,290,8,290,150,7,1455,1,,4,5,4041,,,,202,10,{501=2;502=2;54041=11;59002=11;gold=1220000},<6;10>,{14=500;16=500},,,
4141505,204,9,293,8,293,150,7,1469,1,,5,5,4041,,,,204,10,{501=2;502=2;54041=12;59002=12;gold=1400000},,,,,
4141506,206,9,295,8,295,150,7,1483,1,,6,5,4041,,,,206,10,{501=2;502=3;54041=12;59002=12;gold=1530000},,,,,
4141507,207,9,298,8,298,150,7,1497,1,,7,5,4041,,,,207,10,{501=2;502=3;54041=13;59002=13;gold=1700000},,,,,
4141508,209,9,301,8,301,150,7,1511,1,,8,5,4041,,,,209,10,{200=1;210=1;54041=13;59002=13;gold=1830000},<0>,{22=300;23=300},,,
4141601,223,9,320,8,320,188,7,1607,1,,1,6,4041,,,,223,10,{502=2;54041=11;59002=11;gold=1200000},,,,,
4141602,225,9,323,8,323,188,7,1623,1,,2,6,4041,,,,225,10,{502=2;54041=11;59002=11;gold=1400000},,,,,
4141603,227,9,327,8,327,188,7,1639,1,,3,6,4041,,,,227,10,{501=2;502=3;54041=12;59002=12;gold=1620000},,,,,
4141604,229,9,330,8,330,188,7,1655,1,,4,6,4041,,,,229,10,{501=2;502=3;54041=12;59002=12;gold=1830000},<13>,{22=800;23=800},,,
4141605,232,9,333,8,333,188,7,1671,1,,5,6,4041,,,,232,10,{501=3;502=3;54041=13;59002=13;gold=2100000},,,,,
4141606,234,9,336,8,336,188,7,1687,1,,6,6,4041,,,,234,10,{501=3;502=3;54041=13;59002=13;gold=2300000},<0>,{13=3%},,,
4141607,236,9,339,8,339,188,7,1704,1,,7,6,4041,,,,236,10,{501=3;502=4;2152=1;54041=14;59002=14;gold=2550000},,,,,
4141608,238,9,343,8,343,188,7,1720,1,,8,6,4041,,,79003,238,10,{501=3;502=4;2152=1;54041=14;59002=14;gold=2750000},,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},
4141701,257,9,369,8,369,165,7,1851,1,,1,7,4041,,,,257,10,{502=2;59002=22;gold=1800000},,,,,
4141702,259,9,372,8,372,165,7,1869,1,,2,7,4041,,,,259,10,{502=2;59002=22;gold=2100000},,,,,
4141703,262,9,376,8,376,165,7,1888,1,,3,7,4041,,,,262,10,{501=1;502=2;59002=23;gold=2430000},,,,,
4141704,264,9,380,8,380,165,7,1906,1,,4,7,4041,,,,264,10,{501=2;502=2;59002=23;gold=2750000},<0>,{24=300;25=300},,,
4141705,267,9,383,8,383,165,7,1925,1,,5,7,4041,,,,267,10,{501=2;502=2;59002=25;gold=3150000},,,,,
4141706,269,9,387,8,387,165,7,1943,1,,6,7,4041,,,,269,10,{501=2;502=3;59002=25;gold=3450000},,,,,
4141707,272,9,391,8,391,165,7,1962,1,,7,7,4041,,,,272,10,{501=2;502=3;59002=27;gold=3830000},,,,,
4141708,274,9,394,8,394,165,7,1980,1,,8,7,4041,,,,274,10,{220=1;230=1;59002=27;gold=4130000},<0>,{22=500;23=500},,,
4141801,297,9,427,8,427,203,7,2143,1,,1,8,4041,,,,297,10,{502=2;59002=23;gold=2700000},,,,,
4141802,300,9,431,8,431,203,7,2164,1,,2,8,4041,,,,300,10,{502=2;59002=23;gold=3150000},,,,,
4141803,303,9,435,8,435,203,7,2186,1,,3,8,4041,,,,303,10,{501=2;502=3;59002=24;gold=3650000},,,,,
4141804,306,9,440,8,440,203,7,2207,1,,4,8,4041,,,,306,10,{501=2;502=3;59002=24;gold=4130000},<0>,{14=300;16=300},,,
4141805,309,9,444,8,444,203,7,2229,1,,5,8,4041,,,,309,10,{501=3;502=3;59002=26;gold=4730000},,,,,
4141806,312,9,448,8,448,203,7,2250,1,,6,8,4041,,,,312,10,{501=3;502=3;59002=26;gold=5180000},,,,,
4141807,315,9,452,8,452,203,7,2271,1,,7,8,4041,,,,315,10,{501=3;502=4;2152=1;59002=28;gold=5750000},,,,,
4141808,318,9,457,8,457,203,7,2293,1,,8,8,4041,,,,318,10,{19=100;501=3;502=4;2152=1;59002=28;gold=6200000},<0>,{96=300;97=300},{1=8;7=8;8=8;9=8;10=8;13=8},{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},
4151101,135,9,194,8,194,75,7,974,1,,1,1,4051,,,,135,10,{54051=4;59002=4;gold=150000},,,,,
4151102,136,9,196,8,196,75,7,984,1,,2,1,4051,,,,136,10,{54051=4;59002=4;gold=180000},,,,,
4151103,138,9,198,8,198,75,7,993,1,,3,1,4051,,,,138,10,{54051=5;59002=5;gold=210000},,,,,
4151104,139,9,200,8,200,75,7,1003,1,,4,1,4051,,,,139,10,{54051=5;59002=5;gold=240000},<0>,{1=3%},,,
4151105,140,9,202,8,202,75,7,1013,1,,5,1,4051,,,,140,10,{54051=6;59002=6;gold=270000},,,,,
4151106,142,9,204,8,204,75,7,1023,1,,6,1,4051,,,,142,10,{54051=6;59002=6;gold=300000},,,,,
4151107,143,9,206,8,206,75,7,1032,1,,7,1,4051,,,,143,10,{501=1;54051=7;59002=7;gold=330000},,,,,
4151108,144,9,208,8,208,75,7,1042,1,,8,1,4051,,,,144,10,{501=1;54051=7;59002=7;gold=360000},<0>,{24=300;25=300},,,
4151201,149,9,213,8,213,90,7,1071,1,,1,2,4051,,,,149,10,{54051=6;59002=6;gold=230000},,,,,
4151202,150,9,216,8,216,90,7,1082,1,,2,2,4051,,,,150,10,{54051=6;59002=6;gold=270000},,,,,
4151203,151,9,218,8,218,90,7,1093,1,,3,2,4051,,,,151,10,{54051=7;59002=7;gold=320000},,,,,
4151204,153,9,220,8,220,90,7,1104,1,,4,2,4051,,,,153,10,{54051=7;59002=7;gold=360000},<0>,{7=3%;8=3%},,,
4151205,154,9,222,8,222,90,7,1114,1,,5,2,4051,,,,154,10,{501=1;54051=8;59002=8;gold=410000},,,,,
4151206,156,9,224,8,224,90,7,1125,1,,6,2,4051,,,,156,10,{501=1;54051=8;59002=8;gold=450000},,,,,
4151207,157,9,226,8,226,90,7,1136,1,,7,2,4051,,,,157,10,{501=1;54051=9;59002=9;gold=500000},,,,,
4151208,159,9,228,8,228,90,7,1146,1,,8,2,4051,,,79001,159,10,{501=1;54051=9;59002=9;gold=540000},,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},
4151301,162,9,233,8,233,105,7,1169,1,,1,3,4051,,,,162,10,{54051=7;59002=7;gold=350000},,,,,
4151302,164,9,235,8,235,105,7,1180,1,,2,3,4051,,,,164,10,{54051=7;59002=7;gold=410000},,,,,
4151303,165,9,237,8,237,105,7,1192,1,,3,3,4051,,,,165,10,{501=1;54051=8;59002=8;gold=480000},,,,,
4151304,167,9,240,8,240,105,7,1204,1,,4,3,4051,,,,167,10,{501=1;54051=8;59002=8;gold=540000},<2;12>,{24=500;25=500},,,
4151305,168,9,242,8,242,105,7,1216,1,,5,3,4051,,,,168,10,{501=1;54051=9;59002=9;gold=620000},,,,,
4151306,170,9,244,8,244,105,7,1227,1,,6,3,4051,,,,170,10,{501=1;54051=9;59002=9;gold=680000},,,,,
4151307,172,9,247,8,247,105,7,1239,1,,7,3,4051,,,,172,10,{501=1;54051=10;59002=10;gold=750000},,,,,
4151308,173,9,249,8,249,105,7,1251,1,,8,3,4051,,,79002,173,10,{220=1;501=1;54051=10;59002=10;gold=810000},,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},
4151401,176,9,252,8,252,120,7,1266,1,,1,4,4051,,,,176,10,{54051=9;59002=9;gold=530000},,,,,
4151402,177,9,255,8,255,120,7,1279,1,,2,4,4051,,,,177,10,{54051=9;59002=9;gold=620000},,,,,
4151403,179,9,257,8,257,120,7,1292,1,,3,4,4051,,,,179,10,{501=1;54051=10;59002=10;gold=720000},,,,,
4151404,181,9,260,8,260,120,7,1304,1,,4,4,4051,,,,181,10,{501=1;54051=10;59002=10;gold=810000},<0>,{14=300;16=300},,,
4151405,183,9,262,8,262,120,7,1317,1,,5,4,4051,,,,183,10,{501=2;54051=11;59002=11;gold=930000},,,,,
4151406,184,9,265,8,265,120,7,1330,1,,6,4,4051,,,,184,10,{501=2;54051=11;59002=11;gold=1020000},<0>,{91=300},,,
4151407,186,9,267,8,267,120,7,1342,1,,7,4,4051,,,,186,10,{230=1;501=2;54051=12;59002=12;gold=1130000},,,,,
4151408,188,9,270,8,270,120,7,1355,1,,8,4,4051,,,79004,188,10,{501=2;2152=1;54051=12;59002=12;gold=1220000},,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},
4151501,196,9,281,8,281,150,7,1412,1,,1,5,4051,,,,196,10,{502=2;54051=10;59002=10;gold=800000},,,,,
4151502,198,9,284,8,284,150,7,1426,1,,2,5,4051,,,,198,10,{502=2;54051=10;59002=10;gold=930000},,,,,
4151503,200,9,287,8,287,150,7,1441,1,,3,5,4051,,,,200,10,{501=1;502=2;54051=11;59002=11;gold=1080000},,,,,
4151504,202,9,290,8,290,150,7,1455,1,,4,5,4051,,,,202,10,{501=2;502=2;54051=11;59002=11;gold=1220000},<6;10>,{14=500;16=500},,,
4151505,204,9,293,8,293,150,7,1469,1,,5,5,4051,,,,204,10,{501=2;502=2;54051=12;59002=12;gold=1400000},,,,,
4151506,206,9,295,8,295,150,7,1483,1,,6,5,4051,,,,206,10,{501=2;502=3;54051=12;59002=12;gold=1530000},,,,,
4151507,207,9,298,8,298,150,7,1497,1,,7,5,4051,,,,207,10,{501=2;502=3;54051=13;59002=13;gold=1700000},,,,,
4151508,209,9,301,8,301,150,7,1511,1,,8,5,4051,,,,209,10,{200=1;210=1;54051=13;59002=13;gold=1830000},<0>,{22=300;23=300},,,
4151601,223,9,320,8,320,188,7,1607,1,,1,6,4051,,,,223,10,{502=2;54051=11;59002=11;gold=1200000},,,,,
4151602,225,9,323,8,323,188,7,1623,1,,2,6,4051,,,,225,10,{502=2;54051=11;59002=11;gold=1400000},,,,,
4151603,227,9,327,8,327,188,7,1639,1,,3,6,4051,,,,227,10,{501=2;502=3;54051=12;59002=12;gold=1620000},,,,,
4151604,229,9,330,8,330,188,7,1655,1,,4,6,4051,,,,229,10,{501=2;502=3;54051=12;59002=12;gold=1830000},<13>,{22=800;23=800},,,
4151605,232,9,333,8,333,188,7,1671,1,,5,6,4051,,,,232,10,{501=3;502=3;54051=13;59002=13;gold=2100000},,,,,
4151606,234,9,336,8,336,188,7,1687,1,,6,6,4051,,,,234,10,{501=3;502=3;54051=13;59002=13;gold=2300000},<0>,{13=3%},,,
4151607,236,9,339,8,339,188,7,1704,1,,7,6,4051,,,,236,10,{501=3;502=4;2152=1;54051=14;59002=14;gold=2550000},,,,,
