变量名,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2,__version
426101,4161,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
426102,4161,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
426103,4161,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
426104,4161,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
426105,4161,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
426106,4161,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
426107,4161,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
426108,4161,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
427101,4171,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
427102,4171,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
427103,4171,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
427104,4171,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
427105,4171,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
427106,4171,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
427107,4171,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
427108,4171,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
428101,4181,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
428102,4181,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
428103,4181,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
428104,4181,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
428105,4181,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
428106,4181,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
428107,4181,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
428108,4181,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
429101,4191,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
429102,4191,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
429103,4191,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
429104,4191,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
429105,4191,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
429106,4191,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
429107,4191,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
429108,4191,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
430101,4201,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
430102,4201,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
430103,4201,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
430104,4201,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
430105,4201,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
430106,4201,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
430107,4201,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
430108,4201,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
440101,4301,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
440102,4301,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
440103,4301,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
440104,4301,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
440105,4301,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
440106,4301,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
440107,4301,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
440108,4301,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
449101,4391,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
449102,4391,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
449103,4391,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
449104,4391,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
449105,4391,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
449106,4391,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
449107,4391,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
449108,4391,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
453101,4431,,1,,,属性获得增强,3,,{advance=13;goodFeel=100;star=8},,,
453102,4431,,2,,,普攻技能获得强化提升!,3,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
453103,4431,,3,,,小技能获得强化提升!,3,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
453104,4431,,4,,,被动技能获得强化提升!,3,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
453105,4431,,5,,,属性获得增强,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
453106,4431,,6,,,大招技能获得强化提升!,3,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
453107,4431,,7,,,属性获得增强,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
453108,4431,,8,,,个体值六维属性额外提升,3,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
454101,4441,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
454102,4441,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
454103,4441,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
454104,4441,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
454105,4441,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
454106,4441,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
454107,4441,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
454108,4441,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
462101,4521,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
462102,4521,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
462103,4521,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
462104,4521,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
462105,4521,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
462106,4521,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
462107,4521,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
462108,4521,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
466101,4561,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
466102,4561,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
466103,4561,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
466104,4561,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
466105,4561,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
466106,4561,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
466107,4561,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
466108,4561,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
467101,4571,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
467102,4571,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
467103,4571,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
467104,4571,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
467105,4571,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
467106,4571,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
467107,4571,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
467108,4571,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
468101,4581,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
468102,4581,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
468103,4581,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
468104,4581,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
468105,4581,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
468106,4581,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
468107,4581,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
468108,4581,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
469101,4591,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
469102,4591,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
469103,4591,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
469104,4591,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
469105,4591,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
469106,4591,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
469107,4591,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
469108,4591,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
470101,4601,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
470102,4601,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
470103,4601,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
470104,4601,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
470105,4601,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
470106,4601,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
470107,4601,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
470108,4601,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
470201,4602,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
470202,4602,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
470203,4602,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
470204,4602,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
470205,4602,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
470206,4602,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
470207,4602,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
470208,4602,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
471101,4611,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
471102,4611,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
471103,4611,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
471104,4611,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
471105,4611,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
471106,4611,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
471107,4611,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
471108,4611,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
472101,4621,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
472102,4621,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
472103,4621,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
472104,4621,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
472105,4621,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
472106,4621,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
472107,4621,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
472108,4621,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
472301,4623,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
472302,4623,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
472303,4623,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
472304,4623,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
472305,4623,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
472306,4623,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
472307,4623,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
472308,4623,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
473101,4631,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
473102,4631,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
473103,4631,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
473104,4631,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
473105,4631,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
473106,4631,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
473107,4631,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
473108,4631,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
474101,4641,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
474102,4641,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
474103,4641,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
474104,4641,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
474105,4641,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
474106,4641,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
474107,4641,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
474108,4641,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
475101,4651,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
475102,4651,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
475103,4651,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
475104,4651,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
475105,4651,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
475106,4651,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
475107,4651,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
475108,4651,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
476101,4661,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
476102,4661,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
476103,4661,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
476104,4661,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
476105,4661,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
476106,4661,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
476107,4661,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
476108,4661,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
477101,4671,,1,,,属性获得增强,3,,{advance=13;goodFeel=100;star=8},,,
477102,4671,,2,,,普攻技能获得强化提升!,3,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
477103,4671,,3,,,小技能获得强化提升!,3,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
477104,4671,,4,,,被动技能获得强化提升!,3,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
477105,4671,,5,,,属性获得增强,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
477106,4671,,6,,,大招技能获得强化提升!,3,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
477107,4671,,7,,,属性获得增强,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
477108,4671,,8,,,个体值六维属性额外提升,3,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
478201,4682,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
478202,4682,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
478203,4682,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
478204,4682,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
478205,4682,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
478206,4682,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
478207,4682,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
478208,4682,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
478301,4683,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
478302,4683,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
478303,4683,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
478304,4683,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
478305,4683,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
478306,4683,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
478307,4683,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
478308,4683,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
480101,4701,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
480102,4701,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
480103,4701,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
480104,4701,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
480105,4701,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
480106,4701,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
480107,4701,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
480108,4701,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
486101,4761,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
486102,4761,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
486103,4761,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
486104,4761,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
486105,4761,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
486106,4761,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
486107,4761,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
486108,4761,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
487101,4771,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
487102,4771,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
487103,4771,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
487104,4771,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
487105,4771,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
487106,4771,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
487107,4771,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
487108,4771,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
495101,4851,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
495102,4851,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
495103,4851,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
495104,4851,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
495105,4851,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
495106,4851,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
495107,4851,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
495108,4851,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
509101,4991,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
509102,4991,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
509103,4991,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
509104,4991,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
509105,4991,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
509106,4991,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
509107,4991,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
509108,4991,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
531101,5211,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
531102,5211,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
