变量名,seq,attrType3,attrNum2,attrType2,attrNum3,attrNum1,attrType1,level
34009,34,8,2145,7,2145,3575,1,9
34010,34,8,2197,7,2197,3661,1,10
34011,34,8,2279,7,2279,3797,1,11
34012,34,8,2333,7,2333,3888,1,12
34013,34,8,2387,7,2387,3979,1,13
34014,34,8,2442,7,2442,4070,1,14
34015,34,8,2497,7,2497,4161,1,15
34016,34,8,2597,7,2597,4328,1,16
34017,34,8,2654,7,2654,4424,1,17
34018,34,8,2712,7,2712,4520,1,18
34019,34,8,2770,7,2770,4616,1,19
34020,34,8,2827,7,2827,4712,1,20
34021,34,8,2945,7,2945,4909,1,21
34022,34,8,3006,7,3006,5010,1,22
34023,34,8,3067,7,3067,5111,1,23
34024,34,8,3128,7,3128,5212,1,24
34025,34,8,3188,7,3188,5313,1,25
34026,34,8,3324,7,3324,5541,1,26
34027,34,8,3388,7,3388,5647,1,27
34028,34,8,3452,7,3452,5753,1,28
34029,34,8,3515,7,3515,5859,1,29
34030,34,8,3579,7,3579,5965,1,30
34031,34,8,3734,7,3734,6223,1,31
34032,34,8,3800,7,3800,6334,1,32
34033,34,8,3867,7,3867,6445,1,33
34034,34,8,3934,7,3934,6556,1,34
34035,34,8,4001,7,4001,6667,1,35
34036,34,8,4173,7,4173,6955,1,36
34037,34,8,4243,7,4243,7072,1,37
34038,34,8,4313,7,4313,7188,1,38
34039,34,8,4382,7,4382,7304,1,39
34040,34,8,4452,7,4452,7420,1,40
34041,34,8,4643,7,4643,7739,1,41
34042,34,8,4716,7,4716,7860,1,42
34043,34,8,4789,7,4789,7981,1,43
34044,34,8,4862,7,4862,8102,1,44
34045,34,8,4934,7,4934,8224,1,45
34046,34,8,5144,7,5144,8572,1,46
34047,34,8,5219,7,5219,8699,1,47
34048,34,8,5295,7,5295,8825,1,48
34049,34,8,5371,7,5371,8951,1,49
34050,34,8,5447,7,5447,9078,1,50
34051,34,8,5674,7,5674,9457,1,51
34052,34,8,5753,7,5753,9588,1,52
34053,34,8,5831,7,5831,9719,1,53
34054,34,8,5911,7,5911,9851,1,54
34055,34,8,5990,7,5990,9982,1,55
34056,34,8,6235,7,6235,10392,1,56
34057,34,8,6317,7,6317,10528,1,57
34058,34,8,6398,7,6398,10664,1,58
34059,34,8,6481,7,6481,10801,1,59
34060,34,8,6563,7,6563,10937,1,60
34061,34,8,6826,7,6826,11377,1,61
34062,34,8,6911,7,6911,11518,1,62
34063,34,8,6996,7,6996,11660,1,63
34064,34,8,7081,7,7081,11801,1,64
34065,34,8,7166,7,7166,11943,1,65
34066,34,8,7448,7,7448,12413,1,66
34067,34,8,7535,7,7535,12559,1,67
34068,34,8,7624,7,7624,12706,1,68
34069,34,8,7712,7,7712,12852,1,69
34070,34,8,7799,7,7799,12999,1,70
34071,34,8,8099,7,8099,13499,1,71
34072,34,8,8191,7,8191,13651,1,72
34073,34,8,8282,7,8282,13802,1,73
34074,34,8,8372,7,8372,13954,1,74
34075,34,8,8463,7,8463,14106,1,75
34076,34,8,8782,7,8782,14636,1,76
34077,34,8,8876,7,8876,14793,1,77
34078,34,8,8969,7,8969,14949,1,78
34079,34,8,9064,7,9064,15106,1,79
34080,34,8,9158,7,9158,15263,1,80
34081,34,8,9494,7,9494,15824,1,81
34082,34,8,9591,7,9591,15985,1,82
34083,34,8,9689,7,9689,16147,1,83
34084,34,8,9785,7,9785,16309,1,84
34085,34,8,9882,7,9882,16470,1,85
34086,34,8,10237,7,10237,17062,1,86
34087,34,8,10337,7,10337,17228,1,87
34088,34,8,10437,7,10437,17395,1,88
34089,34,8,10537,7,10537,17562,1,89
34090,34,8,10637,7,10637,17729,1,90
34091,34,8,11010,7,11010,18350,1,91
34092,34,8,11113,7,11113,18522,1,92
34093,34,8,11216,7,11216,18694,1,93
34094,34,8,11319,7,11319,18866,1,94
34095,34,8,11423,7,11423,19037,1,95
34096,34,8,11813,7,11813,19689,1,96
34097,34,8,11920,7,11920,19866,1,97
34098,34,8,12026,7,12026,20043,1,98
34099,34,8,12132,7,12132,20220,1,99
34100,34,8,12238,7,12238,20397,1,100
35001,35,8,2%,7,2%,200,22,1
35002,35,8,2.04%,7,2.04%,204,22,2
35003,35,8,2.08%,7,2.08%,208,22,3
35004,35,8,2.12%,7,2.12%,212,22,4
35005,35,8,2.16%,7,2.16%,216,22,5
35006,35,8,2.2%,7,2.2%,220,22,6
35007,35,8,2.24%,7,2.24%,224,22,7
35008,35,8,2.28%,7,2.28%,228,22,8
35009,35,8,2.32%,7,2.32%,232,22,9
35010,35,8,2.36%,7,2.36%,236,22,10
35011,35,8,2.4%,7,2.4%,240,22,11
35012,35,8,2.44%,7,2.44%,244,22,12
35013,35,8,2.48%,7,2.48%,248,22,13
35014,35,8,2.52%,7,2.52%,252,22,14
35015,35,8,2.56%,7,2.56%,256,22,15
35016,35,8,2.6%,7,2.6%,260,22,16
35017,35,8,2.64%,7,2.64%,264,22,17
35018,35,8,2.68%,7,2.68%,268,22,18
35019,35,8,2.72%,7,2.72%,272,22,19
35020,35,8,2.76%,7,2.76%,276,22,20
35021,35,8,2.8%,7,2.8%,280,22,21
35022,35,8,2.84%,7,2.84%,284,22,22
35023,35,8,2.88%,7,2.88%,288,22,23
35024,35,8,2.92%,7,2.92%,292,22,24
35025,35,8,2.96%,7,2.96%,296,22,25
35026,35,8,3%,7,3%,300,22,26
35027,35,8,3.04%,7,3.04%,304,22,27
35028,35,8,3.08%,7,3.08%,308,22,28
35029,35,8,3.12%,7,3.12%,312,22,29
35030,35,8,3.16%,7,3.16%,316,22,30
35031,35,8,3.2%,7,3.2%,320,22,31
35032,35,8,3.24%,7,3.24%,324,22,32
35033,35,8,3.28%,7,3.28%,328,22,33
35034,35,8,3.32%,7,3.32%,332,22,34
35035,35,8,3.36%,7,3.36%,336,22,35
35036,35,8,3.4%,7,3.4%,340,22,36
35037,35,8,3.44%,7,3.44%,344,22,37
35038,35,8,3.48%,7,3.48%,348,22,38
35039,35,8,3.52%,7,3.52%,352,22,39
35040,35,8,3.56%,7,3.56%,356,22,40
35041,35,8,3.6%,7,3.6%,360,22,41
35042,35,8,3.64%,7,3.64%,364,22,42
35043,35,8,3.68%,7,3.68%,368,22,43
35044,35,8,3.72%,7,3.72%,372,22,44
35045,35,8,3.76%,7,3.76%,376,22,45
35046,35,8,3.8%,7,3.8%,380,22,46
35047,35,8,3.84%,7,3.84%,384,22,47
35048,35,8,3.88%,7,3.88%,388,22,48
35049,35,8,3.92%,7,3.92%,392,22,49
35050,35,8,3.96%,7,3.96%,396,22,50
35051,35,8,4%,7,4%,400,22,51
35052,35,8,4.04%,7,4.04%,404,22,52
35053,35,8,4.08%,7,4.08%,408,22,53
35054,35,8,4.12%,7,4.12%,412,22,54
35055,35,8,4.16%,7,4.16%,416,22,55
35056,35,8,4.2%,7,4.2%,420,22,56
35057,35,8,4.24%,7,4.24%,424,22,57
35058,35,8,4.28%,7,4.28%,428,22,58
35059,35,8,4.32%,7,4.32%,432,22,59
35060,35,8,4.36%,7,4.36%,436,22,60
35061,35,8,4.4%,7,4.4%,440,22,61
35062,35,8,4.44%,7,4.44%,444,22,62
35063,35,8,4.48%,7,4.48%,448,22,63
35064,35,8,4.52%,7,4.52%,452,22,64
35065,35,8,4.56%,7,4.56%,456,22,65
35066,35,8,4.6%,7,4.6%,460,22,66
35067,35,8,4.64%,7,4.64%,464,22,67
35068,35,8,4.68%,7,4.68%,468,22,68
35069,35,8,4.72%,7,4.72%,472,22,69
35070,35,8,4.76%,7,4.76%,476,22,70
35071,35,8,4.8%,7,4.8%,480,22,71
35072,35,8,4.84%,7,4.84%,484,22,72
35073,35,8,4.88%,7,4.88%,488,22,73
35074,35,8,4.92%,7,4.92%,492,22,74
35075,35,8,4.96%,7,4.96%,496,22,75
35076,35,8,5%,7,5%,500,22,76
35077,35,8,5.04%,7,5.04%,504,22,77
35078,35,8,5.08%,7,5.08%,508,22,78
35079,35,8,5.12%,7,5.12%,512,22,79
35080,35,8,5.16%,7,5.16%,516,22,80
35081,35,8,5.2%,7,5.2%,520,22,81
35082,35,8,5.24%,7,5.24%,524,22,82
35083,35,8,5.28%,7,5.28%,528,22,83
35084,35,8,5.32%,7,5.32%,532,22,84
35085,35,8,5.36%,7,5.36%,536,22,85
35086,35,8,5.4%,7,5.4%,540,22,86
35087,35,8,5.44%,7,5.44%,544,22,87
35088,35,8,5.48%,7,5.48%,548,22,88
35089,35,8,5.52%,7,5.52%,552,22,89
35090,35,8,5.56%,7,5.56%,556,22,90
35091,35,8,5.6%,7,5.6%,560,22,91
35092,35,8,5.64%,7,5.64%,564,22,92
35093,35,8,5.68%,7,5.68%,568,22,93
35094,35,8,5.72%,7,5.72%,572,22,94
35095,35,8,5.76%,7,5.76%,576,22,95
35096,35,8,5.8%,7,5.8%,580,22,96
35097,35,8,5.84%,7,5.84%,584,22,97
35098,35,8,5.88%,7,5.88%,588,22,98
35099,35,8,5.92%,7,5.92%,592,22,99
35100,35,8,5.96%,7,5.96%,596,22,100
36001,36,,2%,1,,200,23,1
36002,36,,2.04%,1,,204,23,2
36003,36,,2.08%,1,,208,23,3
36004,36,,2.12%,1,,212,23,4
36005,36,,2.16%,1,,216,23,5
36006,36,,2.2%,1,,220,23,6
36007,36,,2.24%,1,,224,23,7
36008,36,,2.28%,1,,228,23,8
36009,36,,2.32%,1,,232,23,9
36010,36,,2.36%,1,,236,23,10
36011,36,,2.4%,1,,240,23,11
36012,36,,2.44%,1,,244,23,12
36013,36,,2.48%,1,,248,23,13
36014,36,,2.52%,1,,252,23,14
36015,36,,2.56%,1,,256,23,15
36016,36,,2.6%,1,,260,23,16
36017,36,,2.64%,1,,264,23,17
36018,36,,2.68%,1,,268,23,18
36019,36,,2.72%,1,,272,23,19
36020,36,,2.76%,1,,276,23,20
36021,36,,2.8%,1,,280,23,21
36022,36,,2.84%,1,,284,23,22
36023,36,,2.88%,1,,288,23,23
36024,36,,2.92%,1,,292,23,24
36025,36,,2.96%,1,,296,23,25
36026,36,,3%,1,,300,23,26
36027,36,,3.04%,1,,304,23,27
36028,36,,3.08%,1,,308,23,28
36029,36,,3.12%,1,,312,23,29
36030,36,,3.16%,1,,316,23,30
36031,36,,3.2%,1,,320,23,31
36032,36,,3.24%,1,,324,23,32
36033,36,,3.28%,1,,328,23,33
36034,36,,3.32%,1,,332,23,34
36035,36,,3.36%,1,,336,23,35
36036,36,,3.4%,1,,340,23,36
36037,36,,3.44%,1,,344,23,37
36038,36,,3.48%,1,,348,23,38
36039,36,,3.52%,1,,352,23,39
36040,36,,3.56%,1,,356,23,40
36041,36,,3.6%,1,,360,23,41
36042,36,,3.64%,1,,364,23,42
36043,36,,3.68%,1,,368,23,43
36044,36,,3.72%,1,,372,23,44
36045,36,,3.76%,1,,376,23,45
36046,36,,3.8%,1,,380,23,46
36047,36,,3.84%,1,,384,23,47
36048,36,,3.88%,1,,388,23,48
36049,36,,3.92%,1,,392,23,49
36050,36,,3.96%,1,,396,23,50
36051,36,,4%,1,,400,23,51
36052,36,,4.04%,1,,404,23,52
36053,36,,4.08%,1,,408,23,53
36054,36,,4.12%,1,,412,23,54
36055,36,,4.16%,1,,416,23,55
36056,36,,4.2%,1,,420,23,56
36057,36,,4.24%,1,,424,23,57
36058,36,,4.28%,1,,428,23,58
36059,36,,4.32%,1,,432,23,59
36060,36,,4.36%,1,,436,23,60
36061,36,,4.4%,1,,440,23,61
36062,36,,4.44%,1,,444,23,62
36063,36,,4.48%,1,,448,23,63
36064,36,,4.52%,1,,452,23,64
36065,36,,4.56%,1,,456,23,65
36066,36,,4.6%,1,,460,23,66
36067,36,,4.64%,1,,464,23,67
36068,36,,4.68%,1,,468,23,68
36069,36,,4.72%,1,,472,23,69
36070,36,,4.76%,1,,476,23,70
36071,36,,4.8%,1,,480,23,71
36072,36,,4.84%,1,,484,23,72
36073,36,,4.88%,1,,488,23,73
36074,36,,4.92%,1,,492,23,74
36075,36,,4.96%,1,,496,23,75
36076,36,,5%,1,,500,23,76
36077,36,,5.04%,1,,504,23,77
36078,36,,5.08%,1,,508,23,78
36079,36,,5.12%,1,,512,23,79
36080,36,,5.16%,1,,516,23,80
36081,36,,5.2%,1,,520,23,81
36082,36,,5.24%,1,,524,23,82
36083,36,,5.28%,1,,528,23,83
36084,36,,5.32%,1,,532,23,84
36085,36,,5.36%,1,,536,23,85
36086,36,,5.4%,1,,540,23,86
36087,36,,5.44%,1,,544,23,87
36088,36,,5.48%,1,,548,23,88
36089,36,,5.52%,1,,552,23,89
36090,36,,5.56%,1,,556,23,90
36091,36,,5.6%,1,,560,23,91
36092,36,,5.64%,1,,564,23,92
36093,36,,5.68%,1,,568,23,93
36094,36,,5.72%,1,,572,23,94
36095,36,,5.76%,1,,576,23,95
36096,36,,5.8%,1,,580,23,96
36097,36,,5.84%,1,,584,23,97
36098,36,,5.88%,1,,588,23,98
36099,36,,5.92%,1,,592,23,99
36100,36,,5.96%,1,,596,23,100
41001,41,,4620,8,,4620,7,1
41002,41,,4749,8,,4749,7,2
41003,41,,4879,8,,4879,7,3
41004,41,,5008,8,,5008,7,4
41005,41,,5137,8,,5137,7,5
41006,41,,5307,8,,5307,7,6
41007,41,,5445,8,,5445,7,7
41008,41,,5582,8,,5582,7,8
41009,41,,5720,8,,5720,7,9
41010,41,,5857,8,,5857,7,10
41011,41,,6075,8,,6075,7,11
41012,41,,6221,8,,6221,7,12
41013,41,,6366,8,,6366,7,13
41014,41,,6512,8,,6512,7,14
41015,41,,6657,8,,6657,7,15
41016,41,,6924,8,,6924,7,16
41017,41,,7078,8,,7078,7,17
41018,41,,7231,8,,7231,7,18
41019,41,,7385,8,,7385,7,19
41020,41,,7539,8,,7539,7,20
41021,41,,7854,8,,7854,7,21
41022,41,,8016,8,,8016,7,22
41023,41,,8177,8,,8177,7,23
41024,41,,8339,8,,8339,7,24
41025,41,,8501,8,,8501,7,25
41026,41,,8865,8,,8865,7,26
41027,41,,9034,8,,9034,7,27
41028,41,,9204,8,,9204,7,28
41029,41,,9374,8,,9374,7,29
41030,41,,9544,8,,9544,7,30
41031,41,,9956,8,,9956,7,31
41032,41,,10134,8,,10134,7,32
41033,41,,10312,8,,10312,7,33
41034,41,,10490,8,,10490,7,34
41035,41,,10668,8,,10668,7,35
41036,41,,11128,8,,11128,7,36
41037,41,,11314,8,,11314,7,37
41038,41,,11500,8,,11500,7,38
41039,41,,11686,8,,11686,7,39
41040,41,,11872,8,,11872,7,40
41041,41,,12382,8,,12382,7,41
41042,41,,12576,8,,12576,7,42
41043,41,,12770,8,,12770,7,43
41044,41,,12964,8,,12964,7,44
41045,41,,13158,8,,13158,7,45
41046,41,,13716,8,,13716,7,46
41047,41,,13918,8,,13918,7,47
41048,41,,14120,8,,14120,7,48
41049,41,,14322,8,,14322,7,49
41050,41,,14524,8,,14524,7,50
41051,41,,15131,8,,15131,7,51
41052,41,,15341,8,,15341,7,52
41053,41,,15551,8,,15551,7,53
41054,41,,15761,8,,15761,7,54
41055,41,,15971,8,,15971,7,55
41056,41,,16626,8,,16626,7,56
41057,41,,16845,8,,16845,7,57
41058,41,,17063,8,,17063,7,58
41059,41,,17281,8,,17281,7,59
41060,41,,17499,8,,17499,7,60
41061,41,,18203,8,,18203,7,61
41062,41,,18429,8,,18429,7,62
41063,41,,18656,8,,18656,7,63
41064,41,,18882,8,,18882,7,64
41065,41,,19108,8,,19108,7,65
41066,41,,19860,8,,19860,7,66
41067,41,,20095,8,,20095,7,67
41068,41,,20329,8,,20329,7,68
41069,41,,20564,8,,20564,7,69
41070,41,,20798,8,,20798,7,70
41071,41,,21599,8,,21599,7,71
41072,41,,21841,8,,21841,7,72
41073,41,,22084,8,,22084,7,73
41074,41,,22326,8,,22326,7,74
41075,41,,22569,8,,22569,7,75
41076,41,,23418,8,,23418,7,76
41077,41,,23668,8,,23668,7,77
41078,41,,23919,8,,23919,7,78
41079,41,,24170,8,,24170,7,79
41080,41,,24420,8,,24420,7,80
41081,41,,25318,8,,25318,7,81
41082,41,,25576,8,,25576,7,82
41083,41,,25835,8,,25835,7,83
41084,41,,26094,8,,26094,7,84
41085,41,,26352,8,,26352,7,85
41086,41,,27298,8,,27298,7,86
41087,41,,27565,8,,27565,7,87
41088,41,,27832,8,,27832,7,88
41089,41,,28099,8,,28099,7,89
41090,41,,28366,8,,28366,7,90
41091,41,,29360,8,,29360,7,91
41092,41,,29635,8,,29635,7,92
41093,41,,29910,8,,29910,7,93
41094,41,,30185,8,,30185,7,94
41095,41,,30460,8,,30460,7,95
41096,41,,31503,8,,31503,7,96
41097,41,,31786,8,,31786,7,97
41098,41,,32069,8,,32069,7,98
41099,41,,32352,8,,32352,7,99
41100,41,,32635,8,,32635,7,100
42001,42,,,,,23100,1,1
42002,42,,,,,23747,1,2
42003,42,,,,,24394,1,3
42004,42,,,,,25040,1,4
42005,42,,,,,25687,1,5
42006,42,,,,,26536,1,6
42007,42,,,,,27223,1,7
42008,42,,,,,27911,1,8
42009,42,,,,,28598,1,9
42010,42,,,,,29285,1,10
42011,42,,,,,30377,1,11
42012,42,,,,,31104,1,12
42013,42,,,,,31832,1,13
42014,42,,,,,32559,1,14
42015,42,,,,,33287,1,15
42016,42,,,,,34621,1,16
42017,42,,,,,35389,1,17
42018,42,,,,,36157,1,18
42019,42,,,,,36925,1,19
42020,42,,,,,37693,1,20
42021,42,,,,,39270,1,21
42022,42,,,,,40079,1,22
42023,42,,,,,40887,1,23
42024,42,,,,,41696,1,24
42025,42,,,,,42504,1,25
42026,42,,,,,44323,1,26
42027,42,,,,,45172,1,27
42028,42,,,,,46021,1,28
42029,42,,,,,46870,1,29
42030,42,,,,,47719,1,30
42031,42,,,,,49781,1,31
42032,42,,,,,50670,1,32
42033,42,,,,,51559,1,33
42034,42,,,,,52449,1,34
42035,42,,,,,53338,1,35
42036,42,,,,,55642,1,36
42037,42,,,,,56572,1,37
42038,42,,,,,57502,1,38
42039,42,,,,,58431,1,39
42040,42,,,,,59361,1,40
42041,42,,,,,61908,1,41
42042,42,,,,,62878,1,42
42043,42,,,,,63848,1,43
42044,42,,,,,64819,1,44
42045,42,,,,,65789,1,45
42046,42,,,,,68578,1,46
42047,42,,,,,69589,1,47
42048,42,,,,,70599,1,48
42049,42,,,,,71610,1,49
42050,42,,,,,72621,1,50
42051,42,,,,,75653,1,51
42052,42,,,,,76704,1,52
42053,42,,,,,77755,1,53
42054,42,,,,,78806,1,54
42055,42,,,,,79857,1,55
42056,42,,,,,83131,1,56
42057,42,,,,,84223,1,57
42058,42,,,,,85314,1,58
42059,42,,,,,86406,1,59
42060,42,,,,,87497,1,60
42061,42,,,,,91014,1,61
42062,42,,,,,92146,1,62
42063,42,,,,,93278,1,63
42064,42,,,,,94410,1,64
42065,42,,,,,95542,1,65
42066,42,,,,,99301,1,66
42067,42,,,,,100473,1,67
42068,42,,,,,101646,1,68
42069,42,,,,,102818,1,69
42070,42,,,,,103990,1,70
42071,42,,,,,107993,1,71
42072,42,,,,,109205,1,72
42073,42,,,,,110418,1,73
42074,42,,,,,111631,1,74
42075,42,,,,,112844,1,75
42076,42,,,,,117088,1,76
42077,42,,,,,118341,1,77
42078,42,,,,,119594,1,78
42079,42,,,,,120848,1,79
42080,42,,,,,122101,1,80
42081,42,,,,,126588,1,81
42082,42,,,,,127882,1,82
42083,42,,,,,129175,1,83
42084,42,,,,,130469,1,84
42085,42,,,,,131762,1,85
42086,42,,,,,136492,1,86
42087,42,,,,,137826,1,87
42088,42,,,,,139160,1,88
42089,42,,,,,140494,1,89
42090,42,,,,,141828,1,90
42091,42,,,,,146801,1,91
42092,42,,,,,148175,1,92
42093,42,,,,,149549,1,93
42094,42,,,,,150924,1,94
42095,42,,,,,152298,1,95
42096,42,,,,,157513,1,96
42097,42,,,,,158928,1,97
42098,42,,,,,160343,1,98
42099,42,,,,,161758,1,99
42100,42,,,,,163173,1,100
43001,43,10,3235,9,3235,11550,1,1
43002,43,10,3326,9,3326,11874,1,2
43003,43,10,3416,9,3416,12197,1,3
43004,43,10,3507,9,3507,12520,1,4
43005,43,10,3597,9,3597,12844,1,5
43006,43,10,3716,9,3716,13268,1,6
43007,43,10,3812,9,3812,13612,1,7
43008,43,10,3909,9,3909,13956,1,8
43009,43,10,4005,9,4005,14299,1,9
43010,43,10,4101,9,4101,14643,1,10
43011,43,10,4254,9,4254,15189,1,11
43012,43,10,4356,9,4356,15552,1,12
43013,43,10,4458,9,4458,15916,1,13
43014,43,10,4560,9,4560,16280,1,14
43015,43,10,4662,9,4662,16644,1,15
43016,43,10,4848,9,4848,17311,1,16
43017,43,10,4956,9,4956,17695,1,17
43018,43,10,5064,9,5064,18079,1,18
43019,43,10,5171,9,5171,18463,1,19
43020,43,10,5279,9,5279,18847,1,20
43021,43,10,5500,9,5500,19635,1,21
43022,43,10,5613,9,5613,20040,1,22
43023,43,10,5726,9,5726,20444,1,23
43024,43,10,5839,9,5839,20848,1,24
43025,43,10,5952,9,5952,21252,1,25
43026,43,10,6207,9,6207,22162,1,26
43027,43,10,6326,9,6326,22586,1,27
43028,43,10,6445,9,6445,23011,1,28
43029,43,10,6564,9,6564,23435,1,29
43030,43,10,6683,9,6683,23860,1,30
43031,43,10,6971,9,6971,24891,1,31
43032,43,10,7096,9,7096,25335,1,32
43033,43,10,7221,9,7221,25780,1,33
43034,43,10,7345,9,7345,26225,1,34
43035,43,10,7470,9,7470,26669,1,35
43036,43,10,7792,9,7792,27821,1,36
43037,43,10,7923,9,7923,28286,1,37
43038,43,10,8053,9,8053,28751,1,38
43039,43,10,8183,9,8183,29216,1,39
43040,43,10,8313,9,8313,29681,1,40
43041,43,10,8670,9,8670,30954,1,41
43042,43,10,8806,9,8806,31439,1,42
43043,43,10,8942,9,8942,31924,1,43
43044,43,10,9077,9,9077,32410,1,44
43045,43,10,9213,9,9213,32895,1,45
43046,43,10,9604,9,9604,34289,1,46
43047,43,10,9745,9,9745,34795,1,47
43048,43,10,9887,9,9887,35300,1,48
43049,43,10,10029,9,10029,35805,1,49
43050,43,10,10170,9,10170,36311,1,50
43051,43,10,10595,9,10595,37827,1,51
43052,43,10,10742,9,10742,38352,1,52
43053,43,10,10889,9,10889,38878,1,53
43054,43,10,11036,9,11036,39403,1,54
43055,43,10,11183,9,11183,39929,1,55
43056,43,10,11642,9,11642,41566,1,56
43057,43,10,11795,9,11795,42112,1,57
43058,43,10,11948,9,11948,42657,1,58
43059,43,10,12101,9,12101,43203,1,59
43060,43,10,12253,9,12253,43749,1,60
43061,43,10,12746,9,12746,45507,1,61
43062,43,10,12904,9,12904,46073,1,62
43063,43,10,13063,9,13063,46639,1,63
43064,43,10,13221,9,13221,47205,1,64
43065,43,10,13380,9,13380,47771,1,65
43066,43,10,13906,9,13906,49651,1,66
43067,43,10,14071,9,14071,50237,1,67
43068,43,10,14235,9,14235,50823,1,68
43069,43,10,14399,9,14399,51409,1,69
43070,43,10,14563,9,14563,51995,1,70
43071,43,10,15124,9,15124,53997,1,71
43072,43,10,15293,9,15293,54603,1,72
43073,43,10,15463,9,15463,55209,1,73
43074,43,10,15633,9,15633,55816,1,74
43075,43,10,15803,9,15803,56422,1,75
43076,43,10,16397,9,16397,58544,1,76
43077,43,10,16573,9,16573,59171,1,77
43078,43,10,16748,9,16748,59797,1,78
43079,43,10,16924,9,16924,60424,1,79
43080,43,10,17099,9,17099,61051,1,80
43081,43,10,17728,9,17728,63294,1,81
43082,43,10,17909,9,17909,63941,1,82
43083,43,10,18090,9,18090,64588,1,83
43084,43,10,18271,9,18271,65235,1,84
43085,43,10,18452,9,18452,65881,1,85
43086,43,10,19115,9,19115,68246,1,86
43087,43,10,19302,9,19302,68913,1,87
43088,43,10,19488,9,19488,69580,1,88
43089,43,10,19675,9,19675,70247,1,89
43090,43,10,19862,9,19862,70914,1,90
43091,43,10,20558,9,20558,73401,1,91
43092,43,10,20751,9,20751,74088,1,92
43093,43,10,20943,9,20943,74775,1,93
43094,43,10,21136,9,21136,75462,1,94
43095,43,10,21328,9,21328,76149,1,95
43096,43,10,22059,9,22059,78757,1,96
43097,43,10,22257,9,22257,79464,1,97
43098,43,10,22455,9,22455,80172,1,98
43099,43,10,22653,9,22653,80879,1,99
43100,43,10,22851,9,22851,81587,1,100
44001,44,8,3465,7,3465,5775,1,1
44002,44,8,3562,7,3562,5937,1,2
44003,44,8,3659,7,3659,6099,1,3
44004,44,8,3756,7,3756,6260,1,4
44005,44,8,3853,7,3853,6422,1,5
44006,44,8,3980,7,3980,6634,1,6
44007,44,8,4084,7,4084,6806,1,7
44008,44,8,4187,7,4187,6978,1,8
44009,44,8,4290,7,4290,7150,1,9
44010,44,8,4393,7,4393,7321,1,10
44011,44,8,4556,7,4556,7594,1,11
44012,44,8,4666,7,4666,7776,1,12
44013,44,8,4775,7,4775,7958,1,13
44014,44,8,4884,7,4884,8140,1,14
44015,44,8,4993,7,4993,8322,1,15
44016,44,8,5193,7,5193,8655,1,16
44017,44,8,5309,7,5309,8847,1,17
44018,44,8,5423,7,5423,9039,1,18
44019,44,8,5539,7,5539,9231,1,19
44020,44,8,5654,7,5654,9423,1,20
44021,44,8,5891,7,5891,9818,1,21
44022,44,8,6012,7,6012,10020,1,22
44023,44,8,6133,7,6133,10222,1,23
44024,44,8,6254,7,6254,10424,1,24
44025,44,8,6376,7,6376,10626,1,25
44026,44,8,6649,7,6649,11081,1,26
44027,44,8,6776,7,6776,11293,1,27
44028,44,8,6903,7,6903,11505,1,28
44029,44,8,7031,7,7031,11718,1,29
44030,44,8,7158,7,7158,11930,1,30
44031,44,8,7467,7,7467,12445,1,31
44032,44,8,7601,7,7601,12668,1,32
44033,44,8,7734,7,7734,12890,1,33
44034,44,8,7868,7,7868,13112,1,34
44035,44,8,8001,7,8001,13335,1,35
44036,44,8,8346,7,8346,13911,1,36
44037,44,8,8486,7,8486,14143,1,37
44038,44,8,8625,7,8625,14376,1,38
44039,44,8,8765,7,8765,14608,1,39
44040,44,8,8904,7,8904,14840,1,40
44041,44,8,9287,7,9287,15477,1,41
44042,44,8,9432,7,9432,15720,1,42
44043,44,8,9578,7,9578,15962,1,43
44044,44,8,9723,7,9723,16205,1,44
44045,44,8,9869,7,9869,16447,1,45
44046,44,8,10287,7,10287,17145,1,46
44047,44,8,10439,7,10439,17397,1,47
44048,44,8,10590,7,10590,17650,1,48
44049,44,8,10742,7,10742,17903,1,49
44050,44,8,10893,7,10893,18155,1,50
44051,44,8,11348,7,11348,18913,1,51
44052,44,8,11506,7,11506,19176,1,52
44053,44,8,11663,7,11663,19439,1,53
44054,44,8,11821,7,11821,19702,1,54
44055,44,8,11978,7,11978,19964,1,55
44056,44,8,12470,7,12470,20783,1,56
44057,44,8,12634,7,12634,21056,1,57
44058,44,8,12797,7,12797,21329,1,58
44059,44,8,12961,7,12961,21602,1,59
44060,44,8,13124,7,13124,21874,1,60
44061,44,8,13652,7,13652,22754,1,61
44062,44,8,13822,7,13822,23037,1,62
44063,44,8,13992,7,13992,23320,1,63
44064,44,8,14162,7,14162,23603,1,64
44065,44,8,14331,7,14331,23886,1,65
44066,44,8,14895,7,14895,24825,1,66
44067,44,8,15071,7,15071,25118,1,67
44068,44,8,15247,7,15247,25412,1,68
44069,44,8,15423,7,15423,25705,1,69
44070,44,8,15599,7,15599,25998,1,70
44071,44,8,16199,7,16199,26998,1,71
44072,44,8,16381,7,16381,27301,1,72
44073,44,8,16563,7,16563,27605,1,73
44074,44,8,16745,7,16745,27908,1,74
44075,44,8,16927,7,16927,28211,1,75
44076,44,8,17564,7,17564,29272,1,76
44077,44,8,17751,7,17751,29585,1,77
44078,44,8,17939,7,17939,29899,1,78
44079,44,8,18128,7,18128,30212,1,79
